IPLAUKU_DATA;SALTINIO_PAV;IMOKOS_KODAI;APRASYMAS;SUMA
23-MAR-15;VMI;22K;"Pajamos iš mokesčių inspekcijos";313994.84
13-MAR-15;VMI;22K;"Pajamos iš mokesčių inspekcijos";812308.49
10-MAR-15;VMI;22K;"Pajamos iš mokesčių inspekcijos";38062.12
10-MAR-15;VMI;22K;"Pajamos iš mokesčių inspekcijos";200161.31
10-MAR-15;VMI;22K;"Pajamos iš mokesčių inspekcijos";167770.34
10-MAR-15;VMI;22K;"Pajamos iš mokesčių inspekcijos";339716.89
10-MAR-15;VMI;22K;"Pajamos iš mokesčių inspekcijos";230430.82
04-MAR-15;VMI;22K;"Pajamos iš mokesčių inspekcijos";145883.61
27-FEB-15;VMI;22K;"Pajamos iš mokesčių inspekcijos";174261.91
12-FEB-15;VMI;22K;"Pajamos iš mokesčių inspekcijos";750068.88
23-JAN-15;VMI;22K;"Pajamos iš mokesčių inspekcijos";142226.49
22-JAN-15;VMI;22K;"Pajamos iš mokesčių inspekcijos";434003.84
21-JAN-15;VMI;22K;"Pajamos iš mokesčių inspekcijos";80963.64
20-JAN-15;VMI;22K;"Pajamos iš mokesčių inspekcijos";357037.38
19-JAN-15;VMI;22K;"Pajamos iš mokesčių inspekcijos";872986.2
16-JAN-15;VMI;22K;"Pajamos iš mokesčių inspekcijos";1687668.37
15-JAN-15;VMI;22K;"Pajamos iš mokesčių inspekcijos";922413
13-JAN-15;VMI;22K;"Pajamos iš mokesčių inspekcijos";225267.24
14-JAN-15;VMI;22K;"Pajamos iš mokesčių inspekcijos";679879.83
12-JAN-15;VMI;22K;"Pajamos iš mokesčių inspekcijos";19107.25
12-JAN-15;VMI;22K;"Pajamos iš mokesčių inspekcijos";4479.46
12-JAN-15;VMI;22K;"Pajamos iš mokesčių inspekcijos";593468.82
12-JAN-15;VMI;22K;"Pajamos iš mokesčių inspekcijos";335920.24
12-JAN-15;VMI;22K;"Pajamos iš mokesčių inspekcijos";7681.53
12-JAN-15;VMI;22K;"Pajamos iš mokesčių inspekcijos";37900.57
12-JAN-15;VMI;22K;"Pajamos iš mokesčių inspekcijos";47928.56
09-FEB-16;VMI;39;"Pajamos iš mokesčių inspekcijos";46.03
21-JAN-16;VMI;39;"Pajamos iš mokesčių inspekcijos";47.3
27-JAN-16;VMI;39;"Pajamos iš mokesčių inspekcijos";2.3
27-JAN-16;VMI;39;"Pajamos iš mokesčių inspekcijos";2.9
09-FEB-16;VMI;39;"Pajamos iš mokesčių inspekcijos";.6
08-FEB-16;VMI;39;"Pajamos iš mokesčių inspekcijos";11.6
05-FEB-16;VMI;39;"Pajamos iš mokesčių inspekcijos";1.8
05-FEB-16;VMI;39;"Pajamos iš mokesčių inspekcijos";90
28-JAN-16;VMI;39;"Pajamos iš mokesčių inspekcijos";2.8
28-JAN-16;VMI;39;"Pajamos iš mokesčių inspekcijos";34.8
04-FEB-16;VMI;39;"Pajamos iš mokesčių inspekcijos";7.2
04-FEB-16;VMI;39;"Pajamos iš mokesčių inspekcijos";8.7
04-FEB-16;VMI;39;"Pajamos iš mokesčių inspekcijos";8.7
04-FEB-16;VMI;39;"Pajamos iš mokesčių inspekcijos";4.3
04-FEB-16;VMI;39;"Pajamos iš mokesčių inspekcijos";28.43
10-FEB-16;VMI;39;"Pajamos iš mokesčių inspekcijos";4.3
10-FEB-16;VMI;39;"Pajamos iš mokesčių inspekcijos";27.87
10-FEB-16;VMI;39;"Pajamos iš mokesčių inspekcijos";532502.8
01-FEB-16;VMI;39;"Pajamos iš mokesčių inspekcijos";31.28
01-FEB-16;VMI;39;"Pajamos iš mokesčių inspekcijos";.6
01-FEB-16;VMI;39;"Pajamos iš mokesčių inspekcijos";2.9
01-FEB-16;VMI;39;"Pajamos iš mokesčių inspekcijos";1.4
01-FEB-16;VMI;39;"Pajamos iš mokesčių inspekcijos";4.3
01-FEB-16;VMI;39;"Pajamos iš mokesčių inspekcijos";4.3
01-FEB-16;VMI;39;"Pajamos iš mokesčių inspekcijos";2.9
01-FEB-16;VMI;39;"Pajamos iš mokesčių inspekcijos";4.3
01-FEB-16;VMI;39;"Pajamos iš mokesčių inspekcijos";2.9
01-FEB-16;VMI;39;"Pajamos iš mokesčių inspekcijos";18
01-FEB-16;VMI;39;"Pajamos iš mokesčių inspekcijos";2.3
01-FEB-16;VMI;39;"Pajamos iš mokesčių inspekcijos";1.4
29-JAN-16;VMI;39;"Pajamos iš mokesčių inspekcijos";40.18
29-JAN-16;VMI;39;"Pajamos iš mokesčių inspekcijos";11590.24
29-JAN-16;VMI;39;"Pajamos iš mokesčių inspekcijos";363.79
29-JAN-16;VMI;39;"Pajamos iš mokesčių inspekcijos";23786.3
29-JAN-16;VMI;39;"Pajamos iš mokesčių inspekcijos";8.6
29-JAN-16;VMI;39;"Pajamos iš mokesčių inspekcijos";303.48
29-JAN-16;VMI;39;"Pajamos iš mokesčių inspekcijos";10985.85
29-JAN-16;VMI;39;"Pajamos iš mokesčių inspekcijos";84130.97
29-JAN-16;VMI;39;"Pajamos iš mokesčių inspekcijos";439.7
29-JAN-16;VMI;39;"Pajamos iš mokesčių inspekcijos";70
29-JAN-16;VMI;39;"Pajamos iš mokesčių inspekcijos";4332.83
29-JAN-16;VMI;39;"Pajamos iš mokesčių inspekcijos";59165.47
29-JAN-16;VMI;39;"Pajamos iš mokesčių inspekcijos";2358.3
29-JAN-16;VMI;39;"Pajamos iš mokesčių inspekcijos";4.3
09-FEB-16;VMI;37;"Pajamos iš mokesčių inspekcijos";2.26
02-NOV-15;VMI;37;"Pajamos iš mokesčių inspekcijos";206.31
19-JAN-16;VMI;37;"Pajamos iš mokesčių inspekcijos";15.02
22-SEP-15;VMI;37;"Pajamos iš mokesčių inspekcijos";20.21
20-JAN-16;VMI;37;"Pajamos iš mokesčių inspekcijos";3.65
22-JAN-16;VMI;37;"Pajamos iš mokesčių inspekcijos";8.72
08-FEB-16;VMI;37;"Pajamos iš mokesčių inspekcijos";83.05
21-OCT-15;VMI;37;"Pajamos iš mokesčių inspekcijos";83.73
14-JAN-16;VMI;37;"Pajamos iš mokesčių inspekcijos";.66
18-JUN-15;VMI;37;"Pajamos iš mokesčių inspekcijos";28.04
02-DEC-15;VMI;37;"Pajamos iš mokesčių inspekcijos";770.45
19-OCT-15;VMI;37;"Pajamos iš mokesčių inspekcijos";20.11
29-SEP-15;VMI;37;"Pajamos iš mokesčių inspekcijos";28.11
17-JUN-15;VMI;37;"Pajamos iš mokesčių inspekcijos";206.27
26-OCT-15;VMI;37;"Pajamos iš mokesčių inspekcijos";194.36
05-JUN-15;VMI;37;"Pajamos iš mokesčių inspekcijos";224.63
03-FEB-16;VMI;37;"Pajamos iš mokesčių inspekcijos";34.84
12-JAN-16;VMI;37;"Pajamos iš mokesčių inspekcijos";.33
23-OCT-15;VMI;37;"Pajamos iš mokesčių inspekcijos";188.85
13-MAY-15;VMI;37;"Pajamos iš mokesčių inspekcijos";141.88
11-FEB-16;VMI;37;"Pajamos iš mokesčių inspekcijos";400.94
21-JAN-16;VMI;37;"Pajamos iš mokesčių inspekcijos";205.77
06-AUG-15;VMI;37;"Pajamos iš mokesčių inspekcijos";19.43
29-APR-15;VMI;37;"Pajamos iš mokesčių inspekcijos";456.7
12-MAR-15;VMI;37;"Pajamos iš mokesčių inspekcijos";8491.36
25-SEP-15;VMI;37;"Pajamos iš mokesčių inspekcijos";471.76
19-JUN-15;VMI;37;"Pajamos iš mokesčių inspekcijos";10.25
22-JUN-15;VMI;37;"Pajamos iš mokesčių inspekcijos";1078.77
21-MAY-15;VMI;37;"Pajamos iš mokesčių inspekcijos";677
12-MAY-15;VMI;37;"Pajamos iš mokesčių inspekcijos";173.48
17-FEB-15;VMI;37;"Pajamos iš mokesčių inspekcijos";36.69
10-FEB-15;VMI;37;"Pajamos iš mokesčių inspekcijos";14.24
06-FEB-15;VMI;37;"Pajamos iš mokesčių inspekcijos";156.98
02-OCT-15;VMI;37;"Pajamos iš mokesčių inspekcijos";293.17
17-APR-15;VMI;37;"Pajamos iš mokesčių inspekcijos";955.06
01-APR-15;VMI;37;"Pajamos iš mokesčių inspekcijos";2688.54
16-MAR-15;VMI;37;"Pajamos iš mokesčių inspekcijos";4964.31
25-FEB-15;VMI;37;"Pajamos iš mokesčių inspekcijos";1.64
04-AUG-15;VMI;37;"Pajamos iš mokesčių inspekcijos";716.9
04-JUN-15;VMI;37;"Pajamos iš mokesčių inspekcijos";61.96
22-MAY-15;VMI;37;"Pajamos iš mokesčių inspekcijos";329.2
15-MAY-15;VMI;37;"Pajamos iš mokesčių inspekcijos";250.68
08-APR-15;VMI;37;"Pajamos iš mokesčių inspekcijos";1444.16
03-MAR-15;VMI;37;"Pajamos iš mokesčių inspekcijos";891515.53
13-FEB-15;VMI;37;"Pajamos iš mokesčių inspekcijos";42.8
21-SEP-15;VMI;37;"Pajamos iš mokesčių inspekcijos";19.93
30-APR-15;VMI;37;"Pajamos iš mokesčių inspekcijos";19436.24
20-APR-15;VMI;37;"Pajamos iš mokesčių inspekcijos";1063.72
06-MAR-15;VMI;37;"Pajamos iš mokesčių inspekcijos";13761.39
23-FEB-15;VMI;37;"Pajamos iš mokesčių inspekcijos";47.66
02-JUN-15;VMI;37;"Pajamos iš mokesčių inspekcijos";320.52
11-MAY-15;VMI;37;"Pajamos iš mokesčių inspekcijos";237
25-MAR-15;VMI;37;"Pajamos iš mokesčių inspekcijos";5782.24
26-FEB-15;VMI;37;"Pajamos iš mokesčių inspekcijos";47.74
28-OCT-15;VMI;37;"Pajamos iš mokesčių inspekcijos";8.12
22-OCT-15;VMI;37;"Pajamos iš mokesčių inspekcijos";85.76
09-APR-15;VMI;37;"Pajamos iš mokesčių inspekcijos";240.17
23-MAR-15;VMI;37;"Pajamos iš mokesčių inspekcijos";3091.21
10-MAR-15;VMI;37;"Pajamos iš mokesčių inspekcijos";4020.23
27-FEB-15;VMI;37;"Pajamos iš mokesčių inspekcijos";14.1
09-FEB-15;VMI;37;"Pajamos iš mokesčių inspekcijos";30.27
23-JAN-15;VMI;37;"Pajamos iš mokesčių inspekcijos";20.2
22-JAN-15;VMI;37;"Pajamos iš mokesčių inspekcijos";6.01
21-JAN-15;VMI;37;"Pajamos iš mokesčių inspekcijos";10.48
20-JAN-15;VMI;37;"Pajamos iš mokesčių inspekcijos";237.36
19-JAN-15;VMI;37;"Pajamos iš mokesčių inspekcijos";4.31
02-MAR-15;VMI;37;"Pajamos iš mokesčių inspekcijos";2263.24
01-SEP-15;VMI;37;"Pajamos iš mokesčių inspekcijos";12.73
27-MAR-15;VMI;37;"Pajamos iš mokesčių inspekcijos";3706.23
10-APR-15;VMI;37;"Pajamos iš mokesčių inspekcijos";45.27
10-AUG-15;VMI;37;"Pajamos iš mokesčių inspekcijos";4.66
01-JUN-15;VMI;37;"Pajamos iš mokesčių inspekcijos";1253.18
10-FEB-16;VMI;37;"Pajamos iš mokesčių inspekcijos";15.11
15-JUN-15;VMI;37;"Pajamos iš mokesčių inspekcijos";108.04
23-JUN-15;VMI;37;"Pajamos iš mokesčių inspekcijos";101.66
28-SEP-15;VMI;37;"Pajamos iš mokesčių inspekcijos";20.59
20-OCT-15;VMI;37;"Pajamos iš mokesčių inspekcijos";8.46
19-MAR-15;VMI;37;"Pajamos iš mokesčių inspekcijos";3548.66
25-MAY-15;VMI;37;"Pajamos iš mokesčių inspekcijos";145.35
04-FEB-15;VMI;37;"Pajamos iš mokesčių inspekcijos";107.85
05-MAY-15;VMI;37;"Pajamos iš mokesčių inspekcijos";69.28
14-JAN-15;VMI;37;"Pajamos iš mokesčių inspekcijos";65.37
14-JAN-15;VMI;37;"Pajamos iš mokesčių inspekcijos";69.49
01-FEB-16;VMI;37;"Pajamos iš mokesčių inspekcijos";1618.77
24-MAR-15;VMI;37;"Pajamos iš mokesčių inspekcijos";3591.08
25-JUN-15;VMI;37;"Pajamos iš mokesčių inspekcijos";2399.51
09-SEP-15;VMI;37;"Pajamos iš mokesčių inspekcijos";7.3
05-FEB-16;VMI;37;"Pajamos iš mokesčių inspekcijos";20.07
30-OCT-15;VMI;37;"Pajamos iš mokesčių inspekcijos";638.6
08-SEP-15;VMI;37;"Pajamos iš mokesčių inspekcijos";.04
13-JAN-16;VMI;37;"Pajamos iš mokesčių inspekcijos";2.66
31-AUG-15;VMI;37;"Pajamos iš mokesčių inspekcijos";243.72
07-AUG-15;VMI;37;"Pajamos iš mokesčių inspekcijos";24.65
04-FEB-16;VMI;37;"Pajamos iš mokesčių inspekcijos";14.41
16-SEP-15;VMI;37;"Pajamos iš mokesčių inspekcijos";2.71
11-SEP-15;VMI;37;"Pajamos iš mokesčių inspekcijos";190.99
31-JUL-15;VMI;37;"Pajamos iš mokesčių inspekcijos";47.64
12-JUN-15;VMI;37;"Pajamos iš mokesčių inspekcijos";1571.6
29-MAY-15;VMI;37;"Pajamos iš mokesčių inspekcijos";274.92
29-OCT-15;VMI;37;"Pajamos iš mokesčių inspekcijos";2.07
06-OCT-15;VMI;37;"Pajamos iš mokesčių inspekcijos";2.83
02-FEB-16;VMI;37;"Pajamos iš mokesčių inspekcijos";98.98
11-JAN-16;VMI;37;"Pajamos iš mokesčių inspekcijos";.64
08-JAN-16;VMI;37;"Pajamos iš mokesčių inspekcijos";1.62
05-OCT-15;VMI;37;"Pajamos iš mokesčių inspekcijos";873.86
07-SEP-15;VMI;37;"Pajamos iš mokesčių inspekcijos";22.26
11-JUN-15;VMI;37;"Pajamos iš mokesčių inspekcijos";142.18
07-JAN-16;VMI;37;"Pajamos iš mokesčių inspekcijos";5.82
05-AUG-15;VMI;37;"Pajamos iš mokesčių inspekcijos";6.3
27-APR-15;VMI;37;"Pajamos iš mokesčių inspekcijos";1036.72
05-MAR-15;VMI;37;"Pajamos iš mokesčių inspekcijos";21963.44
15-JAN-16;VMI;37;"Pajamos iš mokesčių inspekcijos";5.48
16-OCT-15;VMI;37;"Pajamos iš mokesčių inspekcijos";62.04
28-AUG-15;VMI;37;"Pajamos iš mokesčių inspekcijos";3.95
27-AUG-15;VMI;37;"Pajamos iš mokesčių inspekcijos";72.99
26-AUG-15;VMI;37;"Pajamos iš mokesčių inspekcijos";.3
25-AUG-15;VMI;37;"Pajamos iš mokesčių inspekcijos";26.11
24-AUG-15;VMI;37;"Pajamos iš mokesčių inspekcijos";21.13
21-AUG-15;VMI;37;"Pajamos iš mokesčių inspekcijos";221.78
12-AUG-15;VMI;37;"Pajamos iš mokesčių inspekcijos";21.4
18-MAY-15;VMI;37;"Pajamos iš mokesčių inspekcijos";1004.5
14-MAY-15;VMI;37;"Pajamos iš mokesčių inspekcijos";555.25
04-MAY-15;VMI;37;"Pajamos iš mokesčių inspekcijos";61386.28
03-APR-15;VMI;37;"Pajamos iš mokesčių inspekcijos";1265.68
30-MAR-15;VMI;37;"Pajamos iš mokesčių inspekcijos";1234.7
01-OCT-15;VMI;37;"Pajamos iš mokesčių inspekcijos";35.99
20-AUG-15;VMI;37;"Pajamos iš mokesčių inspekcijos";229.51
19-AUG-15;VMI;37;"Pajamos iš mokesčių inspekcijos";10.53
07-MAY-15;VMI;37;"Pajamos iš mokesčių inspekcijos";21131.42
24-APR-15;VMI;37;"Pajamos iš mokesčių inspekcijos";13126.36
15-APR-15;VMI;37;"Pajamos iš mokesčių inspekcijos";4057.25
09-MAR-15;VMI;37;"Pajamos iš mokesčių inspekcijos";9639.41
19-FEB-15;VMI;37;"Pajamos iš mokesčių inspekcijos";173.62
06-JAN-16;VMI;37;"Pajamos iš mokesčių inspekcijos";1699.38
06-JAN-16;VMI;37;"Pajamos iš mokesčių inspekcijos";.8
05-JAN-16;VMI;37;"Pajamos iš mokesčių inspekcijos";46.42
05-JAN-16;VMI;37;"Pajamos iš mokesčių inspekcijos";212.16
04-NOV-15;VMI;37;"Pajamos iš mokesčių inspekcijos";62.97
24-SEP-15;VMI;37;"Pajamos iš mokesčių inspekcijos";430.21
18-AUG-15;VMI;37;"Pajamos iš mokesčių inspekcijos";17.44
17-AUG-15;VMI;37;"Pajamos iš mokesčių inspekcijos";11.2
14-AUG-15;VMI;37;"Pajamos iš mokesčių inspekcijos";102.97
13-AUG-15;VMI;37;"Pajamos iš mokesčių inspekcijos";133.03
26-JUN-15;VMI;37;"Pajamos iš mokesčių inspekcijos";733.1
16-JUN-15;VMI;37;"Pajamos iš mokesčių inspekcijos";63.2
03-JUN-15;VMI;37;"Pajamos iš mokesčių inspekcijos";633.8
28-MAY-15;VMI;37;"Pajamos iš mokesčių inspekcijos";480.03
13-APR-15;VMI;37;"Pajamos iš mokesčių inspekcijos";1347.16
31-MAR-15;VMI;37;"Pajamos iš mokesčių inspekcijos";683.64
18-MAR-15;VMI;37;"Pajamos iš mokesčių inspekcijos";2526.68
05-FEB-15;VMI;37;"Pajamos iš mokesčių inspekcijos";10103.75
04-SEP-15;VMI;37;"Pajamos iš mokesčių inspekcijos";2.22
09-JUN-15;VMI;37;"Pajamos iš mokesčių inspekcijos";231.59
08-JUN-15;VMI;37;"Pajamos iš mokesčių inspekcijos";159.05
23-APR-15;VMI;37;"Pajamos iš mokesčių inspekcijos";2448.71
30-JAN-15;VMI;37;"Pajamos iš mokesčių inspekcijos";3.04
02-FEB-15;VMI;37;"Pajamos iš mokesčių inspekcijos";74771.57
03-NOV-15;VMI;37;"Pajamos iš mokesčių inspekcijos";83853.91
23-SEP-15;VMI;37;"Pajamos iš mokesčių inspekcijos";118.17
06-MAY-15;VMI;37;"Pajamos iš mokesčių inspekcijos";549.25
07-APR-15;VMI;37;"Pajamos iš mokesčių inspekcijos";3342.67
26-MAR-15;VMI;37;"Pajamos iš mokesčių inspekcijos";6818.31
11-FEB-15;VMI;37;"Pajamos iš mokesčių inspekcijos";5.85
29-JAN-15;VMI;37;"Pajamos iš mokesčių inspekcijos";30.04
18-SEP-15;VMI;37;"Pajamos iš mokesčių inspekcijos";57.54
03-SEP-15;VMI;37;"Pajamos iš mokesčių inspekcijos";2.86
03-AUG-15;VMI;37;"Pajamos iš mokesčių inspekcijos";94160.9
20-MAY-15;VMI;37;"Pajamos iš mokesčių inspekcijos";206.7
28-APR-15;VMI;37;"Pajamos iš mokesčių inspekcijos";282.23
14-APR-15;VMI;37;"Pajamos iš mokesčių inspekcijos";48.43
02-APR-15;VMI;37;"Pajamos iš mokesčių inspekcijos";913.11
09-JAN-15;VMI;37;"Pajamos iš mokesčių inspekcijos";80.37
09-JAN-15;VMI;37;"Pajamos iš mokesčių inspekcijos";18.06
09-JAN-15;VMI;37;"Pajamos iš mokesčių inspekcijos";948.21
09-JAN-15;VMI;37;"Pajamos iš mokesčių inspekcijos";18.67
09-JAN-15;VMI;37;"Pajamos iš mokesčių inspekcijos";89.63
09-JAN-15;VMI;37;"Pajamos iš mokesčių inspekcijos";35.78
20-MAR-15;VMI;37;"Pajamos iš mokesčių inspekcijos";1465.56
24-FEB-15;VMI;37;"Pajamos iš mokesčių inspekcijos";2.21
27-JAN-15;VMI;37;"Pajamos iš mokesčių inspekcijos";320.18
26-JAN-15;VMI;37;"Pajamos iš mokesčių inspekcijos";8.79
14-SEP-15;VMI;37;"Pajamos iš mokesčių inspekcijos";417.91
08-MAY-15;VMI;37;"Pajamos iš mokesčių inspekcijos";116.8
16-APR-15;VMI;37;"Pajamos iš mokesčių inspekcijos";141.37
21-APR-15;VMI;37;"Pajamos iš mokesčių inspekcijos";107.65
17-MAR-15;VMI;37;"Pajamos iš mokesčių inspekcijos";1972.56
20-FEB-15;VMI;37;"Pajamos iš mokesčių inspekcijos";1272.3
18-FEB-15;VMI;37;"Pajamos iš mokesčių inspekcijos";62.57
02-SEP-15;VMI;37;"Pajamos iš mokesčių inspekcijos";771.25
10-JUN-15;VMI;37;"Pajamos iš mokesčių inspekcijos";222.23
19-MAY-15;VMI;37;"Pajamos iš mokesčių inspekcijos";464.02
13-MAR-15;VMI;37;"Pajamos iš mokesčių inspekcijos";3478.77
04-MAR-15;VMI;37;"Pajamos iš mokesčių inspekcijos";115515.98
12-FEB-15;VMI;37;"Pajamos iš mokesčių inspekcijos";18.76
15-JAN-15;VMI;37;"Pajamos iš mokesčių inspekcijos";1.83
12-JAN-15;VMI;37;"Pajamos iš mokesčių inspekcijos";.08
15-JAN-15;KITOS;SOCMIN;"Kitos pajamos";301117
11-JAN-16;KITOS;SOCMIN;"Kitos pajamos";498000
10-APR-15;KITOS;SOCMIN;"Kitos pajamos";602233
10-FEB-15;KITOS;SOCMIN;"Kitos pajamos";301116
08-FEB-16;KITOS;;"Kitos pajamos";913.81
08-FEB-16;KITOS;;"Kitos pajamos";40120
08-FEB-16;KITOS;;"Kitos pajamos";3106
22-MAY-15;KITOS;;"Kitos pajamos";2318.86
29-DEC-15;KITOS;;"Kitos pajamos";5601.87
29-DEC-15;KITOS;;"Kitos pajamos";59584.7
19-OCT-15;KITOS;;"Kitos pajamos";9453.18
17-JUN-15;KITOS;;"Kitos pajamos";434.43
28-JAN-16;KITOS;;"Kitos pajamos";3057.67
28-JAN-16;KITOS;;"Kitos pajamos";1100
13-JAN-16;KITOS;;"Kitos pajamos";28000
13-JAN-16;KITOS;;"Kitos pajamos";4673.33
30-OCT-15;KITOS;;"Kitos pajamos";24400
30-JUN-15;KITOS;;"Kitos pajamos";200
18-JAN-16;KITOS;;"Kitos pajamos";3223.86
30-NOV-15;KITOS;;"Kitos pajamos";2300
27-APR-15;KITOS;;"Kitos pajamos";183.3
11-SEP-15;KITOS;;"Kitos pajamos";1170.43
29-JUN-15;KITOS;;"Kitos pajamos";137
29-JUN-15;KITOS;;"Kitos pajamos";10200
29-JUN-15;KITOS;;"Kitos pajamos";56000
29-JUN-15;KITOS;;"Kitos pajamos";1207.92
03-FEB-16;KITOS;;"Kitos pajamos";31650.33
12-NOV-15;KITOS;;"Kitos pajamos";6106.02
12-NOV-15;KITOS;;"Kitos pajamos";35606.87
29-OCT-15;KITOS;;"Kitos pajamos";1415
06-OCT-15;KITOS;;"Kitos pajamos";30700
06-JAN-16;KITOS;;"Kitos pajamos";366
06-OCT-15;KITOS;;"Kitos pajamos";2637.63
29-JUL-15;KITOS;;"Kitos pajamos";434.43
07-DEC-15;KITOS;;"Kitos pajamos";24400
07-DEC-15;KITOS;;"Kitos pajamos";2500
07-DEC-15;KITOS;;"Kitos pajamos";1305.33
07-JUL-15;KITOS;;"Kitos pajamos";3951.93
29-APR-15;KITOS;;"Kitos pajamos";26559.63
27-APR-15;KITOS;;"Kitos pajamos";900
05-MAR-15;KITOS;;"Kitos pajamos";3801.24
05-MAR-15;KITOS;;"Kitos pajamos";850
15-DEC-15;KITOS;;"Kitos pajamos";4802.5
10-DEC-15;KITOS;;"Kitos pajamos";1437
28-AUG-15;KITOS;;"Kitos pajamos";201
28-AUG-15;KITOS;;"Kitos pajamos";29620
24-AUG-15;KITOS;;"Kitos pajamos";3223.43
16-JUL-15;KITOS;;"Kitos pajamos";4830
14-MAY-15;KITOS;;"Kitos pajamos";1172
03-APR-15;KITOS;;"Kitos pajamos";3000
30-MAR-15;KITOS;;"Kitos pajamos";2871
06-FEB-15;KITOS;;"Kitos pajamos";650
04-JUN-15;KITOS;;"Kitos pajamos";1144.07
04-JUN-15;KITOS;;"Kitos pajamos";2870.03
24-APR-15;KITOS;;"Kitos pajamos";2350
03-MAR-15;KITOS;;"Kitos pajamos";1900
02-MAR-15;KITOS;;"Kitos pajamos";2600
01-APR-15;KITOS;;"Kitos pajamos";1185
01-APR-15;KITOS;;"Kitos pajamos";1922.58
13-FEB-15;KITOS;;"Kitos pajamos";3644
16-APR-15;KITOS;;"Kitos pajamos";7658.29
30-APR-15;KITOS;;"Kitos pajamos";1328
19-MAR-15;KITOS;;"Kitos pajamos";292
19-MAR-15;KITOS;;"Kitos pajamos";2828.24
16-MAR-15;KITOS;;"Kitos pajamos";1500
27-FEB-15;KITOS;;"Kitos pajamos";2380
25-FEB-15;KITOS;;"Kitos pajamos";7580
04-AUG-15;KITOS;;"Kitos pajamos";240
28-MAY-15;KITOS;;"Kitos pajamos";1310
09-APR-15;KITOS;;"Kitos pajamos";1750
31-MAR-15;KITOS;;"Kitos pajamos";1950
27-MAR-15;KITOS;;"Kitos pajamos";1850
27-MAR-15;KITOS;;"Kitos pajamos";3770
24-FEB-15;KITOS;;"Kitos pajamos";500
05-FEB-15;KITOS;;"Kitos pajamos";1750
05-FEB-15;KITOS;;"Kitos pajamos";512.92
30-JAN-15;KITOS;;"Kitos pajamos";429
03-FEB-15;KITOS;;"Kitos pajamos";2523
06-MAY-15;KITOS;;"Kitos pajamos";400
20-APR-15;KITOS;;"Kitos pajamos";2405
07-APR-15;KITOS;;"Kitos pajamos";928.93
26-MAR-15;KITOS;;"Kitos pajamos";902
06-MAR-15;KITOS;;"Kitos pajamos";31989
17-NOV-15;KITOS;;"Kitos pajamos";5750
02-MAR-15;KITOS;;"Kitos pajamos";2130
26-JAN-15;KITOS;;"Kitos pajamos";1669
26-NOV-15;KITOS;;"Kitos pajamos";3640
08-MAY-15;KITOS;;"Kitos pajamos";171.07
22-APR-15;KITOS;;"Kitos pajamos";200
18-FEB-15;KITOS;;"Kitos pajamos";700
05-MAY-15;KITOS;;"Kitos pajamos";1310.78
17-APR-15;KITOS;;"Kitos pajamos";15700
21-JAN-15;KITOS;;"Kitos pajamos";56000
12-JAN-15;KITOS;;"Kitos pajamos";1395.3
12-JAN-15;KITOS;;"Kitos pajamos";8041
12-JUN-15;KITOS;;"Kitos pajamos";370150
05-JUN-15;KITOS;;"Kitos pajamos";300000
03-FEB-15;KITOS;;"Kitos pajamos";130329.01
09-FEB-16;KITOS;01;"Kitos pajamos";117430.8
13-AUG-15;KITOS;01;"Kitos pajamos";18000
03-AUG-15;KITOS;01;"Kitos pajamos";23677.13
29-DEC-15;KITOS;01;"Kitos pajamos";61200
28-DEC-15;KITOS;01;"Kitos pajamos";100000
23-DEC-15;KITOS;01;"Kitos pajamos";148800
22-JUL-15;KITOS;01;"Kitos pajamos";17935.04
27-FEB-15;KITOS;2M22;"Kitos pajamos";115692.48
27-FEB-15;KITOS;2M21;"Kitos pajamos";142582.37
22-DEC-15;KITOS;98;"Kitos pajamos";19298.91
02-NOV-15;KITOS;98;"Kitos pajamos";7431.48
27-OCT-15;KITOS;98;"Kitos pajamos";18011.1
08-FEB-16;KITOS;98;"Kitos pajamos";879867.49
05-FEB-16;KITOS;98;"Kitos pajamos";22787.85
18-JAN-16;KITOS;98;"Kitos pajamos";100
18-JAN-16;KITOS;98;"Kitos pajamos";1500
15-JAN-16;KITOS;98;"Kitos pajamos";5139.83
03-FEB-16;KITOS;98;"Kitos pajamos";2775.67
21-DEC-15;KITOS;98;"Kitos pajamos";721010.08
21-DEC-15;KITOS;98;"Kitos pajamos";572.3
05-AUG-15;KITOS;98;"Kitos pajamos";18968.81
29-JUL-15;KITOS;98;"Kitos pajamos";24442.7
29-APR-15;KITOS;98;"Kitos pajamos";31200.73
29-APR-15;KITOS;98;"Kitos pajamos";535864.66
03-APR-15;KITOS;98;"Kitos pajamos";21381.75
06-FEB-15;KITOS;98;"Kitos pajamos";9200
20-JUL-15;KITOS;98;"Kitos pajamos";21171.75
22-JUL-15;KITOS;98;"Kitos pajamos";12870
24-JUL-15;KITOS;98;"Kitos pajamos";3572.77
03-JUL-15;KITOS;98;"Kitos pajamos";6340.6
12-MAY-15;KITOS;98;"Kitos pajamos";139470
04-MAY-15;KITOS;98;"Kitos pajamos";36475
24-APR-15;KITOS;98;"Kitos pajamos";5970
03-MAR-15;KITOS;98;"Kitos pajamos";2979.98
27-FEB-15;KITOS;98;"Kitos pajamos";3887.13
25-FEB-15;KITOS;98;"Kitos pajamos";9940.67
