IPLAUKU_DATA;SALTINIO_PAV;IMOKOS_KODAI;APRASYMAS;SUMA
25-FEB-15;KITOS;98;"Kitos pajamos";37916.48
23-DEC-15;KITOS;98;"Kitos pajamos";40288.63
23-DEC-15;KITOS;98;"Kitos pajamos";3568
20-NOV-15;KITOS;98;"Kitos pajamos";14005.98
10-SEP-15;KITOS;98;"Kitos pajamos";6370.01
04-AUG-15;KITOS;98;"Kitos pajamos";36469.34
28-MAY-15;KITOS;98;"Kitos pajamos";86197.74
28-MAY-15;KITOS;98;"Kitos pajamos";833150
24-FEB-15;KITOS;98;"Kitos pajamos";118059
24-FEB-15;KITOS;98;"Kitos pajamos";850
24-FEB-15;KITOS;98;"Kitos pajamos";18400
28-APR-15;KITOS;98;"Kitos pajamos";5116
28-APR-15;KITOS;98;"Kitos pajamos";38552.66
03-FEB-15;KITOS;98;"Kitos pajamos";5515.78
06-MAY-15;KITOS;98;"Kitos pajamos";1711.87
07-APR-15;KITOS;98;"Kitos pajamos";38621.26
11-FEB-15;KITOS;98;"Kitos pajamos";12420.3
17-NOV-15;KITOS;98;"Kitos pajamos";611997.65
17-NOV-15;KITOS;98;"Kitos pajamos";3400
03-SEP-15;KITOS;98;"Kitos pajamos";9718.77
26-NOV-15;KITOS;98;"Kitos pajamos";4620
18-FEB-15;KITOS;98;"Kitos pajamos";16860.18
18-FEB-15;KITOS;98;"Kitos pajamos";276800
18-FEB-15;KITOS;98;"Kitos pajamos";812.38
18-FEB-15;KITOS;98;"Kitos pajamos";911
15-JUN-15;KITOS;98;"Kitos pajamos";4100
19-MAY-15;KITOS;98;"Kitos pajamos";15616.78
23-MAR-15;KITOS;98;"Kitos pajamos";9327.02
13-MAR-15;KITOS;98;"Kitos pajamos";4465.2
23-JAN-15;KITOS;98;"Kitos pajamos";11741
19-JAN-15;KITOS;98;"Kitos pajamos";35116.62
08-JAN-15;KITOS;98;"Kitos pajamos";4554
11-JUN-15;KITOS;01;"Kitos pajamos";14648.33
08-JUL-15;KITOS;2M22;"Kitos pajamos";161981
08-JAN-16;KITOS;2M22;"Kitos pajamos";53993.92
10-APR-15;KITOS;2M22;"Kitos pajamos";161981
09-OCT-15;KITOS;2M22;"Kitos pajamos";161984
08-JAN-15;KITOS;2M22;"Kitos pajamos";46288.52
08-JUL-15;KITOS;2M21;"Kitos pajamos";210701
08-JAN-16;KITOS;2M21;"Kitos pajamos";70223.67
10-APR-15;KITOS;2M21;"Kitos pajamos";210701
09-OCT-15;KITOS;2M21;"Kitos pajamos";210701
08-JAN-15;KITOS;2M21;"Kitos pajamos";68118.63
29-DEC-15;KITOS;98;"Kitos pajamos";15150.96
08-FEB-16;KITOS;98;"Kitos pajamos";9184.03
08-FEB-16;KITOS;98;"Kitos pajamos";60020.01
19-OCT-15;KITOS;98;"Kitos pajamos";121752.12
02-DEC-15;KITOS;98;"Kitos pajamos";5669.33
23-JUN-15;KITOS;98;"Kitos pajamos";162.9
23-JUN-15;KITOS;98;"Kitos pajamos";5000
17-JUN-15;KITOS;98;"Kitos pajamos";492690
17-JUN-15;KITOS;98;"Kitos pajamos";11000
28-JAN-16;KITOS;98;"Kitos pajamos";16150.04
28-JAN-16;KITOS;98;"Kitos pajamos";5000
13-JAN-16;KITOS;98;"Kitos pajamos";18216.26
13-JAN-16;KITOS;98;"Kitos pajamos";397800
13-JAN-16;KITOS;98;"Kitos pajamos";38142.74
19-AUG-15;KITOS;98;"Kitos pajamos";1825.18
30-OCT-15;KITOS;98;"Kitos pajamos";12231.71
30-OCT-15;KITOS;98;"Kitos pajamos";1173860
30-OCT-15;KITOS;98;"Kitos pajamos";20014.77
30-JUN-15;KITOS;98;"Kitos pajamos";5032.96
30-JUN-15;KITOS;98;"Kitos pajamos";27207.8
28-DEC-15;KITOS;98;"Kitos pajamos";1630
30-NOV-15;KITOS;98;"Kitos pajamos";4090
30-NOV-15;KITOS;98;"Kitos pajamos";10157.1
27-APR-15;KITOS;98;"Kitos pajamos";13346.7
28-SEP-15;KITOS;98;"Kitos pajamos";628900
11-SEP-15;KITOS;98;"Kitos pajamos";154000
11-SEP-15;KITOS;98;"Kitos pajamos";55425.15
29-JUN-15;KITOS;98;"Kitos pajamos";188350
29-JUN-15;KITOS;98;"Kitos pajamos";297146.89
29-JUN-15;KITOS;98;"Kitos pajamos";5188
29-JUN-15;KITOS;98;"Kitos pajamos";23105.96
29-JUN-15;KITOS;98;"Kitos pajamos";2139.78
29-MAY-15;KITOS;98;"Kitos pajamos";49.3
12-NOV-15;KITOS;98;"Kitos pajamos";303542.91
29-OCT-15;KITOS;98;"Kitos pajamos";850
29-OCT-15;KITOS;98;"Kitos pajamos";5600
06-OCT-15;KITOS;98;"Kitos pajamos";86317.86
06-OCT-15;KITOS;98;"Kitos pajamos";11211.89
06-OCT-15;KITOS;98;"Kitos pajamos";226.98
02-FEB-16;KITOS;98;"Kitos pajamos";26313.5
06-JAN-16;KITOS;98;"Kitos pajamos";29757
29-JUL-15;KITOS;98;"Kitos pajamos";611360
11-JUN-15;KITOS;98;"Kitos pajamos";15075.89
08-DEC-15;KITOS;98;"Kitos pajamos";3750
03-DEC-15;KITOS;98;"Kitos pajamos";295.75
07-DEC-15;KITOS;98;"Kitos pajamos";833211.8
07-DEC-15;KITOS;98;"Kitos pajamos";41185.3
07-DEC-15;KITOS;98;"Kitos pajamos";20069.22
18-NOV-15;KITOS;98;"Kitos pajamos";12672.65
07-JUL-15;KITOS;98;"Kitos pajamos";9500
07-JUL-15;KITOS;98;"Kitos pajamos";59259.07
27-APR-15;KITOS;98;"Kitos pajamos";400
05-MAR-15;KITOS;98;"Kitos pajamos";19053.04
05-MAR-15;KITOS;98;"Kitos pajamos";564.7
05-MAR-15;KITOS;98;"Kitos pajamos";15524.39
27-JAN-16;KITOS;98;"Kitos pajamos";17950
15-DEC-15;KITOS;98;"Kitos pajamos";46140.27
10-DEC-15;KITOS;98;"Kitos pajamos";413.6
10-DEC-15;KITOS;98;"Kitos pajamos";76314.53
05-NOV-15;KITOS;98;"Kitos pajamos";18044.18
25-SEP-15;KITOS;98;"Kitos pajamos";6371.35
28-AUG-15;KITOS;98;"Kitos pajamos";510700
28-AUG-15;KITOS;98;"Kitos pajamos";6545.65
27-AUG-15;KITOS;98;"Kitos pajamos";39934.46
24-AUG-15;KITOS;98;"Kitos pajamos";44978
24-AUG-15;KITOS;98;"Kitos pajamos";4465.77
16-JUL-15;KITOS;98;"Kitos pajamos";850
16-JUL-15;KITOS;98;"Kitos pajamos";67721.99
22-JUN-15;KITOS;98;"Kitos pajamos";2453.4
14-MAY-15;KITOS;98;"Kitos pajamos";11900
30-MAR-15;KITOS;98;"Kitos pajamos";31091.06
04-JUN-15;KITOS;98;"Kitos pajamos";28780.73
04-JUN-15;KITOS;98;"Kitos pajamos";17808.4
02-MAR-15;KITOS;98;"Kitos pajamos";11100
01-APR-15;KITOS;98;"Kitos pajamos";16067.49
19-MAR-15;KITOS;98;"Kitos pajamos";10024.85
19-MAR-15;KITOS;98;"Kitos pajamos";812.38
19-MAR-15;KITOS;98;"Kitos pajamos";358109
19-MAR-15;KITOS;98;"Kitos pajamos";4613.25
26-FEB-15;KITOS;98;"Kitos pajamos";18434.29
26-FEB-15;KITOS;98;"Kitos pajamos";41601.27
24-SEP-15;KITOS;98;"Kitos pajamos";2264.77
03-JUN-15;KITOS;98;"Kitos pajamos";45737.74
25-MAY-15;KITOS;98;"Kitos pajamos";20672.82
31-MAR-15;KITOS;98;"Kitos pajamos";496445.86
27-MAR-15;KITOS;98;"Kitos pajamos";32997.25
27-MAR-15;KITOS;98;"Kitos pajamos";469441
05-FEB-15;KITOS;98;"Kitos pajamos";34306.54
05-FEB-15;KITOS;98;"Kitos pajamos";25095.29
30-SEP-15;KITOS;98;"Kitos pajamos";7388.94
30-JAN-15;KITOS;98;"Kitos pajamos";11719.53
30-JAN-15;KITOS;98;"Kitos pajamos";75467.51
26-MAR-15;KITOS;98;"Kitos pajamos";4590
06-MAR-15;KITOS;98;"Kitos pajamos";.58
06-MAR-15;KITOS;98;"Kitos pajamos";626353
14-APR-15;KITOS;98;"Kitos pajamos";6700
14-SEP-15;KITOS;98;"Kitos pajamos";16542.7
01-JUL-15;KITOS;98;"Kitos pajamos";9302.22
08-MAY-15;KITOS;98;"Kitos pajamos";6100
30-APR-15;KITOS;98;"Kitos pajamos";23827
22-APR-15;KITOS;98;"Kitos pajamos";12661.31
27-FEB-15;KITOS;98;"Kitos pajamos";16569.71
12-OCT-15;KITOS;98;"Kitos pajamos";45321.51
10-JUL-15;KITOS;98;"Kitos pajamos";14000
05-MAY-15;KITOS;98;"Kitos pajamos";10148.6
05-MAY-15;KITOS;98;"Kitos pajamos";21400.35
05-MAY-15;KITOS;98;"Kitos pajamos";10000
17-APR-15;KITOS;98;"Kitos pajamos";10912
17-APR-15;KITOS;98;"Kitos pajamos";835090
21-JAN-15;KITOS;98;"Kitos pajamos";615653.3
14-JAN-15;KITOS;98;"Kitos pajamos";15211.26
12-JAN-15;KITOS;98;"Kitos pajamos";66927.57
12-JAN-15;KITOS;98;"Kitos pajamos";137048.19
09-NOV-15;KITOS;95;"Kitos pajamos";210000
09-NOV-15;KITOS;95;"Kitos pajamos";80000
06-OCT-15;KITOS;95;"Kitos pajamos";216.1
10-AUG-15;KITOS;95;"Kitos pajamos";18000
01-JUN-15;KITOS;95;"Kitos pajamos";9000
01-JUN-15;KITOS;95;"Kitos pajamos";1000
13-NOV-15;KITOS;95;"Kitos pajamos";760000
13-NOV-15;KITOS;95;"Kitos pajamos";120000
10-FEB-16;KITOS;95;"Kitos pajamos";100
07-DEC-15;KITOS;95;"Kitos pajamos";25000
07-DEC-15;KITOS;95;"Kitos pajamos";5000
11-NOV-15;KITOS;95;"Kitos pajamos";170000
11-NOV-15;KITOS;95;"Kitos pajamos";130000
23-DEC-15;KITOS;95;"Kitos pajamos";34.4
17-NOV-15;KITOS;95;"Kitos pajamos";280000
17-NOV-15;KITOS;95;"Kitos pajamos";120000
26-FEB-15;KITOS;95;"Kitos pajamos";23443
15-JUN-15;KITOS;95;"Kitos pajamos";18000
08-FEB-16;KITOS;97;"Kitos pajamos";1257.96
08-FEB-16;KITOS;97;"Kitos pajamos";4399.77
19-OCT-15;KITOS;97;"Kitos pajamos";5600
23-JUN-15;KITOS;97;"Kitos pajamos";4500
13-JAN-16;KITOS;97;"Kitos pajamos";917.75
19-AUG-15;KITOS;97;"Kitos pajamos";495.32
14-OCT-15;KITOS;97;"Kitos pajamos";663.35
28-SEP-15;KITOS;97;"Kitos pajamos";5900
29-JUN-15;KITOS;97;"Kitos pajamos";964.5
29-JUN-15;KITOS;97;"Kitos pajamos";2038.61
12-NOV-15;KITOS;97;"Kitos pajamos";8665
12-NOV-15;KITOS;97;"Kitos pajamos";3495.78
12-NOV-15;KITOS;97;"Kitos pajamos";23428.51
06-JAN-16;KITOS;97;"Kitos pajamos";851
08-DEC-15;KITOS;97;"Kitos pajamos";166.46
07-DEC-15;KITOS;97;"Kitos pajamos";14878.96
07-DEC-15;KITOS;97;"Kitos pajamos";706.98
05-MAR-15;KITOS;97;"Kitos pajamos";1889.48
18-DEC-15;KITOS;97;"Kitos pajamos";63100
20-OCT-15;KITOS;97;"Kitos pajamos";5713.75
28-AUG-15;KITOS;97;"Kitos pajamos";14400
24-AUG-15;KITOS;97;"Kitos pajamos";1521.21
04-JUN-15;KITOS;97;"Kitos pajamos";5500
04-JUN-15;KITOS;97;"Kitos pajamos";918.3
04-JUN-15;KITOS;97;"Kitos pajamos";2900
19-MAR-15;KITOS;97;"Kitos pajamos";10000
26-FEB-15;KITOS;97;"Kitos pajamos";4400
15-SEP-15;KITOS;97;"Kitos pajamos";205.9
22-MAY-15;KITOS;97;"Kitos pajamos";1400
05-FEB-15;KITOS;97;"Kitos pajamos";1458.24
06-MAR-15;KITOS;97;"Kitos pajamos";9553.94
02-MAR-15;KITOS;97;"Kitos pajamos";1200
12-OCT-15;KITOS;97;"Kitos pajamos";649.6
29-JUL-15;KITOS;97;"Kitos pajamos";577.1
29-JUL-15;KITOS;97;"Kitos pajamos";1800
05-MAY-15;KITOS;97;"Kitos pajamos";434.26
17-APR-15;KITOS;97;"Kitos pajamos";1047.65
17-APR-15;KITOS;97;"Kitos pajamos";7500
21-JAN-15;KITOS;97;"Kitos pajamos";6010.69
12-JAN-15;KITOS;97;"Kitos pajamos";4930.6
21-DEC-15;KITOS;93;"Kitos pajamos";55000
21-DEC-15;KITOS;93;"Kitos pajamos";11000
01-FEB-16;KITOS;93;"Kitos pajamos";3400
01-FEB-16;KITOS;93;"Kitos pajamos";65500
24-MAR-15;KITOS;95;"Kitos pajamos";22000
24-MAR-15;KITOS;95;"Kitos pajamos";29100
24-MAR-15;KITOS;93;"Kitos pajamos";161922
24-MAR-15;KITOS;93;"Kitos pajamos";37229
24-MAR-15;KITOS;93;"Kitos pajamos";119476
31-DEC-15;KITOS;93;"Kitos pajamos";197.85
25-JUN-15;KITOS;95;"Kitos pajamos";6000
25-JUN-15;KITOS;93;"Kitos pajamos";43622.78
25-JUN-15;KITOS;93;"Kitos pajamos";41361.9
25-JUN-15;KITOS;93;"Kitos pajamos";10454.51
16-NOV-15;KITOS;95;"Kitos pajamos";300000
30-OCT-15;KITOS;95;"Kitos pajamos";38462.61
30-OCT-15;KITOS;95;"Kitos pajamos";28485.89
30-OCT-15;KITOS;95;"Kitos pajamos";23035.67
07-AUG-15;KITOS;95;"Kitos pajamos";4207.4
07-AUG-15;KITOS;95;"Kitos pajamos";4018.95
30-JUN-15;KITOS;95;"Kitos pajamos";634.67
30-NOV-15;KITOS;95;"Kitos pajamos";37266.33
30-NOV-15;KITOS;95;"Kitos pajamos";32242.61
30-NOV-15;KITOS;95;"Kitos pajamos";634.67
29-OCT-15;KITOS;95;"Kitos pajamos";303337
29-OCT-15;KITOS;95;"Kitos pajamos";105709.74
29-OCT-15;KITOS;95;"Kitos pajamos";634.67
30-JUL-15;KITOS;95;"Kitos pajamos";7721.79
30-JUL-15;KITOS;95;"Kitos pajamos";11625.99
30-JUL-15;KITOS;95;"Kitos pajamos";634.67
21-DEC-15;KITOS;95;"Kitos pajamos";29000
21-DEC-15;KITOS;95;"Kitos pajamos";39000
11-JUN-15;KITOS;95;"Kitos pajamos";2189.19
11-JUN-15;KITOS;95;"Kitos pajamos";4947.85
28-AUG-15;KITOS;95;"Kitos pajamos";17905.65
28-AUG-15;KITOS;95;"Kitos pajamos";10828.18
28-AUG-15;KITOS;95;"Kitos pajamos";634.67
06-JAN-16;KITOS;95;"Kitos pajamos";634.67
29-JAN-16;KITOS;95;"Kitos pajamos";20000
29-JAN-16;KITOS;95;"Kitos pajamos";5000
29-JAN-16;KITOS;95;"Kitos pajamos";534.67
16-JUN-15;KITOS;95;"Kitos pajamos";41800
28-MAY-15;KITOS;95;"Kitos pajamos";13184.12
28-MAY-15;KITOS;95;"Kitos pajamos";10186.57
28-MAY-15;KITOS;95;"Kitos pajamos";634.67
20-NOV-15;KITOS;95;"Kitos pajamos";70000
20-NOV-15;KITOS;95;"Kitos pajamos";80000
30-SEP-15;KITOS;95;"Kitos pajamos";20000
30-SEP-15;KITOS;95;"Kitos pajamos";41608.29
30-SEP-15;KITOS;95;"Kitos pajamos";634.67
30-SEP-15;KITOS;95;"Kitos pajamos";74213.02
29-JAN-15;KITOS;95;"Kitos pajamos";13450
29-JAN-15;KITOS;95;"Kitos pajamos";15512
31-DEC-15;KITOS;95;"Kitos pajamos";2677.31
31-DEC-15;KITOS;95;"Kitos pajamos";18500.84
31-DEC-15;KITOS;95;"Kitos pajamos";7954.06
31-DEC-15;KITOS;95;"Kitos pajamos";329.13
31-DEC-15;KITOS;95;"Kitos pajamos";425.63
28-APR-15;KITOS;95;"Kitos pajamos";24000
28-APR-15;KITOS;95;"Kitos pajamos";8900
29-DEC-15;KITOS;97;"Kitos pajamos";2108.09
29-DEC-15;KITOS;97;"Kitos pajamos";5084.63
29-DEC-15;KITOS;97;"Kitos pajamos";696.43
28-JAN-16;KITOS;97;"Kitos pajamos";1055.8
30-OCT-15;KITOS;97;"Kitos pajamos";369
30-OCT-15;KITOS;97;"Kitos pajamos";13180.09
28-DEC-15;KITOS;97;"Kitos pajamos";2146.83
11-SEP-15;KITOS;97;"Kitos pajamos";6600
29-OCT-15;KITOS;97;"Kitos pajamos";1278.82
06-OCT-15;KITOS;97;"Kitos pajamos";1184.25
07-JUL-15;KITOS;97;"Kitos pajamos";10000
15-DEC-15;KITOS;97;"Kitos pajamos";1335
10-DEC-15;KITOS;97;"Kitos pajamos";788.54
16-JUL-15;KITOS;97;"Kitos pajamos";1336.88
30-MAR-15;KITOS;97;"Kitos pajamos";5700
01-APR-15;KITOS;97;"Kitos pajamos";4725.13
01-APR-15;KITOS;97;"Kitos pajamos";155.95
20-MAY-15;KITOS;97;"Kitos pajamos";6409.58
10-JUN-15;KITOS;97;"Kitos pajamos";406
27-OCT-15;KITOS;93;"Kitos pajamos";141000
27-OCT-15;KITOS;93;"Kitos pajamos";141000
27-OCT-15;KITOS;93;"Kitos pajamos";7000
01-DEC-15;KITOS;93;"Kitos pajamos";19500
01-DEC-15;KITOS;93;"Kitos pajamos";42143.4
01-DEC-15;KITOS;93;"Kitos pajamos";73000
07-AUG-15;KITOS;93;"Kitos pajamos";6792.03
07-AUG-15;KITOS;93;"Kitos pajamos";5100.66
07-AUG-15;KITOS;93;"Kitos pajamos";25204.49
30-JUL-15;KITOS;93;"Kitos pajamos";23500
30-JUL-15;KITOS;93;"Kitos pajamos";70000
30-JUL-15;KITOS;93;"Kitos pajamos";131000
02-FEB-16;KITOS;93;"Kitos pajamos";146300
21-DEC-15;KITOS;93;"Kitos pajamos";81000
25-AUG-15;KITOS;93;"Kitos pajamos";22700
21-AUG-15;KITOS;93;"Kitos pajamos";2400
21-AUG-15;KITOS;93;"Kitos pajamos";22000
28-MAY-15;KITOS;93;"Kitos pajamos";47500
28-MAY-15;KITOS;93;"Kitos pajamos";10000
28-MAY-15;KITOS;93;"Kitos pajamos";57000
30-SEP-15;KITOS;93;"Kitos pajamos";56811.94
30-SEP-15;KITOS;93;"Kitos pajamos";18074.01
30-SEP-15;KITOS;93;"Kitos pajamos";160979.63
31-DEC-15;KITOS;93;"Kitos pajamos";1900.03
31-DEC-15;KITOS;93;"Kitos pajamos";8974.78
31-DEC-15;KITOS;93;"Kitos pajamos";16889.64
28-APR-15;KITOS;93;"Kitos pajamos";150000
28-APR-15;KITOS;93;"Kitos pajamos";18000
28-APR-15;KITOS;93;"Kitos pajamos";53000
20-JAN-16;KITOS;94;"Kitos pajamos";262.4
09-NOV-15;KITOS;94;"Kitos pajamos";116.02
08-FEB-16;KITOS;94;"Kitos pajamos";201.16
29-DEC-15;KITOS;94;"Kitos pajamos";3206.09
17-JAN-16;KITOS;94;"Kitos pajamos";200
18-JAN-16;KITOS;94;"Kitos pajamos";144.81
20-JAN-16;KITOS;94;"Kitos pajamos";141.19
25-NOV-15;KITOS;94;"Kitos pajamos";246.55
23-JUN-15;KITOS;94;"Kitos pajamos";16218.72
17-AUG-15;KITOS;94;"Kitos pajamos";62.78
17-AUG-15;KITOS;94;"Kitos pajamos";20794.72
06-AUG-15;KITOS;94;"Kitos pajamos";1577.49
29-JUL-15;KITOS;94;"Kitos pajamos";247.75
29-APR-15;KITOS;94;"Kitos pajamos";11197
03-OCT-15;KITOS;94;"Kitos pajamos";290.38
16-JUL-15;KITOS;94;"Kitos pajamos";144.81
18-MAY-15;KITOS;94;"Kitos pajamos";150
18-MAY-15;KITOS;94;"Kitos pajamos";4309.02
14-MAY-15;KITOS;94;"Kitos pajamos";4220.8
06-FEB-15;KITOS;94;"Kitos pajamos";170
06-FEB-15;KITOS;94;"Kitos pajamos";117.1
05-JAN-16;KITOS;94;"Kitos pajamos";288.94
05-JAN-16;KITOS;94;"Kitos pajamos";187.24
01-OCT-15;KITOS;94;"Kitos pajamos";434.28
03-JUL-15;KITOS;94;"Kitos pajamos";415.6
03-JUL-15;KITOS;94;"Kitos pajamos";435
07-MAY-15;KITOS;94;"Kitos pajamos";580
11-FEB-15;KITOS;94;"Kitos pajamos";245.07
19-FEB-15;KITOS;94;"Kitos pajamos";14481
10-SEP-15;KITOS;94;"Kitos pajamos";116.44
10-SEP-15;KITOS;94;"Kitos pajamos";782.54
29-MAR-15;KITOS;94;"Kitos pajamos";292.22
31-DEC-15;KITOS;94;"Kitos pajamos";657.85
04-JAN-16;KITOS;94;"Kitos pajamos";435
04-JAN-16;KITOS;94;"Kitos pajamos";579.24
04-JAN-16;KITOS;94;"Kitos pajamos";263.64
02-FEB-15;KITOS;94;"Kitos pajamos";250.89
08-MAR-15;KITOS;94;"Kitos pajamos";150
30-DEC-15;KITOS;94;"Kitos pajamos";119
03-SEP-15;KITOS;94;"Kitos pajamos";3314.51
26-JAN-15;KITOS;94;"Kitos pajamos";141.19
26-JAN-15;KITOS;94;"Kitos pajamos";35.81
21-APR-15;KITOS;94;"Kitos pajamos";3190
12-FEB-15;KITOS;94;"Kitos pajamos";4200.48
17-DEC-15;KITOS;94;"Kitos pajamos";412.26
15-OCT-15;KITOS;94;"Kitos pajamos";144.81
15-JUN-15;KITOS;94;"Kitos pajamos";145
23-MAR-15;KITOS;94;"Kitos pajamos";250.01
23-MAR-15;KITOS;94;"Kitos pajamos";145
05-MAR-15;KITOS;94;"Kitos pajamos";251.15
16-JAN-15;KITOS;94;"Kitos pajamos";144.81
16-NOV-15;KITOS;96;"Kitos pajamos";439000
24-NOV-15;KITOS;96;"Kitos pajamos";142766.57
29-DEC-15;KITOS;96;"Kitos pajamos";463624.09
24-AUG-15;KITOS;96;"Kitos pajamos";96510.75
17-SEP-15;KITOS;96;"Kitos pajamos";20838.57
31-DEC-15;KITOS;96;"Kitos pajamos";1251
24-JUL-15;KITOS;96;"Kitos pajamos";634874.98
04-MAR-15;KITOS;96;"Kitos pajamos";475249.57
20-JAN-16;KITOS;100;"Kitos pajamos";30.22
27-OCT-15;KITOS;100;"Kitos pajamos";157.43
27-OCT-15;KITOS;100;"Kitos pajamos";47.03
30-OCT-15;KITOS;100;"Kitos pajamos";713.37
07-OCT-15;KITOS;94;"Kitos pajamos";159.29
07-OCT-15;KITOS;100;"Kitos pajamos";28.88
30-AUG-15;KITOS;100;"Kitos pajamos";546.69
30-NOV-15;KITOS;100;"Kitos pajamos";726.04
06-OCT-15;KITOS;94;"Kitos pajamos";141.19
06-OCT-15;KITOS;100;"Kitos pajamos";31.25
11-JAN-16;KITOS;100;"Kitos pajamos";1.98
07-SEP-15;KITOS;100;"Kitos pajamos";411.33
11-JUN-15;KITOS;100;"Kitos pajamos";125.65
18-NOV-15;KITOS;100;"Kitos pajamos";.32
03-APR-15;KITOS;100;"Kitos pajamos";298.28
05-JAN-16;KITOS;100;"Kitos pajamos";168.66
01-OCT-15;KITOS;100;"Kitos pajamos";340.8
13-APR-15;KITOS;94;"Kitos pajamos";380.62
13-APR-15;KITOS;100;"Kitos pajamos";36.41
01-APR-15;KITOS;94;"Kitos pajamos";159.29
01-APR-15;KITOS;100;"Kitos pajamos";30.07
30-JAN-16;KITOS;100;"Kitos pajamos";300.6
04-NOV-15;KITOS;100;"Kitos pajamos";1694.68
31-MAR-15;KITOS;94;"Kitos pajamos";6327.87
30-MAR-15;KITOS;100;"Kitos pajamos";328.01
31-MAR-15;KITOS;100;"Kitos pajamos";11.89
31-MAR-15;KITOS;100;"Kitos pajamos";.57
30-SEP-15;KITOS;100;"Kitos pajamos";555.05
30-JAN-15;KITOS;100;"Kitos pajamos";307.46
07-APR-15;KITOS;94;"Kitos pajamos";141.19
07-APR-15;KITOS;100;"Kitos pajamos";34.43
30-DEC-15;KITOS;100;"Kitos pajamos";481.35
03-SEP-15;KITOS;100;"Kitos pajamos";106.52
30-APR-15;KITOS;100;"Kitos pajamos";453.08
28-FEB-15;KITOS;100;"Kitos pajamos";350.9
07-JAN-15;KITOS;94;"Kitos pajamos";268.83
07-JAN-15;KITOS;94;"Kitos pajamos";264.13
07-JAN-15;KITOS;100;"Kitos pajamos";1.18
02-JAN-15;KITOS;100;"Kitos pajamos";.12
30-OCT-15;KITOS;90;"Kitos pajamos";4128
30-OCT-15;KITOS;90;"Kitos pajamos";3096
11-FEB-16;KITOS;90;"Kitos pajamos";6780
11-FEB-16;KITOS;90;"Kitos pajamos";3942
28-SEP-15;KITOS;90;"Kitos pajamos";25137
11-SEP-15;KITOS;90;"Kitos pajamos";2646
09-JUL-15;KITOS;90;"Kitos pajamos";107976
09-JUL-15;KITOS;90;"Kitos pajamos";23550
09-JUL-15;KITOS;90;"Kitos pajamos";46902
07-SEP-15;KITOS;90;"Kitos pajamos";603
07-JUL-15;KITOS;94;"Kitos pajamos";188.77
07-JUL-15;KITOS;94;"Kitos pajamos";141.19
07-JUL-15;KITOS;100;"Kitos pajamos";32.61
07-JUL-15;KITOS;90;"Kitos pajamos";1632
03-APR-15;KITOS;94;"Kitos pajamos";435
03-APR-15;KITOS;90;"Kitos pajamos";396
15-JAN-16;KITOS;90;"Kitos pajamos";11952
10-DEC-15;KITOS;94;"Kitos pajamos";116.14
10-DEC-15;KITOS;90;"Kitos pajamos";102
10-DEC-15;KITOS;90;"Kitos pajamos";102
04-MAY-15;KITOS;90;"Kitos pajamos";3699
30-MAR-15;KITOS;90;"Kitos pajamos";288
24-APR-15;KITOS;90;"Kitos pajamos";.43
17-APR-15;KITOS;94;"Kitos pajamos";200
17-APR-15;KITOS;90;"Kitos pajamos";1092
13-APR-15;KITOS;90;"Kitos pajamos";1512
04-MAR-15;KITOS;90;"Kitos pajamos";3168
18-MAR-15;KITOS;94;"Kitos pajamos";807.42
18-MAR-15;KITOS;90;"Kitos pajamos";954
09-OCT-15;KITOS;94;"Kitos pajamos";116.57
09-OCT-15;KITOS;90;"Kitos pajamos";576
03-NOV-15;KITOS;90;"Kitos pajamos";744
23-FEB-15;KITOS;90;"Kitos pajamos";756
28-APR-15;KITOS;94;"Kitos pajamos";1319.49
28-APR-15;KITOS;90;"Kitos pajamos";918
21-APR-15;KITOS;94;"Kitos pajamos";3000
21-APR-15;KITOS;94;"Kitos pajamos";3220.07
21-APR-15;KITOS;90;"Kitos pajamos";2022
17-MAR-15;KITOS;90;"Kitos pajamos";4131
10-JUN-15;KITOS;94;"Kitos pajamos";117.06
10-JUN-15;KITOS;90;"Kitos pajamos";384
24-MAR-15;KITOS;96;"Kitos pajamos";896318.56
24-MAR-15;KITOS;90;"Kitos pajamos";1584
12-JAN-15;KITOS;90;"Kitos pajamos";301.2
08-JUL-15;KITOS;94;"Kitos pajamos";265.49
08-JUL-15;KITOS;90;"Kitos pajamos";8163
10-AUG-15;KITOS;94;"Kitos pajamos";117
05-FEB-16;KITOS;94;"Kitos pajamos";201.16
24-AUG-15;KITOS;94;"Kitos pajamos";247.91
21-AUG-15;KITOS;94;"Kitos pajamos";15350
17-JUN-15;KITOS;94;"Kitos pajamos";150
26-OCT-15;KITOS;94;"Kitos pajamos";15921.87
30-JUN-15;KITOS;94;"Kitos pajamos";496.8
30-JUN-15;KITOS;94;"Kitos pajamos";291.32
14-AUG-15;KITOS;94;"Kitos pajamos";122
12-JUN-15;KITOS;94;"Kitos pajamos";2397.8
23-OCT-15;KITOS;94;"Kitos pajamos";247
28-DEC-15;KITOS;94;"Kitos pajamos";245.55
05-OCT-15;KITOS;94;"Kitos pajamos";435
05-OCT-15;KITOS;94;"Kitos pajamos";662.25
11-JUN-15;KITOS;94;"Kitos pajamos";75.47
07-JAN-16;KITOS;94;"Kitos pajamos";115.89
15-DEC-15;KITOS;94;"Kitos pajamos";144.81
