SISTEMINIS_NUMERIS;DEPARTAMENTAS;SUTARTIES_TIPAS;SUTARTIES_NUMERIS;SUDARYMO_METAI;SUTARTIES_PRADZIOS_DATA;SUTARTIES_PABAIGOS_DATA;TIEKEJAS;TIEKEJO_KODAS;SUTARTIES_APRASAS;SUTARTIES_SUMA
12107;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A291-57/20;2020;11-FEB-20;31-DEC-20;"VŠĮ Pal.J.Matulaičio socialinis centras";225014650;"BIUDŽETO LĖŠŲ NAUDOJIMO SUTARTIS";17000
12111;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A64-40/20;2020;12-FEB-20;11-FEB-20;"BalTstamp, UAB";302608545;;
12116;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A291-63/20;2020;12-FEB-20;31-DEC-20;"Lietuvos žmonių su negalia sąjunga";191909625;"BIUDŽETO LĖŠŲ NAUDOJIMO SUTARTIS";10000
12123;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";"A64-466 /19";2019;23-DEC-19;27-MAR-20;"Vaidoto Sipavičiaus įmonė IĮ";145749941;"Gyventojų perspėjimo ir informavimo sistemos techninės priežiūros paslaugos";
12130;"Vilniaus miesto savivaldybės administracija";"Sutarties priedas";A68-5/20;2020;18-FEB-20;18-MAY-21;"Economus, UAB";300582646;"Vaikų žaidimo aikštelių, skirtų vaikams nuo 6-erių iki 12 metų įrengimas";153065
12135;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A291-68/20;2020;14-FEB-20;31-DEC-20;"Sopa VšĮ";300570569;"SOCIALINĖS REABILITACIJOS PASLAUGŲ NEĮGALIESIEMS BENDRUOMENĖJE 2020 METŲ PROJEKTUI VYKDYTI SKIRTŲ LĖŠŲ PERVEDIMO IR NAUDOJIMO SUTARTIS";29000
12146;"Vilniaus miesto savivaldybės administracija";"Įsakymas dėl našlaičiams skiriamos pašalpos";A15-265/20(2.1.4E-SOI);2020;13-FEB-20;12-FEB-22;nuasmeninta;nuasmeninta;"Įsakymas dėl vienkartinių išmokų įsikurti  Nr. A15-265/20(2.1.4E-SOI) 2020-02-13";2850
12147;"Vilniaus miesto savivaldybės administracija";"Įsakymas dėl našlaičiams skiriamos pašalpos";A15-265/20(2.1.4E-SOI);2020;13-FEB-20;12-FEB-22;nuasmeninta;nuasmeninta;"Įsakymas dėl vienkartinių išmokų įsikurti  Nr. A15-265/20(2.1.4E-SOI) 2020-02-13";2850
12158;"Vilniaus miesto savivaldybės administracija";"Finansavimo sutartis";A291-75/20;2020;20-FEB-20;;"Vilniaus rotušė VŠĮ";224191690;"2020-02-18 Nr. A15-287/20";13500
12159;"Vilniaus miesto savivaldybės administracija";"Finansavimo sutartis";a291-74/20;2020;20-FEB-20;;"Oskaro Koršunovo teatras, VšĮ";124016537;"2020-02-12 Nr. 1-417";90500
11921;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A68-140/19;2019;18-DEC-19;20-JAN-20;"UAB „LIT Salt Trade“";302467991;"Balta natrio chlorido techninė druska Vilniaus miesto gatvių barstymui žiemą (netirpių dalelių kiekis vandenyje ne daugiau kaip 0,5 proc.)";377520
11925;"Vilniaus miesto savivaldybės administracija";"Finansavimo sutartis";A252-744/19(3.10.15-AD6);2019;29-NOV-19;;"Interkodas, UAB";303344454;"Raidžių konstrukcijų išardymo, nukėlimo darbų pirkimas";2383.7
11932;"Vilniaus miesto savivaldybės administracija";"Finansavimo sutartis";A291-2500/19;2019;19-DEC-19;;"Vilniaus rotušė VŠĮ";224191690;2019-12-17;38720
11944;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A68-142/19;2019;19-DEC-19;31-DEC-19;"Bipa, UAB";134282073;"PARKAVIMO VIETOS BORTELIAI";7047.04
11946;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A291-2507/19;2019;19-DEC-19;31-DEC-19;"Šv. Roko ligoninė, Viešoji įstaiga";224369680;"Biudžeto lėšų naudojimo sutartis";3700
11963;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A252-729/19(3.10.15E-AD8);2019;20-NOV-19;20-NOV-19;"Vestekspress, UAB";110461363;"Svetingumo mokymai. Ruduo";2296.7
11964;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A252-762/19(3.10.15E-AD8);2019;06-DEC-19;06-FEB-20;" SMAILER LT, UAB";305203922;"""Neakivaizdinis Vilnius"" žiemos suvenyras";2268.75
12025;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A291-18-20;2020;14-JAN-20;31-DEC-20;"Vilniaus jaunimo informacijos ir savanorystės centras, VšĮ";124362553;"Biudžeto lėšų naudojimo sutartis";3500
12026;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A291-17/20;2020;14-JAN-20;31-DEC-20;"Vilniaus policijos klubas vaikams ir jaunimui, VŠĮ";125453454;"Biudžeto lėšų naudojimo sutartis";5900
12049;"Vilniaus miesto savivaldybės administracija";"Finansavimo sutartis";A291-34/20;2020;22-JAN-20;;"Vilniaus rotušė VŠĮ";224191690;"LR biudžeto sandoros įstatymo 29 straipsnis";12500
12113;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A252-64/20;2020;30-JAN-20;29-JAN-21;"Mediapark, UAB";302536163;;
12119;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A291-65/20;2020;13-FEB-20;31-DEC-20;"Sveikatos metai viešoji įstaiga";302826152;"BIUDŽETO LĖŠŲ NAUDOJIMO SUTARTIS";16000
12129;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A64-45/20;2020;17-FEB-20;27-MAR-20;"UAB ,,STIVVF""";300108858;"Dėl pirkimo sutarties";1364.95
12160;"Vilniaus miesto savivaldybės administracija";"Finansavimo sutartis";A291-76/20;2020;20-FEB-20;;"Kultūros ir švietimo centras Vilniaus mokytojų namai VŠĮ";191590768;"Dotacijos sutartis, 2020-02-12 Nr. 1-417";216700
12161;"Vilniaus miesto savivaldybės administracija";"Finansavimo sutartis";A291-72/20;2020;18-FEB-20;;"Vilniaus kultūros centras";302448350;"2020-02-17 Nr. A15-283/20, Vasario 16-osios renginiai";11100
12165;"Vilniaus miesto savivaldybės administracija";"Finansavimo sutartis";"A291-92/ 20";2020;24-FEB-20;;"Užupio meno inkubatorius, VŠĮ";126053783;"Dotacijos sutartis, 2020-02-12 Nr. 1-417";55900
12166;"Vilniaus miesto savivaldybės administracija";"Finansavimo sutartis";A291-91/20;2020;24-FEB-20;;"Vilniaus miesto savivaldybės choras ""Jauna muzika""";193539929;"Dotacijos sutartis, 2020-02-12 Nr. 1-417";128400
12167;"Vilniaus miesto savivaldybės administracija";"Finansavimo sutartis";A291-89/20;2020;24-FEB-20;;"Vilniaus vaikų ir jaunimo meno galerija VŠĮ";300024075;"Dotacijos sutartis, 2020-02-12 Nr. 1-417";25000
11915;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A252-798/19(3.10.15E-CIV);2019;18-DEC-19;18-DEC-19;"Roko Markevičiaus IĮ";300624020;"Avarinių situacijų suvaldymo mokymai";888
11935;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A62-21/19;2019;11-FEB-19;01-MAR-19;"Nemuno kalva UAB";302558918;"Rinkiminių apylinkių paruošimas";2391.5
11981;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A252-730/19(3.10.15E-AD8);2019;21-NOV-19;21-FEB-20;"Nieko rimto, UAB";186714698;"Vilniaus suvenyras";1393.3
11982;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A252-136/19Ž(3.10.15E-AD8);2019;13-FEB-19;13-MAR-20;"UAB ""Baltų lankų"" leidyba";124940893;"Knygos apie Vilnių";303.5
11983;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A252-136/19(3.10.15E-AD8)-1;2019;13-FEB-19;13-MAR-20;"R. Paknio leidykla";121471259;"Knygos apie Vilnių";560
11984;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A252-136/19(3.10.15E-AD8)-2;2019;13-FEB-19;13-MAR-19;"Tyto alba, UAB";122275733;"Knygos apie Vilnių";352.29
11985;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A252-730/19(3.10.15E-AD8)-1;2019;21-NOV-19;21-FEB-20;"Ūlos juvelyrų studija, UAB";300079342-;"Vilniaus suvenyras";435.6
11986;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A252-137/19(3.10.15E-AD8);2019;13-FEB-19;13-MAR-19;"UAB Solvida";125258333;"Pie6tukai su Vilniaus logotipu";3496.75
12016;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A64-350/19;2019;27-SEP-19;27-MAR-19;"UAB URBAN LINE";300149157;"Polocko g. Vilniuje sutvarkymas";35090
12053;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A291-12/20;2020;14-JAN-20;31-DEC-20;"Vilniaus Arkivyskupijos Caritas";191677454;"Biudžeto lėšų naudojimo sutaris";20000
12055;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A291-6/20;2020;09-JAN-20;31-DEC-20;"Vilniaus Arkivyskupijos Caritas";191677454;"Biudžeto lėšų naudojimo sutartis";44500
12065;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A252-790/19(3.10.15E-AD6);2019;16-DEC-19;01-JUN-20;"Ekonovus, UAB";141686027;"Sulūžusių baldų išvežimas";181.5
12091;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A291-54/20;2020;05-FEB-20;31-MAR-20;"Dienos centras Mes esame, VŠĮ";293268560;"Biudžeto lėšų naudojimo sutartis";49800
12168;"Vilniaus miesto savivaldybės administracija";"Finansavimo sutartis";A291-90/20;2020;24-FEB-20;;"Menų spaustuvė VŠĮ";125873853;"Dotacijos sutartis, 2020-02-12 Nr. 1-417";137500
12169;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A252-106/20;2020;21-FEB-20;30-JUN-20;"Vildika, UAB";123633891;"stelažo konstrukcijos";279.17
12173;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A291-99/20;2020;25-FEB-20;31-DEC-20;"Lietuvos žmonių su stuburo pažeidimais asociacija";191869255;"SOCIALINĖS REABILITACIJOS PASLAUGŲ NEĮGALIESIEMS BENDRUOMENĖJE 2020 METŲ PROJEKTUI VYKDYTI SKIRTŲ LĖŠŲ PERVEDIMO IR NAUDOJIMO SUTARTIS";15696
12175;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A291-96/20;2020;25-FEB-20;31-DEC-20;"Lietuvos muzikos terapijos asociacija";191945660;"SOCIALINĖS REABILITACIJOS PASLAUGŲ NEĮGALIESIEMS BENDRUOMENĖJE 2020 METŲ PROJEKTUI VYKDYTI SKIRTŲ LĖŠŲ PERVEDIMO IR NAUDOJIMO SUTARTIS";50000
11923;"Vilniaus miesto savivaldybės administracija";"Finansavimo sutartis";A291-2488/19;2019;18-DEC-19;;" ""Pro musica ir draugai""";300004902;"2019-12-06 Nr. A15-2395/19";500
11924;"Vilniaus miesto savivaldybės administracija";"Finansavimo sutartis";A291-2489/19;2019;18-DEC-19;;"VšĮ""Open books""";305186608;"2019-12-11 Nr. A15-2432/19";10000
11962;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A252-729/19(3.10.15-AD8);2019;20-NOV-19;20-FEB-20;"Vestekspress, UAB";110461363;"Svetingumo mokymai.Ruduo";2296.7
11970;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A68-16/19;2019;05-MAR-19;25-FEB-22;"ATEA, UAB";122588443;"ALIENVAULT LICENCIJŲ IR PALAIKYMO PIRKIMO SUTARTIS A68-16/19";11030.36
12027;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A29-427/19;2019;05-NOV-19;05-NOV-22;"Vilniaus vandenys, UAB";120545849;"vandens gertuviu nuomos sutartis";11445.03
12032;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A291-19/20;2020;15-JAN-20;31-DEC-20;"Labdaros ir paramos fondas ""Maisto bankas""";192015172;"Biudžeto lėšų naudojimo sutartis";25000
12034;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A62-247/19;2019;21-NOV-19;31-JUL-20;"Grinda, UAB";120153047;"asfalbetonio dangos įrengimo Benekainių g., Vilniuje darbai";15745.5
12035;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A62-165/19;2019;12-AUG-19;30-JUN-20;"Grinda, UAB";120153047;"asfalbetonio dangos irengimo Eišiškių sodų 16-osios g. Vilniuje darbai";33857.53
12059;"Vilniaus miesto savivaldybės administracija";"Finansavimo sutartis";A291-37/20;2020;24-JAN-20;;"Vilniaus kultūros centras";302448350;"2020-01-24 Nr. A15-160/20";135300
12089;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";;2020;29-JAN-20;29-JUN-20;"Archiformus, UAB";303419469;"Baldų remontas";3617.9
12177;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A291-97/20;2020;25-FEB-20;31-DEC-20;"Menava, VŠĮ";124865622;"SOCIALINĖS REABILITACIJOS PASLAUGŲ NEĮGALIESIEMS BENDRUOMENĖJE 2020 METŲ PROJEKTUI VYKDYTI SKIRTŲ LĖŠŲ PERVEDIMO IR NAUDOJIMO SUTARTIS";29000
12100;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A252-60/20(3.10.15E-AD6);2020;29-JAN-20;29-JUN-20;"Archiformus, UAB";303419469;"Baldų remontas";3617.9
12178;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A291-103/20;2020;25-FEB-20;31-DEC-20;"Asociacija ""Gyvastis""";191609186;"SOCIALINĖS REABILITACIJOS PASLAUGŲ NEĮGALIESIEMS BENDRUOMENĖJE 2020 METŲ PROJEKTUI VYKDYTI SKIRTŲ LĖŠŲ PERVEDIMO IR NAUDOJIMO SUTARTIS";9190
12181;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A291-95/20;2020;25-FEB-20;31-DEC-20;"Vilniaus miesto neįgaliųjų draugija";193273026;"SOCIALINĖS REABILITACIJOS PASLAUGŲ NEĮGALIESIEMS BENDRUOMENĖJE 2020 METŲ PROJEKTUI VYKDYTI SKIRTŲ LĖŠŲ PERVEDIMO IR NAUDOJIMO SUTARTIS";51000
12184;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A291-107/20;2020;25-FEB-20;31-DEC-20;"VŠĮ Pal.J.Matulaičio socialinis centras";225014650;"SOCIALINĖS REABILITACIJOS PASLAUGŲ NEĮGALIESIEMS BENDRUOMENĖJE 2020 METŲ PROJEKTUI VYKDYTI SKIRTŲ LĖŠŲ PERVEDIMO IR NAUDOJIMO SUTARTIS";30000
12185;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A291-106/20;2020;25-FEB-20;31-DEC-20;"Bendrija ""Atgaiva""";195701486;"SOCIALINĖS REABILITACIJOS PASLAUGŲ NEĮGALIESIEMS BENDRUOMENĖJE 2020 METŲ PROJEKTUI VYKDYTI SKIRTŲ LĖŠŲ PERVEDIMO IR NAUDOJIMO SUTARTIS";5500
12187;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A252-104/20;2020;25-FEB-20;30-JUN-20;"Capsa, UAB";235267520;"Alkotesterio patikra ir remonto darbai";447.76
11912;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A252-650/19(3.10.15E-ADV);2019;09-DEC-19;09-DEC-19;"Gatas, UAB";125718917;"Informacinių lentelių gamyba ir įrengimas";
11913;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A55-10420/19;2019;23-OCT-19;23-OCT-19;"Topo Grupė, UAB";134777619;"Mobiliųjų telefonų pirkimas";
11922;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A62-264/19;2019;16-DEC-19;12-JAN-20;"Daviska, UAB";302904170;"VSD 104.1 PATALPOS REMONTO DARBŲ PIRKIMO SUTARTIS";3714.7
11948;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A55-12738/19;2019;12-DEC-19;12-DEC-19;"R. Paknio leidykla";121471259;"Knygos apie Vilnių";560
11949;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A55-12308/19;2019;06-DEC-19;06-DEC-19;"Ūlos juvelyrų studija, UAB";300079342-;"Vilniaus suvenyras";435.6
11950;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A55-13012/19;2019;17-DEC-19;17-DEC-19;"Metalo forma, UAB";125646738;"Paveikslėliai su Vilniaus vaizdu";1800
11951;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A68-135/19;2019;13-DEC-19;13-DEC-19;"Kvarkas, UAB";300143364;"Šalikai su Vilniaus vaizdu";6606.6
12014;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A62-242/19;2019;18-NOV-19;01-FEB-20;"Vilniaus apšvietimas, UAB";120125820;"Sakalaičių Sodų 10-osios g., Sakalaičių Sodų 11-osios g. ir Sakalaičių Sodų 12-osios g. apšvietimo įrengimo darbai";12208.79
12086;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A291-49/20;2020;31-JAN-20;31-DEC-20;"VŠĮ ""Visų šventųjų šeimos paramos centras""";300008982;"Biudžeto lėšų naudojimo sutartis";37000
12137;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A291-70/20;2020;14-FEB-20;31-DEC-20;"Mažesnieji broliai";124542042;"SOCIALINĖS REABILITACIJOS PASLAUGŲ NEĮGALIESIEMS BENDRUOMENĖJE 2020 METŲ PROJEKTUI VYKDYTI SKIRTŲ LĖŠŲ PERVEDIMO IR NAUDOJIMO SUTARTIS";20000
12138;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A291-71/20;2020;14-FEB-20;31-DEC-20;"Vilkpėdės bendruomenės socialinių paslaugų centras, VšĮ";125248410;"SOCIALINĖS REABILITACIJOS PASLAUGŲ NEĮGALIESIEMS BENDRUOMENĖJE 2020 METŲ PROJEKTUI VYKDYTI SKIRTŲ LĖŠŲ PERVEDIMO IR NAUDOJIMO SUTARTIS";115000
12141;"Vilniaus miesto savivaldybės administracija";"Įsakymas dėl našlaičiams skiriamos pašalpos";A15-265/20(2.1.4E-SOI);2020;13-FEB-20;12-FEB-22;nuasmeninta;nuasmeninta;"Įsakymas dėl vienkartinių išmokų įsikurti  Nr. A15-265/20(2.1.4E-SOI) 2020-02-13";2850
12152;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A291-84/20;2020;21-FEB-20;31-DEC-20;"Vilniaus kurčiųjų reabilitacijos centras";125297336;"SOCIALINĖS REABILITACIJOS PASLAUGŲ NEĮGALIESIEMS PASLAUGŲ BENDRUOMENĖJE 2020 METŲ PROJEKTUI VYKDYTI SKIRTŲ LĖŠŲ PERVEDIMO IR NAUDOJIMO SUTARTIS";106000
12163;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A64-48/20;2020;20-FEB-20;19-FEB-21;"Mediapark, UAB";302536163;;
12174;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A291-98/20;2020;25-FEB-20;31-DEC-20;"Lietuvos šeimų, auginančių kurčius ir neprigirdinčius vaikus, bendrija PAGAVA";191973072;"SOCIALINĖS REABILITACIJOS PASLAUGŲ NEĮGALIESIEMS BENDRUOMENĖJE 2020 METŲ PROJEKTUI VYKDYTI SKIRTŲ LĖŠŲ PERVEDIMO IR NAUDOJIMO SUTARTIS";33000
12180;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A291-104/20;2020;24-FEB-20;31-DEC-20;"Globos bendrija ""Vilniaus Viltis""";191183053;"SOCIALINĖS REABILITACIJOS PASLAUGŲ NEĮGALIESIEMS BENDRUOMENĖJE 2020 METŲ PROJEKTUI VYKDYTI SKIRTŲ LĖŠŲ PERVEDIMO IR NAUDOJIMO SUTARTIS";110000
11952;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A55-12739/19;2019;12-DEC-19;12-DEC-19;"Ego publicum, UAB";304268536;"Suvenyrinės kojinės su Vilniaus vaizdu";3600
11969;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A291-2515/19;2019;20-DEC-19;31-DEC-19;"Socialiniai paramos projektai VŠĮ";126092067;"Biudžeto lėšų naudojimo sutartis";1800
11975;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A252-137/19(3.10.15E-AD8);2019;13-FEB-19;13-MAR-19;"UAB Solvida";125258333;"Pieštukai su Vilniaus logotipu";3496.75
12028;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A64-4/20;2020;08-JAN-20;08-JAN-21;"UAB Tadora";167622868;"Pirkimo sutartis";10500
11998;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";"A 291-2537/19";2019;31-DEC-19;31-DEC-20;"LPF SOS vaikų kaimų Lietuvoje draugija";192014985;"Vilniaus miesto savivaldybės globos centrų finansavimo sutartis";80000
11999;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A291-2539/19;2019;31-DEC-19;31-DEC-20;"Vaikų ir paauglių socialinis centras, VŠĮ";300594171;"Vilniaus miesto savivaldybės globos centrų finansavimo sutartis";75000
12000;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A291-2538/19;2019;31-DEC-19;31-DEC-20;"Pagalbos paaugliams iniciatyva";300015813;"Vilniaus miesto savivaldybės globos centrų finansavimo sutartis";70000
12001;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A291-2540/19;2019;31-DEC-19;31-DEC-20;"Labdaros ir paramos fondas „Žiburys“";303263714;"Vilniaus miesto savivaldybės globos centrų finansavimo sutartis";75980
12002;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A291-2541/19;2019;31-DEC-19;31-JAN-20;"Labdaros ir paramos fondas „Žiburys“";303263714;"Vilniaus miesto savivaldybės globos centrų finansavimo sutartis";5583.33
12003;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A291-2536/19;2019;31-DEC-19;31-JAN-20;"LPF SOS vaikų kaimų Lietuvoje draugija";192014985;"Vilniaus miesto savivaldybės globos centrų finansavimo sutartis";6666.67
12041;"Vilniaus miesto savivaldybės administracija";"Finansavimo sutartis";A291-33/20;2020;21-JAN-20;;"Užupio meno inkubatorius, VŠĮ";126053783;"LR biudžeto sandoros įstatymo 29 straipsnis";4100
12042;"Vilniaus miesto savivaldybės administracija";"Finansavimo sutartis";A291-7/20;2020;13-JAN-20;;"Kultūros ir švietimo centras Vilniaus mokytojų namai VŠĮ";191590768;;
12043;"Vilniaus miesto savivaldybės administracija";"Finansavimo sutartis";A291-32/20;2020;21-JAN-20;;"Vilniaus festivaliai, VšĮ";226190740;"LR biudžeto sandoros įstatymo 29 straipsnis";35600
12050;"Vilniaus miesto savivaldybės administracija";"Įsakymas dėl našlaičiams skiriamos pašalpos";A15-126/20(2.1.4E-SOI);2020;21-JAN-20;20-JAN-22;nuasmeninta;nuasmeninta;"Įsakymas dėl vienkartinių išmokų įsikurti  Nr. A15-126/20(2.1.4E-SOI) 2020-01-21";2850
12051;"Vilniaus miesto savivaldybės administracija";"Įsakymas dėl našlaičiams skiriamos pašalpos";A15-126/20(2.1.4E-SOI);2020;21-JAN-20;20-JAN-22;nuasmeninta;nuasmeninta;"Įsakymas dėl vienkartinių išmokų įsikurti  Nr. A15-126/20(2.1.4E-SOI) 2020-01-21";2850
12052;"Vilniaus miesto savivaldybės administracija";"Įsakymas dėl našlaičiams skiriamos pašalpos";A15-126/20(2.1.4E-SOI);2020;21-JAN-20;20-JAN-22;nuasmeninta;nuasmeninta;"Įsakymas dėl vienkartinių išmokų įsikurti  Nr. A15-126/20(2.1.4E-SOI) 2020-01-21";2850
11958;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A62-263/19;2019;10-DEC-19;17-DEC-19;"TEXO LT MB";304940158;"Grigiškių seniūnijos patalpų remontas";1897.28
11989;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A64-458/19;2019;18-DEC-19;18-DEC-23;"UAB Kelprojektas";234004210;"Vilniaus miesto ypatingos kategorijos susisiekimo komunikacijų su inžineriniais tinklais projektavimo ir statinio projekto vykdymo priežiūros paslaugos";12100000
