SASKAITOS_METAI;KREDITORIUS;KREDITORIAUS_NR;SUTARTIES_NR;SASKAITOS_DATA;SASKAITOS_NR;DK_DATA;TERMS_DATE;TREMINAS;VALIUTA;INVOICE_TYPE_LOOKUP_CODE;FIN_SALTINIS;PRIEMONE;SAMATA;EKON_KLAS;ASIGNAV_VALDYTOJAS;ASIGN_VALD_APRASAS;EILUTES_SUMA;APMOKETA_SUMA;SKOLOS_SUMA;SKOLOS_SUMA_ES;DEPARTAMENTAS
2014;"L.Slavinskienės IĮ";124902469;;06-JUN-14;LSĮ0177;31-DEC-14;31-DEC-14;Nedelsiant;EUR;STANDARD;00;0000000000;0000000;0000000000000000;0000000;Nedetalizuojama;0;0;0;;"Biudžetinių įstaigų buhalterinė apskaita EUR"
2014;"L.Slavinskienės IĮ";124902469;;06-JUN-14;LSĮ0177;31-DEC-14;31-DEC-14;Nedelsiant;EUR;STANDARD;01;02040404;4000430;2.8.1.1.1.2.;0000000;Nedetalizuojama;49.7;43.41;6.29;;"Biudžetinių įstaigų buhalterinė apskaita EUR"
2016;"LitCon, BUAB";123228761;;23-SEP-16;lit200107988/g2;23-SEP-16;23-SEP-16;Nedelsiant;EUR;CREDIT;13;01090109001;4018203;3.1.1.2.1.2.;0000000;Nedetalizuojama;-5524.76;0;-5524.76;;"Biudžetinių įstaigų buhalterinė apskaita EUR"
2016;"LitCon, BUAB";123228761;;25-OCT-16;lit200108097/k4;25-OCT-16;25-OCT-16;Nedelsiant;EUR;CREDIT;13;01090109001;4018203;3.1.1.2.1.2.;0000000;Nedetalizuojama;-2898.8;0;-2898.8;;"Biudžetinių įstaigų buhalterinė apskaita EUR"
2016;"LitCon, BUAB";123228761;;30-NOV-16;lit200108236/kk;08-JUN-17;30-NOV-16;Nedelsiant;EUR;CREDIT;13;01090109001;4018203;3.1.1.2.1.2.;0000000;Nedetalizuojama;-1739.28;0;-1739.28;;"Biudžetinių įstaigų buhalterinė apskaita EUR"
2017;"Active Construction Management, UAB";300122690;;25-JAN-17;ird1700045K;25-JAN-17;25-JAN-17;Nedelsiant;EUR;CREDIT;13;01090104034;4001314;3.1.1.2.1.2.;0000000;Nedetalizuojama;-24437.93;-11809.58;-12628.35;;"Biudžetinių įstaigų buhalterinė apskaita EUR"
2017;"LitCon, BUAB";123228761;;08-JUN-17;lit200108409k;08-JUN-17;08-JUN-17;Nedelsiant;EUR;CREDIT;13;01090109001;4018203;3.1.1.2.1.2.;0000000;Nedetalizuojama;-.02;0;-.02;;"Biudžetinių įstaigų buhalterinė apskaita EUR"
2017;"UAB Eripo";174921721;;30-AUG-17;ŠEB0001153;31-DEC-17;30-AUG-17;Nedelsiant;EUR;STANDARD;20;01100201;4000071;2.2.1.1.1.23.;1030000;"Administracija (buvęs Švietimo, kultūros ir sporto departamentas)";.06;0;.06;;"Vilniaus Lopšelis - Darželis Pelėda EUR"
2017;"UAB Eripo";174921721;;05-OCT-17;ŠEB0001279;31-DEC-17;05-OCT-17;Nedelsiant;EUR;STANDARD;20;01100201;4000071;2.2.1.1.1.23.;1030000;"Administracija (buvęs Švietimo, kultūros ir sporto departamentas)";.06;0;.06;;"Vilniaus Lopšelis - Darželis Pelėda EUR"
2017;"UAB Horeca sprendimai";300548925;;30-NOV-17;HS17010359;31-DEC-17;30-NOV-17;Nedelsiant;EUR;STANDARD;20;01100201;4000071;2.2.1.1.1.30.L.;1030000;"Administracija (buvęs Švietimo, kultūros ir sporto departamentas)";3.04;0;3.04;;"Vilniaus Lopšelis - Darželis Pelėda EUR"
2017;"VSA Vilnius, UAB";220074960;;08-DEC-17;VSA17089589;08-DEC-17;08-DEC-17;"30 dienų";EUR;STANDARD;01;01030102;4000011;2.2.1.1.1.20.4.;1030000;"Administracija (buvęs Švietimo, kultūros ir sporto departamentas)";44.52;0;44.52;;"Vilniaus Lopšelis - Darželis Pelėda EUR"
2017;"Telia Lietuva, AB";121215434;;31-DEC-17;ARB1488122092;31-DEC-17;31-DEC-17;"30 dienų";EUR;STANDARD;20;01100201;4000071;2.2.1.1.1.30.L.;1030000;"Administracija (buvęs Švietimo, kultūros ir sporto departamentas)";8.08;0;8.08;;"Vilniaus Lopšelis - Darželis Pelėda EUR"
2017;"UAB Horeca sprendimai";300548925;;31-DEC-17;HS17011387;31-DEC-17;31-DEC-17;Nedelsiant;EUR;STANDARD;20;01100201;4000071;2.2.1.1.1.30.L.;1030000;"Administracija (buvęs Švietimo, kultūros ir sporto departamentas)";16.94;0;16.94;;"Vilniaus Lopšelis - Darželis Pelėda EUR"
2018;"UAB SMGprint";302747573;;11-JAN-18;smgp14323;11-JAN-18;11-JAN-18;Nedelsiant;EUR;STANDARD;20;01100201;4000071;2.2.1.1.1.21.;1030000;"Administracija (buvęs Švietimo, kultūros ir sporto departamentas)";35;0;35;;"Vilniaus Lopšelis - Darželis Pelėda EUR"
2018;"VDU Švietimo akademijos vaikų darželis Mažųjų akademija";111951498;;12-JAN-18;leu070005672;12-JAN-18;12-JAN-18;"20 dienų";EUR;STANDARD;0205;01030101;4000014;2.2.1.1.1.16.;1030000;"Administracija (buvęs Švietimo, kultūros ir sporto departamentas)";300;0;300;;"Vilniaus Lopšelis - Darželis Pelėda EUR"
2018;"UAB Eripo";174921721;;23-JAN-18;šeb0001629;23-JAN-18;23-JAN-18;Nedelsiant;EUR;STANDARD;20;01100201;4000071;2.2.1.1.1.23.;1030000;"Administracija (buvęs Švietimo, kultūros ir sporto departamentas)";29.9;0;29.9;;"Vilniaus Lopšelis - Darželis Pelėda EUR"
2018;"Telia Lietuva, AB";121215434;;31-JAN-18;arb1493092447;31-JAN-18;31-JAN-18;Nedelsiant;EUR;STANDARD;01;01030102;4000011;2.2.1.1.1.5.;1030000;"Administracija (buvęs Švietimo, kultūros ir sporto departamentas)";20.69;0;20.69;;"Vilniaus Lopšelis - Darželis Pelėda EUR"
2018;"UAB Horeca sprendimai";300548925;;31-JAN-18;hs18000569;31-JAN-18;31-JAN-18;"20 dienų";EUR;STANDARD;01;01030102;4000011;2.2.1.1.1.30.L.;1030000;"Administracija (buvęs Švietimo, kultūros ir sporto departamentas)";16.94;0;16.94;;"Vilniaus Lopšelis - Darželis Pelėda EUR"
2018;"UAB Žaidimų aikštelių įranga";304210682;;31-JAN-18;žaį17/0317;31-JAN-18;31-JAN-18;Nedelsiant;EUR;STANDARD;20;01100201;4000071;2.2.1.1.1.23.;1030000;"Administracija (buvęs Švietimo, kultūros ir sporto departamentas)";560;0;560;;"Vilniaus Lopšelis - Darželis Pelėda EUR"
2018;"UAB Žaidimų aikštelių įranga";304210682;;31-JAN-18;žaį17/0317;31-JAN-18;31-JAN-18;Nedelsiant;EUR;STANDARD;20;01100201;4000071;3.1.1.5.1.1.;1030000;"Administracija (buvęs Švietimo, kultūros ir sporto departamentas)";1000;0;1000;;"Vilniaus Lopšelis - Darželis Pelėda EUR"
2018;"UAB Žaidimų aikštelių įranga";304210682;;31-JAN-18;žaį17/0317;31-JAN-18;31-JAN-18;Nedelsiant;EUR;STANDARD;20;01100201;4000071;3.1.1.5.1.1.;1030000;"Administracija (buvęs Švietimo, kultūros ir sporto departamentas)";1900;0;1900;;"Vilniaus Lopšelis - Darželis Pelėda EUR"
2018;"Universalios aplikacijos MB";304075850;;02-FEB-18;ua18020130;02-FEB-18;02-FEB-18;"7 dienos";EUR;STANDARD;01;01030102;4000011;2.2.1.1.1.30.L.;1030000;"Administracija (buvęs Švietimo, kultūros ir sporto departamentas)";36.3;0;36.3;;"Vilniaus Lopšelis - Darželis Pelėda EUR"
2018;"Lindstrom, UAB";111618732;;23-FEB-18;aaa1447857k1;20-MAR-20;23-FEB-18;Nedelsiant;EUR;CREDIT;01;201010102;4000152;2.2.1.1.1.30.L.;0000000;Nedetalizuojama;-.09;0;-.09;;"Biudžetinių įstaigų buhalterinė apskaita EUR"
2018;"Telia Lietuva, AB";121215434;;28-FEB-18;arb149766;28-FEB-18;28-FEB-18;Nedelsiant;EUR;STANDARD;01;01030102;4000011;2.2.1.1.1.5.;1030000;"Administracija (buvęs Švietimo, kultūros ir sporto departamentas)";11.2;0;11.2;;"Vilniaus Lopšelis - Darželis Pelėda EUR"
2018;"UAB Horeca sprendimai";300548925;;28-FEB-18;hs18001706;28-FEB-18;28-FEB-18;"20 dienų";EUR;STANDARD;01;01030102;4000011;2.2.1.1.1.30.L.;1030000;"Administracija (buvęs Švietimo, kultūros ir sporto departamentas)";16.94;0;16.94;;"Vilniaus Lopšelis - Darželis Pelėda EUR"
2018;"Universalios aplikacijos MB";304075850;;01-MAR-18;ua18030150;01-MAR-18;01-MAR-18;"7 dienos";EUR;STANDARD;01;01030102;4000011;2.2.1.1.1.30.L.;1030000;"Administracija (buvęs Švietimo, kultūros ir sporto departamentas)";36.3;0;36.3;;"Vilniaus Lopšelis - Darželis Pelėda EUR"
2018;"Gyvenimo Universitetas LT VšĮ";302612796;;16-MAR-18;20180227/k;16-MAR-18;16-MAR-18;Nedelsiant;EUR;CREDIT;0205;01030104;4000090;2.2.1.1.1.16.;0000000;Nedetalizuojama;-42;0;-42;;"Biudžetinių įstaigų buhalterinė apskaita EUR"
2018;"Gyvenimo Universitetas LT VšĮ";302612796;;16-MAR-18;20180228/k;16-MAR-18;16-MAR-18;Nedelsiant;EUR;CREDIT;0205;01030104;4000090;2.2.1.1.1.16.;0000000;Nedetalizuojama;-52;0;-52;;"Biudžetinių įstaigų buhalterinė apskaita EUR"
2018;"Telia Lietuva, AB";121215434;;31-MAR-18;arb1502170671;31-MAR-18;31-MAR-18;Nedelsiant;EUR;STANDARD;01;01030102;4000011;2.2.1.1.1.5.;1030000;"Administracija (buvęs Švietimo, kultūros ir sporto departamentas)";11.2;0;11.2;;"Vilniaus Lopšelis - Darželis Pelėda EUR"
2018;"UAB Horeca sprendimai";300548925;;31-MAR-18;hs18002620;31-MAR-18;31-MAR-18;"20 dienų";EUR;STANDARD;01;01030102;4000011;2.2.1.1.1.30.L.;1030000;"Administracija (buvęs Švietimo, kultūros ir sporto departamentas)";16.94;0;16.94;;"Vilniaus Lopšelis - Darželis Pelėda EUR"
2018;"Universalios aplikacijos MB";304075850;;01-APR-18;ua18040170;01-APR-18;01-APR-18;"7 dienos";EUR;STANDARD;01;01030102;4000011;2.2.1.1.1.30.L.;1030000;"Administracija (buvęs Švietimo, kultūros ir sporto departamentas)";36.3;0;36.3;;"Vilniaus Lopšelis - Darželis Pelėda EUR"
2018;"Telia Lietuva, AB";121215434;;30-APR-18;arb1506228244;30-APR-18;30-APR-18;Nedelsiant;EUR;STANDARD;01;01030102;4000011;2.2.1.1.1.5.;1030000;"Administracija (buvęs Švietimo, kultūros ir sporto departamentas)";11.43;0;11.43;;"Vilniaus Lopšelis - Darželis Pelėda EUR"
2018;"UAB Horeca sprendimai";300548925;;30-APR-18;hs18003865;30-APR-18;30-APR-18;"20 dienų";EUR;STANDARD;01;01030102;4000011;2.2.1.1.1.30.L.;1030000;"Administracija (buvęs Švietimo, kultūros ir sporto departamentas)";16.94;0;16.94;;"Vilniaus Lopšelis - Darželis Pelėda EUR"
2018;"Universalios aplikacijos MB";304075850;;01-MAY-18;ua18050192;01-MAY-18;01-MAY-18;"7 dienos";EUR;STANDARD;01;01030102;4000011;2.2.1.1.1.30.L.;1030000;"Administracija (buvęs Švietimo, kultūros ir sporto departamentas)";36.3;0;36.3;;"Vilniaus Lopšelis - Darželis Pelėda EUR"
2018;"Eden springs Lietuva, UAB";211638230;;31-MAY-18;3100380902k;31-MAY-18;31-MAY-18;Nedelsiant;EUR;CREDIT;20;01100201;4000070;2.2.1.1.1.30.L.;0000000;Nedetalizuojama;-7.32;0;-7.32;;"Biudžetinių įstaigų buhalterinė apskaita EUR"
2018;"Telia Lietuva, AB";121215434;;31-MAY-18;arb1510117607;31-MAY-18;31-MAY-18;Nedelsiant;EUR;STANDARD;01;01030102;4000011;2.2.1.1.1.5.;1030000;"Administracija (buvęs Švietimo, kultūros ir sporto departamentas)";41.39;0;41.39;;"Vilniaus Lopšelis - Darželis Pelėda EUR"
2018;"Universalios aplikacijos MB";304075850;;01-JUN-18;ua180601113;01-JUN-18;01-JUN-18;"7 dienos";EUR;STANDARD;01;01030102;4000011;2.2.1.1.1.30.L.;1030000;"Administracija (buvęs Švietimo, kultūros ir sporto departamentas)";36.3;0;36.3;;"Vilniaus Lopšelis - Darželis Pelėda EUR"
2018;"Telia Lietuva, AB";121215434;;30-JUN-18;arb1513306900;30-JUN-18;30-JUN-18;Nedelsiant;EUR;STANDARD;01;01030102;4000011;2.2.1.1.1.5.;1030000;"Administracija (buvęs Švietimo, kultūros ir sporto departamentas)";11.2;7.11;4.09;;"Vilniaus Lopšelis - Darželis Pelėda EUR"
2018;"UAB Kesko Senukai Digital";304144008;;04-JUL-18;kd0000116691;04-JUL-18;04-JUL-18;Nedelsiant;EUR;STANDARD;20;01100201;4000071;2.2.1.1.1.15.;1030000;"Administracija (buvęs Švietimo, kultūros ir sporto departamentas)";100.73;0;100.73;;"Vilniaus Lopšelis - Darželis Pelėda EUR"
2018;"UAB Kesko Senukai Digital";304144008;;04-JUL-18;kd0000116691;04-JUL-18;04-JUL-18;Nedelsiant;EUR;STANDARD;20;01100201;4000071;2.2.1.1.1.23.;1030000;"Administracija (buvęs Švietimo, kultūros ir sporto departamentas)";21.67;0;21.67;;"Vilniaus Lopšelis - Darželis Pelėda EUR"
2018;"UAB Kesko Senukai Digital";304144008;;27-JUL-18;kd0000138377/2;27-JUL-18;27-JUL-18;Nedelsiant;EUR;STANDARD;20;01100201;4000071;2.2.1.1.1.15.;1030000;"Administracija (buvęs Švietimo, kultūros ir sporto departamentas)";162.72;0;162.72;;"Vilniaus Lopšelis - Darželis Pelėda EUR"
2018;"UAB Libeta ir ko";125961666;;27-SEP-18;lib00077128/2k;20-MAR-20;27-SEP-18;"20 dienų";EUR;CREDIT;01;201020101;4000240;2.2.1.1.1.30.L.;0000000;Nedetalizuojama;-8.39;0;-8.39;;"Biudžetinių įstaigų buhalterinė apskaita EUR"
2018;"VSA Vilnius, UAB";220074960;;31-OCT-18;vsadb5831k;20-MAR-20;31-OCT-18;Nedelsiant;EUR;CREDIT;01;201030102;4000010;2.2.1.1.1.30.L.;0000000;Nedetalizuojama;-24.13;0;-24.13;;"Biudžetinių įstaigų buhalterinė apskaita EUR"
2018;"VSA Vilnius, UAB";220074960;;06-NOV-18;vsa16099042/t/k;06-NOV-18;06-NOV-18;Nedelsiant;EUR;CREDIT;01;04010105;1000155;2.2.1.1.1.20.4.;0000000;Nedetalizuojama;-59.37;-49.48;-9.89;;"Biudžetinių įstaigų buhalterinė apskaita EUR"
2018;"UAB Simplea";302453600;;23-NOV-18;simp01155845/1;23-NOV-18;23-NOV-18;"20 dienų";EUR;STANDARD;20;01100201;4000071;3.1.1.5.1.1.;1030000;"Administracija (buvęs Švietimo, kultūros ir sporto departamentas)";2278;0;2278;;"Vilniaus Lopšelis - Darželis Pelėda EUR"
2018;"UAB Simplea";302453600;;23-NOV-18;simp01155845/2;23-NOV-18;23-NOV-18;"20 dienų";EUR;STANDARD;20;01100201;4000071;3.1.1.5.1.1.;1030000;"Administracija (buvęs Švietimo, kultūros ir sporto departamentas)";2278;0;2278;;"Vilniaus Lopšelis - Darželis Pelėda EUR"
2018;"VSA Vilnius, UAB";220074960;;28-NOV-18;vsa15008638/k;28-NOV-18;28-NOV-18;Nedelsiant;EUR;CREDIT;20;01100201;4000070;2.2.1.1.1.30.L.;0000000;Nedetalizuojama;-33.4;-22.26;-11.14;;"Biudžetinių įstaigų buhalterinė apskaita EUR"
2018;"Ignitis, UAB";303383884;;30-NOV-18;9566-12022244-et490722m;02-JAN-20;30-NOV-18;Nedelsiant;EUR;STANDARD;00;204010101;4000521;2.2.1.1.1.20.2.;0000000;Nedetalizuojama;20.35;0;20.35;;"Biudžetinių įstaigų buhalterinė apskaita EUR"
2018;"Ignitis, UAB";303383884;;30-NOV-18;9566-13048839-et490722š;02-JAN-20;30-NOV-18;Nedelsiant;EUR;STANDARD;00;201030102;4000010;2.2.1.1.1.20.2.;0000000;Nedetalizuojama;6.15;0;6.15;;"Biudžetinių įstaigų buhalterinė apskaita EUR"
2018;"Ignitis, UAB";303383884;;30-NOV-18;9566-13048840-et490722š;02-JAN-20;30-NOV-18;Nedelsiant;EUR;STANDARD;00;201030102;4000010;2.2.1.1.1.20.2.;0000000;Nedetalizuojama;67.26;0;67.26;;"Biudžetinių įstaigų buhalterinė apskaita EUR"
2018;"Ignitis, UAB";303383884;;30-NOV-18;9566-13055748-et490722š;02-JAN-20;30-NOV-18;Nedelsiant;EUR;STANDARD;00;201030102;4000010;2.2.1.1.1.20.2.;0000000;Nedetalizuojama;54.78;0;54.78;;"Biudžetinių įstaigų buhalterinė apskaita EUR"
2018;"Universalios aplikacijos MB";304075850;;01-DEC-18;ua181201255;01-DEC-18;01-DEC-18;"7 dienos";EUR;STANDARD;01;01030102;4000011;2.2.1.1.1.30.L.;1030000;"Administracija (buvęs Švietimo, kultūros ir sporto departamentas)";36.3;9.59;26.71;;"Vilniaus Lopšelis - Darželis Pelėda EUR"
2018;"UAB Kesko Senukai Digital";304144008;;06-DEC-18;kd0000279426;06-DEC-18;06-DEC-18;Nedelsiant;EUR;STANDARD;01;01030102;4000011;2.2.1.1.1.23.;1030000;"Administracija (buvęs Švietimo, kultūros ir sporto departamentas)";84.45;78.61;5.84;;"Vilniaus Lopšelis - Darželis Pelėda EUR"
2018;"UAB Kesko Senukai Digital";304144008;;07-DEC-18;kd0000280582/2;07-DEC-18;07-DEC-18;Nedelsiant;EUR;STANDARD;20;01100201;4000071;2.2.1.1.1.23.;1030000;"Administracija (buvęs Švietimo, kultūros ir sporto departamentas)";1.27;0;1.27;;"Vilniaus Lopšelis - Darželis Pelėda EUR"
2018;"Ignitis, UAB";303383884;;31-DEC-18;9566-12022244-et497559m;02-JAN-20;31-DEC-18;Nedelsiant;EUR;STANDARD;00;204010101;4000521;2.2.1.1.1.20.2.;0000000;Nedetalizuojama;20.35;0;20.35;;"Biudžetinių įstaigų buhalterinė apskaita EUR"
2018;"Ignitis, UAB";303383884;;31-DEC-18;9566-13048839-et497559š;02-JAN-20;31-DEC-18;Nedelsiant;EUR;STANDARD;00;201030102;4000010;2.2.1.1.1.20.2.;0000000;Nedetalizuojama;6.15;0;6.15;;"Biudžetinių įstaigų buhalterinė apskaita EUR"
2018;"Ignitis, UAB";303383884;;31-DEC-18;9566-13048840-et497559š;02-JAN-20;31-DEC-18;Nedelsiant;EUR;STANDARD;00;201030102;4000010;2.2.1.1.1.20.2.;0000000;Nedetalizuojama;28.81;0;28.81;;"Biudžetinių įstaigų buhalterinė apskaita EUR"
2018;"Ignitis, UAB";303383884;;31-DEC-18;9566-13055748-et497559š;02-JAN-20;31-DEC-18;Nedelsiant;EUR;STANDARD;00;201030102;4000010;2.2.1.1.1.20.2.;0000000;Nedetalizuojama;105.71;0;105.71;;"Biudžetinių įstaigų buhalterinė apskaita EUR"
2018;"Ignitis, UAB";303383884;;31-DEC-18;9566-13055795-et497559š;02-JAN-20;31-DEC-18;Nedelsiant;EUR;STANDARD;00;201010102;4000150;2.2.1.1.1.20.2.;0000000;Nedetalizuojama;10.36;0;10.36;;"Biudžetinių įstaigų buhalterinė apskaita EUR"
2019;"ESO, AB (Energijos skirstymo operatorius, AB)";304151376;;31-JAN-19;1/125977-12022256-ersp00011817-s;01-JAN-20;31-JAN-19;Nedelsiant;EUR;STANDARD;00;203020101;4000501;2.2.1.1.1.20.2.;0000000;Nedetalizuojama;1.43;0;1.43;;"Biudžetinių įstaigų buhalterinė apskaita EUR"
2019;"ESO, AB (Energijos skirstymo operatorius, AB)";304151376;;31-JAN-19;1/125977-12022256-ersp00011817/s;01-JAN-20;31-JAN-19;Nedelsiant;EUR;STANDARD;00;203020101;4000501;2.2.1.1.1.20.2.;0000000;Nedetalizuojama;27.23;0;27.23;;"Biudžetinių įstaigų buhalterinė apskaita EUR"
2019;"ESO, AB (Energijos skirstymo operatorius, AB)";304151376;;31-JAN-19;1/125977-13048839-ersp00011817-š;01-JAN-20;31-JAN-19;Nedelsiant;EUR;STANDARD;00;201010102;4000150;2.2.1.1.1.20.2.;0000000;Nedetalizuojama;5.29;0;5.29;;"Biudžetinių įstaigų buhalterinė apskaita EUR"
2019;"ESO, AB (Energijos skirstymo operatorius, AB)";304151376;;31-JAN-19;1/125977-13048840-ersp00011817-š;01-JAN-20;31-JAN-19;Nedelsiant;EUR;STANDARD;00;201010102;4000150;2.2.1.1.1.20.2.;0000000;Nedetalizuojama;26.17;0;26.17;;"Biudžetinių įstaigų buhalterinė apskaita EUR"
2019;"ESO, AB (Energijos skirstymo operatorius, AB)";304151376;;31-JAN-19;1/125977-13048840-ersp00011817/š;01-JAN-20;31-JAN-19;Nedelsiant;EUR;STANDARD;00;201010102;4000150;2.2.1.1.1.20.2.;0000000;Nedetalizuojama;102.55;0;102.55;;"Biudžetinių įstaigų buhalterinė apskaita EUR"
2019;"ESO, AB (Energijos skirstymo operatorius, AB)";304151376;;31-JAN-19;1/125977-13048841-ersp00011817-š;01-JAN-20;31-JAN-19;Nedelsiant;EUR;STANDARD;00;201010102;4000150;2.2.1.1.1.20.2.;0000000;Nedetalizuojama;1.37;0;1.37;;"Biudžetinių įstaigų buhalterinė apskaita EUR"
2019;"ESO, AB (Energijos skirstymo operatorius, AB)";304151376;;31-JAN-19;1/125977-13048841-ersp00011817/š;01-JAN-20;31-JAN-19;Nedelsiant;EUR;STANDARD;00;201010102;4000150;2.2.1.1.1.20.2.;0000000;Nedetalizuojama;57.17;21.1;36.07;;"Biudžetinių įstaigų buhalterinė apskaita EUR"
2019;"Ignitis, UAB";303383884;;31-JAN-19;9566-12022244-et504301m;02-JAN-20;31-JAN-19;Nedelsiant;EUR;STANDARD;00;204010101;4000521;2.2.1.1.1.20.2.;0000000;Nedetalizuojama;20.35;0;20.35;;"Biudžetinių įstaigų buhalterinė apskaita EUR"
2019;"Ignitis, UAB";303383884;;31-JAN-19;9566-13048839-et504301š;02-JAN-20;31-JAN-19;Nedelsiant;EUR;STANDARD;00;201030102;4000010;2.2.1.1.1.20.2.;0000000;Nedetalizuojama;6.15;0;6.15;;"Biudžetinių įstaigų buhalterinė apskaita EUR"
2019;"Ignitis, UAB";303383884;;31-JAN-19;9566-13048840-et504301š;02-JAN-20;31-JAN-19;Nedelsiant;EUR;STANDARD;00;201030102;4000010;2.2.1.1.1.20.2.;0000000;Nedetalizuojama;28.63;0;28.63;;"Biudžetinių įstaigų buhalterinė apskaita EUR"
2019;"Ignitis, UAB";303383884;;31-JAN-19;9566-13055748-et504301š;02-JAN-20;31-JAN-19;Nedelsiant;EUR;STANDARD;00;201030102;4000010;2.2.1.1.1.20.2.;0000000;Nedetalizuojama;82.93;0;82.93;;"Biudžetinių įstaigų buhalterinė apskaita EUR"
2019;"Ignitis, UAB";303383884;;31-JAN-19;9566-13055795-et504301š;02-JAN-20;31-JAN-19;Nedelsiant;EUR;STANDARD;00;201010102;4000150;2.2.1.1.1.20.2.;0000000;Nedetalizuojama;10.36;0;10.36;;"Biudžetinių įstaigų buhalterinė apskaita EUR"
2019;"UAB Kesko Senukai Digital";304144008;;05-FEB-19;kd0000348105;05-FEB-19;05-FEB-19;Nedelsiant;EUR;STANDARD;20;01100201;4000071;2.2.1.1.1.30.L.;1030000;"Administracija (buvęs Švietimo, kultūros ir sporto departamentas)";13.8;0;13.8;;"Vilniaus Lopšelis - Darželis Pelėda EUR"
2019;"ESO, AB (Energijos skirstymo operatorius, AB)";304151376;;28-FEB-19;1/125977-12022244-ersp00032964-m;01-JAN-20;28-FEB-19;Nedelsiant;EUR;STANDARD;00;204010101;4000521;2.2.1.1.1.20.2.;0000000;Nedetalizuojama;17.5;0;17.5;;"Biudžetinių įstaigų buhalterinė apskaita EUR"
2019;"ESO, AB (Energijos skirstymo operatorius, AB)";304151376;;28-FEB-19;1/125977-12022244-ersp00032964/m;01-JAN-20;28-FEB-19;Nedelsiant;EUR;STANDARD;00;204010101;4000521;2.2.1.1.1.20.2.;0000000;Nedetalizuojama;6.35;0;6.35;;"Biudžetinių įstaigų buhalterinė apskaita EUR"
2019;"ESO, AB (Energijos skirstymo operatorius, AB)";304151376;;28-FEB-19;1/125977-12022256-ersp00032964-s;01-JAN-20;28-FEB-19;Nedelsiant;EUR;STANDARD;00;203020101;4000501;2.2.1.1.1.20.2.;0000000;Nedetalizuojama;1.43;0;1.43;;"Biudžetinių įstaigų buhalterinė apskaita EUR"
2019;"ESO, AB (Energijos skirstymo operatorius, AB)";304151376;;28-FEB-19;1/125977-12022256-ersp00032964/s;01-JAN-20;28-FEB-19;Nedelsiant;EUR;STANDARD;00;203020101;4000501;2.2.1.1.1.20.2.;0000000;Nedetalizuojama;27.23;0;27.23;;"Biudžetinių įstaigų buhalterinė apskaita EUR"
2019;"ESO, AB (Energijos skirstymo operatorius, AB)";304151376;;28-FEB-19;1/125977-13048839-ersp00032964-š;01-JAN-20;28-FEB-19;Nedelsiant;EUR;STANDARD;00;201010102;4000150;2.2.1.1.1.20.2.;0000000;Nedetalizuojama;5.29;0;5.29;;"Biudžetinių įstaigų buhalterinė apskaita EUR"
2019;"ESO, AB (Energijos skirstymo operatorius, AB)";304151376;;28-FEB-19;1/125977-13048839-ersp00032964/š;01-JAN-20;28-FEB-19;Nedelsiant;EUR;STANDARD;00;201010102;4000150;2.2.1.1.1.20.2.;0000000;Nedetalizuojama;18.61;0;18.61;;"Biudžetinių įstaigų buhalterinė apskaita EUR"
2019;"ESO, AB (Energijos skirstymo operatorius, AB)";304151376;;28-FEB-19;1/125977-13048840-ersp00032964-š;01-JAN-20;28-FEB-19;Nedelsiant;EUR;STANDARD;00;201010102;4000150;2.2.1.1.1.20.2.;0000000;Nedetalizuojama;23.53;0;23.53;;"Biudžetinių įstaigų buhalterinė apskaita EUR"
2019;"ESO, AB (Energijos skirstymo operatorius, AB)";304151376;;28-FEB-19;1/125977-13048840-ersp00032964/š;01-JAN-20;28-FEB-19;Nedelsiant;EUR;STANDARD;00;201010102;4000150;2.2.1.1.1.20.2.;0000000;Nedetalizuojama;102.55;0;102.55;;"Biudžetinių įstaigų buhalterinė apskaita EUR"
2019;"ESO, AB (Energijos skirstymo operatorius, AB)";304151376;;28-FEB-19;1/125977-13048841-ersp00032964-š;01-JAN-20;28-FEB-19;Nedelsiant;EUR;STANDARD;00;201010102;4000150;2.2.1.1.1.20.2.;0000000;Nedetalizuojama;1.37;0;1.37;;"Biudžetinių įstaigų buhalterinė apskaita EUR"
2019;"ESO, AB (Energijos skirstymo operatorius, AB)";304151376;;28-FEB-19;1/125977-13048841-ersp00032964/š;01-JAN-20;28-FEB-19;Nedelsiant;EUR;STANDARD;00;201010102;4000150;2.2.1.1.1.20.2.;0000000;Nedetalizuojama;57.17;0;57.17;;"Biudžetinių įstaigų buhalterinė apskaita EUR"
2019;"ESO, AB (Energijos skirstymo operatorius, AB)";304151376;;28-FEB-19;1/125977-13055795-ersp00032964-š;01-JAN-20;28-FEB-19;Nedelsiant;EUR;STANDARD;00;201010102;4000150;2.2.1.1.1.20.2.;0000000;Nedetalizuojama;8.91;0;8.91;;"Biudžetinių įstaigų buhalterinė apskaita EUR"
2019;"ESO, AB (Energijos skirstymo operatorius, AB)";304151376;;28-FEB-19;1/125977-13055795-ersp00032964/š;01-JAN-20;28-FEB-19;Nedelsiant;EUR;STANDARD;00;201010102;4000150;2.2.1.1.1.20.2.;0000000;Nedetalizuojama;5.45;0;5.45;;"Biudžetinių įstaigų buhalterinė apskaita EUR"
