SASKAITOS_METAI;KREDITORIUS;KREDITORIAUS_NR;SUTARTIES_NR;SASKAITOS_DATA;SASKAITOS_NR;DK_DATA;TERMS_DATE;TREMINAS;VALIUTA;INVOICE_TYPE_LOOKUP_CODE;FIN_SALTINIS;PRIEMONE;SAMATA;EKON_KLAS;ASIGNAV_VALDYTOJAS;ASIGN_VALD_APRASAS;EILUTES_SUMA;APMOKETA_SUMA;SKOLOS_SUMA;SKOLOS_SUMA_ES;DEPARTAMENTAS
2018;"Grinda, UAB";120153047;A72-2185(3.1.36-UK);29-JUN-18;GAO0024958;29-JUN-18;29-JUN-18;"90 dienų";EUR;STANDARD;01;14010109;3000690;2.2.1.1.1.12.;188751791;"Miesto ūkio ir transporto departamentas";2401.74;0;2401.74;;"Administracija EUR"
2018;"Grinda, UAB";120153047;A62-16/18(3.10.21-TD2);29-JUN-18;GAO0024989;29-JUN-18;29-JUN-18;"90 dienų";EUR;STANDARD;01;14010109;3000690;2.2.1.1.1.12.;188751791;"Miesto ūkio ir transporto departamentas";6105.18;0;6105.18;;"Administracija EUR"
2018;"Grinda, UAB";120153047;A62-16/18(3.10.21-TD2);29-JUN-18;GAO0024989;29-JUN-18;29-JUN-18;"90 dienų";EUR;STANDARD;01;14010109;3000690;2.2.1.1.1.12.;188751791;"Miesto ūkio ir transporto departamentas";29072.28;0;29072.28;;"Administracija EUR"
2018;"Grinda, UAB";120153047;;29-JUN-18;GAO0025003;29-JUN-18;29-JUN-18;"90 dienų";EUR;STANDARD;00;0000000000;0000000;0000000000000000;0000000;Nedetalizuojama;93892.83;45489.91;48402.92;;"Administracija EUR"
2018;"Grinda, UAB";120153047;A72-2191(3.1.36-UK);29-JUN-18;GAO0025003;29-JUN-18;29-JUN-18;"90 dienų";EUR;STANDARD;01;14010143;3000647;2.2.1.1.1.12.;188751791;"Miesto ūkio ir transporto departamentas";447108.72;216618.6;230490.12;;"Administracija EUR"
2018;"Grinda, UAB";120153047;;29-JUN-18;GAO0025003;29-JUN-18;29-JUN-18;"90 dienų";EUR;STANDARD;00;0000000000;0000000;0000000000000000;0000000;Nedetalizuojama;-93892.83;-45489.91;-48402.92;;"Administracija EUR"
2018;"Grinda, UAB";120153047;A72-2192(3.1.36-UK);29-JUN-18;GAO0025012;29-JUN-18;29-JUN-18;"90 dienų";EUR;STANDARD;01;14010109;3000690;2.2.1.1.1.12.;188751791;"Miesto ūkio ir transporto departamentas";94559.31;0;94559.31;;"Administracija EUR"
2018;"Grinda, UAB";120153047;A72-2192(3.1.36-UK);29-JUN-18;GAO0025012;29-JUN-18;29-JUN-18;"90 dienų";EUR;STANDARD;01;14010109;3000690;2.2.1.1.1.12.;188751791;"Miesto ūkio ir transporto departamentas";19857.46;0;19857.46;;"Administracija EUR"
2018;"Gatvių statyba, UAB";122570826;;29-JUN-18;"GAT 003970";29-JUN-18;29-JUN-18;"90 dienų";EUR;STANDARD;00;0000000000;0000000;0000000000000000;0000000;Nedetalizuojama;-1886.5;-1697.85;-188.65;;"Administracija EUR"
2018;"Gatvių statyba, UAB";122570826;;29-JUN-18;"GAT 003970";29-JUN-18;29-JUN-18;"90 dienų";EUR;STANDARD;00;0000000000;0000000;0000000000000000;0000000;Nedetalizuojama;1886.5;1697.85;188.65;;"Administracija EUR"
2018;"Gatvių statyba, UAB";122570826;A62-138/17(3.10.21-TD2);29-JUN-18;"GAT 003970";29-JUN-18;29-JUN-18;"90 dienų";EUR;STANDARD;01;15040103001;3001517;3.1.1.2.1.3.;188751791;"Miesto ūkio ir transporto departamentas";8983.33;8085;898.33;;"Administracija EUR"
2018;"Gatvių statyba, UAB";122570826;A62-138/17(3.10.21-TD2);29-JUN-18;GAT003969;29-JUN-18;29-JUN-18;"90 dienų";EUR;STANDARD;01;15040126001;3001540;3.1.1.2.1.3.;188751791;"Miesto ūkio ir transporto departamentas";2425.16;2182.64;242.52;;"Administracija EUR"
2018;"Gatvių statyba, UAB";122570826;;29-JUN-18;GAT003969;29-JUN-18;29-JUN-18;"90 dienų";EUR;STANDARD;00;0000000000;0000000;0000000000000000;0000000;Nedetalizuojama;509.29;458.36;50.93;;"Administracija EUR"
2018;"Gatvių statyba, UAB";122570826;;29-JUN-18;GAT003969;29-JUN-18;29-JUN-18;"90 dienų";EUR;STANDARD;00;0000000000;0000000;0000000000000000;0000000;Nedetalizuojama;-509.29;-458.36;-50.93;;"Administracija EUR"
2018;"Gatvių statyba, UAB";122570826;;29-JUN-18;GAT003969ES;29-JUN-18;29-JUN-18;"90 dienų";EUR;STANDARD;00;0000000000;0000000;0000000000000000;0000000;Nedetalizuojama;6281.17;5653.05;628.12;;"Administracija EUR"
2018;"Gatvių statyba, UAB";122570826;A62-138/17(3.10.21-TD2);29-JUN-18;GAT003969ES;29-JUN-18;29-JUN-18;"90 dienų";EUR;STANDARD;3M01;15040126001;3001560;3.1.1.2.1.3.;188751791;"Miesto ūkio ir transporto departamentas";29910.34;26919.31;2991.03;;"Administracija EUR"
2018;"Gatvių statyba, UAB";122570826;;29-JUN-18;GAT003969ES;29-JUN-18;29-JUN-18;"90 dienų";EUR;STANDARD;00;0000000000;0000000;0000000000000000;0000000;Nedetalizuojama;-6281.17;-5653.05;-628.12;;"Administracija EUR"
2018;"Gatvių statyba, UAB";122570826;;29-JUN-18;GAT003970;29-JUN-18;29-JUN-18;"90 dienų";EUR;STANDARD;00;0000000000;0000000;0000000000000000;0000000;Nedetalizuojama;10690.16;9621.14;1069.02;;"Administracija EUR"
2018;"Gatvių statyba, UAB";122570826;A62-138/17(3.10.21-TD2);29-JUN-18;GAT003970;29-JUN-18;29-JUN-18;"90 dienų";EUR;STANDARD;3M01;15040103001;3001605;3.1.1.2.1.3.;188751791;"Miesto ūkio ir transporto departamentas";50905.55;45814.99;5090.56;;"Administracija EUR"
2018;"Gatvių statyba, UAB";122570826;;29-JUN-18;GAT003970;29-JUN-18;29-JUN-18;"90 dienų";EUR;STANDARD;00;0000000000;0000000;0000000000000000;0000000;Nedetalizuojama;-10690.16;-9621.14;-1069.02;;"Administracija EUR"
2018;"Gatvių statyba, UAB";122570826;;29-JUN-18;GAT003971;29-JUN-18;29-JUN-18;"90 dienų";EUR;STANDARD;00;0000000000;0000000;0000000000000000;0000000;Nedetalizuojama;20640.7;18576.63;2064.07;;"Administracija EUR"
2018;"Gatvių statyba, UAB";122570826;A62-138/17(3.10.21-TD2);29-JUN-18;GAT003971;29-JUN-18;29-JUN-18;"90 dienų";EUR;STANDARD;01;15040126001;3001540;3.1.1.2.1.3.;188751791;"Miesto ūkio ir transporto departamentas";98289.03;88460.13;9828.9;;"Administracija EUR"
2018;"Gatvių statyba, UAB";122570826;;29-JUN-18;GAT003971;29-JUN-18;29-JUN-18;"90 dienų";EUR;STANDARD;00;0000000000;0000000;0000000000000000;0000000;Nedetalizuojama;-20640.7;-18576.63;-2064.07;;"Administracija EUR"
2018;"Vilniaus vystymo kompanija, UAB";120750163;14-277;29-JUN-18;KSM2773;29-JUN-18;29-JUN-18;"90 dienų";EUR;STANDARD;01;15010415001;3001488;3.1.1.2.1.3.;188751791;"Miesto ūkio ir transporto departamentas";411.6;0;411.6;;"Administracija EUR"
2018;"Vilniaus vystymo kompanija, UAB";120750163;14-277;29-JUN-18;KSM2773;29-JUN-18;29-JUN-18;"90 dienų";EUR;STANDARD;01;15010415001;3001488;3.1.1.2.1.3.;188751791;"Miesto ūkio ir transporto departamentas";1960;0;1960;;"Administracija EUR"
2018;"Vilniaus vystymo kompanija, UAB";120750163;14-277;29-JUN-18;KSM2788;01-JUL-18;29-JUN-18;"9 dienos";EUR;STANDARD;01;15010412002;3001490;3.1.1.2.1.3.;188751791;"Miesto ūkio ir transporto departamentas";468.04;0;468.04;;"Administracija EUR"
2018;"Vilniaus vystymo kompanija, UAB";120750163;14-277;29-JUN-18;KSM2788;01-JUL-18;29-JUN-18;"9 dienos";EUR;STANDARD;01;15010412002;3001490;3.1.1.2.1.3.;188751791;"Miesto ūkio ir transporto departamentas";2228.77;0;2228.77;;"Administracija EUR"
2018;"YIT Infra Lietuva, UAB (buv. Lemminkainen Lietuva, UAB)";122657512;A62-20/17(3.10.21-TD2);29-JUN-18;LLV2188;29-JUN-18;29-JUN-18;"60 dienų";EUR;STANDARD;01;14010143;3000647;2.2.1.1.1.12.;188751791;"Miesto ūkio ir transporto departamentas";1253945.7;299791.14;954154.56;;"Administracija EUR"
2018;"YIT Infra Lietuva, UAB (buv. Lemminkainen Lietuva, UAB)";122657512;;29-JUN-18;LLV2188;29-JUN-18;29-JUN-18;"60 dienų";EUR;STANDARD;00;0000000000;0000000;0000000000000000;0000000;Nedetalizuojama;-263328.6;-62956.14;-200372.46;;"Administracija EUR"
2018;"YIT Infra Lietuva, UAB (buv. Lemminkainen Lietuva, UAB)";122657512;;29-JUN-18;LLV2188;29-JUN-18;29-JUN-18;"60 dienų";EUR;STANDARD;00;0000000000;0000000;0000000000000000;0000000;Nedetalizuojama;263328.6;62956.14;200372.46;;"Administracija EUR"
2018;"Stebulė, UAB";122211549;;29-JUN-18;STE0010713;29-JUN-18;29-JUN-18;"30 dienų";EUR;STANDARD;01;14010137;3000692;2.2.1.1.1.12.;188751791;"Miesto ūkio ir transporto departamentas";2422.18;0;2422.18;;"Administracija EUR"
2018;"Stebulė, UAB";122211549;;29-JUN-18;STE0010713;29-JUN-18;29-JUN-18;"30 dienų";EUR;STANDARD;01;14010137;3000692;2.2.1.1.1.12.;188751791;"Miesto ūkio ir transporto departamentas";0;0;0;;"Administracija EUR"
2018;"Stebulė, UAB";122211549;A64-105/15(3.10.22-AD4);29-JUN-18;STE0010730;29-JUN-18;29-JUN-18;"60 dienų";EUR;STANDARD;01;14010106;3000670;2.2.1.1.1.12.;188751791;"Miesto ūkio ir transporto departamentas";16214.36;14178.78;2035.58;;"Administracija EUR"
2018;"Stebulė, UAB";122211549;A64-105/15(3.10.22-AD4);29-JUN-18;STE0010730;29-JUN-18;29-JUN-18;"60 dienų";EUR;STANDARD;01;14010106;3000670;2.2.1.1.1.12.;188751791;"Miesto ūkio ir transporto departamentas";77211.24;67518.01;9693.23;;"Administracija EUR"
2018;"Tiltuva, UAB";120144379;;29-JUN-18;TIL4249/1;29-JUN-18;29-JUN-18;"60 dienų";EUR;STANDARD;00;0000000000;0000000;0000000000000000;0000000;Nedetalizuojama;9107.7;0;9107.7;;"Administracija EUR"
2018;"Tiltuva, UAB";120144379;;29-JUN-18;TIL4249/1;29-JUN-18;29-JUN-18;"60 dienų";EUR;STANDARD;00;0000000000;0000000;0000000000000000;0000000;Nedetalizuojama;-9107.7;0;-9107.7;;"Administracija EUR"
2018;"Tiltuva, UAB";120144379;A64-240/15(3.10.22-TD2);29-JUN-18;TIL4249/1;29-JUN-18;29-JUN-18;"60 dienų";EUR;STANDARD;01;14010104;3000650;2.2.1.1.1.12.;188751791;"Miesto ūkio ir transporto departamentas";43370;0;43370;;"Administracija EUR"
2018;"Tiltuva, UAB";120144379;;29-JUN-18;TIL4250;29-JUN-18;29-JUN-18;"60 dienų";EUR;STANDARD;00;0000000000;0000000;0000000000000000;0000000;Nedetalizuojama;-21211.13;0;-21211.13;;"Administracija EUR"
2018;"Tiltuva, UAB";120144379;A64-241/15(3.10.22-TD2);29-JUN-18;TIL4250;29-JUN-18;29-JUN-18;"60 dienų";EUR;STANDARD;01;14010104;3000650;2.2.1.1.1.12.;188751791;"Miesto ūkio ir transporto departamentas";101005.4;0;101005.4;;"Administracija EUR"
2018;"Tiltuva, UAB";120144379;;29-JUN-18;TIL4250;29-JUN-18;29-JUN-18;"60 dienų";EUR;STANDARD;00;0000000000;0000000;0000000000000000;0000000;Nedetalizuojama;21211.13;0;21211.13;;"Administracija EUR"
2018;"Tiltuva, UAB";120144379;A64-240/15(3.10.22-TD2);29-JUN-18;TIL4251;29-JUN-18;29-JUN-18;"60 dienų";EUR;STANDARD;01;14010104;3000650;2.2.1.1.1.12.;188751791;"Miesto ūkio ir transporto departamentas";3571.6;0;3571.6;;"Administracija EUR"
2018;"Tiltuva, UAB";120144379;A64-240/15(3.10.22-TD2);29-JUN-18;TIL4251;29-JUN-18;29-JUN-18;"60 dienų";EUR;STANDARD;01;14010104;3000650;2.2.1.1.1.12.;188751791;"Miesto ūkio ir transporto departamentas";17007.63;0;17007.63;;"Administracija EUR"
2018;"Tiltuva, UAB";120144379;A64-241/15(3.10.22-TD2);29-JUN-18;TIL4252;29-JUN-18;29-JUN-18;"60 dienų";EUR;STANDARD;01;14010104;3000650;2.2.1.1.1.12.;188751791;"Miesto ūkio ir transporto departamentas";2228.28;0;2228.28;;"Administracija EUR"
2018;"Tiltuva, UAB";120144379;A64-241/15(3.10.22-TD2);29-JUN-18;TIL4252;29-JUN-18;29-JUN-18;"60 dienų";EUR;STANDARD;01;14010104;3000650;2.2.1.1.1.12.;188751791;"Miesto ūkio ir transporto departamentas";10610.85;0;10610.85;;"Administracija EUR"
2018;"Vilniaus šilumos tinklai, AB";124135580;;30-JUN-18;18vst36621;30-JUN-18;30-JUN-18;"30 dienų";EUR;STANDARD;01;01030102;4000011;2.2.1.1.1.20.1.;1030000;"Švietimo, kultūros ir sporto departamentas";343.51;0;343.51;;"Vilniaus Lopšelis - Darželis Saulėgrąža EUR"
2018;"Telia Lietuva, AB";121215434;;30-JUN-18;ARB1513350429;30-JUN-18;30-JUN-18;Nedelsiant;EUR;STANDARD;01;01010102;4000153;2.2.1.1.1.5.;1030000;"Švietimo, kultūros ir sporto departamentas";16.89;0;16.89;;"Vilniaus Karoliniškių gimnazija EUR"
2018;"Vilniaus planas, SĮ";123615345;"Nr. 14-272";30-JUN-18;VPA024610;31-JUL-18;30-JUN-18;"90 dienų";EUR;STANDARD;01;07010302;1500006;3.1.2.1.1.5.;15000;"E. MIESTO DEPARTAMENTAS";42742.16;15459.61;27282.55;;"Administracija EUR"
2018;"Vilniaus planas, SĮ";123615345;"Nr. 14-272";30-JUN-18;VPA024610;31-JUL-18;30-JUN-18;"90 dienų";EUR;STANDARD;01;07010302;1500006;3.1.2.1.1.5.;15000;"E. MIESTO DEPARTAMENTAS";8975.85;3246.52;5729.33;;"Administracija EUR"
2018;"Telia Lietuva, AB";121215434;;30-JUN-18;arb1513306900;30-JUN-18;30-JUN-18;Nedelsiant;EUR;STANDARD;01;01030102;4000011;2.2.1.1.1.5.;1030000;"Švietimo, kultūros ir sporto departamentas";11.2;7.11;4.09;;"Vilniaus Lopšelis - Darželis Pelėda EUR"
2018;"Vilniaus miesto savivaldybės administracija";188710061;;30-JUN-18;ŽN/Permoka/2018-06;30-JUN-18;30-JUN-18;Nedelsiant;EUR;CREDIT;01;0000000000;0000000;1.4.5.1.4.1.;188708377;"Finansų departamentas";-528.8;0;-528.8;;"Administracija EUR"
2018;"Pontem, UAB";221412030;;01-JUL-18;SUA07';01-JUL-18;01-JUL-18;"20 dienų";EUR;STANDARD;01;01030102;4000011;2.2.1.1.1.1.;1030000;"Švietimo, kultūros ir sporto departamentas";382.82;0;382.82;;"Vilniaus lopšelis-darželis Varpelis EUR"
2018;"LARAGIS UAB";234136710;;01-JUL-18;lar1018001;01-JUL-18;01-JUL-18;"20 dienų";EUR;STANDARD;20;01100201;4000071;2.2.1.1.1.1.;1030000;"Švietimo, kultūros ir sporto departamentas";173.81;0;173.81;;"Vilniaus Lopšelis - Darželis Saulėgrąža EUR"
2018;"Mano aplinka UAB (Miesto valymas, UAB)";303297727;;03-JUL-18;MA183669;03-JUL-18;03-JUL-18;"30 dienų";EUR;STANDARD;01;14010137;3000692;2.2.1.1.1.12.;188751791;"Miesto ūkio ir transporto departamentas";0;0;0;;"Administracija EUR"
2018;"Mano aplinka UAB (Miesto valymas, UAB)";303297727;;03-JUL-18;MA183669;03-JUL-18;03-JUL-18;"30 dienų";EUR;STANDARD;01;14010137;3000692;2.2.1.1.1.12.;188751791;"Miesto ūkio ir transporto departamentas";6251.26;0;6251.26;;"Administracija EUR"
2018;"Naujosios šiaurinės Pilaitės bendruomenė";300127367;;04-JUL-18;A291-1048;03-SEP-18;04-JUL-18;Nedelsiant;EUR;STANDARD;01;09050111;4000619;2.8.1.1.1.2.;1030000;"Švietimo, kultūros ir sporto departamentas";800;0;800;;"Administracija EUR"
2018;"Projektų ekspertizė";120091161;A64-227/15(3.10.22-TD2);04-JUL-18;PR007103;04-JUL-18;04-JUL-18;"60 dienų";EUR;STANDARD;01;14010109;3000690;2.2.1.1.1.12.;188751791;"Miesto ūkio ir transporto departamentas";2000;0;2000;;"Administracija EUR"
2018;"Projektų ekspertizė";120091161;A64-227/15(3.10.22-TD2);04-JUL-18;PR007103;04-JUL-18;04-JUL-18;"60 dienų";EUR;STANDARD;01;14010109;3000690;2.2.1.1.1.12.;188751791;"Miesto ūkio ir transporto departamentas";420;0;420;;"Administracija EUR"
2018;"UAB Kesko Senukai Digital";304144008;;04-JUL-18;kd0000116691;04-JUL-18;04-JUL-18;Nedelsiant;EUR;STANDARD;20;01100201;4000071;2.2.1.1.1.15.;1030000;"Švietimo, kultūros ir sporto departamentas";100.73;0;100.73;;"Vilniaus Lopšelis - Darželis Pelėda EUR"
2018;"UAB Kesko Senukai Digital";304144008;;04-JUL-18;kd0000116691;04-JUL-18;04-JUL-18;Nedelsiant;EUR;STANDARD;20;01100201;4000071;2.2.1.1.1.23.;1030000;"Švietimo, kultūros ir sporto departamentas";21.67;0;21.67;;"Vilniaus Lopšelis - Darželis Pelėda EUR"
2018;"Projektas UAB";120086171;;05-JUL-18;pst010718/2;05-JUL-18;05-JUL-18;Nedelsiant;EUR;STANDARD;20;01100201;4000071;2.2.1.1.1.15.;1030000;"Švietimo, kultūros ir sporto departamentas";3533.09;0;3533.09;;"Vilniaus Lopšelis - Darželis Pelėda EUR"
2018;"Ermitažas, UAB";300090381;;10-JUL-18;ERA221965;10-JUL-18;10-JUL-18;"30 dienų";EUR;STANDARD;20;01100201;4000071;2.2.1.1.1.23.;1030000;"Švietimo, kultūros ir sporto departamentas";22.12;0;22.12;;"Vilniaus lopšelis-darželis Varpelis EUR"
2018;"Ermitažas, UAB";300090381;;10-JUL-18;ERA221966;10-JUL-18;10-JUL-18;"30 dienų";EUR;CREDIT;20;01100201;4000071;2.2.1.1.1.23.;1030000;"Švietimo, kultūros ir sporto departamentas";-44.58;0;-44.58;;"Vilniaus lopšelis-darželis Varpelis EUR"
2018;"Kauno tiltai, AB";133729589;;10-JUL-18;KT001005123;10-JUL-18;10-JUL-18;"20 dienų";EUR;STANDARD;00;0000000000;0000000;0000000000000000;0000000;Nedetalizuojama;-60660.46;0;-60660.46;;"Administracija EUR"
2018;"Kauno tiltai, AB";133729589;A62-119/17(3.10.21-TD2);10-JUL-18;KT001005123;10-JUL-18;10-JUL-18;"20 dienų";EUR;STANDARD;01;15010325001;3001415;3.1.1.2.1.3.;188751791;"Miesto ūkio ir transporto departamentas";288859.35;0;288859.35;;"Administracija EUR"
2018;"Kauno tiltai, AB";133729589;;10-JUL-18;KT001005123;10-JUL-18;10-JUL-18;"20 dienų";EUR;STANDARD;00;0000000000;0000000;0000000000000000;0000000;Nedetalizuojama;60660.46;0;60660.46;;"Administracija EUR"
2018;"Vilniaus planas, SĮ";123615345;"Nr. 14-272";10-JUL-18;"VPA 024616";10-JUL-18;10-JUL-18;"90 dienų";EUR;STANDARD;01;14010109;3000690;2.2.1.1.1.12.;188751791;"Miesto ūkio ir transporto departamentas";10472.09;7587.15;2884.94;;"Administracija EUR"
2018;"Vilniaus planas, SĮ";123615345;"Nr. 14-272";10-JUL-18;"VPA 024616";10-JUL-18;10-JUL-18;"90 dienų";EUR;STANDARD;01;14010109;3000690;2.2.1.1.1.12.;188751791;"Miesto ūkio ir transporto departamentas";2199.14;1593.3;605.84;;"Administracija EUR"
2018;"Samuolis, UAB";123418173;;11-JUL-18;SAM0000424;11-JUL-18;11-JUL-18;Nedelsiant;EUR;STANDARD;24;0000000000;0000000;2.2.1.1.1.15.;1030000;"Švietimo, kultūros ir sporto departamentas";5752.42;2000;3752.42;;"Vilniaus „Vyturio“ pradinė mokykla EUR"
2018;"Vilniaus vystymo kompanija, UAB";120750163;14-277;12-JUL-18;KSM2791;12-JUL-18;12-JUL-18;"9 dienos";EUR;STANDARD;01;15040128001;3001511;3.1.1.2.1.3.;188751791;"Miesto ūkio ir transporto departamentas";2210.58;0;2210.58;;"Administracija EUR"
2018;"Vilniaus vystymo kompanija, UAB";120750163;14-277;12-JUL-18;KSM2791;12-JUL-18;12-JUL-18;"9 dienos";EUR;STANDARD;01;15040128001;3001511;3.1.1.2.1.3.;188751791;"Miesto ūkio ir transporto departamentas";464.22;0;464.22;;"Administracija EUR"
2018;"Vilniaus planas, SĮ";123615345;"Nr. 14-272";12-JUL-18;VPA024637;12-JUL-18;12-JUL-18;"90 dienų";EUR;STANDARD;01;15040109001;3001523;3.1.1.2.1.3.;188751791;"Miesto ūkio ir transporto departamentas";24451.26;0;24451.26;;"Administracija EUR"
2018;"Vilniaus planas, SĮ";123615345;"Nr. 14-272";12-JUL-18;VPA024637;12-JUL-18;12-JUL-18;"90 dienų";EUR;STANDARD;01;15040109001;3001523;3.1.1.2.1.3.;188751791;"Miesto ūkio ir transporto departamentas";5134.77;0;5134.77;;"Administracija EUR"
2018;"Vilniaus planas, SĮ";123615345;"Nr. 14-272";12-JUL-18;VPA024638;12-JUL-18;12-JUL-18;"90 dienų";EUR;STANDARD;01;15040109001;3001523;3.1.1.2.1.3.;188751791;"Miesto ūkio ir transporto departamentas";1288.32;0;1288.32;;"Administracija EUR"
2018;"Vilniaus planas, SĮ";123615345;"Nr. 14-272";12-JUL-18;VPA024638;12-JUL-18;12-JUL-18;"90 dienų";EUR;STANDARD;01;15040109001;3001523;3.1.1.2.1.3.;188751791;"Miesto ūkio ir transporto departamentas";270.55;0;270.55;;"Administracija EUR"
2018;"Grinda, UAB";120153047;A72-2189(3.1.36-UK);17-JUL-18;GAO0025017;17-JUL-18;17-JUL-18;"90 dienų";EUR;STANDARD;01;14010109;3000690;2.2.1.1.1.12.;188751791;"Miesto ūkio ir transporto departamentas";726.09;0;726.09;;"Administracija EUR"
2018;"Grinda, UAB";120153047;A72-2189(3.1.36-UK);17-JUL-18;GAO0025017;17-JUL-18;17-JUL-18;"90 dienų";EUR;STANDARD;01;14010109;3000690;2.2.1.1.1.12.;188751791;"Miesto ūkio ir transporto departamentas";152.48;0;152.48;;"Administracija EUR"
2018;"Vilniaus vystymo kompanija, UAB";120750163;14-277;17-JUL-18;KSM2792;17-JUL-18;17-JUL-18;"90 dienų";EUR;STANDARD;01;15010415001;3001488;3.1.1.2.1.3.;188751791;"Miesto ūkio ir transporto departamentas";1335.92;0;1335.92;;"Administracija EUR"
2018;"Vilniaus vystymo kompanija, UAB";120750163;14-277;17-JUL-18;KSM2792;17-JUL-18;17-JUL-18;"90 dienų";EUR;STANDARD;01;15010415001;3001488;3.1.1.2.1.3.;188751791;"Miesto ūkio ir transporto departamentas";280.54;0;280.54;;"Administracija EUR"
2018;"Lietuvos savivaldybių asociacija";124111348;;18-JUL-18;LSA003475;18-JUL-18;18-JUL-18;"90 dienų";EUR;STANDARD;01;16030102;1000012;2.2.1.1.1.30.N.;188710061;"Vilniaus miesto savivaldybės administracija";29313;0;29313;;"Administracija EUR"
2018;"Grinda, UAB";120153047;A72-2189(3.1.36-UK);20-JUL-18;GAO0025099;20-JUL-18;20-JUL-18;"90 dienų";EUR;STANDARD;01;14010109;3000690;2.2.1.1.1.12.;188751791;"Miesto ūkio ir transporto departamentas";653.66;0;653.66;;"Administracija EUR"
2018;"Grinda, UAB";120153047;A72-2189(3.1.36-UK);20-JUL-18;GAO0025099;20-JUL-18;20-JUL-18;"90 dienų";EUR;STANDARD;01;14010109;3000690;2.2.1.1.1.12.;188751791;"Miesto ūkio ir transporto departamentas";137.27;0;137.27;;"Administracija EUR"
2018;"Grinda, UAB";120153047;A72-2185(3.1.36-UK);20-JUL-18;GAO0025100/1;31-AUG-18;20-JUL-18;"90 dienų";EUR;STANDARD;01;14010126;2000011;2.2.1.1.1.12.;188751791;"Miesto ūkio ir transporto departamentas";12348.64;1838.79;10509.85;;"Administracija EUR"
2018;"Grinda, UAB";120153047;A72-2185(3.1.36-UK);20-JUL-18;GAO0025100/1;31-AUG-18;20-JUL-18;"90 dienų";EUR;STANDARD;01;14010126;2000011;2.2.1.1.1.12.;188751791;"Miesto ūkio ir transporto departamentas";2593.21;386.14;2207.07;;"Administracija EUR"
2018;"Grinda, UAB";120153047;A72-568/15(3.1.36-AD4);23-JUL-18;GAO0025103;01-AUG-18;23-JUL-18;"60 dienų";EUR;STANDARD;2M24;15010325;3001418;2.2.1.1.1.15.;188751791;"Miesto ūkio ir transporto departamentas";250574.77;230184.76;20390.01;;"Administracija EUR"
2018;"Grinda, UAB";120153047;;23-JUL-18;GAO0025103;01-AUG-18;23-JUL-18;"60 dienų";EUR;STANDARD;00;0000000000;0000000;0000000000000000;0000000;Nedetalizuojama;-52620.7;-48338.8;-4281.9;;"Administracija EUR"
2018;"Grinda, UAB";120153047;;23-JUL-18;GAO0025103;01-AUG-18;23-JUL-18;"60 dienų";EUR;STANDARD;00;0000000000;0000000;0000000000000000;0000000;Nedetalizuojama;52620.7;48338.8;4281.9;;"Administracija EUR"
2018;"Grinda, UAB";120153047;A72-2191(3.1.36-UK);24-JUL-18;GAO0025105;24-JUL-18;24-JUL-18;"90 dienų";EUR;STANDARD;01;14010143;3000647;2.2.1.1.1.12.;188751791;"Miesto ūkio ir transporto departamentas";40408.32;0;40408.32;;"Administracija EUR"
2018;"Grinda, UAB";120153047;;24-JUL-18;GAO0025105;24-JUL-18;24-JUL-18;"90 dienų";EUR;STANDARD;00;0000000000;0000000;0000000000000000;0000000;Nedetalizuojama;-8485.75;0;-8485.75;;"Administracija EUR"
2018;"Grinda, UAB";120153047;;24-JUL-18;GAO0025105;24-JUL-18;24-JUL-18;"90 dienų";EUR;STANDARD;00;0000000000;0000000;0000000000000000;0000000;Nedetalizuojama;8485.75;0;8485.75;;"Administracija EUR"
2018;"Vilniaus vystymo kompanija, UAB";120750163;;25-JUL-18;KSM2803;25-SEP-18;25-JUL-18;Nedelsiant;EUR;STANDARD;01;06030115001;4005001;3.1.1.2.1.2.;1030000;"Švietimo, kultūros ir sporto departamentas";21371.23;0;21371.23;;"Administracija EUR"
2018;"Vilniaus vystymo kompanija, UAB";120750163;;25-JUL-18;KSM2803;25-SEP-18;25-JUL-18;Nedelsiant;EUR;STANDARD;01;06030115001;4005001;3.1.1.2.1.2.;1030000;"Švietimo, kultūros ir sporto departamentas";4487.95;0;4487.95;;"Administracija EUR"
2018;"Susisiekimo paslaugos, SĮ";124644360;;25-JUL-18;SP00000990/14;28-SEP-18;25-JUL-18;"30 dienų";EUR;STANDARD;01;16010107;1000037;2.2.1.1.1.30.P.;188710061;"Vilniaus miesto savivaldybės administracija";1.04;0;1.04;;"Administracija EUR"
2018;"Susisiekimo paslaugos, SĮ";124644360;;25-JUL-18;SP00000990/14;28-SEP-18;25-JUL-18;"30 dienų";EUR;STANDARD;01;16010107;1000037;2.2.1.1.1.30.P.;188710061;"Vilniaus miesto savivaldybės administracija";4.96;0;4.96;;"Administracija EUR"
2018;"Susisiekimo paslaugos, SĮ";124644360;;25-JUL-18;SP00000990/15;28-SEP-18;25-JUL-18;"30 dienų";EUR;STANDARD;01;16010107;1000037;2.2.1.1.1.30.K.;188710061;"Vilniaus miesto savivaldybės administracija";90.83;0;90.83;;"Administracija EUR"
