ORG_ID;PASKOLOS_DAVEJAS;SUTARTIES_NR;PASKOLOS_KLASIFIKACIJA;SKOLOS_TIPAS;VALIUTA;INVOICE_NUM;DOK_METAI;PERIODAS;DOK_DK_DATA;DOK_TYPE;INVOICE_TYPE;DOK_NR;APYVARTOS_TIPAS
1366;"SEB bankas";A64-34/0040712021596-21;S;PALUKANOS;EUR;KS64-34/2015;2015;201504;27-APR-15;Įsipareigojimas;Standard;KS64-34/2015;Įsipareigojimas;238780.24
1366;"Luminor bankas, AB";K-2400-2012-566;S;PALUKANOS;EUR;K-2400/566/15/04;2015;201504;30-APR-15;Įsipareigojimas;Standard;K-2400/566/15/04;Įsipareigojimas;19689.21
1366;"Luminor bankas, AB";K-2400-2012-902;S;PALUKANOS;EUR;902/15/04;2015;201504;30-APR-15;Įsipareigojimas;Standard;902/15/04;Įsipareigojimas;40010.47
1366;"Luminor bankas, AB";"K-240 2012-931";S;PALUKANOS;EUR;931/2015/04;2015;201504;30-APR-15;Įsipareigojimas;Standard;931/2015/04;Įsipareigojimas;22233.13
1366;"Luminor bankas, AB";K-2400-213-1485;S;PALUKANOS;EUR;pal/2015/04/1485;2015;201504;30-APR-15;Įsipareigojimas;Standard;pal/2015/04/1485;Įsipareigojimas;16638.1
1366;"SEB bankas";0040512020516-05;S;PALUKANOS;EUR;KS/516/15/04;2015;201504;30-APR-15;Įsipareigojimas;Standard;KS/516/15/04;Įsipareigojimas;64.05
1366;"SEB bankas";0040512020517-05;S;PALUKANOS;EUR;KS217/15/04;2015;201504;30-APR-15;Įsipareigojimas;Standard;KS217/15/04;Įsipareigojimas;59.49
1366;"Šiaulių bankas, AB";KS-2015-003-03;S;PALUKANOS;EUR;KS-003-03/2015-04;2015;201505;05-MAY-15;Įsipareigojimas;Standard;KS-003-03/2015-04;Įsipareigojimas;85260.94
1366;"Nordic Investment Bank";L15;S;PALUKANOS;EUR;L15/2015/05/14;2015;201505;14-MAY-15;Įsipareigojimas;Standard;L15/2015/05/14;Įsipareigojimas;96296.51
1366;"SIA ""UniCredit Leasing""";3300018-01;S;PALUKANOS;EUR;palūk.2015/05;2015;201505;22-MAY-15;Įsipareigojimas;Standard;palūk.2015/05;Įsipareigojimas;26622.72
1366;"Luminor bankas, AB";K-2400-213-1485;S;PALUKANOS;EUR;pal/1485/2015/05;2015;201505;29-MAY-15;Įsipareigojimas;Standard;pal/1485/2015/05;Įsipareigojimas;16083.5
1366;"Luminor bankas, AB";K-2400-2012-566;S;PALUKANOS;EUR;K2400/566/05/;2015;201505;29-MAY-15;Įsipareigojimas;Standard;K2400/566/05/;Įsipareigojimas;19032.9
1366;"Luminor bankas, AB";K-2400-2012-902;S;PALUKANOS;EUR;902/15/05;2015;201505;29-MAY-15;Įsipareigojimas;Standard;902/15/05;Įsipareigojimas;37947.38
1366;"Luminor bankas, AB";"K-240 2012-931";S;PALUKANOS;EUR;931/2015/05;2015;201505;29-MAY-15;Įsipareigojimas;Standard;931/2015/05;Įsipareigojimas;20825.88
1366;"SEB bankas";0040512020516-05;S;PALUKANOS;EUR;SEB/516/15/05;2015;201505;31-MAY-15;Įsipareigojimas;Standard;SEB/516/15/05;Įsipareigojimas;49.02
1366;"SEB bankas";0040512020517-05;S;PALUKANOS;EUR;Ks/517/15/05;2015;201505;31-MAY-15;Įsipareigojimas;Standard;Ks/517/15/05;Įsipareigojimas;45.54
1366;"Šiaulių bankas, AB";KS-2015-003-03;S;PALUKANOS;EUR;KS-003-03/2015/05;2015;201506;05-JUN-15;Įsipareigojimas;Standard;KS-003-03/2015/05;Įsipareigojimas;85260.93
1366;"SEB bankas";0040512020516-05;S;PASKOLA;EUR;"KS 20516-05.";2014;201412;31-DEC-14;Įsipareigojimas;Standard;"KS 20516-05.";Įsipareigojimas;661988.52
1366;"SIA ""UniCredit Leasing""";3300018-01;S;PALUKANOS;EUR;palūk.2015/06;2015;201506;23-JUN-15;Įsipareigojimas;Standard;palūk.2015/06;Įsipareigojimas;25080.81
1366;"Luminor bankas, AB";K-2400-213-1485;S;PALUKANOS;EUR;pal//1485/15/06;2015;201506;30-JUN-15;Įsipareigojimas;Standard;pal//1485/15/06;Įsipareigojimas;17534
1366;"Luminor bankas, AB";K-2400-2012-566;S;PALUKANOS;EUR;/566/2015/06;2015;201506;30-JUN-15;Įsipareigojimas;Standard;/566/2015/06;Įsipareigojimas;20637.21
1366;"Luminor bankas, AB";K-2400-2012-902;S;PALUKANOS;EUR;902/15/06;2015;201506;30-JUN-15;Įsipareigojimas;Standard;902/15/06;Įsipareigojimas;40659.44
1366;"Luminor bankas, AB";"K-240 2012-931";S;PALUKANOS;EUR;931/2015/06;2015;201506;30-JUN-15;Įsipareigojimas;Standard;931/2015/06;Įsipareigojimas;20865.81
1366;"SEB bankas";0040512020516-05;S;PALUKANOS;EUR;KS516/15/06;2015;201506;30-JUN-15;Įsipareigojimas;Standard;KS516/15/06;Įsipareigojimas;47.44
1366;"SEB bankas";0040512020517-05;S;PALUKANOS;EUR;KS517/2015/06;2015;201506;30-JUN-15;Įsipareigojimas;Standard;KS517/2015/06;Įsipareigojimas;44.07
1366;"SEB bankas";A64-40/001061201023-21;S;PALUKANOS;EUR;64-40/2015/06;2015;201506;30-JUN-15;Įsipareigojimas;Standard;64-40/2015/06;Įsipareigojimas;1072.18
1366;"Šiaulių bankas, AB";KS-2015-003-03;S;PALUKANOS;EUR;003/2015/03;2015;201507;03-JUL-15;Įsipareigojimas;Standard;003/2015/03;Įsipareigojimas;82510.58
1366;"Nordic Investment Bank";L5685;S;PALUKANOS;EUR;L5685/2015/07;2015;201507;03-JUL-15;Įsipareigojimas;Standard;L5685/2015/07;Įsipareigojimas;120271.35
1366;"SIA ""UniCredit Leasing""";3300018-01;S;PALUKANOS;EUR;"Interest due";2015;201507;24-JUL-15;Įsipareigojimas;Standard;"Interest due";Įsipareigojimas;25889.87
1366;"Luminor bankas, AB";K-2400-2012-566;S;PALUKANOS;EUR;/566/2015/07;2015;201507;31-JUL-15;Įsipareigojimas;Standard;/566/2015/07;Įsipareigojimas;17909.09
1366;"Luminor bankas, AB";K-2400-2012-902;S;PALUKANOS;EUR;902/2015/07;2015;201507;31-JUL-15;Įsipareigojimas;Standard;902/2015/07;Įsipareigojimas;36012.64
1366;"Luminor bankas, AB";"K-240 2012-931";S;PALUKANOS;EUR;931/2015/07;2015;201507;31-JUL-15;Įsipareigojimas;Standard;931/2015/07;Įsipareigojimas;20213.75
1366;"Luminor bankas, AB";K-2400-213-1485;S;PALUKANOS;EUR;1485/2015/07;2015;201507;31-JUL-15;Įsipareigojimas;Standard;1485/2015/07;Įsipareigojimas;15870.19
1366;"SEB bankas";0040512020517-05;S;PALUKANOS;EUR;KS/517/15/07;2015;201507;31-JUL-15;Įsipareigojimas;Standard;KS/517/15/07;Įsipareigojimas;38.19
1366;"SEB bankas";0040512020516-05;S;PALUKANOS;EUR;KS/2015/07/516;2015;201507;31-JUL-15;Įsipareigojimas;Standard;KS/2015/07/516;Įsipareigojimas;41.12
1366;"Šiaulių bankas, AB";KS-2015-003-03;S;PALUKANOS;EUR;003/2015/07;2015;201508;05-AUG-15;Įsipareigojimas;Standard;003/2015/07;Įsipareigojimas;84654.62
1366;"SEB bankas";A64-19(3.4.-FN-1);S;PALUKANOS;EUR;A64-19/2015/07;2015;201508;06-AUG-15;Įsipareigojimas;Standard;A64-19/2015/07;Įsipareigojimas;64534.42
1366;"SIA ""UniCredit Leasing""";3300018-01;S;PALUKANOS;EUR;" 3300018-01/15.08";2015;201508;24-AUG-15;Įsipareigojimas;Standard;" 3300018-01/15.08";Įsipareigojimas;23462.69
1366;"SEB bankas";0040512020517-05;S;PALUKANOS;EUR;KS/517/2015/08;2015;201508;31-AUG-15;Įsipareigojimas;Standard;KS/517/2015/08;Įsipareigojimas;12.6
1366;"SEB bankas";0040512020516-05;S;PALUKANOS;EUR;KS/516/2015/08;2015;201508;31-AUG-15;Įsipareigojimas;Standard;KS/516/2015/08;Įsipareigojimas;12.93
1366;"Luminor bankas, AB";K-2400-2012-566;S;PALUKANOS;EUR;566/2015/08;2015;201508;31-AUG-15;Įsipareigojimas;Standard;566/2015/08;Įsipareigojimas;17589.43
1366;"Luminor bankas, AB";K-2400-2012-902;S;PALUKANOS;EUR;902/2015/08;2015;201508;31-AUG-15;Įsipareigojimas;Standard;902/2015/08;Įsipareigojimas;36012.64
1366;"Luminor bankas, AB";"K-240 2012-931";S;PALUKANOS;EUR;931/2015/08;2015;201508;31-AUG-15;Įsipareigojimas;Standard;931/2015/08;Įsipareigojimas;19822.51
1366;"Luminor bankas, AB";K-2400-213-1485;S;PALUKANOS;EUR;1485/2015/08;2015;201508;31-AUG-15;Įsipareigojimas;Standard;1485/2015/08;Įsipareigojimas;15603.09
1366;"Šiaulių bankas, AB";KS-2015-003-03;S;PALUKANOS;EUR;003/2015/08;2015;201509;03-SEP-15;Įsipareigojimas;Standard;003/2015/08;Įsipareigojimas;80562.03
1366;"SIA ""UniCredit Leasing""";3300018-01;S;PALUKANOS;EUR;paluk.2015/09/;2015;201509;24-SEP-15;Įsipareigojimas;Standard;paluk.2015/09/;Įsipareigojimas;25080.81
1366;"LR finansų ministerija";235;V;PALUKANOS;USD;Finmin/235;2015;201509;30-SEP-15;Įsipareigojimas;Standard;Finmin/235;Įsipareigojimas;1178.38
1366;"Luminor bankas, AB";K-2400-2012-566;S;PALUKANOS;EUR;566/2015/09;2015;201509;30-SEP-15;Įsipareigojimas;Standard;566/2015/09;Įsipareigojimas;16667.4
1366;"Luminor bankas, AB";K-2400-2012-902;S;PALUKANOS;EUR;902/2015/09;2015;201509;30-SEP-15;Įsipareigojimas;Standard;902/2015/09;Įsipareigojimas;34205.56
1366;"Luminor bankas, AB";"K-240 2012-931";S;PALUKANOS;EUR;931/2015/09;2015;201509;30-SEP-15;Įsipareigojimas;Standard;931/2015/09;Įsipareigojimas;17605.52
1366;"Luminor bankas, AB";K-2400-213-1485;S;PALUKANOS;EUR;1485/2015/09;2015;201509;30-SEP-15;Įsipareigojimas;Standard;1485/2015/09;Įsipareigojimas;14815.7
1366;"SEB bankas";0040512020517-05;S;PALUKANOS;EUR;517/2015/09;2015;201509;30-SEP-15;Įsipareigojimas;Standard;517/2015/09;Įsipareigojimas;11.86
1366;"SEB bankas";0040512020516-05;S;PALUKANOS;EUR;516/2015/09;2015;201509;30-SEP-15;Įsipareigojimas;Standard;516/2015/09;Įsipareigojimas;12.14
1366;"SEB bankas";A64-40/001061201023-21;S;PALUKANOS;EUR;64-40/2015/09;2015;201509;30-SEP-15;Įsipareigojimas;Standard;64-40/2015/09;Įsipareigojimas;688.93
1366;"Šiaulių bankas, AB";KS-2015-003-03;S;PALUKANOS;EUR;KS-2015-003-03/09;2015;201510;02-OCT-15;Įsipareigojimas;Standard;KS-2015-003-03/09;Įsipareigojimas;77963.25
1366;"Nordic Investment Bank";L5248;S;PALUKANOS;EUR;L5248/2015/10;2015;201510;09-OCT-15;Įsipareigojimas;Standard;L5248/2015/10;Įsipareigojimas;111848.42
1366;"Nordic Investment Bank";"L 5440";S;PALUKANOS;EUR;L5540/2015/10;2015;201510;09-OCT-15;Įsipareigojimas;Standard;L5540/2015/10;Įsipareigojimas;54945.6
1366;"Nordic Investment Bank";L5355;S;PALUKANOS;EUR;L5355/palūk;2015;201510;09-OCT-15;Įsipareigojimas;Standard;L5355/palūk;Įsipareigojimas;63763.18
1366;"SEB bankas";0040512020516-05;S;PALUKANOS;EUR;galutinis;2015;201510;21-OCT-15;Įsipareigojimas;Standard;galutinis;Įsipareigojimas;8.49
1366;"SEB bankas";0040512020517-05;S;PALUKANOS;EUR;galutinis/517;2015;201510;21-OCT-15;Įsipareigojimas;Standard;galutinis/517;Įsipareigojimas;8.31
1366;"SIA ""UniCredit Leasing""";3300018-01;S;PALUKANOS;EUR;3300018-01/2015/10;2015;201510;23-OCT-15;Įsipareigojimas;Standard;3300018-01/2015/10;Įsipareigojimas;25080.81
1366;"SEB bankas";A64-34/0040712021596-21;S;PALUKANOS;EUR;A64-34/2015/10;2015;201510;26-OCT-15;Įsipareigojimas;Standard;A64-34/2015/10;Įsipareigojimas;200147.61
1366;"Luminor bankas, AB";K-2400-213-1485;S;PALUKANOS;EUR;1485/2015/10;2015;201510;30-OCT-15;Įsipareigojimas;Standard;1485/2015/10;Įsipareigojimas;13772.34
1366;"Luminor bankas, AB";K-2400-2012-902;S;PALUKANOS;EUR;902/2015/10;2015;201510;30-OCT-15;Įsipareigojimas;Standard;902/2015/10;Įsipareigojimas;30978.62
1366;"Luminor bankas, AB";"K-240 2012-931";S;PALUKANOS;EUR;931/2015/10;2015;201510;30-OCT-15;Įsipareigojimas;Standard;931/2015/10;Įsipareigojimas;17605.52
1366;"Luminor bankas, AB";K-2400-2012-566;S;PALUKANOS;EUR;566/2015/10;2015;201510;30-OCT-15;Įsipareigojimas;Standard;566/2015/10;Įsipareigojimas;14894.27
1366;"Šiaulių bankas, AB";KS-2015-003-03;S;PALUKANOS;EUR;KS-003-2015/11;2015;201511;04-NOV-15;Įsipareigojimas;Standard;KS-003-2015/11;Įsipareigojimas;80162.22
1366;"Nordic Investment Bank";L15;S;PALUKANOS;EUR;"L15(5003) pal";2015;201511;13-NOV-15;Įsipareigojimas;Standard;"L15(5003) pal";Įsipareigojimas;86758.62
1366;"SIA ""UniCredit Leasing""";3300018-01;S;PALUKANOS;EUR;33000018-01/2015/11;2015;201511;24-NOV-15;Įsipareigojimas;Standard;33000018-01/2015/11;Įsipareigojimas;24151.8
1366;"LR finansų ministerija";1S-72;V;PALUKANOS;EUR;VVFMIS-72/2015/11;2015;201511;27-NOV-15;Įsipareigojimas;Standard;VVFMIS-72/2015/11;Įsipareigojimas;82059.61
1366;"LR finansų ministerija";1S-80;V;PALUKANOS;EUR;VVfinmin/1s-80/11;2015;201511;27-NOV-15;Įsipareigojimas;Standard;VVfinmin/1s-80/11;Įsipareigojimas;17959.36
1366;"LR finansų ministerija";"NR. 797";V;PALUKANOS;EUR;"VV finmin/797/2015/11";2015;201511;27-NOV-15;Įsipareigojimas;Standard;"VV finmin/797/2015/11";Įsipareigojimas;12316.25
1366;"Luminor bankas, AB";K-2400-213-1485;S;PALUKANOS;EUR;1485/atstat/lėš;2015;201511;30-NOV-15;Įsipareigojimas;Standard;1485/atstat/lėš;Įsipareigojimas;25103.25
1366;"Luminor bankas, AB";K-2400-2012-566;S;PALUKANOS;EUR;566/atst.lėš;2015;201511;30-NOV-15;Įsipareigojimas;Standard;566/atst.lėš;Įsipareigojimas;15676.34
1366;"Luminor bankas, AB";K-2400-2012-902;S;PALUKANOS;EUR;902/klaid.nur;2015;201511;30-NOV-15;Įsipareigojimas;Standard;902/klaid.nur;Įsipareigojimas;2019.85
1366;"Luminor bankas, AB";"K-240 2012-931";S;PALUKANOS;EUR;"931 papil/klaid.";2015;201512;01-DEC-15;Įsipareigojimas;Standard;"931 papil/klaid.";Įsipareigojimas;7449.09
1366;"Luminor bankas, AB";K-2400-2012-902;S;PALUKANOS;EUR;902/klaida;2015;201512;01-DEC-15;Įsipareigojimas;Standard;902/klaida;Įsipareigojimas;28545.62
1366;"Luminor bankas, AB";"K-240 2012-931";S;PALUKANOS;EUR;931/papil;2015;201512;01-DEC-15;Įsipareigojimas;Standard;931/papil;Įsipareigojimas;226.52
1366;"Šiaulių bankas, AB";KS-2015-003-03;S;PALUKANOS;EUR;003-03/2015/12;2015;201512;04-DEC-15;Įsipareigojimas;Standard;003-03/2015/12;Įsipareigojimas;74964.67
1366;"SIA ""UniCredit Leasing""";3300018-01;S;PALUKANOS;EUR;33000018-01/2015/12;2015;201512;23-DEC-15;Įsipareigojimas;Standard;33000018-01/2015/12;Įsipareigojimas;22507.8
1366;"Luminor bankas, AB";"K-240 2012-931";S;PALUKANOS;EUR;931/2015/12;2015;201512;30-DEC-15;Įsipareigojimas;Standard;931/2015/12;Įsipareigojimas;15902.23
1366;"SEB bankas";A64-40/001061201023-21;S;PALUKANOS;EUR;64-40/15/12;2015;201512;31-DEC-15;Įsipareigojimas;Standard;64-40/15/12;Įsipareigojimas;341.22
1366;"Luminor bankas, AB";K-2400-213-1485;S;PALUKANOS;EUR;1485/15/12;2015;201512;30-DEC-15;Įsipareigojimas;Standard;1485/15/12;Įsipareigojimas;13897.54
1366;"Luminor bankas, AB";K-2400-2012-566;S;PALUKANOS;EUR;566/12/2015;2015;201512;30-DEC-15;Įsipareigojimas;Standard;566/12/2015;Įsipareigojimas;14823.35
1366;"Luminor bankas, AB";K-2400-2012-902;S;PALUKANOS;EUR;902/2015/12;2015;201512;30-DEC-15;Įsipareigojimas;Standard;902/2015/12;Įsipareigojimas;30463.74
1366;"Nordic Investment Bank";L5685;S;PALUKANOS;EUR;L5685/2016/01;2016;201601;04-JAN-16;Įsipareigojimas;Standard;L5685/2016/01;Įsipareigojimas;118742.66
1366;"Šiaulių bankas, AB";KS-2015-003-03;S;PALUKANOS;EUR;003/2016/01;2016;201601;05-JAN-16;Įsipareigojimas;Standard;003/2016/01;Įsipareigojimas;77463.49
1366;"SIA ""UniCredit Leasing""";3300018-01;S;PALUKANOS;EUR;3300018/2016/01;2016;201601;22-JAN-16;Įsipareigojimas;Standard;3300018/2016/01;Įsipareigojimas;19097.53
1366;"Luminor bankas, AB";K-2400-213-1485;S;PALUKANOS;EUR;1485/2016/01;2016;201601;29-JAN-16;Įsipareigojimas;Standard;1485/2016/01;Įsipareigojimas;12102.97
1366;"Luminor bankas, AB";K-2400-2012-566;S;PALUKANOS;EUR;566/2016/01;2016;201601;29-JAN-16;Įsipareigojimas;Standard;566/2016/01;Įsipareigojimas;12233.08
1366;"Luminor bankas, AB";K-2400-2012-902;S;PALUKANOS;EUR;902/2016/01;2016;201601;29-JAN-16;Įsipareigojimas;Standard;902/2016/01;Įsipareigojimas;25767.25
1366;"Luminor bankas, AB";"K-240 2012-931";S;PALUKANOS;EUR;931/2016/01;2016;201601;29-JAN-16;Įsipareigojimas;Standard;931/2016/01;Įsipareigojimas;14876.28
1366;"Šiaulių bankas, AB";KS-2015-003-03;S;PALUKANOS;EUR;003-03/2016/02;2016;201602;05-FEB-16;Įsipareigojimas;Standard;003-03/2016/02;Įsipareigojimas;76962.41
1366;"SEB bankas";A64-19(3.4.-FN-1);S;PALUKANOS;EUR;seb/2016/0264-19;2016;201602;08-FEB-16;Įsipareigojimas;Standard;seb/2016/0264-19;Įsipareigojimas;52855.69
1366;"SIA ""UniCredit Leasing""";3300018-01;S;PALUKANOS;EUR;3300018-01/2016/02;2016;201602;24-FEB-16;Įsipareigojimas;Standard;3300018-01/2016/02;Įsipareigojimas;21143.69
1366;"Luminor bankas, AB";K-2400-213-1485;S;PALUKANOS;EUR;1485/2016/02;2016;201602;29-FEB-16;Įsipareigojimas;Standard;1485/2016/02;Įsipareigojimas;12555.09
1366;"Luminor bankas, AB";K-2400-2012-566;S;PALUKANOS;EUR;566/2016/02;2016;201602;29-FEB-16;Įsipareigojimas;Standard;566/2016/02;Įsipareigojimas;12820.46
1366;"Luminor bankas, AB";K-2400-2012-902;S;PALUKANOS;EUR;902/2016/02;2016;201602;29-FEB-16;Įsipareigojimas;Standard;902/2016/02;Įsipareigojimas;27544.3
1366;"Luminor bankas, AB";"K-240 2012-931";S;PALUKANOS;EUR;931/2016/02;2016;201602;29-FEB-16;Įsipareigojimas;Standard;931/2016/02;Įsipareigojimas;15645.73
1366;"Šiaulių bankas, AB";KS-2015-003-03;S;PALUKANOS;EUR;003/2016/03;2016;201603;04-MAR-16;Įsipareigojimas;Standard;003/2016/03;Įsipareigojimas;68832.99
1366;"LR finansų ministerija";677;V;PALUKANOS;EUR;Finmin/677/2016/03;2016;201603;14-MAR-16;Įsipareigojimas;Standard;Finmin/677/2016/03;Įsipareigojimas;15666.58
1366;"LR finansų ministerija";691;V;PALUKANOS;EUR;FINMIN/691/2016;2016;201603;14-MAR-16;Įsipareigojimas;Standard;FINMIN/691/2016;Įsipareigojimas;35101.26
1366;"LR finansų ministerija";"NR. 620";V;PALUKANOS;EUR;Finmin/620/2016;2016;201603;14-MAR-16;Įsipareigojimas;Standard;Finmin/620/2016;Įsipareigojimas;166004.47
1366;"SIA ""UniCredit Leasing""";3300018-01;S;PALUKANOS;EUR;palūk/2016/03;2016;201603;24-MAR-16;Įsipareigojimas;Standard;palūk/2016/03;Įsipareigojimas;22507.8
1366;"LR finansų ministerija";235;V;PALUKANOS;USD;"Finmin/ galut/";2016;201603;30-MAR-16;Įsipareigojimas;Standard;"Finmin/ galut/";Įsipareigojimas;589.16
1366;"Luminor bankas, AB";K-2400-213-1485;S;PALUKANOS;EUR;1485/16/03;2016;201603;30-MAR-16;Įsipareigojimas;Standard;1485/16/03;Įsipareigojimas;12158.61
1366;"Luminor bankas, AB";K-2400-2012-566;S;PALUKANOS;EUR;566/2016/03;2016;201603;30-MAR-16;Įsipareigojimas;Standard;566/2016/03;Įsipareigojimas;12406.9
1366;"Luminor bankas, AB";K-2400-2012-902;S;PALUKANOS;EUR;902/16/03;2016;201603;30-MAR-16;Įsipareigojimas;Standard;902/16/03;Įsipareigojimas;26782.71
1366;"Luminor bankas, AB";"K-240 2012-931";S;PALUKANOS;EUR;931/2016/03;2016;201603;30-MAR-16;Įsipareigojimas;Standard;931/2016/03;Įsipareigojimas;13914.44
1366;"SEB bankas";A64-40/001061201023-21;S;PALUKANOS;EUR;64-40/31;2016;201603;31-MAR-16;Įsipareigojimas;Standard;64-40/31;Įsipareigojimas;194.84
1366;"Šiaulių bankas, AB";KS-2015-003-03;S;PALUKANOS;EUR;0003/2016/04;2016;201604;05-APR-16;Įsipareigojimas;Standard;0003/2016/04;Įsipareigojimas;73580.09
1366;"Nordic Investment Bank";L5248;S;PALUKANOS;EUR;L5248/2016/04;2016;201604;08-APR-16;Įsipareigojimas;Standard;L5248/2016/04;Įsipareigojimas;99630.99
1366;"Nordic Investment Bank";L5355;S;PALUKANOS;EUR;L5355/2016/04;2016;201604;08-APR-16;Įsipareigojimas;Standard;L5355/2016/04;Įsipareigojimas;56967.52
1366;"Nordic Investment Bank";"L 5440";S;PALUKANOS;EUR;L5440/2016/04;2016;201604;08-APR-16;Įsipareigojimas;Standard;L5440/2016/04;Įsipareigojimas;50451.28
1366;"SIA ""UniCredit Leasing""";3300018-01;S;PALUKANOS;EUR;33000018/2016/04;2016;201604;25-APR-16;Įsipareigojimas;Standard;33000018/2016/04;Įsipareigojimas;18415.47
1366;"SEB bankas";A64-34/0040712021596-21;S;PALUKANOS;EUR;KSA64-34;2016;201604;25-APR-16;Įsipareigojimas;Standard;KSA64-34;Įsipareigojimas;159987.14
1366;"Luminor bankas, AB";K-2400-213-1485;S;PALUKANOS;EUR;1485/2016/04;2016;201604;28-APR-16;Įsipareigojimas;Standard;1485/2016/04;Įsipareigojimas;10553.58
1366;"Luminor bankas, AB";K-2400-2012-566;S;PALUKANOS;EUR;566/2016/04;2016;201604;28-APR-16;Įsipareigojimas;Standard;566/2016/04;Įsipareigojimas;10104.33
1366;"Luminor bankas, AB";"K-240 2012-931";S;PALUKANOS;EUR;931/2016/04;2016;201604;28-APR-16;Įsipareigojimas;Standard;931/2016/04;Įsipareigojimas;13016.74
1366;"Luminor bankas, AB";K-2400-2012-902;S;PALUKANOS;EUR;902/16/04;2016;201604;28-APR-16;Įsipareigojimas;Standard;902/16/04;Įsipareigojimas;22086.21
1366;"Luminor bankas, AB";K-2400-2012-566;S;PALUKANOS;EUR;566/2016/04/papil;2016;201605;03-MAY-16;Įsipareigojimas;Standard;566/2016/04/papil;Įsipareigojimas;.02
1366;"Šiaulių bankas, AB";KS-2015-003-03;S;PALUKANOS;EUR;KS-20150003/05;2016;201605;05-MAY-16;Įsipareigojimas;Standard;KS-20150003/05;Įsipareigojimas;70909.85
1366;"Nordic Investment Bank";L15;S;PALUKANOS;EUR;L5003/2016/13;2016;201605;13-MAY-16;Įsipareigojimas;Standard;L5003/2016/13;Įsipareigojimas;76401.65
1366;"SIA ""UniCredit Leasing""";3300018-01;S;PALUKANOS;EUR;"Interest due/16/24";2016;201605;24-MAY-16;Įsipareigojimas;Standard;"Interest due/16/24";Įsipareigojimas;20269.04
1366;"Luminor bankas, AB";K-2400-213-1485;S;PALUKANOS;EUR;1485/16/30;2016;201605;30-MAY-16;Įsipareigojimas;Standard;1485/16/30;Įsipareigojimas;11852.56
1366;"Luminor bankas, AB";K-2400-2012-566;S;PALUKANOS;EUR;566/2016/05/2;2016;201605;30-MAY-16;Įsipareigojimas;Standard;566/2016/05/2;Įsipareigojimas;11348.02
1366;"Šiaulių bankas, AB";KS-2015-003-03;S;PALUKANOS;EUR;"KS 0003-03/05";2016;201606;03-JUN-16;Įsipareigojimas;Standard;"KS 0003-03/05";Įsipareigojimas;70514.25
1366;"Šiaulių bankas, AB";NR.29-87;S;PALUKANOS;EUR;29-871;2016;201606;20-JUN-16;Įsipareigojimas;Standard;29-871;Įsipareigojimas;54794.52
1366;"SIA ""UniCredit Leasing""";3300018-01;S;PALUKANOS;EUR;3300018/2016/06;2016;201606;22-JUN-16;Įsipareigojimas;Standard;3300018/2016/06;Įsipareigojimas;18168
1366;"Luminor bankas, AB";"K-240 2012-931";S;PALUKANOS;EUR;931/06-29;2016;201606;29-JUN-16;Įsipareigojimas;Standard;931/06-29;Įsipareigojimas;13465.59
1366;"Luminor bankas, AB";K-2400-213-1485;S;PALUKANOS;EUR;1485/06.29;2016;201606;29-JUN-16;Įsipareigojimas;Standard;1485/06.29;Įsipareigojimas;11111.78
1366;"Luminor bankas, AB";K-2400-2012-566;S;PALUKANOS;EUR;/566/06-29;2016;201606;29-JUN-16;Įsipareigojimas;Standard;/566/06-29;Įsipareigojimas;10638.77
1366;"Luminor bankas, AB";K-2400-2012-902;S;PALUKANOS;EUR;902/06-29;2016;201606;29-JUN-16;Įsipareigojimas;Standard;902/06-29;Įsipareigojimas;22847.81
1366;"Nordic Investment Bank";L5685;S;PALUKANOS;EUR;L5685/2016/07;2016;201607;01-JUL-16;Įsipareigojimas;Standard;L5685/2016/07;Įsipareigojimas;110706.21
1366;"Šiaulių bankas, AB";KS-2015-003-03;S;PALUKANOS;EUR;KS0003-03/07;2016;201607;05-JUL-16;Įsipareigojimas;Standard;KS0003-03/07;Įsipareigojimas;68239.6
1366;"OP Corporate Bank plc";580760;S;PASKOLA;EUR;OP/gavimas/03;2016;201607;18-JUL-16;Įsipareigojimas;Standard;OP/gavimas/03;Įsipareigojimas;315078.88
1366;"Luminor bankas, AB";K-2400-2012-902;S;PALUKANOS;EUR;902/2016/05;2016;201605;30-MAY-16;Įsipareigojimas;Standard;902/2016/05;Įsipareigojimas;24370.99
1366;"Luminor bankas, AB";"K-240 2012-931";S;PALUKANOS;EUR;931/2016/05;2016;201605;30-MAY-16;Įsipareigojimas;Standard;931/2016/05;Įsipareigojimas;14363.3
1366;"OP Corporate Bank plc";580760;S;PASKOLA;EUR;580760;2016;201606;13-JUN-16;Įsipareigojimas;Standard;580760;Įsipareigojimas;5229808.59
1366;"OP Corporate Bank plc";580760;S;PALUKANOS;EUR;407626;2016;201606;16-JUN-16;Įsipareigojimas;Standard;407626;Įsipareigojimas;3361.17
1366;"OP Corporate Bank plc";580760;S;PASKOLA;EUR;"Op/ gavimas/2";2016;201607;11-JUL-16;Įsipareigojimas;Standard;"Op/ gavimas/2";Įsipareigojimas;289163.66
1366;"SIA ""UniCredit Leasing""";3300018-01;S;PALUKANOS;EUR;3300018-01/2016/07;2016;201607;25-JUL-16;Įsipareigojimas;Standard;3300018-01/2016/07;Įsipareigojimas;15415.27
