ORG_ID;PASKOLOS_DAVEJAS;SUTARTIES_NR;PASKOLOS_KLASIFIKACIJA;SKOLOS_TIPAS;VALIUTA;INVOICE_NUM;DOK_METAI;PERIODAS;DOK_DK_DATA;DOK_TYPE;INVOICE_TYPE;DOK_NR;APYVARTOS_TIPAS
1366;"Luminor bankas, AB";K-2400-213-1485;S;PASKOLA;EUR;gavimas/1485/1;2015;201501;07-JAN-15;Mokėjimas;Standard;6516;Mokėjimas;-208671.83
1366;"LR finansų ministerija";2S-17;S;PASKOLA;EUR;"2S-17 gavimas/k";2015;201502;05-FEB-15;Mokėjimas;"Credit Memo";6709;Mokėjimas;6661260.43
1366;"LR finansų ministerija";2S-17;S;PASKOLA;EUR;"2S-17 gavimas/01";2015;201502;05-FEB-15;Mokėjimas;Standard;6712;Mokėjimas;-1169943.43
1366;"SEB bankas";0040512020517-05;S;PALUKANOS;EUR;KS/517/2015/02;2015;201502;28-FEB-15;Mokėjimas;Standard;10000457;Mokėjimas;-63.8
1366;"LR finansų ministerija";"NR. 620";V;PALUKANOS;EUR;finmin/620/2015;2015;201503;13-MAR-15;Mokėjimas;Standard;7014;Mokėjimas;-166004.47
1366;"SEB bankas";0040512020516-05;S;PALUKANOS;EUR;KS/516/15/04;2015;201504;30-APR-15;Mokėjimas;Standard;10000466;Mokėjimas;-64.05
1366;"SEB bankas";0040512020517-05;S;PALUKANOS;EUR;Ks/517/15/05;2015;201505;31-MAY-15;Mokėjimas;Standard;10000469;Mokėjimas;-45.54
1366;"SEB bankas";0040512020516-05;S;PALUKANOS;EUR;KS/2015/07/516;2015;201507;31-JUL-15;Mokėjimas;Standard;10000480;Mokėjimas;-41.12
1366;"Nordic Investment Bank";L5248;S;PASKOLA;EUR;L5248/gauta/11/08/09;2015;201510;09-OCT-15;Mokėjimas;Standard;8673;Mokėjimas;-722605.87
1366;"SEB bankas";0040512020517-05;S;PALUKANOS;EUR;galutinis/517;2015;201510;21-OCT-15;Mokėjimas;Standard;10000493;Mokėjimas;-8.31
1366;"Nordic Investment Bank";L15;S;PALUKANOS;EUR;"L15(5003) pal";2015;201511;13-NOV-15;Mokėjimas;Standard;8980;Mokėjimas;-86758.62
1366;"Šiaulių bankas, AB";KS-2015-003-03;S;PALUKANOS;EUR;003-03/2016/02;2016;201602;05-FEB-16;Mokėjimas;Standard;9761;Mokėjimas;-76962.41
1366;"Luminor bankas, AB";"K-240 2012-931";S;PASKOLA;EUR;K-2400/931/gavimas;2016;201602;25-FEB-16;Mokėjimas;Standard;9909;Mokėjimas;-650250.04
1366;"LR finansų ministerija";235;V;PASKOLA;USD;"FINMIN 235";2016;201603;30-MAR-16;Mokėjimas;Standard;14;Mokėjimas;-29996.85
1366;"Luminor bankas, AB";"K-240 2012-931";S;PALUKANOS;EUR;931/06-29;2016;201606;29-JUN-16;Mokėjimas;Standard;11017;Mokėjimas;-13465.59
1366;"SIA ""UniCredit Leasing""";3300018-01;S;PALUKANOS;EUR;3300018-01/2016/07;2016;201607;25-JUL-16;Mokėjimas;Standard;11203;Mokėjimas;-15415.27
1366;"Luminor bankas, AB";K-2400-213-1485;S;PALUKANOS;EUR;1485/16/08;2016;201608;30-AUG-16;Mokėjimas;Standard;11452;Mokėjimas;-12222.95
1366;"Luminor bankas, AB";K-2400-2012-902;S;PALUKANOS;EUR;2016/902/08;2016;201608;30-AUG-16;Mokėjimas;Standard;11453;Mokėjimas;-25132.59
1366;"Nordic Investment Bank";L5248;S;PASKOLA;EUR;L5248/gauta;2016;201610;07-OCT-16;Mokėjimas;Standard;11818;Mokėjimas;-40837.88
1366;"SIA ""UniCredit Leasing""";3300018-01;S;PALUKANOS;EUR;palūk/33300018;2016;201610;24-OCT-16;Mokėjimas;Standard;11949;Mokėjimas;-15965.82
1366;"Šiaulių bankas, AB";KS-2015-003-03;S;PALUKANOS;EUR;0003/2016/11;2016;201611;04-NOV-16;Mokėjimas;Standard;12060;Mokėjimas;-67052.83
1366;"SEB bankas";A64-34/0040712021596-21;S;PASKOLA;EUR;"KS A64-34k";2016;201611;14-NOV-16;Mokėjimas;"Credit Memo";10000517;Mokėjimas;2686319.75
1366;"Luminor bankas, AB";K-2400-213-1485;S;PALUKANOS;EUR;1485/16/11;2016;201611;29-NOV-16;Mokėjimas;Standard;12307;Mokėjimas;-11111.78
1366;"LR finansų ministerija";1S-80;V;PASKOLA;EUR;VVfinmin/1S-80/gavimas;2016;201611;30-NOV-16;Mokėjimas;Standard;16;Mokėjimas;-550900.72
1366;"Luminor bankas, AB";"K-240 2012-931";S;PALUKANOS;EUR;2016/931/12;2016;201612;29-DEC-16;Mokėjimas;Standard;12728;Mokėjimas;-13465.59
1366;"LR finansų ministerija";677;V;PASKOLA;EUR;Gavim/hh/677/2011/04;2017;201703;08-MAR-17;Mokėjimas;"Credit Memo";13301;Mokėjimas;18385.31
1366;"LR finansų ministerija";"NR. 620";V;PASKOLA;EUR;VV/620/5/gav;2017;201703;08-MAR-17;Mokėjimas;Standard;13336;Mokėjimas;-284089.75
1366;"LR finansų ministerija";"NR. 620";V;PASKOLA;EUR;gavi.mok/620/2012;2017;201703;08-MAR-17;Mokėjimas;"Credit Memo";13347;Mokėjimas;11977.18
1366;"LR finansų ministerija";"NR. 620";V;PASKOLA;EUR;Gavimas/620/2011/07/21;2017;201703;08-MAR-17;Mokėjimas;Standard;13343;Mokėjimas;-66416.52
1366;"SEB bankas";A64-19(3.4.-FN-1);S;PALUKANOS;EUR;pal/64-19;2017;201702;07-FEB-17;Mokėjimas;Standard;10000522;Mokėjimas;-25370.34
1366;"OP Corporate Bank plc";580760;S;PALUKANOS;EUR;Op/pal/1010/08;2017;201708;28-AUG-17;Mokėjimas;Standard;14851;Mokėjimas;-29664.61
1366;"Luminor bankas, AB";K-2400-213-1485;S;PALUKANOS;EUR;902/17/08;2017;201708;29-AUG-17;Mokėjimas;Standard;14889;Mokėjimas;-23609.4
1366;"Nordic Investment Bank";L15;S;PASKOLA;EUR;L15;2017;201711;08-NOV-17;Mokėjimas;Standard;15468;Mokėjimas;-689655.18
1366;"OP Corporate Bank plc";580760;S;PALUKANOS;EUR;"11/op 0657";2017;201711;29-NOV-17;Mokėjimas;Standard;15664;Mokėjimas;-33815.64
1366;"Luminor bankas, AB";K-2400-2012-902;S;PALUKANOS;EUR;902/2017-11;2017;201711;29-NOV-17;Mokėjimas;Standard;15681;Mokėjimas;-22847.81
1366;"OP Corporate Bank plc";580760;S;PALUKANOS;EUR;12/op/1010;2017;201712;21-DEC-17;Mokėjimas;Standard;15935;Mokėjimas;-27750.76
1366;"Luminor bankas, AB";K-2400-213-1485;S;PALUKANOS;EUR;1485/2017/12;2017;201712;21-DEC-17;Mokėjimas;Standard;15936;Mokėjimas;-10741.38
1366;"Nordic Investment Bank";L5685;S;PALUKANOS;EUR;"5685/interest due/1";2018;201801;03-JAN-18;Mokėjimas;Standard;16156;Mokėjimas;-99486.9
1366;"OP Corporate Bank plc";580760;S;PALUKANOS;EUR;"18/03/op 0657";2018;201803;27-MAR-18;Mokėjimas;Standard;16765;Mokėjimas;-33231.36
1366;"OP Corporate Bank plc";580760;S;PALUKANOS;EUR;18/03/op/1010;2018;201803;27-MAR-18;Mokėjimas;Standard;16764;Mokėjimas;-27522.72
1366;"Nordic Investment Bank";L5248;S;PASKOLA;EUR;GavimasL5248/2011/01;2018;201804;09-APR-18;Mokėjimas;Standard;278;Mokėjimas;-722605.88
1366;"Luminor bankas, AB";K-2400-213-1485;S;PALUKANOS;EUR;1485/2018/05;2018;201805;30-MAY-18;Mokėjimas;Standard;300;Mokėjimas;-10062.06
1366;"Luminor bankas, AB";K-2400-2012-902;S;PALUKANOS;EUR;2018/06/902;2018;201806;29-JUN-18;Mokėjimas;Standard;17700;Mokėjimas;-19286.55
1366;"Luminor bankas, AB";K-2400-213-1485;S;PALUKANOS;EUR;1485/18/07;2018;201807;30-JUL-18;Mokėjimas;Standard;332;Mokėjimas;-10350.12
1366;"OP Corporate Bank plc";580760;S;PALUKANOS;EUR;449270/0657-08;2018;201808;24-AUG-18;Mokėjimas;Standard;337;Mokėjimas;-34519.59
1366;"Nordic Investment Bank";L5355;S;PALUKANOS;EUR;"Int.Due /L5355/18/02";2018;201810;05-OCT-18;Mokėjimas;Standard;357;Mokėjimas;-44172.52
1366;"OP Corporate Bank plc";580760;S;PASKOLA;EUR;"Op gav/20";2019;201904;01-APR-19;Mokėjimas;Standard;125;Mokėjimas;-112129.13
1366;"Nordic Investment Bank";L5248;S;PASKOLA;EUR;L5248/gauta/11/08/09;2019;201904;01-APR-19;Mokėjimas;Standard;33;Mokėjimas;-4252525.84
1366;"Luminor bankas, AB";"K-240 2012-931";S;PASKOLA;EUR;K-2400/931/gavi/2014;2019;201904;01-APR-19;Mokėjimas;Standard;56;Mokėjimas;-544330.4
1366;"OP Corporate Bank plc";580760;S;PASKOLA;EUR;gavimas/2016;2019;201904;01-APR-19;Mokėjimas;Standard;77;Mokėjimas;-651828.49
1366;"OP Corporate Bank plc";580760;S;PASKOLA;EUR;gavimas/16;2019;201904;01-APR-19;Mokėjimas;Standard;85;Mokėjimas;-150000
1366;"OP Corporate Bank plc";580760;S;PASKOLA;EUR;op/gavimas/24;2019;201904;01-APR-19;Mokėjimas;Standard;94;Mokėjimas;-70629.57
1366;"OP Corporate Bank plc";580760;S;PASKOLA;EUR;op/gavimas/25;2019;201904;01-APR-19;Mokėjimas;Standard;95;Mokėjimas;-363774.45
1366;"OP Corporate Bank plc";580760;S;PASKOLA;EUR;"op gavimas/33";2019;201904;01-APR-19;Mokėjimas;Standard;103;Mokėjimas;-918570.69
1366;"OP Corporate Bank plc";580760;S;PASKOLA;EUR;op/gavimas2017/08;2019;201904;01-APR-19;Mokėjimas;Standard;111;Mokėjimas;-232208.24
1366;"OP Corporate Bank plc";580760;S;PASKOLA;EUR;op/gavimas2017/07;2019;201904;01-APR-19;Mokėjimas;Standard;112;Mokėjimas;-429468.34
2270;"Nordic Investment Bank";L5685;S;PASKOLA;EUR;L5685/gavimas/2/1;2019;201907;02-JUL-19;Mokėjimas;Standard;1012;Mokėjimas;-579310.34
2270;"Luminor bankas, AB";K-2400-213-1485;S;PALUKANOS;EUR;566/2019/09;2019;201909;25-SEP-19;Mokėjimas;Standard;2013;Mokėjimas;-8051.5
2270;"OP Corporate Bank plc";580760-89501010;S;PALUKANOS;EUR;1010/2019/09;2019;201909;25-SEP-19;Mokėjimas;Standard;2009;Mokėjimas;-25032.98
2270;"Luminor bankas, AB";K-2400-213-1485;S;PASKOLA;EUR;Gavim/1485/08/1;2019;201910;25-OCT-19;Mokėjimas;Standard;2425;Mokėjimas;-75765.61
2270;"Luminor bankas, AB";"K-240 2012-931";S;PALUKANOS;EUR;931/2019-11-28;2019;201911;28-NOV-19;Mokėjimas;Standard;2834;Mokėjimas;-9166.72
2270;"OP Corporate Bank plc";580760-89501010;S;PASKOLA;EUR;perkredi/1010/1;2019;201912;20-DEC-19;Mokėjimas;Standard;3160;Mokėjimas;-161764.34
2270;"Nordic Investment Bank";"L 5440";S;PASKOLA;EUR;L5440/gavimas/2013/07/1;2020;202001;01-JAN-20;Mokėjimas;Standard;3470;Mokėjimas;-2923566.29
2270;"Nordic Investment Bank";L5248;S;PASKOLA;EUR;L5248/gauta/11/08/09/1;2020;202001;01-JAN-20;Mokėjimas;Standard;3473;Mokėjimas;-4252525.84
2270;"SEB bankas";A64-19(3.4.-FN-1);S;PASKOLA;EUR;"SEB A64-19/1";2020;202001;01-JAN-20;Mokėjimas;Standard;3480;Mokėjimas;-9838351.78
2270;"OP Corporate Bank plc";580760;S;PASKOLA;EUR;op/gavimas2017/08/1;2020;202001;01-JAN-20;Mokėjimas;Standard;3550;Mokėjimas;-232208.24
2270;"Luminor bankas, AB";K-2400-2012-566;S;PALUKANOS;EUR;566/2020-01-27;2020;202001;27-JAN-20;Mokėjimas;Standard;3675;Mokėjimas;-7620.86
2270;"Šiaulių bankas, AB";2017/01;S;PALUKANOS;EUR;pal.02-04;2020;202002;04-FEB-20;Mokėjimas;Standard;3740;Mokėjimas;-22669.24
2270;"Luminor bankas, AB";K-2400-2012-902;S;PALUKANOS;EUR;902/2020-02-26;2020;202002;26-FEB-20;Mokėjimas;Standard;3966;Mokėjimas;-14191.38
2270;"OP Corporate Bank plc";580760-89501010;S;PASKOLA;EUR;OP89501010;2020;202002;26-FEB-20;Mokėjimas;Standard;3971;Mokėjimas;-161764.34
112;"VMI prie LRFM";;;SAVIVALDYBES_PRISIIMTA_SKOLA;LTL;"AVMI Nr. 14-11-1";2008;200803;31-MAR-08;Mokėjimas;Standard;22;Mokėjimas;-32610
112;"VMI prie LRFM";;;SAVIVALDYBES_PRISIIMTA_SKOLA;LTL;"AVMI Nr. 14-11-1.";2008;200804;30-APR-08;Mokėjimas;Standard;76;Mokėjimas;-32610
119;"Nordea Bank AB Lietuvos skyrius";KS04/07/05;S;PALUKANOS;LTL;2009-03-31;2009;200904;01-APR-09;Mokėjimas;Standard;404;Mokėjimas;-86085.21
119;"SEB bankas";0040512020517-05;S;PALUKANOS;LTL;SEB/517/2;2009;200902;27-FEB-09;Mokėjimas;Standard;10000051;Mokėjimas;-23452.76
119;"Nordea Bank AB Lietuvos skyrius";KS02/07/03;S;PASKOLA;LTL;KS02/07/03;2009;200907;17-JUL-09;Mokėjimas;Standard;926;Mokėjimas;-839157.94
119;"SEB bankas";0040512020516-05;S;PASKOLA;LTL;"KS 20516-05";2009;200907;21-JUL-09;Mokėjimas;Standard;10000084;Mokėjimas;-14857141.52
119;ERPB;22826;S;PALUKANOS;EUR;22826/3;2009;200908;03-AUG-09;Mokėjimas;Standard;10;Mokėjimas;-27865.8
119;"SEB bankas";0020312020094/09;S;PALUKANOS;LTL;"Palūk seb-09/09";2009;200909;30-SEP-09;Mokėjimas;Standard;10000093;Mokėjimas;-14613.8
119;"SEB bankas";0040512020517-05;S;PALUKANOS;LTL;"palūk seb-517/10";2009;200910;30-OCT-09;Mokėjimas;Standard;10000106;Mokėjimas;-12689.66
119;"SEB bankas";0020312020094/09;S;PALUKANOS;LTL;palūk/09/12;2009;200912;31-DEC-09;Mokėjimas;Standard;10000112;Mokėjimas;-12686.55
119;"SEB bankas";A64-40/001061201023-21;S;PASKOLA;LTL;"K/S A64-40";2010;201004;07-APR-10;Mokėjimas;Standard;10000134;Mokėjimas;-1729911.5
119;ERPB;22826;S;PASKOLA;EUR;ERPB;2010;201005;05-MAY-10;Mokėjimas;Standard;21;Mokėjimas;-194444.45
119;"Nordic Investment Bank";L15;S;PALUKANOS;EUR;L5003/10/01;2010;201005;07-MAY-10;Mokėjimas;Standard;24;Mokėjimas;-345901.11
111;"Swedbank lizingas, UAB";LT026492;V;LIZINGAS;LTL;SUT.LT026492.;2010;201001;01-JAN-10;Mokėjimas;Standard;10000313;Mokėjimas;-489539.28
113;"Swedbank lizingas, UAB";LT026493;V;LIZINGAS;LTL;SUT.LT026493.;2010;201001;01-JAN-10;Mokėjimas;Standard;683;Mokėjimas;-1413751.48
119;"SEB bankas";0020312020094/09;S;PALUKANOS;LTL;pal/10/09/06;2010;201006;30-JUN-10;Mokėjimas;Standard;10000152;Mokėjimas;-7664.18
119;"SEB bankas";A64-40/001061201023-21;S;PASKOLA;LTL;"K/S A64-40";2010;201010;07-OCT-10;Mokėjimas;Standard;10000175;Mokėjimas;-1729911.5
119;"LR finansų ministerija";18;S;PALUKANOS;LTL;Palūk/trump/Nr.18;2010;201010;15-OCT-10;Mokėjimas;Standard;3913;Mokėjimas;-228390.4
119;"LR finansų ministerija";29;S;PALUKANOS;LTL;trum/29/palū;2010;201010;15-OCT-10;Mokėjimas;Standard;3915;Mokėjimas;-100479.45
119;"SEB bankas";0020312020094/09;S;PASKOLA;LTL;SEB/09;2010;201010;15-OCT-10;Mokėjimas;Standard;10000177;Mokėjimas;-1044119.81
119;"SEB bankas";0040512020517-05;S;PALUKANOS;LTL;pal/517/10/10;2010;201010;29-OCT-10;Mokėjimas;Standard;10000185;Mokėjimas;-10689.17
119;"SEB bankas";0040512020517-05;S;PALUKANOS;LTL;paluk/517/10/12;2010;201012;31-DEC-10;Mokėjimas;Standard;10000193;Mokėjimas;-10323.8
119;"Nordea Bank AB Lietuvos skyrius";KS04/07/05;S;PALUKANOS;LTL;KS02/07/05/2011/05;2011;201105;02-MAY-11;Mokėjimas;Standard;5659;Mokėjimas;-18067.92
119;ERPB;22826;S;PASKOLA;EUR;ERPB;2011;201105;03-MAY-11;Mokėjimas;Standard;45;Mokėjimas;-194444.45
111;"Swedbank lizingas, UAB";LT026492;V;PALUKANOS;LTL;LS0002582871;2010;201009;28-SEP-10;Mokėjimas;Standard;3164;Mokėjimas;-25791.34
119;"SEB bankas";A64-40/001061201023-21;S;PALUKANOS;LTL;A64-40/2011/06;2011;201106;30-JUN-11;Mokėjimas;Standard;10000230;Mokėjimas;-153221.21
119;"SEB bankas";0040512020517-05;S;PALUKANOS;LTL;palūk/517;2011;201108;31-AUG-11;Mokėjimas;Standard;10000244;Mokėjimas;-13620.36
119;"UniCredit Bank AS LT";33000018-01;S;PALUKANOS;LTL;palūkanos/33000018/2011/08;2011;201109;08-SEP-11;Mokėjimas;Standard;6611;Mokėjimas;-97665.56
119;"SEB bankas";A64-34/0040712021596-21;S;PASKOLA;LTL;"KS A64-34";2011;201110;25-OCT-11;Mokėjimas;Standard;10000256;Mokėjimas;-4637662.36
119;"Nordic Investment Bank";L15;S;PASKOLA;EUR;L15;2011;201111;05-NOV-11;Mokėjimas;Standard;60;Mokėjimas;-689655.17
119;"UniCredit Bank AS LT";33000018-01;S;PALUKANOS;LTL;pal/33000018-01/02-2012;2012;201202;28-FEB-12;Mokėjimas;Standard;8109;Mokėjimas;-139757.54
119;"AB ŠIAULIŲ BANKAS  Vilniaus filailas";KR04-301/11;S;PALUKANOS;LTL;palū/301/2012/03;2012;201203;23-MAR-12;Mokėjimas;Standard;8312;Mokėjimas;-249098.6
119;"Nordea Bank AB Lietuvos skyrius";KS04/07/05;S;PALUKANOS;LTL;KS/05/2012/05;2012;201205;02-MAY-12;Mokėjimas;Standard;8630;Mokėjimas;-9469.4
119;"Nordea Bank AB Lietuvos skyrius";KS04/07/05;S;PALUKANOS;LTL;KS040705;2012;201208;01-AUG-12;Mokėjimas;Standard;9458;Mokėjimas;-8522.48
119;"SEB bankas";A64-40/001061201023-21;S;PALUKANOS;LTL;A64-40/2012/09;2012;201209;28-SEP-12;Mokėjimas;Standard;10000312;Mokėjimas;-80549.4
119;"Nordic Investment Bank";L5248;S;PALUKANOS;EUR;L5428/pal/2012/10;2012;201210;05-OCT-12;Mokėjimas;Standard;2;Mokėjimas;-209360.39
119;"AB ŠIAULIŲ BANKAS  Vilniaus filailas";KR04-232/11/A64-56(3.10.22-FN);S;PALUKANOS;LTL;palūk/KR04-232/10;2012;201210;30-OCT-12;Mokėjimas;Standard;335;Mokėjimas;-186072.22
119;"AB ŠIAULIŲ BANKAS  Vilniaus filailas";KR04-232/11/A64-56(3.10.22-FN);S;PALUKANOS;LTL;pal/KR04-384;2012;201210;30-OCT-12;Mokėjimas;Standard;340;Mokėjimas;-188497.22
119;"AB ŠIAULIŲ BANKAS  Vilniaus filailas";KR04-384/12;S;PASKOLA;LTL;Gavimas/KR384/09/20;2012;201211;14-NOV-12;Mokėjimas;Standard;14;Mokėjimas;-3249488.84
119;"Luminor bankas, AB";K-2400-2012-566;S;PALUKANOS;LTL;palK2400/566;2012;201211;30-NOV-12;Mokėjimas;Standard;755;Mokėjimas;-136415.54
119;ERPB;22826;S;PALUKANOS;EUR;ERPB2013/01;2013;201302;06-FEB-13;Mokėjimas;Standard;10;Mokėjimas;-5677.95
119;"AB ŠIAULIŲ BANKAS  Vilniaus filailas";KR04-232/11/A64-56(3.10.22-FN);S;PALUKANOS;LTL;palūk/KR04-232/2012/02;2013;201302;27-FEB-13;Mokėjimas;Standard;1232;Mokėjimas;-149184.96
119;"AB ŠIAULIŲ BANKAS  Vilniaus filailas";KR04-301/11;S;PALUKANOS;LTL;palūk.KR04-301/2012/02;2013;201302;27-FEB-13;Mokėjimas;Standard;1233;Mokėjimas;-177199.8
119;"SEB bankas";A64-34/0040712021596-21;S;PALUKANOS;LTL;SEBA64-34/13/04;2013;201304;25-APR-13;Mokėjimas;Standard;10000348;Mokėjimas;-1371588.68
119;"Šiaulių bankas, AB";KR04-232/ŠB;S;PALUKANOS;LTL;pal/KR04-232/04;2013;201304;30-APR-13;Mokėjimas;Standard;1731;Mokėjimas;-159841.02
119;"Šiaulių bankas, AB";KR04-301/ŠB;S;PALUKANOS;LTL;palūk/KR04-/04301;2013;201304;30-APR-13;Mokėjimas;Standard;1732;Mokėjimas;-189856.9
119;ERPB;22826;S;PASKOLA;EUR;ERPB;2013;201305;08-MAY-13;Mokėjimas;Standard;22;Mokėjimas;-194444.45
119;"Nordea Bank AB Lietuvos skyrius";KS04/07/05;S;PALUKANOS;LTL;KS040705/2013/06;2013;201307;01-JUL-13;Mokėjimas;Standard;2152;Mokėjimas;-2531.18
119;"SIA ""UniCredit Leasing""";3300018-01;S;PALUKANOS;EUR;"Loant Interest/2013/07";2013;201308;23-AUG-13;Mokėjimas;Standard;36;Mokėjimas;-42977.89
119;"Luminor bankas, AB";K-2400-2012-902;S;PALUKANOS;LTL;K-2400/902/08;2013;201308;30-AUG-13;Mokėjimas;Standard;2580;Mokėjimas;-234327.17
119;"Nordic Investment Bank";L5248;S;PALUKANOS;EUR;L5248/2013/10;2013;201310;08-OCT-13;Mokėjimas;Standard;52;Mokėjimas;-153407.19
119;"SEB bankas";0040512020517-05;S;PASKOLA;LTL;"KS 20517-05";2013;201310;21-OCT-13;Mokėjimas;Standard;10000378;Mokėjimas;-457332.57
119;"SIA ""UniCredit Leasing""";3300018-01;S;PASKOLA;EUR;Loan/33000018-01;2013;201311;25-NOV-13;Mokėjimas;Standard;76;Mokėjimas;-965401
119;"Luminor bankas, AB";K-2400-2012-566;S;PALUKANOS;EUR;K2400/566/2013;2013;201312;31-DEC-13;Mokėjimas;Standard;82;Mokėjimas;-36117.07
119;ERPB;22826;S;PASKOLA;EUR;ERPB;2014;201402;06-FEB-14;Mokėjimas;Standard;93;Mokėjimas;-194444.45
119;"SEB bankas";A64-19(3.4.-FN-1);S;PALUKANOS;LTL;64-19/2014/02;2014;201402;06-FEB-14;Mokėjimas;Standard;10000397;Mokėjimas;-364175.17
119;"Šiaulių bankas, AB";KR04-301/ŠB;S;PALUKANOS;LTL;KR04-301/14/02;2014;201402;28-FEB-14;Mokėjimas;Standard;4062;Mokėjimas;-179736.48
119;"Nordea Bank AB Lietuvos skyrius";KS04/07/05;S;PASKOLA;LTL;KS04/07/05;2014;201404;01-APR-14;Mokėjimas;Standard;4295;Mokėjimas;-792973.44
119;"SEB bankas";0040512020517-05;S;PASKOLA;LTL;"KS 20517-05";2014;201404;21-APR-14;Mokėjimas;Standard;10000408;Mokėjimas;-501628.69
119;"SIA ""UniCredit Leasing""";3300018-01;S;PALUKANOS;EUR;"Loan Interest/04";2014;201405;23-MAY-14;Mokėjimas;Standard;132;Mokėjimas;-38312.7
119;"AB ŠIAULIŲ BANKAS  Vilniaus filailas";KR04-232/11/A64-56(3.10.22-FN);S;PASKOLA;LTL;Gavimas/KR-04/2012/03;2014;201404;25-APR-14;Mokėjimas;Standard;10037;Mokėjimas;-958119.27
119;"AB ŠIAULIŲ BANKAS  Vilniaus filailas";KR04-232/11/A64-56(3.10.22-FN);S;PASKOLA;LTL;gavimas/KR04-232/03;2014;201404;25-APR-14;Mokėjimas;Standard;10027;Mokėjimas;-1362322.75
119;"Šiaulių bankas, AB";KR04-232/ŠB;S;PALUKANOS;LTL;KR04-232/2014/05;2014;201405;30-MAY-14;Mokėjimas;Standard;4745;Mokėjimas;-153572.4
119;"SEB bankas";0040512020516-05;S;PALUKANOS;LTL;516/2014/05;2014;201405;30-MAY-14;Mokėjimas;Standard;10000414;Mokėjimas;-1287.24
119;"Luminor bankas, AB";K-2400-2012-902;S;PALUKANOS;EUR;K-2400/2014/06;2014;201406;30-JUN-14;Mokėjimas;Standard;147;Mokėjimas;-61916.47
119;"Luminor bankas, AB";K-2400-2012-566;S;PASKOLA;EUR;K2400-2012/566/Gavimas;2014;201407;02-JUL-14;Mokėjimas;Standard;149;Mokėjimas;-719240.59
119;ERPB;22826;S;PALUKANOS;EUR;22826/7;2014;201408;07-AUG-14;Mokėjimas;Standard;159;Mokėjimas;-1561.04
119;"SEB bankas";A64-19(3.4.-FN-1);S;PALUKANOS;LTL;pal8k/64-19/2014/07;2014;201408;06-AUG-14;Mokėjimas;Standard;10000426;Mokėjimas;-357016.59
119;"Nordea Bank AB Lietuvos skyrius";KS04/07/05;S;PASKOLA;LTL;gavim/papil.;2014;201410;01-OCT-14;Mokėjimas;Standard;5732;Mokėjimas;-.19
119;"Nordic Investment Bank";L5248;S;PALUKANOS;EUR;L5248/2014/10;2014;201410;09-OCT-14;Mokėjimas;Standard;179;Mokėjimas;-148988.79
119;"AB ŠIAULIŲ BANKAS  Vilniaus filailas";KR04-301/11;S;PASKOLA;LTL;Gavimas/KR04-301/1;2014;201412;11-DEC-14;Mokėjimas;Standard;10096;Mokėjimas;-8284786.43
119;"Luminor bankas, AB";K-2400-2012-566;S;PASKOLA;EUR;K2400-2012/566/Gavimas;2014;201412;23-DEC-14;Mokėjimas;Standard;205;Mokėjimas;-359620.3
1366;"Luminor bankas, AB";"K-240 2012-931";S;PALUKANOS;EUR;931/2015/04;2015;201504;30-APR-15;Mokėjimas;Standard;7448;Mokėjimas;-22233.13
1366;"SIA ""UniCredit Leasing""";3300018-01;S;PALUKANOS;EUR;palūk.2015/06;2015;201506;23-JUN-15;Mokėjimas;Standard;7842;Mokėjimas;-25080.81
1366;"Luminor bankas, AB";"K-240 2012-931";S;PALUKANOS;EUR;931/2015/06;2015;201506;30-JUN-15;Mokėjimas;Standard;7902;Mokėjimas;-20865.81
1366;"SEB bankas";0040512020516-05;S;PALUKANOS;EUR;KS/516/2015/08;2015;201508;31-AUG-15;Mokėjimas;Standard;10000485;Mokėjimas;-12.93
1366;"Luminor bankas, AB";K-2400-213-1485;S;PASKOLA;EUR;Gavim/1485/08;2015;201509;25-SEP-15;Mokėjimas;Standard;8540;Mokėjimas;-417343.66
1366;"SEB bankas";A64-34/0040712021596-21;S;PASKOLA;EUR;"KS A64-34";2015;201510;26-OCT-15;Mokėjimas;Standard;10000494;Mokėjimas;-1343159.86
1366;"Luminor bankas, AB";K-2400-2012-902;S;PALUKANOS;EUR;902/2015/10;2015;201510;30-OCT-15;Mokėjimas;Standard;8864;Mokėjimas;-30978.62
1366;"Luminor bankas, AB";"K-240 2012-931";S;PASKOLA;EUR;"K-2400/931/ gavimas/05";2015;201511;25-NOV-15;Mokėjimas;Standard;9097;Mokėjimas;-14468.96
1366;"Luminor bankas, AB";K-2400-213-1485;S;PASKOLA;EUR;Gavim/1485/08;2015;201512;23-DEC-15;Mokėjimas;Standard;9439;Mokėjimas;-417343.66
1366;"Luminor bankas, AB";K-2400-2012-566;S;PALUKANOS;EUR;566/12/2015;2015;201512;30-DEC-15;Mokėjimas;Standard;9553;Mokėjimas;-14823.35
1366;"SIA ""UniCredit Leasing""";3300018-01;S;PALUKANOS;EUR;3300018/2016/01;2016;201601;22-JAN-16;Mokėjimas;Standard;9668;Mokėjimas;-19097.53
1366;"Luminor bankas, AB";K-2400-2012-902;S;PALUKANOS;EUR;902/2016/01;2016;201601;29-JAN-16;Mokėjimas;Standard;9712;Mokėjimas;-25767.25
