VERSIJA;ISTAIGA;ISTAIGOS_PAV;FIN_SALTINIS;PROGRAMA;PRG;FUNK_KLAS;FUNK_K;EKON_KLAS;SAMATA;AV;SKIRTA_BIUDZETO;PATEIKTA_PARAISKU;GAUTI_ASIGN;KASINES_ISLAIDOS
"2016 1/12 SAU";190023697;"Pakalnutė lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.1.;4000145;1030000;490.58;4200;4200;4200
"2016 1/12 SAU";190023882;"Obelėlė lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.1.;4000145;1030000;527.75;5200;5200;5200
"2016 1/12 SAU";190025214;"Giraitė lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.1.;4000145;1030000;624.5;5800;5800;5800
"2016 1/12 SAU";190025552;"Smalsučiai lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.1.;4000145;1030000;586;5300;5300;5300
"2016 1/12 SAU";190025890;"Pušaitė lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.1.;4000145;1030000;604.83;5314.98;5314.98;5314.98
"2016 1/12 SAU";190026120;"Berželis darželis-mokykla";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.1.;4000145;1030000;1314.83;3700;3700;3700
"2016 1/12 SAU";190026654;"Svajos darželis-mokykla";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.1.;4000145;1030000;2230.17;8400;8400;8400
"2016 1/12 SAU";190027037;"Delfinukas lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.1.;4000145;1030000;476.33;4500;4500;4500
"2016 1/12 SAU";190027375;"Medynėlis lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.1.;4000145;1030000;531.42;4800;4800;4800
"2016 1/12 SAU";190028096;"Vėtrungė lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.1.;4000145;1030000;566.25;5000;5000;5000
"2016 1/12 SAU";190028139;"Lokiukas darželis-mokykla";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.1.;4000145;1030000;922;5700;5700;5700
"2016 1/12 SAU";190028324;"Gilužis lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.1.;4000145;1030000;671.33;6000;6000;6000
"2016 1/12 SAU";190028477;"Strazdelis lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.1.;4000145;1030000;528.58;5200;5200;5200
"2016 1/12 SAU";190028662;"Raktelis lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.1.;4000145;1030000;537.83;5300;5300;5300
"2016 1/12 SAU";190028858;"Prie pasakų parko lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.1.;4000145;1030000;302;2300;2300;2300
"2016 1/12 SAU";190029045;"Jurginėlis lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.1.;4000145;1030000;534.08;5500;5500;5500
"2016 1/12 SAU";190029198;"Zylutė lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.1.;4000145;1030000;491;4800;4800;4800
"2016 1/12 SAU";190029383;"Gintarėlis lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.1.;4000145;1030000;663.58;5900;5900;5900
"2016 1/12 SAU";190029611;"Puriena lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.1.;4000145;1030000;554.33;5100;5100;5100
"2016 1/12 SAU";190030880;"Papartis lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.1.;4000145;1030000;591;5600;5600;5600
"2016 1/12 SAU";190031110;"Aušrinė lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.1.;4000145;1030000;275.33;2600;2600;2600
"2016 1/12 SAU";190031459;"Kodėlčiukas lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.1.;4000145;1030000;578.17;5500;5500;5500
"2016 1/12 SAU";190031797;"Bitutė lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.1.;4000145;1030000;582.83;5200;5200;5200
"2016 1/12 SAU";190031982;"Ozas lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.1.;4000145;1030000;635.08;6100;6100;6100
"2016 1/12 SAU";190032027;"Žemyna lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.1.;4000145;1030000;638.75;5800;5800;5800
"2016 1/12 SAU";190032212;"Žiedas lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.1.;4000145;1030000;681.92;7000;7000;7000
"2016 1/12 SAU";190032365;"Aušros mokykla-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.1.;4000145;1030000;1302.5;4900;4900;4900
"2016 1/12 SAU";190032899;"Vėjelis lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.1.;4000145;1030000;614.92;5500;5500;5500
"2016 1/12 SAU";190032931;"Aitvaras lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.1.;4000145;1030000;563.5;5300;5300;5300
"2016 1/12 SAU";190033271;"Gabijėlė lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.1.;4000145;1030000;646.08;5900;5900;5900
"2016 1/12 SAU";190033314;"Sakalėlis lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.1.;4000145;1030000;482.75;4600;4600;4600
"2016 1/12 SAU";190033652;"Karuselė lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.1.;4000145;1030000;580;4900;4900;4900
"2016 1/12 SAU";190033848;"Vėrinėlis lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.1.;4000145;1030000;575.42;5500;5500;5500
"2016 1/12 SAU";190033990;"Vandenis lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.1.;4000145;1030000;572.67;5000;5000;5000
"2016 1/12 SAU";191317118;"Salininkų gimnazija";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.1.;4000145;1030000;78.33;400;400;400
"2016 1/12 SAU";191317260;"Vilniaus Trakų Vokės gimnazija";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.1.;4000145;1030000;33.08;900;900;900
"2016 1/12 SAU";191326124;"Salininkų lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.1.;4000145;1030000;245.92;2400;2400;2400
"2016 1/12 SAU";191665861;"Atžalyno mokykla-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.1.;4000145;1030000;89.17;;;
"2016 1/12 SAU";191713046;"Volungės darželis-mokykla";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.1.;4000145;1030000;598.67;19100;19100;19100
"2016 1/12 SAU";191722390;"Pranciškaus Skorinos gimnazija";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.1.;4000145;1030000;9.25;200;200;200
"2016 1/12 SAU";195472653;"Emilijos Pliaterytės progimnazija";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.1.;4000145;1030000;28.67;1800;1800;1800
"2016 1/12 SAU";290011190;"Žemuogėlė lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.1.;4000145;1030000;494.67;4266.48;4266.48;4266.48
"2016 1/12 SAU";290013960;"Vaduvos darželis-mokykla";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.1.;4000145;1030000;892.75;5100;5100;5100
"2016 1/12 SAU";290015630;"Nykštukas lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.1.;4000145;1030000;600.17;5800;5800;5800
"2016 1/12 SAU";290020620;"Žirmūnėliai lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.1.;4000145;1030000;592;5700;5700;5700
"2016 1/12 SAU";290023730;"Žibutė lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.1.;4000145;1030000;294.67;2700;2700;2700
"2016 1/12 SAU";290026840;"Šilelis lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.1.;4000145;1030000;594.67;5400;5400;5400
"2016 1/12 SAU";290028510;"Žiburėlis darželis-mokykla";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.1.;4000145;1030000;1445;4800;4800;4800
"2016 1/12 SAU";290029950;"Šermukšnėlė lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.1.;4000145;1030000;544.25;4600;4600;4600
"2016 1/12 SAU";290031830;"Gelvonėlis lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.1.;4000145;1030000;573.67;5300;5300;5300
"2016 1/12 SAU";301879757;"Pilaitukas lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.1.;4000145;1030000;582.33;5400;5400;5400
"2016 1/12 SAU";190000894;"Baltupių progimnazija";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;81.92;2384.85;1752.43;1752.43
"2016 1/12 SAU";190002411;"Levo Karsavino mokykla";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;162.67;978.62;978.62;978.62
"2016 1/12 SAU";190005336;"Vilniaus karaliaus Mindaugo mokykla";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;73.42;99.57;58;58
"2016 1/12 SAU";190005489;"Lazdynų mokykla";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;323;2082.85;1410.29;1410.29
"2016 1/12 SAU";190006057;"Ryto progimnazija";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;66.67;1877.05;1831.19;1831.19
"2016 1/12 SAU";190006242;"Spindulio pagrindinė mokykla";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;75.58;2517.59;2102.46;2102.46
"2016 1/12 SAU";190007159;"Liepkalnio pagrindinė mokykla";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;13.42;377.99;377.99;377.99
"2016 1/12 SAU";190011385;"Naujosios Vilnios moksleivių kūrybos namai";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;188.83;1699.27;1502.74;1502.74
"2016 1/12 SAU";190011951;"Pumpurėlis lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;193;999.3;999.3;999.3
"2016 1/12 SAU";190012149;"Naujųjų Verkių lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;12.42;332.97;332.97;332.97
"2016 1/12 SAU";190012291;"Dainorėliai darželis-mokykla";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;62.67;2094.56;2073.84;2073.84
"2016 1/12 SAU";190012334;"Gėlynas lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;166.25;298.74;;
"2016 1/12 SAU";190012487;"Geniukų kalvė lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;30.5;1999.23;1995.83;1995.83
"2016 1/12 SAU";190012868;"Voveraitė lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;383.25;2368.71;2368.71;2368.71
"2016 1/12 SAU";190013055;"Rasa lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;355.17;2998.88;2998.88;2998.88
"2016 1/12 SAU";190013436;"Kūlverstukas lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;25.08;1091.95;1091.95;1091.95
"2016 1/12 SAU";190013589;"Gervelė lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;233.33;992.96;992.96;200.96
"2016 1/12 SAU";190013774;"Žiogelis lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;102.5;296.38;296.38;296.38
"2016 1/12 SAU";190013817;"Pagrandukas lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;203;3995.54;3638.76;3638.76
"2016 1/12 SAU";190014157;"Saulėtekis lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;512.92;787.69;752.77;752.77
"2016 1/12 SAU";190014342;"Neries vaikų darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;27.42;;;
"2016 1/12 SAU";190014495;"Dobilėlis specialusis darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;26.92;68.97;68.97;68.97
"2016 1/12 SAU";190014538;"Viltenė lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;221.08;;;
"2016 1/12 SAU";190014680;"Skroblinukas lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;416.67;2858.68;2510.77;2510.77
"2016 1/12 SAU";190014723;"Du gaideliai lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;71.5;299.29;246.91;246.91
"2016 1/12 SAU";190014876;"Bildukas lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;64.83;1471.22;1471.22;1471.22
"2016 1/12 SAU";190015063;"Klevelis lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;123.75;990.44;974.89;974.89
"2016 1/12 SAU";190015259;"Pasagėlė vaikų darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;89.33;592.88;592.88;592.88
"2016 1/12 SAU";190015444;"Coliukė lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;106.58;1796.96;1796.96;1796.96
"2016 1/12 SAU";190015782;"Krivūlė lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;134.75;598.73;598.73;598.73
"2016 1/12 SAU";190015978;"Vaidilutė lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;166.67;995.74;950.5;950.5
"2016 1/12 SAU";190016012;"Naminukas vaikų darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;61.33;1596.31;1479.02;1479.02
"2016 1/12 SAU";190016165;"Pelėdos pradinė mokykla";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;82;688.95;688.95;688.95
"2016 1/12 SAU";190016546;"Panerių vaikų darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;365;;;
"2016 1/12 SAU";190016731;"Justinukas lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;128.42;2698.97;2683.87;2683.87
"2016 1/12 SAU";190016884;"Pušynėlis lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;62.33;1272.69;1192.21;1192.21
"2016 1/12 SAU";190017071;"Drugelis lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;87.67;1399.85;1389.05;1389.05
"2016 1/12 SAU";190017114;"Kurpaitė lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;114.67;998.21;982.44;982.44
"2016 1/12 SAU";190017267;"Šnekutis lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;718.83;10181.82;7767.48;7767.48
"2016 1/12 SAU";190017452;"Lašelis lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;105.83;;;
"2016 1/12 SAU";190017648;"Žuvėdra lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;60.33;2463.08;2367.69;2367.69
"2016 1/12 SAU";190017790;" Aidas specialiojo ugdymo centras";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;103.42;1840.65;1820.58;1820.58
"2016 1/12 SAU";190017833;"Žvangutis lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;306.75;1558.17;1558.17;1558.17
"2016 1/12 SAU";190017986;"Sadutė lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;261.75;;;
"2016 1/12 SAU";190018173;"Lazdynėlis lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;85.42;96.45;96.45;96.45
"2016 1/12 SAU";190018216;"Spindulėlis lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;256;;;
"2016 1/12 SAU";190018554;"Molinukas lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;208.33;;;
"2016 1/12 SAU";190018892;"Žirniukas lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;41.67;3495.61;3495.61;3495.61
"2016 1/12 SAU";190018935;"Drevinukas lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;315.83;5297.99;5290.34;5290.34
"2016 1/12 SAU";190019122;"Atžalėlės lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;81.5;;;
"2016 1/12 SAU";190019275;"Beržynėlis lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;156;1998.66;1950.92;1950.92
"2016 1/12 SAU";190019318;"Mažylis lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;33.33;3182.81;3078.98;3078.98
"2016 1/12 SAU";190019460;"Salvija lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;140.75;300;300;300
"2016 1/12 SAU";190019841;"Kaštonas lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;1.58;;;
"2016 1/12 SAU";190019994;"Eglutė lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;133.83;1100;1100;1100
"2016 1/12 SAU";190020249;"Paslaptis lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;31.5;;;
"2016 1/12 SAU";190020434;"Bangelė lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;416.67;2564.63;2564.63;2564.63
"2016 1/12 SAU";190020587;"Markučių lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;142.08;900;895.69;895.69
"2016 1/12 SAU";190020815;"Vieversys lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;334.33;2890.12;2879.12;2879.12
"2016 1/12 SAU";190020968;"Rūta lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;246;;;
"2016 1/12 SAU";190021155;"Ramunėlė lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;395.75;2489.5;2489.5;2489.5
"2016 1/12 SAU";190021493;"Pipiras lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;320.67;1363.37;1363.37;1363.37
"2016 1/12 SAU";190021721;"Boružėlė lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;83.33;;;
"2016 1/12 SAU";190021874;"Pabiručiai lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;53.5;;;
"2016 1/12 SAU";190021917;"Pasaka lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;521.75;3998.11;3982.17;3982.17
"2016 1/12 SAU";190022061;"Saulutė darželis-mokykla";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;305.58;52.07;;
"2016 1/12 SAU";190022257;"Pelenė lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;166.67;2790.23;2790.23;2790.23
"2016 1/12 SAU";190022442;"Užupiukas lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;1700;6881.74;6845.35;6845.35
"2016 1/12 SAU";190022595;"Spygliukas lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;77.67;3799.67;3799.67;3799.67
"2016 1/12 SAU";190022780;"Pasakaitė lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;789.5;2999;2999;2999
"2016 1/12 SAU";190023010;"Lakštingala lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;376.42;4231.78;3945.29;3945.29
"2016 1/12 SAU";190023163;"Žolynėlis  specialusis lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;35.67;;;
"2016 1/12 SAU";190023359;"Želmenėliai lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;70.67;;;
"2016 1/12 SAU";190023544;"Vilnelė lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;271.5;;;
"2016 1/12 SAU";190023882;"Obelėlė lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;171.67;2687.78;2582.78;2582.78
"2016 1/12 SAU";190025214;"Giraitė lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;789.58;6934.79;5527.21;5527.21
"2016 1/12 SAU";190025552;"Smalsučiai lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;86;3496.06;3372.84;3372.84
"2016 1/12 SAU";190025890;"Pušaitė lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;650;12040.16;7210.81;7210.81
"2016 1/12 SAU";190026120;"Berželis darželis-mokykla";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;83.33;793.12;793.12;793.12
"2016 1/12 SAU";190026654;"Svajos darželis-mokykla";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;521.08;6238.29;6020.3;6020.3
"2016 1/12 SAU";190027037;"Delfinukas lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;314;6771.96;3853.75;3853.75
"2016 1/12 SAU";190027375;"Medynėlis lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;343.83;4198.82;4198.82;4198.82
"2016 1/12 SAU";190028139;"Lokiukas darželis-mokykla";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;333;5999.9;5356.96;5356.96
"2016 1/12 SAU";190028477;"Strazdelis lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;189.92;2497.09;2454.07;2454.07
"2016 1/12 SAU";190028858;"Prie pasakų parko lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;388.08;1197.09;1197.09;1197.09
"2016 1/12 SAU";190029045;"Jurginėlis lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;83.33;2492.68;2433.32;2433.32
"2016 1/12 SAU";190029383;"Gintarėlis lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;306.75;4586.14;4586.14;4586.14
"2016 1/12 SAU";190029611;"Puriena lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;144.75;;;
"2016 1/12 SAU";190030880;"Papartis lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;421.33;4699.67;4690.88;4690.88
"2016 1/12 SAU";190031110;"Aušrinė lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;69.33;;;
"2016 1/12 SAU";190031459;"Kodėlčiukas lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;581.58;492.41;492.41;492.41
"2016 1/12 SAU";190031797;"Bitutė lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;248.75;594.1;594.1;594.1
"2016 1/12 SAU";190031982;"Ozas lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;35.58;2196.03;2194.82;2194.82
"2016 1/12 SAU";190032212;"Žiedas lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;655;6093.98;6067.64;6067.64
"2016 1/12 SAU";190032365;"Aušros mokykla-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;45.58;;;
"2016 1/12 SAU";190032931;"Aitvaras lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;33;6695.18;6695.18;6695.18
"2016 1/12 SAU";190033271;"Gabijėlė lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;166.58;2499.17;2499.17;2499.17
"2016 1/12 SAU";190033314;"Sakalėlis lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;158;;;
"2016 1/12 SAU";190033848;"Vėrinėlis lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;393.25;4096.07;4096.07;4096.07
"2016 1/12 SAU";190033990;"Vandenis lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;393.08;1795.42;1795.42;1795.42
"2016 1/12 SAU";191221415;"Jaunųjų turistų centras";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;123.17;999.46;973.79;973.79
"2016 1/12 SAU";191317118;"Salininkų gimnazija";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;37.92;449.9;346.26;346.26
"2016 1/12 SAU";191317260;"Vilniaus Trakų Vokės gimnazija";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;74.67;264.98;264.98;264.98
"2016 1/12 SAU";191326124;"Salininkų lopšelis-darželis";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;299.75;4482.25;4137.57;4137.57
"2016 1/12 SAU";191662185;"Balio Dvariono dešimtmetė muzikos mokykla";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;2111.83;9591.31;8002.37;8002.37
"2016 1/12 SAU";191662228;"Naujosios Vilnios muzikos mokykla";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;1315.75;5996.91;5996.91;5996.91
"2016 1/12 SAU";191662370;"Broniaus Jonušo muzikos mokykla";64;01100201;01;09.08.01.01.;09;2.2.1.1.1.10.;4000145;1030000;483.17;988.75;988.75;988.75
