BIUDZETAS,ASIGNAVIMU_VALDYTOJAS,AV_DESCRIPTION,FIN_SALTINIS,FIN_DESCRIPTION,PRIEMONE,PRIEM_DESCRIPTION,PROGRAMA,PROG_DESCRIPTION,TIKSLAS,TIKSL_DESCRIPTION,FUNKCINE_KLAS,FUNK_DESCRIPTION,EKONOMINE_KLAS,EKON_DESCRIPTION,EKON_TIPAS,SAMATA,SAM_DESCRIPTION,PROG_VYKD,PROG_VYKD_DESCRIPTION,METINE_SUMA,I_KETV,II_KETV,III_KETV,IV_KETV
"2017 M VMS PROJ",191645111,"BĮ Vilniaus sutrikusio vystymosi kūdikių namai",01K2,"Savivaldybės biudžeto lėšos (pagal teisės aktus savivaldybėms perduotoms įstaigoms išlaikyti)",03010601,"Vilniaus sutrikusio vystymosi kūdykių namų išlaikymas",03,"Sveikatos apsauga",030106,"Vaikų neįgalumo raidos sutrikimų mažinimas, vaikų integracijos į visuomemę skatinimas",07.03.02.01.,"Specializuotų ligoninių paslaugos",2.2.1.1.1.20.2.,"Elektros energija",KITOS,6000555,"Vilniaus sutrikusio vystymosi kūdikių namų išlaikymas",188712831,"Socialinių reikalų ir sveikatos departamentas",10300,3000,2500,2800,2000
"2017 M VMS PROJ",191645111,"BĮ Vilniaus sutrikusio vystymosi kūdikių namai",01K2,"Savivaldybės biudžeto lėšos (pagal teisės aktus savivaldybėms perduotoms įstaigoms išlaikyti)",03010601,"Vilniaus sutrikusio vystymosi kūdykių namų išlaikymas",03,"Sveikatos apsauga",030106,"Vaikų neįgalumo raidos sutrikimų mažinimas, vaikų integracijos į visuomemę skatinimas",07.03.02.01.,"Specializuotų ligoninių paslaugos",2.2.1.1.1.7.,"Apranga ir patalynė",KITOS,6000555,"Vilniaus sutrikusio vystymosi kūdikių namų išlaikymas",188712831,"Socialinių reikalų ir sveikatos departamentas",4400,,1500,1500,1400
"2017 M VMS PROJ",191645111,"BĮ Vilniaus sutrikusio vystymosi kūdikių namai",01K2,"Savivaldybės biudžeto lėšos (pagal teisės aktus savivaldybėms perduotoms įstaigoms išlaikyti)",03010601,"Vilniaus sutrikusio vystymosi kūdykių namų išlaikymas",03,"Sveikatos apsauga",030106,"Vaikų neįgalumo raidos sutrikimų mažinimas, vaikų integracijos į visuomemę skatinimas",07.03.02.01.,"Specializuotų ligoninių paslaugos",2.2.1.1.1.16.,"Kvalifikacijos kėlimas",KITOS,6000555,"Vilniaus sutrikusio vystymosi kūdikių namų išlaikymas",188712831,"Socialinių reikalų ir sveikatos departamentas",12000,3000,3000,3000,3000
"2017 M VMS PROJ",191645111,"BĮ Vilniaus sutrikusio vystymosi kūdikių namai",01K2,"Savivaldybės biudžeto lėšos (pagal teisės aktus savivaldybėms perduotoms įstaigoms išlaikyti)",03010601,"Vilniaus sutrikusio vystymosi kūdykių namų išlaikymas",03,"Sveikatos apsauga",030106,"Vaikų neįgalumo raidos sutrikimų mažinimas, vaikų integracijos į visuomemę skatinimas",07.03.02.01.,"Specializuotų ligoninių paslaugos",3.1.1.3.1.2.,"Kitos mašinos ir įrenginiai",TURTUI,6000555,"Vilniaus sutrikusio vystymosi kūdikių namų išlaikymas",188712831,"Socialinių reikalų ir sveikatos departamentas",2300,2300,0,0,0
"2017 M VMS PROJ",191645111,"BĮ Vilniaus sutrikusio vystymosi kūdikių namai",01K2,"Savivaldybės biudžeto lėšos (pagal teisės aktus savivaldybėms perduotoms įstaigoms išlaikyti)",03010601,"Vilniaus sutrikusio vystymosi kūdykių namų išlaikymas",03,"Sveikatos apsauga",030106,"Vaikų neįgalumo raidos sutrikimų mažinimas, vaikų integracijos į visuomemę skatinimas",07.03.02.01.,"Specializuotų ligoninių paslaugos",2.2.1.1.1.20.3.,"Vandentiekis ir kanalizacija",KITOS,6000555,"Vilniaus sutrikusio vystymosi kūdikių namų išlaikymas",188712831,"Socialinių reikalų ir sveikatos departamentas",6100,1500,1500,1500,1600
"2017 M VMS PROJ",191645111,"BĮ Vilniaus sutrikusio vystymosi kūdikių namai",01K2,"Savivaldybės biudžeto lėšos (pagal teisės aktus savivaldybėms perduotoms įstaigoms išlaikyti)",03010601,"Vilniaus sutrikusio vystymosi kūdykių namų išlaikymas",03,"Sveikatos apsauga",030106,"Vaikų neįgalumo raidos sutrikimų mažinimas, vaikų integracijos į visuomemę skatinimas",07.03.02.01.,"Specializuotų ligoninių paslaugos",2.1.1.1.1.1.,"Darbo užmokestis pinigais",DU,6000555,"Vilniaus sutrikusio vystymosi kūdikių namų išlaikymas",188712831,"Socialinių reikalų ir sveikatos departamentas",890000,221500,229500,227700,211300
"2017 M VMS PROJ",191645111,"BĮ Vilniaus sutrikusio vystymosi kūdikių namai",01K2,"Savivaldybės biudžeto lėšos (pagal teisės aktus savivaldybėms perduotoms įstaigoms išlaikyti)",03010601,"Vilniaus sutrikusio vystymosi kūdykių namų išlaikymas",03,"Sveikatos apsauga",030106,"Vaikų neįgalumo raidos sutrikimų mažinimas, vaikų integracijos į visuomemę skatinimas",07.03.02.01.,"Specializuotų ligoninių paslaugos",2.2.1.1.1.6.,"Transporto išlaikymas",KITOS,6000555,"Vilniaus sutrikusio vystymosi kūdikių namų išlaikymas",188712831,"Socialinių reikalų ir sveikatos departamentas",5500,1300,1400,1400,1400
"2017 M VMS PROJ",191645111,"BĮ Vilniaus sutrikusio vystymosi kūdikių namai",01K2,"Savivaldybės biudžeto lėšos (pagal teisės aktus savivaldybėms perduotoms įstaigoms išlaikyti)",03010601,"Vilniaus sutrikusio vystymosi kūdykių namų išlaikymas",03,"Sveikatos apsauga",030106,"Vaikų neįgalumo raidos sutrikimų mažinimas, vaikų integracijos į visuomemę skatinimas",07.03.02.01.,"Specializuotų ligoninių paslaugos",3.1.1.3.1.1.,"Transporto priemonės",TURTUI,6000555,"Vilniaus sutrikusio vystymosi kūdikių namų išlaikymas",188712831,"Socialinių reikalų ir sveikatos departamentas",20000,,,,20000
"2017 M VMS PROJ",191645111,"BĮ Vilniaus sutrikusio vystymosi kūdikių namai",01K2,"Savivaldybės biudžeto lėšos (pagal teisės aktus savivaldybėms perduotoms įstaigoms išlaikyti)",03010601,"Vilniaus sutrikusio vystymosi kūdykių namų išlaikymas",03,"Sveikatos apsauga",030106,"Vaikų neįgalumo raidos sutrikimų mažinimas, vaikų integracijos į visuomemę skatinimas",07.03.02.01.,"Specializuotų ligoninių paslaugos",2.2.1.1.1.5.,"Ryšių paslaugos",KITOS,6000555,"Vilniaus sutrikusio vystymosi kūdikių namų išlaikymas",188712831,"Socialinių reikalų ir sveikatos departamentas",3300,800,900,800,800
"2017 M VMS PROJ",191645111,"BĮ Vilniaus sutrikusio vystymosi kūdikių namai",01K2,"Savivaldybės biudžeto lėšos (pagal teisės aktus savivaldybėms perduotoms įstaigoms išlaikyti)",03010601,"Vilniaus sutrikusio vystymosi kūdykių namų išlaikymas",03,"Sveikatos apsauga",030106,"Vaikų neįgalumo raidos sutrikimų mažinimas, vaikų integracijos į visuomemę skatinimas",07.03.02.01.,"Specializuotų ligoninių paslaugos",2.1.2.1.1.1.,"Socialinio draudimo įmokos",KITOS,6000555,"Vilniaus sutrikusio vystymosi kūdikių namų išlaikymas",188712831,"Socialinių reikalų ir sveikatos departamentas",275700,68600,71000,70500,65600
"2017 M VMS PROJ",191645111,"BĮ Vilniaus sutrikusio vystymosi kūdikių namai",01K2,"Savivaldybės biudžeto lėšos (pagal teisės aktus savivaldybėms perduotoms įstaigoms išlaikyti)",03010601,"Vilniaus sutrikusio vystymosi kūdykių namų išlaikymas",03,"Sveikatos apsauga",030106,"Vaikų neįgalumo raidos sutrikimų mažinimas, vaikų integracijos į visuomemę skatinimas",07.03.02.01.,"Specializuotų ligoninių paslaugos",2.2.1.1.1.10.,"Kitos prekės",KITOS,6000555,"Vilniaus sutrikusio vystymosi kūdikių namų išlaikymas",188712831,"Socialinių reikalų ir sveikatos departamentas",13200,3300,3300,3300,3300
"2017 M VMS PROJ",191645111,"BĮ Vilniaus sutrikusio vystymosi kūdikių namai",01K2,"Savivaldybės biudžeto lėšos (pagal teisės aktus savivaldybėms perduotoms įstaigoms išlaikyti)",03010601,"Vilniaus sutrikusio vystymosi kūdykių namų išlaikymas",03,"Sveikatos apsauga",030106,"Vaikų neįgalumo raidos sutrikimų mažinimas, vaikų integracijos į visuomemę skatinimas",07.03.02.01.,"Specializuotų ligoninių paslaugos",2.7.3.1.1.1.,"Darbdavių socialinė parama pinigais",KITOS,6000555,"Vilniaus sutrikusio vystymosi kūdikių namų išlaikymas",188712831,"Socialinių reikalų ir sveikatos departamentas",3000,1500,1500,0,0
"2017 M VMS PROJ",191645111,"BĮ Vilniaus sutrikusio vystymosi kūdikių namai",01K2,"Savivaldybės biudžeto lėšos (pagal teisės aktus savivaldybėms perduotoms įstaigoms išlaikyti)",03010601,"Vilniaus sutrikusio vystymosi kūdykių namų išlaikymas",03,"Sveikatos apsauga",030106,"Vaikų neįgalumo raidos sutrikimų mažinimas, vaikų integracijos į visuomemę skatinimas",07.03.02.01.,"Specializuotų ligoninių paslaugos",2.2.1.1.1.20.1.,Šildymas,KITOS,6000555,"Vilniaus sutrikusio vystymosi kūdikių namų išlaikymas",188712831,"Socialinių reikalų ir sveikatos departamentas",25200,12200,3000,5000,5000
"2017 M VMS PROJ",191645111,"BĮ Vilniaus sutrikusio vystymosi kūdikių namai",01K2,"Savivaldybės biudžeto lėšos (pagal teisės aktus savivaldybėms perduotoms įstaigoms išlaikyti)",03010601,"Vilniaus sutrikusio vystymosi kūdykių namų išlaikymas",03,"Sveikatos apsauga",030106,"Vaikų neįgalumo raidos sutrikimų mažinimas, vaikų integracijos į visuomemę skatinimas",07.03.02.01.,"Specializuotų ligoninių paslaugos",2.2.1.1.1.30.K.,"kitos išlaidos",KITOS,6000555,"Vilniaus sutrikusio vystymosi kūdikių namų išlaikymas",188712831,"Socialinių reikalų ir sveikatos departamentas",8000,2000,2000,2000,2000
"2017 M VMS PROJ",191645111,"BĮ Vilniaus sutrikusio vystymosi kūdikių namai",01K2,"Savivaldybės biudžeto lėšos (pagal teisės aktus savivaldybėms perduotoms įstaigoms išlaikyti)",03010601,"Vilniaus sutrikusio vystymosi kūdykių namų išlaikymas",03,"Sveikatos apsauga",030106,"Vaikų neįgalumo raidos sutrikimų mažinimas, vaikų integracijos į visuomemę skatinimas",07.03.02.01.,"Specializuotų ligoninių paslaugos",2.2.1.1.1.20.4.,"Šiukšlių išvežimas",KITOS,6000555,"Vilniaus sutrikusio vystymosi kūdikių namų išlaikymas",188712831,"Socialinių reikalų ir sveikatos departamentas",2400,600,600,600,600
"2017 M VMS PROJ",191645111,"BĮ Vilniaus sutrikusio vystymosi kūdikių namai",01,"Savivaldybės biudžeto lėšos",03010601,"Vilniaus sutrikusio vystymosi kūdykių namų išlaikymas",03,"Sveikatos apsauga",030106,"Vaikų neįgalumo raidos sutrikimų mažinimas, vaikų integracijos į visuomemę skatinimas",07.06.01.02.,"Kitos sveikatos priežiūros funkcijos",2.8.1.1.1.2.,"Kitiems einamiesiems tikslams",KITOS,6000747,"Vilniaus sutrikusio vystymosi kūdikių namų išlaikymas (Savivaldybės biudžeto lėšos)",188712831,"Socialinių reikalų ir sveikatos departamentas",131100,26100,35000,35000,35000
"2017 M VMS PROJ",191645111,"BĮ Vilniaus sutrikusio vystymosi kūdikių namai",01K2,"Savivaldybės biudžeto lėšos (pagal teisės aktus savivaldybėms perduotoms įstaigoms išlaikyti)",03010601,"Vilniaus sutrikusio vystymosi kūdykių namų išlaikymas",03,"Sveikatos apsauga",030106,"Vaikų neįgalumo raidos sutrikimų mažinimas, vaikų integracijos į visuomemę skatinimas",07.03.02.01.,"Specializuotų ligoninių paslaugos",2.2.1.1.1.1.,Mityba,KITOS,6000555,"Vilniaus sutrikusio vystymosi kūdikių namų išlaikymas",188712831,"Socialinių reikalų ir sveikatos departamentas",46800,11900,11900,11900,11100
"2017 M VMS PROJ",188710061,Administracija,01,"Savivaldybės biudžeto lėšos",12020502,"Vykdyti turizmo rinkų tyrimus ir analizes",12,"Turizmo plėtra",120205,"Vykdyti Vilniaus turizmo sektoriaus stebėseną",04.07.03.01.,"Turizmo plėtra, turizmo politikos formavimas",2.2.1.1.1.30.L.,"kitos išlaidos",KITOS,8000076,"Turizmo tyrimai ir analizė",188710061,"Savivaldybės administracija",10000,,3000,3000,4000
"2017 M VMS PROJ",191665142," vaikų ir jaunimo klubas ""Antakalnis""",20,"Savivaldybės biudžeto lėšos (Specialiosios programos lėšos/ lėšų už paslaugas surinkimas ir panaudojimas)",04010201,"Mokamų paslaugų teikimas  ir lėšų panaudojimas, tėvų mokesčio surinkimas jaunimo politiką įgyvendinančiose įstaigose",04,"Vaikų ir jaunimo socializacija",040102,"Sukurti nuolatinę jaunimo, formalių ir neformalių jaunimo grupių informavimo, stebėsenos ir paramos sistemą, užtikrinti tarpžinybinį bendradarbiavimą tarp įvairių viešosios politikos sričių",09.08.01.02.,"Kiti jokiai grupei nepriskirti su švietimu susiję reikalai",2.2.1.1.1.10.,"Kitos prekės",KITOS,1000151,"Tėvų mokesčio surinkimas jaunimo politiką  įgyvendinančiose įstaigose",188710061,"Savivaldybės administracija",2500,600,1100,300,500
"2017 M VMS PROJ",191663287,"Moksleivių sveikatos centras",20,"Savivaldybės biudžeto lėšos (Specialiosios programos lėšos/ lėšų už paslaugas surinkimas ir panaudojimas)",04010201,"Mokamų paslaugų teikimas  ir lėšų panaudojimas, tėvų mokesčio surinkimas jaunimo politiką įgyvendinančiose įstaigose",04,"Vaikų ir jaunimo socializacija",040102,"Sukurti nuolatinę jaunimo, formalių ir neformalių jaunimo grupių informavimo, stebėsenos ir paramos sistemą, užtikrinti tarpžinybinį bendradarbiavimą tarp įvairių viešosios politikos sričių",09.05.01.01.,"Neformalusis vaikų švietimas",2.2.1.1.1.5.,"Ryšių paslaugos",KITOS,1000156,"Tėvų mokesčio surinkimas neformaliojo švietimo įstaigose",188710061,"Savivaldybės administracija",600,200,100,200,100
"2017 M VMS PROJ",191664574," vaikų ir jaunimo klubas ""Liepsnelė""",20,"Savivaldybės biudžeto lėšos (Specialiosios programos lėšos/ lėšų už paslaugas surinkimas ir panaudojimas)",04010201,"Mokamų paslaugų teikimas  ir lėšų panaudojimas, tėvų mokesčio surinkimas jaunimo politiką įgyvendinančiose įstaigose",04,"Vaikų ir jaunimo socializacija",040102,"Sukurti nuolatinę jaunimo, formalių ir neformalių jaunimo grupių informavimo, stebėsenos ir paramos sistemą, užtikrinti tarpžinybinį bendradarbiavimą tarp įvairių viešosios politikos sričių",09.05.01.01.,"Neformalusis vaikų švietimas",2.2.1.1.1.10.,"Kitos prekės",KITOS,1000156,"Tėvų mokesčio surinkimas neformaliojo švietimo įstaigose",188710061,"Savivaldybės administracija",1000,200,200,300,300
"2017 M VMS PROJ",191664193," vaikų ir jaunimo klubas ""Verdenė""",20,"Savivaldybės biudžeto lėšos (Specialiosios programos lėšos/ lėšų už paslaugas surinkimas ir panaudojimas)",04010201,"Mokamų paslaugų teikimas  ir lėšų panaudojimas, tėvų mokesčio surinkimas jaunimo politiką įgyvendinančiose įstaigose",04,"Vaikų ir jaunimo socializacija",040102,"Sukurti nuolatinę jaunimo, formalių ir neformalių jaunimo grupių informavimo, stebėsenos ir paramos sistemą, užtikrinti tarpžinybinį bendradarbiavimą tarp įvairių viešosios politikos sričių",09.05.01.01.,"Neformalusis vaikų švietimas",2.1.1.1.1.1.,"Darbo užmokestis pinigais",DU,1000156,"Tėvų mokesčio surinkimas neformaliojo švietimo įstaigose",188710061,"Savivaldybės administracija",2000,500,500,500,500
"2017 M VMS PROJ",191664193," vaikų ir jaunimo klubas ""Verdenė""",20,"Savivaldybės biudžeto lėšos (Specialiosios programos lėšos/ lėšų už paslaugas surinkimas ir panaudojimas)",04010201,"Mokamų paslaugų teikimas  ir lėšų panaudojimas, tėvų mokesčio surinkimas jaunimo politiką įgyvendinančiose įstaigose",04,"Vaikų ir jaunimo socializacija",040102,"Sukurti nuolatinę jaunimo, formalių ir neformalių jaunimo grupių informavimo, stebėsenos ir paramos sistemą, užtikrinti tarpžinybinį bendradarbiavimą tarp įvairių viešosios politikos sričių",09.05.01.01.,"Neformalusis vaikų švietimas",2.2.1.1.1.30.L.,"kitos išlaidos",KITOS,1000156,"Tėvų mokesčio surinkimas neformaliojo švietimo įstaigose",188710061,"Savivaldybės administracija",5600,800,4800,0,0
"2017 M VMS PROJ",191664389," vaikų ir jaunimo klubas ""Meteoras""",20,"Savivaldybės biudžeto lėšos (Specialiosios programos lėšos/ lėšų už paslaugas surinkimas ir panaudojimas)",04010201,"Mokamų paslaugų teikimas  ir lėšų panaudojimas, tėvų mokesčio surinkimas jaunimo politiką įgyvendinančiose įstaigose",04,"Vaikų ir jaunimo socializacija",040102,"Sukurti nuolatinę jaunimo, formalių ir neformalių jaunimo grupių informavimo, stebėsenos ir paramos sistemą, užtikrinti tarpžinybinį bendradarbiavimą tarp įvairių viešosios politikos sričių",09.05.01.01.,"Neformalusis vaikų švietimas",2.2.1.1.1.16.,"Kvalifikacijos kėlimas",KITOS,1000156,"Tėvų mokesčio surinkimas neformaliojo švietimo įstaigose",188710061,"Savivaldybės administracija",200,100,0,100,0
"2017 M VMS PROJ",191665295," vaikų ir jaunimo klubas ""Ąžuoliukas""",20,"Savivaldybės biudžeto lėšos (Specialiosios programos lėšos/ lėšų už paslaugas surinkimas ir panaudojimas)",04010201,"Mokamų paslaugų teikimas  ir lėšų panaudojimas, tėvų mokesčio surinkimas jaunimo politiką įgyvendinančiose įstaigose",04,"Vaikų ir jaunimo socializacija",040102,"Sukurti nuolatinę jaunimo, formalių ir neformalių jaunimo grupių informavimo, stebėsenos ir paramos sistemą, užtikrinti tarpžinybinį bendradarbiavimą tarp įvairių viešosios politikos sričių",09.05.01.01.,"Neformalusis vaikų švietimas",2.2.1.1.1.10.,"Kitos prekės",KITOS,1000156,"Tėvų mokesčio surinkimas neformaliojo švietimo įstaigose",188710061,"Savivaldybės administracija",2200,400,1000,300,500
"2017 M VMS PROJ",191665295," vaikų ir jaunimo klubas ""Ąžuoliukas""",20,"Savivaldybės biudžeto lėšos (Specialiosios programos lėšos/ lėšų už paslaugas surinkimas ir panaudojimas)",04010201,"Mokamų paslaugų teikimas  ir lėšų panaudojimas, tėvų mokesčio surinkimas jaunimo politiką įgyvendinančiose įstaigose",04,"Vaikų ir jaunimo socializacija",040102,"Sukurti nuolatinę jaunimo, formalių ir neformalių jaunimo grupių informavimo, stebėsenos ir paramos sistemą, užtikrinti tarpžinybinį bendradarbiavimą tarp įvairių viešosios politikos sričių",09.05.01.01.,"Neformalusis vaikų švietimas",2.2.1.1.1.16.,"Kvalifikacijos kėlimas",KITOS,1000156,"Tėvų mokesčio surinkimas neformaliojo švietimo įstaigose",188710061,"Savivaldybės administracija",100,100,0,0,0
"2017 M VMS PROJ",190011385," Naujosios Vilnios moksleivių kūrybos namai",20,"Savivaldybės biudžeto lėšos (Specialiosios programos lėšos/ lėšų už paslaugas surinkimas ir panaudojimas)",04010201,"Mokamų paslaugų teikimas  ir lėšų panaudojimas, tėvų mokesčio surinkimas jaunimo politiką įgyvendinančiose įstaigose",04,"Vaikų ir jaunimo socializacija",040102,"Sukurti nuolatinę jaunimo, formalių ir neformalių jaunimo grupių informavimo, stebėsenos ir paramos sistemą, užtikrinti tarpžinybinį bendradarbiavimą tarp įvairių viešosios politikos sričių",09.05.01.01.,"Neformalusis vaikų švietimas",2.2.1.1.1.14.,"Ilgalaikio materialiojo ir nematerialiojo turto nuoma",KITOS,1000156,"Tėvų mokesčio surinkimas neformaliojo švietimo įstaigose",188710061,"Savivaldybės administracija",300,100,0,200,0
"2017 M VMS PROJ",190011385," Naujosios Vilnios moksleivių kūrybos namai",20,"Savivaldybės biudžeto lėšos (Specialiosios programos lėšos/ lėšų už paslaugas surinkimas ir panaudojimas)",04010201,"Mokamų paslaugų teikimas  ir lėšų panaudojimas, tėvų mokesčio surinkimas jaunimo politiką įgyvendinančiose įstaigose",04,"Vaikų ir jaunimo socializacija",040102,"Sukurti nuolatinę jaunimo, formalių ir neformalių jaunimo grupių informavimo, stebėsenos ir paramos sistemą, užtikrinti tarpžinybinį bendradarbiavimą tarp įvairių viešosios politikos sričių",09.05.01.01.,"Neformalusis vaikų švietimas",2.2.1.1.1.16.,"Kvalifikacijos kėlimas",KITOS,1000156,"Tėvų mokesčio surinkimas neformaliojo švietimo įstaigose",188710061,"Savivaldybės administracija",300,,,100,200
