DEPARTAMENTAS;SUTARTIES_TIPAS;SUTARTIES_NUMERIS;SUDARYMO_METAI;SUTARTIES_PRADZIOS_DATA;SUTARTIES_PABAIGOS_DATA;TIEKEJAS;TIEKEJO_KODAS;SUTARTIES_APRASAS;SUTARTIES_SUMA;SISTEMINIS_NUMERIS;
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"A700-74-(1.9-SSD-0)";"2007";"30-MAY-07";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"6500";"587";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"A700-74-(1.9-SSD-0)";"2007";"30-MAY-07";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"374.11";"588";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"A700-74-(1.9-SSD-0)";"2007";"30-MAY-07";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"2822";"589";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"A700-74-(1.9-SSD-0)";"2007";"30-MAY-07";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"882.07";"593";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"A700-74-(1.9-SSD-0)";"2007";"30-MAY-07";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"60";"590";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"A700-74-(1.9-SSD-0)";"2007";"30-MAY-07";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"6500";"591";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"A700-74-(1.9-SSD-0)";"2007";"30-MAY-07";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"2080.1";"592";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"A700-74-(1.9-SSD-0)";"2007";"30-MAY-07";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"6500";"594";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"A700-99-(1.9-SSD-0)";"2007";"11-JUL-07";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"810.43";"595";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"A700-99-(1.9-SSD-0)";"2007";"11-JUL-07";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"2432";"596";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"A700-99-(1.9-SSD-0)";"2007";"11-JUL-07";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"6500";"597";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"A700-99-(1.9-SSD-0)";"2007";"11-JUL-07";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"6500";"598";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"A700-99-(1.9-SSD-0)";"2007";"11-JUL-07";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"1226.63";"599";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"A700-99-(1.9-SSD-0)";"2007";"11-JUL-07";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"19.01";"600";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"A700-99-(1.9-SSD-0)";"2007";"11-JUL-07";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"3306.01";"601";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"A700-99-(1.9-SSD-0)";"2007";"11-JUL-07";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"6500";"602";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"A700-99-(1.9-SSD-0)";"2007";"11-JUL-07";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"2727";"603";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"A700-99-(1.9-SSD-0)";"2007";"11-JUL-07";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"717.05";"604";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"A700-99-(1.9-SSD-0)";"2007";"11-JUL-07";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"658";"605";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"A700-99-(1.9-SSD-0)";"2007";"11-JUL-07";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"3688.6";"606";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"A700-99-(1.9-SSD-0)";"2007";"11-JUL-07";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"5581.5";"607";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"A700-99-(1.9-SSD-0)";"2007";"11-JUL-07";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"6500";"608";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"A700-99-(1.9-SSD-0)";"2007";"11-JUL-07";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"224";"609";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"A700-99-(1.9-SSD-0)";"2007";"11-JUL-07";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"6500";"610";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"A700-99-(1.9-SSD-0)";"2007";"11-JUL-07";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"640.81";"614";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"A700-99-(1.9-SSD-0)";"2007";"11-JUL-07";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"659";"611";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"A700-99-(1.9-SSD-0)";"2007";"11-JUL-07";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"501";"612";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"A700-99-(1.9-SSD-0)";"2007";"11-JUL-07";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"5980";"613";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"A700-99-(1.9-SSD-0)";"2007";"11-JUL-07";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"26.8";"615";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"A700-99-(1.9-SSD-0)";"2007";"11-JUL-07";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"6500";"616";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"A701-175(1.9-SSD-0)";"2007";"27-JUL-07";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"6500";"617";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"A701-175(1.9-SSD-0)";"2007";"27-JUL-07";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"7.96";"618";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"A701-175(1.9-SSD-0)";"2007";"27-JUL-07";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"67";"619";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"A701-175(1.9-SSD-0)";"2007";"27-JUL-07";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"28.04";"620";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"A701-175(1.9-SSD-0)";"2007";"27-JUL-07";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"6500";"621";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"A701-175(1.9-SSD-0)";"2007";"27-JUL-07";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"6500";"622";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"A701-175(1.9-SSD-0)";"2007";"27-JUL-07";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"1205.33";"623";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"A701-175(1.9-SSD-0)";"2007";"27-JUL-07";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"2262";"624";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"A701-175(1.9-SSD-0)";"2007";"27-JUL-07";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"821";"625";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"A701-175(1.9-SSD-0)";"2007";"27-JUL-07";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"1063.99";"626";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"A700-110(1.9-SSD-0)";"2007";"14-AUG-07";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"6500";"627";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"A700-110(1.9-SSD-0)";"2007";"14-AUG-07";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"2";"628";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"A700-110(1.9-SSD-0)";"2007";"14-AUG-07";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"1820";"629";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"A700-110(1.9-SSD-0)";"2007";"14-AUG-07";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"6500";"630";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"A700-110(1.9-SSD-0)";"2007";"14-AUG-07";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"6500";"631";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"A700-123(1.9-SSD-0)";"2007";"31-AUG-07";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"53";"635";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"A700-110(1.9-SSD-0)";"2007";"14-AUG-07";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"57.86";"632";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"A700-110(1.9-SSD-0)";"2007";"14-AUG-07";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"3129";"633";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"A700-123(1.9-SSD-0)";"2007";"31-AUG-07";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"23.01";"634";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"A700-123(1.9-SSD-0)";"2007";"31-AUG-07";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"2415.18";"636";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"A700-123(1.9-SSD-0)";"2007";"31-AUG-07";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"196";"637";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"A700-134(1.9-SSD-0)";"2007";"26-SEP-07";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"6500";"638";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"A700-134(1.9-SSD-0)";"2007";"26-SEP-07";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"2";"639";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"A700-134(1.9-SSD-0)";"2007";"26-SEP-07";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"6500";"640";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"A700-134(1.9-SSD-0)";"2007";"26-SEP-07";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"898.17";"641";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"A700-134(1.9-SSD-0)";"2007";"26-SEP-07";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"875";"642";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"A700-134(1.9-SSD-0)";"2007";"26-SEP-07";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"6082.2";"643";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"A700-134(1.9-SSD-0)";"2007";"26-SEP-07";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"54";"644";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"A700-134(1.9-SSD-0)";"2007";"26-SEP-07";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"121.1";"645";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"A700-156(1.9-SSD-0)";"2007";"30-OCT-07";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"146.49";"646";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"A700-156(1.9-SSD-0)";"2007";"30-OCT-07";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"6500";"647";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"A700-156(1.9-SSD-0)";"2007";"30-OCT-07";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"31.11";"648";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"A700-156(1.9-SSD-0)";"2007";"30-OCT-07";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"20.25";"649";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"A700-156(1.9-SSD-0)";"2007";"30-OCT-07";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"3244.01";"650";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"A700-156(1.9-SSD-0)";"2007";"30-OCT-07";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"752.97";"651";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"A700-162(1.9-SR.)";"2007";"13-NOV-07";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"6500";"652";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"A700-162(1.9-SR.)";"2007";"13-NOV-07";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"11.97";"653";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"A700-162(1.9-SR.)";"2007";"13-NOV-07";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"6500";"654";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"A700-162(1.9-SR.)";"2007";"13-NOV-07";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"6500";"655";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"A700-162(1.9-SR.)";"2007";"13-NOV-07";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"1330.82";"656";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"A700-162(1.9-SR.)";"2007";"13-NOV-07";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"157";"657";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"A700-162(1.9-SR.)";"2007";"13-NOV-07";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"395.34";"658";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"01A-60-919";"2003";"07-OCT-03";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"348.21";"874";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"01A-60-955";"2003";"21-OCT-03";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"242";"875";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"01A-60-955";"2003";"21-OCT-03";"31-DEC-14";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"592.32";"876";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"01A-60-1198";"2003";"18-DEC-03";"31-DEC-14";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"196.53";"877";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"01A-60-1198";"2003";"18-DEC-03";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"1.3";"878";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"01A-60-1198";"2003";"18-DEC-03";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"24";"879";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"01A-60-1198";"2003";"18-DEC-03";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"159";"880";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"01A-60-1198";"2003";"18-DEC-03";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"6250";"881";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"40-67";"2004";"27-JAN-04";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"2382";"882";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"40-67";"2004";"27-JAN-04";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"1.36";"883";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"40-67";"2004";"27-JAN-04";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"355.27";"884";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"40-67";"2004";"27-JAN-04";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"62";"885";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"40-67";"2004";"27-JAN-04";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"133.71";"886";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"40-286";"2004";"31-MAR-04";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"158.71";"887";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"40-286";"2004";"31-MAR-04";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"282";"888";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"40-286";"2004";"31-MAR-04";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"71";"889";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"40-286";"2004";"31-MAR-04";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"106";"890";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"40-286";"2004";"31-MAR-04";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"16.63";"891";
"Vilniaus miesto savivaldybės administracijos Turto departamentas";"Kiti pirkimai";"A68-23";"2008";"19-NOV-08";"19-DEC-09";"Švytėjimas, UAB";"123017127";"Nuo 2008-12-20 iki 2009-12-19";"";"71";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"40-286";"2004";"31-MAR-04";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"1";"892";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"40-426";"2004";"30-APR-04";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"6250";"893";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"40-426";"2004";"30-APR-04";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"254.68";"894";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"40-426";"2004";"30-APR-04";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"642.02";"895";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"40-426";"2004";"30-APR-04";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"12.59";"896";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"40-426";"2004";"30-APR-04";"31-DEC-14";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"1061.07";"897";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"40-624";"2004";"11-JUN-04";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"53.89";"898";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"40-624";"2004";"11-JUN-04";"31-DEC-14";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"582";"899";
