DEPARTAMENTAS;SUTARTIES_TIPAS;SUTARTIES_NUMERIS;SUDARYMO_METAI;SUTARTIES_PRADZIOS_DATA;SUTARTIES_PABAIGOS_DATA;TIEKEJAS;TIEKEJO_KODAS;SUTARTIES_APRASAS;SUTARTIES_SUMA;SISTEMINIS_NUMERIS;
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"324";"2000";"22-MAY-00";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"85";"44";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"324";"2000";"22-MAY-00";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";".01";"45";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"467";"2000";"02-AUG-00";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";".29";"46";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"467";"2000";"02-AUG-00";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"63.9";"47";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"490";"2000";"24-AUG-00";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";".95";"48";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"490";"2000";"24-AUG-00";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";".49";"49";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"490";"2000";"24-AUG-00";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"4600";"50";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"490";"2000";"24-AUG-00";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"7";"51";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"580";"2000";"16-OCT-00";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"152";"52";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"580";"2000";"16-OCT-00";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"98";"53";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"580";"2000";"16-OCT-00";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"114.2";"54";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"608";"2000";"31-OCT-00";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"12.35";"55";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"608";"2000";"31-OCT-00";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"355.5";"56";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"608";"2000";"31-OCT-00";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"1214";"57";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"608";"2000";"31-OCT-00";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"29.04";"58";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"608";"2000";"31-OCT-00";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"11";"59";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"608";"2000";"31-OCT-00";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"10";"60";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"608";"2000";"31-OCT-00";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"56.9";"61";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"608";"2000";"31-OCT-00";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"6250";"62";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"608";"2000";"31-OCT-00";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"299.88";"63";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"494";"2002";"19-AUG-02";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"20.29";"109";
"Vilniaus miesto savivaldybės administracijos Finansų valdymo ir apskaitos departamentas";"Kiti pirkimai";"Nr.14-9-41";"2004";"10-JUN-04";"10-JUN-20";"Valstybinė mokesčių inspekcija prie LRFM";"188659752";"Mokestinės paskolos sutartis";"750030";"2";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"124";"2002";"06-MAR-02";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"6250";"102";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"124";"2002";"06-MAR-02";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"6250";"103";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"124";"2002";"06-MAR-02";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"6250";"104";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"252";"2002";"23-APR-02";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"27.65";"105";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"252";"2002";"23-APR-02";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"3913";"106";
"Vilniaus miesto savivaldybės administracijos Finansų valdymo ir apskaitos departamentas";"Kiti pirkimai";"Nr. 64-2";"2005";"29-APR-05";"";"nuasmeninta";"nuasmeninta";"Miesto kredito reitingo sutartis";"68000";"3";
"Vilniaus miesto savivaldybės administracijos Finansų valdymo ir apskaitos departamentas";"Kiti pirkimai";"A71-14(3.15-EKD-2)";"2007";"06-FEB-07";"01-APR-07";"Lukrecijos reklama, UAB";"123918285";"paslaugų teikimo sutartis Nr. A71-14(3.15-EKD-2)";"600000";"5";
"Vilniaus miesto savivaldybės administracijos Finansų valdymo ir apskaitos departamentas";"Kiti pirkimai";"A71-14(3.15-EKD-2)";"2007";"06-FEB-07";"06-FEB-10";"Lukrecijos reklama, UAB";"123918285";"paslaugų teikimo sutartis Nr. A71-14(3.15-EKD-2)";"600000";"6";
"Vilniaus miesto savivaldybės administracijos Finansų valdymo ir apskaitos departamentas";"Kiti pirkimai";"A71-21(3.15-EKD-2)";"2007";"26-FEB-07";"06-FEB-10";"Lukrecijos reklama, UAB";"123918285";"paslaugų teikimo sutartis Nr. A71-21(3.15-EKD-2)";"300084.95";"7";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"252";"2002";"23-APR-02";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"291.99";"107";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"457";"2002";"25-JUL-02";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"39.01";"108";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"494";"2002";"19-AUG-02";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"4261";"110";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"494";"2002";"19-AUG-02";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"257.6";"111";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"494";"2002";"19-AUG-02";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"276.28";"112";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"724";"2002";"08-NOV-02";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"1419.72";"113";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"724";"2002";"08-NOV-02";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"357.87";"114";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"724";"2002";"08-NOV-02";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"1373";"115";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"724";"2002";"08-NOV-02";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"2.36";"116";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"724";"2002";"08-NOV-02";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"231";"117";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"724";"2002";"08-NOV-02";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"138.91";"118";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"724";"2002";"08-NOV-02";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"2771.67";"119";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"14";"2003";"08-JAN-03";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"79.01";"120";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"14";"2003";"08-JAN-03";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"1054.3";"121";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"01A-53-189";"2003";"24-FEB-03";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"250";"128";
"Vilniaus miesto savivaldybės administracijos Finansų valdymo ir apskaitos departamentas";"Kiti pirkimai";"A64-29(16.31-ADM-10)";"2007";"19-APR-07";"19-APR-10";"Sapnu sala";"122014943";"Paslaugų teikimo sutartis Nr. A64-29(16.31-ADM-10)";"50662.08";"4";
"Vilniaus miesto savivaldybės administracijos Finansų valdymo ir apskaitos departamentas";"Kiti pirkimai";"Nr.64";"2003";"11-FEB-03";"11-FEB-20";"UniCredit Bank AS LT";"300631470";"Reikalavimo-perleidimo sutartis";"10192000";"1";
"Vilniaus miesto savivaldybės administracijos Turto departamentas";"Kiti pirkimai";"2";"2008";"25-JUL-08";"01-JUL-07";"166-oji DNSB";"2479913";"Dėl remonto";"";"52";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"14";"2003";"08-JAN-03";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"32.97";"122";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"14";"2003";"08-JAN-03";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"12.47";"123";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"14";"2003";"08-JAN-03";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"3.77";"124";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"14";"2003";"08-JAN-03";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"750.7";"125";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"14";"2003";"08-JAN-03";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"6250";"126";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"14";"2003";"08-JAN-03";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"6250";"127";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"01A-60-238";"2003";"29-APR-03";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"10.7";"129";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"01A-60-238";"2003";"29-APR-03";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"6250";"130";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"01A-60-238";"2003";"29-APR-03";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"45.74";"131";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"01A-60-238";"2003";"29-APR-03";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"54";"132";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"01A-60-238";"2003";"29-APR-03";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"1196.2";"133";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"01A-60-238";"2003";"29-APR-03";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"660.32";"134";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"01A-60-349";"2003";"16-MAY-03";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"2658.66";"135";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"01A-60-349";"2003";"16-MAY-03";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"853.42";"136";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"01A-60-349";"2003";"16-MAY-03";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"3866.59";"137";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"01A-60-349";"2003";"16-MAY-03";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"38";"138";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"01A-60-349";"2003";"16-MAY-03";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"769.91";"139";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"01A-60-349";"2003";"16-MAY-03";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"83.82";"140";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"01A-60-631";"2003";"15-JUL-03";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"814.03";"148";
"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";"A68-6(6.50-ADM-2)";"2008";"20-FEB-08";"20-FEB-09";"Gevanta, UAB";"124210175";"Darbo saugos priemonės";"5600";"1";
"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";"A68-7(6.50-ADM-2)";"2008";"27-FEB-08";"27-FEB-09";"Vejuva";"123552749";"Darbo įrankiai ir priemonės";"10000";"2";
"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";"A169-1(16.32-ADM-10)";"2007";"01-FEB-07";"01-FEB-10";"Lukoil Baltija, UAB";"110441713";"Kuro įsigijimas";"";"6";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"01A-60-349";"2003";"16-MAY-03";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"920";"141";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"01A-60-417";"2003";"29-MAY-03";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"2930.05";"142";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"01A-60-417";"2003";"29-MAY-03";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"6250";"143";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"01A-60-417";"2003";"29-MAY-03";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"1";"144";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"01A-60-417";"2003";"29-MAY-03";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"5290";"145";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"01A-60-417";"2003";"29-MAY-03";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"587.1";"146";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"01A-60-583";"2003";"30-JUN-03";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"250";"147";
"Vilniaus miesto savivaldybės kultūros ir ugdymo departamentas";"Kiti pirkimai";"A72-79-(1.12-KL5)";"2008";"26-FEB-08";"31-DEC-08";"Vilniaus paslaugų verslo darbuotojų profesinio rengimo centras";"291829870";"";"100000";"1";
"Vilniaus miesto savivaldybės kultūros ir ugdymo departamentas";"Kiti pirkimai";"A72-97-(1.12-KL5)";"2008";"29-FEB-08";"31-DEC-08";"Čiurlionio menų mokykla";"111966952";"";"3500";"2";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"01A-60-631";"2003";"15-JUL-03";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"239.96";"149";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"01A-60-631";"2003";"15-JUL-03";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"9.33";"150";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"01A-60-631";"2003";"15-JUL-03";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"46";"151";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"01A-60-631";"2003";"15-JUL-03";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"398.4";"152";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"01A-60-631";"2003";"15-JUL-03";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"6250";"153";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"01A-60-847";"2003";"18-SEP-03";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"2457";"154";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"01A-60-847";"2003";"18-SEP-03";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"168";"155";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"01A-60-847";"2003";"18-SEP-03";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"11";"156";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"01A-60-847";"2003";"18-SEP-03";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"6250";"157";
"Vilniaus miesto savivaldybės miesto plėtros departamentas";"Viešasis pirkimas";"A64-7";"2007";"16-OCT-07";"";"Geologijos ir geografijos institutas";"111967335";"";"42379.66";"25";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"738";"2000";"29-DEC-00";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"39.97";"64";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"738";"2000";"29-DEC-00";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"993";"65";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"132";"2001";"28-FEB-01";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"50";"66";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"132";"2001";"28-FEB-01";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"38.56";"67";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"132";"2001";"28-FEB-01";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"22.96";"72";
"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";"A72-457";"2006";"19-JUN-06";"19-JUN-08";"UAB "Tanagra"";"222042160";"Autotransporto priemonių techninės priežiūros ir remonto paslaugos";"";"3";
"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";"A64-50 (6.50-ADM-2)";"2008";"16-JUL-08";"16-JUL-10";"UAB "Tanagra"";"222042160";"Autotransporto priemonių techninės priežiūros ir remonto paslaugos";"";"4";
"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";"A169-11(16.32-ADM-10)";"2007";"10-OCT-07";"10-OCT-10";"Officeday, UAB";"124931353";"Biuro aprūpinimo prekės";"";"5";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"132";"2001";"28-FEB-01";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"4146.47";"68";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"132";"2001";"28-FEB-01";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"301.99";"69";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"132";"2001";"28-FEB-01";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"396.19";"70";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"132";"2001";"28-FEB-01";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"5.5";"71";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"440";"2001";"26-JUN-01";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"8.13";"73";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"440";"2001";"26-JUN-01";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"4562";"74";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"440";"2001";"26-JUN-01";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"6250";"75";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"575";"2001";"22-AUG-01";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"209";"76";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"575";"2001";"22-AUG-01";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"163.86";"77";
"Vilniaus miesto savivaldybės socialinių reikalų departamentas";"Įsakymas dėl našlaičiams skiriamos pašalpos";"575";"2001";"22-AUG-01";"";"nuasmeninta";"nuasmeninta";"Įsakymas dėl našlaičiams skiriamos pašalpos";"77.8";"78";
