SASKAITOS_METAI;KREDITORIUS;KREDITORIAUS_NR;SUTARTIES_NR;SASKAITOS_DATA;SASKAITOS_NR;DK_DATA;TERMS_DATE;TREMINAS;VALIUTA;INVOICE_TYPE_LOOKUP_CODE;FIN_SALTINIS;PRIEMONE;SAMATA;EKON_KLAS;ASIGNAV_VALDYTOJAS;ASIGN_VALD_APRASAS;EILUTES_SUMA;APMOKETA_SUMA;SKOLOS_SUMA;SKOLOS_SUMA_ES;DEPARTAMENTAS;
"2014";"Žirmūnų 41 DNSB";"302435374";"";"31-JUL-14";"ŽIR00000012";"31-DEC-14";"31-JUL-14";"Nedelsiant";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"21.04";"0";"21.04";"";"Administracija EUR";
"2014";"Susisiekimo paslaugos, SĮ";"124644360";"20061027-1";"07-AUG-14";"SISP 0000005";"31-DEC-14";"07-AUG-14";"30 dienų";"EUR";"STANDARD";"01";"15010203001";"3000893";"2.8.1.1.1.2.";"188751791";"Miesto ūkio ir transporto departamentas";"431098.22";"403251.11";"27847.11";"";"Administracija EUR";
"2014";"Vilniaus miesto būstas SĮ";"124568293";"";"11-AUG-14";"BEN0006991";"31-DEC-14";"11-AUG-14";"20 dienų";"EUR";"STANDARD";"01";"05010211";"6000721";"2.8.1.1.1.2.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"4675.31";"0";"4675.31";"";"Administracija EUR";
"2014";"Vilniaus miesto būstas SĮ";"124568293";"";"11-AUG-14";"BEN0006992";"31-DEC-14";"11-AUG-14";"20 dienų";"EUR";"STANDARD";"01";"05010211";"6000721";"2.8.1.1.1.2.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"6019.31";"0";"6019.31";"";"Administracija EUR";
"2014";"Vilniaus miesto būstas SĮ";"124568293";"";"11-AUG-14";"BEN0006996";"31-DEC-14";"11-AUG-14";"20 dienų";"EUR";"STANDARD";"01";"05010211";"6000721";"2.8.1.1.1.2.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"4215.87";"0";"4215.87";"";"Administracija EUR";
"2014";"Lietuvos savivaldybių asociacija";"124111348";"";"11-AUG-14";"LSA 002502";"31-DEC-14";"11-AUG-14";"90 dienų";"EUR";"STANDARD";"01";"16030102";"1000012";"2.2.1.1.1.30.N.";"188710061";"Vilniaus miesto savivaldybės administracija";"18952.44";"0";"18952.44";"";"Administracija EUR";
"2014";"Registrų centras, VĮ";"124110246";"";"19-AUG-14";"RC 2116542";"31-DEC-14";"19-AUG-14";"30 dienų";"EUR";"STANDARD";"01";"05010202";"6000734";"2.2.1.1.1.18.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"23.46";"0";"23.46";"";"Administracija EUR";
"2014";"Registrų centras, VĮ";"124110246";"";"19-AUG-14";"RC 2116543";"31-DEC-14";"19-AUG-14";"30 dienų";"EUR";"STANDARD";"01";"05010202";"6000734";"2.2.1.1.1.18.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"20.56";"0";"20.56";"";"Administracija EUR";
"2014";"Registrų centras, VĮ";"124110246";"";"19-AUG-14";"RC 2116545";"31-DEC-14";"19-AUG-14";"30 dienų";"EUR";"STANDARD";"01";"05010202";"6000734";"2.2.1.1.1.18.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"17.67";"0";"17.67";"";"Administracija EUR";
"2014";"Registrų centras, VĮ";"124110246";"";"19-AUG-14";"RC 2116548";"31-DEC-14";"19-AUG-14";"30 dienų";"EUR";"STANDARD";"01";"05010202";"6000734";"2.2.1.1.1.18.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"20.56";"0";"20.56";"";"Administracija EUR";
"2014";"Registrų centras, VĮ";"124110246";"";"19-AUG-14";"RC 2116549";"31-DEC-14";"19-AUG-14";"30 dienų";"EUR";"STANDARD";"01";"05010202";"6000734";"2.2.1.1.1.18.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"43.73";"0";"43.73";"";"Administracija EUR";
"2014";"Registrų centras, VĮ";"124110246";"";"19-AUG-14";"RC 2116551";"31-DEC-14";"19-AUG-14";"30 dienų";"EUR";"STANDARD";"01";"05010202";"6000734";"2.2.1.1.1.18.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"52.42";"0";"52.42";"";"Administracija EUR";
"2014";"Registrų centras, VĮ";"124110246";"";"19-AUG-14";"RC 2116554";"31-DEC-14";"19-AUG-14";"30 dienų";"EUR";"STANDARD";"01";"05010202";"6000734";"2.2.1.1.1.18.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"101.66";"0";"101.66";"";"Administracija EUR";
"2014";"Registrų centras, VĮ";"124110246";"";"19-AUG-14";"RC 2116555";"31-DEC-14";"19-AUG-14";"30 dienų";"EUR";"STANDARD";"01";"05010202";"6000734";"2.2.1.1.1.18.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"90.07";"0";"90.07";"";"Administracija EUR";
"2014";"Registrų centras, VĮ";"124110246";"";"19-AUG-14";"RC 2116561";"31-DEC-14";"19-AUG-14";"30 dienų";"EUR";"STANDARD";"01";"05010202";"6000734";"2.2.1.1.1.18.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"64.01";"0";"64.01";"";"Administracija EUR";
"2014";"Registrų centras, VĮ";"124110246";"";"19-AUG-14";"RC 2116563";"31-DEC-14";"19-AUG-14";"30 dienų";"EUR";"STANDARD";"01";"05010202";"6000734";"2.2.1.1.1.18.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"6.08";"0";"6.08";"";"Administracija EUR";
"2014";"Registrų centras, VĮ";"124110246";"";"19-AUG-14";"RC 2116566";"31-DEC-14";"19-AUG-14";"30 dienų";"EUR";"STANDARD";"01";"05010202";"6000734";"2.2.1.1.1.18.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"17.67";"0";"17.67";"";"Administracija EUR";
"2014";"Registrų centras, VĮ";"124110246";"";"19-AUG-14";"RC 2116569";"31-DEC-14";"19-AUG-14";"30 dienų";"EUR";"STANDARD";"01";"05010202";"6000734";"2.2.1.1.1.18.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"20.56";"0";"20.56";"";"Administracija EUR";
"2014";"Registrų centras, VĮ";"124110246";"";"19-AUG-14";"RC 2116582";"31-DEC-14";"19-AUG-14";"30 dienų";"EUR";"STANDARD";"01";"05010202";"6000734";"2.2.1.1.1.18.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"17.67";"0";"17.67";"";"Administracija EUR";
"2014";"Registrų centras, VĮ";"124110246";"";"19-AUG-14";"RC 2116615";"31-DEC-14";"19-AUG-14";"30 dienų";"EUR";"STANDARD";"01";"05010202";"6000734";"2.2.1.1.1.18.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"14.77";"0";"14.77";"";"Administracija EUR";
"2014";"Vilniaus vystymo kompanija, UAB (Vilniaus kapitalinė statyba)";"120750163";"188-Ū";"20-AUG-14";"10-F-(143.7)";"31-DEC-14";"20-AUG-14";"30 dienų";"EUR";"STANDARD";"01";"06030108002";"3000277";"2.2.1.1.1.30.K.";"188751791";"Miesto ūkio ir transporto departamentas";"4492.44";"0";"4492.44";"";"Administracija EUR";
"2014";"Vilniaus vystymo kompanija, UAB (Vilniaus kapitalinė statyba)";"120750163";"";"21-AUG-14";"10-F-(144.12)";"18-JUN-15";"21-AUG-14";"Nedelsiant";"EUR";"STANDARD";"05";"01090202001";"4018099";"2.2.1.1.1.30.L.";"1030000";"Švietimo, kultūros ir sporto departamentas";"376247.3";"0";"376247.3";"";"Administracija EUR";
"2014";"Vilniaus vystymo kompanija, UAB (Vilniaus kapitalinė statyba)";"120750163";"188-Ū";"21-AUG-14";"2014-08-21 Paraiška gauti lėšų Nr.2";"31-DEC-14";"21-AUG-14";"90 dienų";"EUR";"STANDARD";"01";"10020217003";"8000400";"3.1.1.2.1.3.";"60000";"Ekonomikos ir investicijų departamentas";"404.46";"0";"404.46";"";"Administracija EUR";
"2014";"Fima, UAB";"121289694";"A64-65";"21-AUG-14";"FIM R0025098";"31-DEC-14";"21-AUG-14";"15 dienų";"EUR";"STANDARD";"01";"16030301";"1600001";"2.2.1.1.1.30.L.";"16000";"Saugaus miesto departamentas";"11584.4";"0";"11584.4";"";"Administracija EUR";
"2014";"Registrų centras, VĮ";"124110246";"";"22-AUG-14";"RC 2121748";"31-DEC-14";"22-AUG-14";"30 dienų";"EUR";"STANDARD";"01";"05010202";"6000734";"2.2.1.1.1.18.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"37.94";"0";"37.94";"";"Administracija EUR";
"2014";"Registrų centras, VĮ";"124110246";"";"22-AUG-14";"RC 2121750";"31-DEC-14";"22-AUG-14";"30 dienų";"EUR";"STANDARD";"01";"05010202";"6000734";"2.2.1.1.1.18.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"35.04";"0";"35.04";"";"Administracija EUR";
"2014";"Registrų centras, VĮ";"124110246";"";"22-AUG-14";"RC 2121751";"31-DEC-14";"22-AUG-14";"30 dienų";"EUR";"STANDARD";"01";"05010202";"6000734";"2.2.1.1.1.18.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"32.15";"0";"32.15";"";"Administracija EUR";
"2014";"Registrų centras, VĮ";"124110246";"";"22-AUG-14";"RC 2121752";"31-DEC-14";"22-AUG-14";"30 dienų";"EUR";"STANDARD";"01";"05010202";"6000734";"2.2.1.1.1.18.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"6.08";"0";"6.08";"";"Administracija EUR";
"2014";"Registrų centras, VĮ";"124110246";"";"26-AUG-14";"RC 2126953";"31-DEC-14";"26-AUG-14";"30 dienų";"EUR";"STANDARD";"01";"05010202";"6000734";"2.2.1.1.1.18.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"35.04";"0";"35.04";"";"Administracija EUR";
"2014";"Nordic Investment Bank";"NIB";"";"26-AUG-14";"gavimas/L5685";"31-DEC-14";"26-AUG-14";"Nedelsiant";"EUR";"STANDARD";"01";"16050101";"1300170";"3.3.2.4.1.2.";"188710061";"Vilniaus miesto savivaldybės administracija";"4060704.35";"579310.34";"3481394.01";"";"Biudžeto skyrius EUR";
"2014";"Registrų centras, VĮ";"124110246";"";"27-AUG-14";"RC 2129560";"31-DEC-14";"27-AUG-14";"30 dienų";"EUR";"STANDARD";"01";"05010202";"6000734";"2.2.1.1.1.18.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"11.87";"0";"11.87";"";"Administracija EUR";
"2014";"Vilniaus gatvių apšvietimo elektros tinklai, UAB";"120125820";"A72-780/15(3.1.36-AD4)";"28-AUG-14";"GAT 05201";"31-DEC-14";"28-AUG-14";"90 dienų";"EUR";"STANDARD";"01";"14010112";"3000720";"2.2.1.1.1.12.";"188751791";"Miesto ūkio ir transporto departamentas";"119060.31";"0";"119060.31";"";"Administracija EUR";
"2014";"Registrų centras, VĮ";"124110246";"";"28-AUG-14";"RC 2132595";"31-DEC-14";"28-AUG-14";"30 dienų";"EUR";"STANDARD";"01";"05010202";"6000734";"2.2.1.1.1.18.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"7.53";"0";"7.53";"";"Administracija EUR";
"2014";"Rasų valda, UAB";"121475275";"30-1857";"29-AUG-14";"00001100";"31-DEC-14";"29-AUG-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"6.84";"0";"6.84";"";"Administracija EUR";
"2014";"Rasų valda, UAB";"121475275";"30-1857";"29-AUG-14";"00001103";"31-DEC-14";"29-AUG-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"8.65";"0";"8.65";"";"Administracija EUR";
"2014";"Rasų valda, UAB";"121475275";"30-1857";"29-AUG-14";"00001121";"31-DEC-14";"29-AUG-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"9.87";"0";"9.87";"";"Administracija EUR";
"2014";"Rasų valda, UAB";"121475275";"30-1857";"29-AUG-14";"00001123";"31-DEC-14";"29-AUG-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"5.36";"0";"5.36";"";"Administracija EUR";
"2014";"Rasų valda, UAB";"121475275";"30-1857";"29-AUG-14";"00001125";"31-DEC-14";"29-AUG-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"50.35";"0";"50.35";"";"Administracija EUR";
"2014";"Rasų valda, UAB";"121475275";"30-1857";"29-AUG-14";"00001130";"31-DEC-14";"29-AUG-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"2.54";"0";"2.54";"";"Administracija EUR";
"2014";"Naujoji Pilaitė, UAB";"121483560";"30-2614";"29-AUG-14";"00002702";"31-DEC-14";"29-AUG-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"13.1";"0";"13.1";"";"Administracija EUR";
"2014";"Naujoji Pilaitė, UAB";"121483560";"30-2614";"29-AUG-14";"00002703";"31-DEC-14";"29-AUG-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"4.08";"0";"4.08";"";"Administracija EUR";
"2014";"Naujoji Pilaitė, UAB";"121483560";"30-2614";"29-AUG-14";"00002704";"31-DEC-14";"29-AUG-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"22";"0";"22";"";"Administracija EUR";
"2014";"Naujoji Pilaitė, UAB";"121483560";"30-2614";"29-AUG-14";"00002705";"31-DEC-14";"29-AUG-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"9.05";"0";"9.05";"";"Administracija EUR";
"2014";"Naujoji Pilaitė, UAB";"121483560";"30-2614";"29-AUG-14";"00002706";"31-DEC-14";"29-AUG-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"2.2";"0";"2.2";"";"Administracija EUR";
"2014";"Šilėja, UAB";"121462961";"";"29-AUG-14";"00770";"31-DEC-14";"29-AUG-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"88.34";"0";"88.34";"";"Administracija EUR";
"2014";"Darbasta";"123436424";"A64-87(3.10.22-AP)";"29-AUG-14";"DAR 1002257";"31-DEC-14";"29-AUG-14";"90 dienų";"EUR";"STANDARD";"01";"14010109";"3000690";"2.2.1.1.1.12.";"188751791";"Miesto ūkio ir transporto departamentas";"1156.45";"0";"1156.45";"";"Administracija EUR";
"2014";"Delta turizmo centras, UAB";"125318887";"A64-33/14(3.10.22-FN4)";"29-AUG-14";"DLT 131523";"23-SEP-15";"29-AUG-14";"60 dienų";"EUR";"CREDIT";"01";"16010101";"1000002";"2.2.1.1.1.11.";"188710061";"Vilniaus miesto savivaldybės administracija";"-5.21";"0";"-5.21";"";"Administracija EUR";
"2014";"Delta turizmo centras, UAB";"125318887";"A64-33/14(3.10.22-FN4)";"29-AUG-14";"DLT 131569";"23-SEP-15";"29-AUG-14";"60 dienų";"EUR";"CREDIT";"01";"16010101";"1000002";"2.2.1.1.1.11.";"188710061";"Vilniaus miesto savivaldybės administracija";"-607.91";"0";"-607.91";"";"Administracija EUR";
"2014";"Grinda, UAB";"120153047";"29-464";"29-AUG-14";"GAO 0015566";"31-DEC-14";"29-AUG-14";"90 dienų";"EUR";"STANDARD";"01";"14010124";"3000820";"2.2.1.1.1.12.";"188751791";"Miesto ūkio ir transporto departamentas";"27494.92";"0";"27494.92";"";"Administracija EUR";
"2014";"Grinda, UAB";"120153047";"29-464";"29-AUG-14";"GAO 0015575";"31-DEC-14";"29-AUG-14";"90 dienų";"EUR";"STANDARD";"01";"14010109";"3000690";"2.2.1.1.1.12.";"188751791";"Miesto ūkio ir transporto departamentas";"4311.64";"0";"4311.64";"";"Administracija EUR";
"2014";"Grinda, UAB";"120153047";"29-464";"29-AUG-14";"GAO 0015577";"31-DEC-14";"29-AUG-14";"90 dienų";"EUR";"STANDARD";"01";"14010102";"3000630";"2.2.1.1.1.12.";"188751791";"Miesto ūkio ir transporto departamentas";"34898.05";"0";"34898.05";"";"Administracija EUR";
"2014";"Grinda, UAB";"120153047";"29-464";"29-AUG-14";"GAO 0015582";"31-DEC-14";"29-AUG-14";"90 dienų";"EUR";"STANDARD";"01";"14010109";"3000690";"2.2.1.1.1.12.";"188751791";"Miesto ūkio ir transporto departamentas";"42316.33";"0";"42316.33";"";"Administracija EUR";
"2014";"Grinda, UAB";"120153047";"A72-603/14(3.1.36-UK)";"29-AUG-14";"GAO 0015588/";"22-APR-15";"29-AUG-14";"90 dienų";"EUR";"STANDARD";"13";"14010114";"2000430";"2.2.1.1.1.12.";"14000";"Aplinkos ir energetikos departamentas";"26190.97";"0";"26190.97";"";"Administracija EUR";
"2014";"Grinda, UAB";"120153047";"29-464";"29-AUG-14";"GAO 0015592";"31-DEC-14";"29-AUG-14";"90 dienų";"EUR";"STANDARD";"01";"14010143";"3000647";"2.2.1.1.1.12.";"188751791";"Miesto ūkio ir transporto departamentas";"4167.33";"0";"4167.33";"";"Administracija EUR";
"2014";"Grinda, UAB";"120153047";"29-464";"29-AUG-14";"GAO 0015595";"31-DEC-14";"29-AUG-14";"90 dienų";"EUR";"STANDARD";"01";"14010143";"3000647";"2.2.1.1.1.12.";"188751791";"Miesto ūkio ir transporto departamentas";"3803.4";"0";"3803.4";"";"Administracija EUR";
"2014";"Grinda, UAB";"120153047";"29-464";"29-AUG-14";"GAO 0015635";"31-DEC-14";"29-AUG-14";"90 dienų";"EUR";"STANDARD";"01";"14010102";"3000630";"2.2.1.1.1.12.";"188751791";"Miesto ūkio ir transporto departamentas";"211433.48";"0";"211433.48";"";"Administracija EUR";
"2014";"Grinda, UAB";"120153047";"29-464";"29-AUG-14";"GAO 0015636";"31-DEC-14";"29-AUG-14";"90 dienų";"EUR";"STANDARD";"01";"14010102";"3000630";"2.2.1.1.1.12.";"188751791";"Miesto ūkio ir transporto departamentas";"206498.25";"0";"206498.25";"";"Administracija EUR";
"2014";"Grinda, UAB";"120153047";"29-464";"29-AUG-14";"GAO 0015643";"31-DEC-14";"29-AUG-14";"90 dienų";"EUR";"STANDARD";"01";"14010143";"3000647";"2.2.1.1.1.12.";"188751791";"Miesto ūkio ir transporto departamentas";"38682.21";"0";"38682.21";"";"Administracija EUR";
"2014";"Grinda, UAB";"120153047";"29-464";"29-AUG-14";"GAO 0015645";"31-DEC-14";"29-AUG-14";"90 dienų";"EUR";"STANDARD";"01";"14010143";"3000647";"2.2.1.1.1.12.";"188751791";"Miesto ūkio ir transporto departamentas";"79808.69";"0";"79808.69";"";"Administracija EUR";
"2014";"Grinda, UAB";"120153047";"29-464";"29-AUG-14";"GAO 0015648";"31-DEC-14";"29-AUG-14";"90 dienų";"EUR";"STANDARD";"01";"14010102";"3000630";"2.2.1.1.1.12.";"188751791";"Miesto ūkio ir transporto departamentas";"186058.33";"0";"186058.33";"";"Administracija EUR";
"2014";"Grinda, UAB";"120153047";"29-464";"29-AUG-14";"GAO 0015650";"31-DEC-14";"29-AUG-14";"90 dienų";"EUR";"STANDARD";"01";"14010102";"3000630";"2.2.1.1.1.12.";"188751791";"Miesto ūkio ir transporto departamentas";"119244.82";"0";"119244.82";"";"Administracija EUR";
"2014";"Grinda, UAB";"120153047";"29-464";"29-AUG-14";"GAO 0015651";"31-DEC-14";"29-AUG-14";"90 dienų";"EUR";"STANDARD";"01";"14010102";"3000630";"2.2.1.1.1.12.";"188751791";"Miesto ūkio ir transporto departamentas";"211835.79";"0";"211835.79";"";"Administracija EUR";
"2014";"Eurovia Lietuva";"121949798";"A72-1074/15(3.1.36-AD4)";"29-AUG-14";"GAT 002768 Perleidimas";"31-DEC-14";"29-AUG-14";"60 dienų";"EUR";"STANDARD";"01";"14010143";"3000647";"2.2.1.1.1.12.";"188751791";"Miesto ūkio ir transporto departamentas";"123307.42";"0";"123307.42";"";"Administracija EUR";
"2014";"Eurovia Lietuva";"121949798";"A72-1074/15(3.1.36-AD4)";"29-AUG-14";"GAT 002769 Perleidimas";"31-DEC-14";"29-AUG-14";"60 dienų";"EUR";"STANDARD";"01";"14010143";"3000647";"2.2.1.1.1.12.";"188751791";"Miesto ūkio ir transporto departamentas";"31369.02";"0";"31369.02";"";"Administracija EUR";
"2014";"Gatvių statyba, UAB";"122570826";"A62-11/14(3.10.21-UK)";"29-AUG-14";"GAT 002791";"31-DEC-14";"29-AUG-14";"60 dienų";"EUR";"STANDARD";"01";"14010109";"3000690";"2.2.1.1.1.12.";"188751791";"Miesto ūkio ir transporto departamentas";"16075.19";"0";"16075.19";"";"Administracija EUR";
"2014";"Vilniaus gatvių apšvietimo elektros tinklai, UAB";"120125820";"A72-411/15(3.1.36-AD4)";"29-AUG-14";"GAT 05204";"31-DEC-14";"29-AUG-14";"15 dienų";"EUR";"STANDARD";"01";"14010112";"3000720";"2.2.1.1.1.12.";"188751791";"Miesto ūkio ir transporto departamentas";"189461.57";"0";"189461.57";"";"Administracija EUR";
"2014";"Irdaiva, UAB";"300122690";"A64-95(3.10.22-UK)";"29-AUG-14";"IRD 1400943";"31-DEC-14";"29-AUG-14";"90 dienų";"EUR";"STANDARD";"01";"14010106";"3000670";"2.2.1.1.1.12.";"188751791";"Miesto ūkio ir transporto departamentas";"3963.4";"0";"3963.4";"";"Administracija EUR";
"2014";"Stebulė, UAB";"122211549";"A72-316/15(3.1.36-AD4)";"29-AUG-14";"IRD 1400943 Perleidimas";"31-DEC-14";"29-AUG-14";"90 dienų";"EUR";"STANDARD";"01";"14010106";"3000670";"2.2.1.1.1.12.";"188751791";"Miesto ūkio ir transporto departamentas";"32739.57";"0";"32739.57";"";"Administracija EUR";
"2014";"Kerista, UAB";"122635779";"A62-8/14(3.10.21-UK)";"29-AUG-14";"KER 0006126";"31-DEC-14";"29-AUG-14";"60 dienų";"EUR";"STANDARD";"01";"14010143";"3000647";"2.2.1.1.1.12.";"188751791";"Miesto ūkio ir transporto departamentas";"5417.24";"0";"5417.24";"";"Administracija EUR";
"2014";"Kerista, UAB";"122635779";"A62-8/14(3.10.21-UK)";"29-AUG-14";"KER 0006185";"31-DEC-14";"29-AUG-14";"60 dienų";"EUR";"STANDARD";"01";"14010143";"3000647";"2.2.1.1.1.12.";"188751791";"Miesto ūkio ir transporto departamentas";"105649.39";"0";"105649.39";"";"Administracija EUR";
"2014";"Naujininkų ūkis, UAB";"121458016";"30-1917";"29-AUG-14";"NU13749";"31-DEC-14";"29-AUG-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"2.41";"0";"2.41";"";"Administracija EUR";
"2014";"Naujininkų ūkis, UAB";"121458016";"30-1917";"29-AUG-14";"NU13750";"31-DEC-14";"29-AUG-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"7.68";"0";"7.68";"";"Administracija EUR";
"2014";"Naujininkų ūkis, UAB";"121458016";"30-1917";"29-AUG-14";"NU13751";"31-DEC-14";"29-AUG-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"5.06";"0";"5.06";"";"Administracija EUR";
"2014";"Naujininkų ūkis, UAB";"121458016";"30-1917";"29-AUG-14";"NU13752";"31-DEC-14";"29-AUG-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"6.71";"0";"6.71";"";"Administracija EUR";
"2014";"Naujininkų ūkis, UAB";"121458016";"30-1917";"29-AUG-14";"NU13753";"31-DEC-14";"29-AUG-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"5.01";"0";"5.01";"";"Administracija EUR";
"2014";"Naujininkų ūkis, UAB";"121458016";"30-1917";"29-AUG-14";"NU13754";"31-DEC-14";"29-AUG-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"2.46";"0";"2.46";"";"Administracija EUR";
"2014";"Naujininkų ūkis, UAB";"121458016";"30-1917";"29-AUG-14";"NU13755";"31-DEC-14";"29-AUG-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"1.48";"0";"1.48";"";"Administracija EUR";
"2014";"Naujininkų ūkis, UAB";"121458016";"30-1917";"29-AUG-14";"NU13756";"31-DEC-14";"29-AUG-14";"30 dienų";"EUR";"STANDARD";"01";"05010206";"6000737";"2.2.1.1.1.30.K.";"188712831";"Socialinių reikalų ir sveikatos departamentas";"5.02";"0";"5.02";"";"Administracija EUR";
