BIUDZETAS;SEGMENT1;SEGMENT2;SEGMENT3;SEGMENT4;SEGMENT5;SEGMENT6;SEGMENT7;SEGMENT8;SEGMENT9;SEGMENT10;METINE_SUMA;I_KETV;II_KETV;III_KETV;IV_KETV
"2022 VMS IV K.";300620381;0000000;01;204010101;08.02.01.01.;2.2.1.1.1.15.;4000521;21000;000000000;000000;137900;20000;65000;35000;17900
"2022 VMS IV K.";188710061;0000000;2M14;208020112;01.06.01.02.;2.2.1.1.1.16.;1000007;188710061;000000000;000000;1000;;;500;500
"2022 VMS IV K.";191738761;0000000;20;202020501;10.01.02.02.;2.2.1.1.1.11.;6000560;21040;000000000;000000;1500;;300;0;1200
"2022 VMS IV K.";188710061;0000000;01;207060107;06.02.01.01.;2.2.1.1.1.12.;3000820;21020;000000000;000000;463600;130000;110000;110000;113600
"2022 VMS IV K.";302448350;0000000;01;204030101;08.02.01.08.;2.7.3.1.1.1.;4000580;21000;000000000;000000;1700;900;400;0;400
"2022 VMS IV K.";188710061;0000000;01;202030101;10.04.01.01.;2.8.1.1.1.2.;6000663;21040;000000000;000000;3080300;750000;750000;850000;730300
"2022 VMS IV K.";188710061;0000000;11;208020103;10.04.01.40.;2.2.1.1.1.21.;1000051;188710061;000000000;000000;5000;2000;0;0;3000
"2022 VMS IV K.";188710061;0000000;01;207110116;06.02.01.01.;2.2.1.1.1.12.;9000152;188710061;000000000;000000;30300;;18800;11500;0
"2022 VMS IV K.";188710061;0000000;0273;208020116;10.05.01.01.;2.1.1.1.1.1.;1000110;188710061;000000000;000000;43600;6600;10800;15300;10900
"2022 VMS IV K.";303305444;0000000;01;203020101;09.05.01.01.;2.1.1.1.1.1.;4000501;21050;000000000;000000;32800;35000;-2200;0;0
"2022 VMS IV K.";300110631;0000000;01;204030101;08.02.01.08.;2.2.1.1.1.5.;4000581;21000;000000000;000000;900;400;300;400;-200
"2022 VMS IV K.";288211390;0000000;01;204030101;08.02.01.08.;2.2.1.1.1.16.;4000581;21000;000000000;000000;1900;500;1000;400;0
"2022 VMS IV K.";190027941;0000000;01;202020106;10.01.02.02.;2.1.2.1.1.1.;6000094;21040;000000000;000000;4600;1200;2300;900;200
"2022 VMS IV K.";188710061;0000000;01;204040112;08.02.01.06.;2.8.1.1.1.2.;4000692;21000;000000000;000000;100000;25000;25000;25000;25000
"2022 VMS IV K.";188210145;0000000;01;204030101;08.02.01.08.;2.1.2.1.1.1.;4000584;21000;000000000;000000;4500;1000;1300;1200;1000
"2022 VMS IV K.";302448350;0000000;01;204030101;08.02.01.08.;2.2.1.1.1.16.;4000580;21000;000000000;000000;2100;500;500;300;800
"2022 VMS IV K.";302448350;0000000;20;204030103;08.02.01.08.;2.1.1.1.1.1.;4000579;21000;000000000;000000;6000;;;;6000
"2022 VMS IV K.";300620381;0000000;01;204010101;08.02.01.01.;2.2.1.1.1.16.;4000521;21000;000000000;000000;2200;600;600;500;500
"2022 VMS IV K.";188710061;0000000;01;208010102;01.01.01.09.;2.1.1.1.1.1.;1000010;188710061;000000000;000000;1451700;332400;332400;332500;454400
"2022 VMS IV K.";188710061;0000000;01;208070201;01.03.03.01.;2.2.1.1.1.21.;1500001;21130;000000000;000000;22500;10000;7000;1000;4500
"2022 VMS IV K.";190997565;0000000;01;202020202;10.02.01.40.;2.2.1.1.1.30.K.;6000460;21040;000000000;000000;64400;13000;15000;16000;20400
"2022 VMS IV K.";188710061;0000000;2M09;208020110;01.06.01.02.;2.2.1.1.1.30.K.;1000017;188710061;000000000;000000;15800;4100;3900;3900;3900
"2022 VMS IV K.";301850606;0000000;2M21;203010302;07.06.01.02.;2.1.1.1.1.1.;6000797;21060;000000000;000000;3394300;848600;848600;848600;848500
"2022 VMS IV K.";191738761;0000000;20;202020501;10.01.02.02.;2.2.1.1.1.17.;6000560;21040;000000000;000000;1000;1000;0;0;0
"2022 VMS IV K.";193363032;0000000;01;202020301;10.04.01.01.;2.2.1.1.1.1.;6000430;21040;000000000;000000;25900;5400;7400;5600;7500
"2022 VMS IV K.";288211390;0000000;01;204030101;08.02.01.08.;2.2.1.1.1.11.;4000581;21000;000000000;000000;1100;500;1000;-400;0
"2022 VMS IV K.";188710061;0000000;01;208020103;10.09.01.01.;2.7.3.1.1.1.;1000078;188710061;000000000;000000;87500;6000;66200;4000;11300
"2022 VMS IV K.";300110631;0000000;01;204030101;08.02.01.08.;2.2.1.1.1.20.4.;4000581;21000;000000000;000000;100;200;0;-100;0
"2022 VMS IV K.";301850606;0000000;01;203010302;07.06.01.02.;2.2.1.1.1.30.K.;6000565;21060;000000000;000000;19300;4900;4800;4800;4800
"2022 VMS IV K.";188710061;0000000;0233;202010102;10.09.01.01.;2.2.1.1.1.21.;6000130;90100;000000000;000000;1200;300;300;300;300
"2022 VMS IV K.";188710061;0000000;3M01;20710010501;06.02.01.01.;3.1.1.2.1.3.;3001534;20960;000000000;000000;591700;0;0;141700;450000
"2022 VMS IV K.";188710061;0000000;01;208010110;10.09.01.09.;2.7.3.1.1.1.;1000038;188710061;000000000;000000;5500;2500;500;2500;0
"2022 VMS IV K.";188710061;0000000;01;207070101;06.02.01.01.;2.2.1.1.1.12.;2000013;20930;000000000;000000;492000;123000;123000;123000;123000
"2022 VMS IV K.";188710061;0000000;01;207110105;06.02.01.01.;2.2.1.1.1.12.;9000042;188710061;000000000;000000;30100;;500;21600;8000
"2022 VMS IV K.";190997946;0000000;0266;202020101;10.01.02.02.;2.2.1.1.1.2.;6000091;21040;000000000;000000;400;100;100;100;100
"2022 VMS IV K.";300110421;0000000;01;204020101;08.02.01.02.;2.2.1.1.1.15.;4000551;21000;000000000;000000;6000;3000;0;3000;0
"2022 VMS IV K.";188710061;0000000;01;208010107;07.06.01.09.;2.7.3.1.1.1.;1000037;188710061;000000000;000000;2000;500;500;500;500
"2022 VMS IV K.";188710061;0000000;01;204090121;08.02.01.06.;2.2.1.1.1.30.O.;9000201;188710061;000000000;000000;2900;;;;2900
"2022 VMS IV K.";188710061;0000000;01;207060111;06.02.01.01.;2.2.1.1.1.12.;3000647;20960;000000000;000000;9931600;2000000;3000000;3000000;1931600
"2022 VMS IV K.";188710061;0000000;01;208070102;01.03.03.01.;2.2.1.1.1.21.;1500084;21130;000000000;000000;6000;2000;1500;1500;1000
"2022 VMS IV K.";188710061;0000000;01;204090112;08.02.01.06.;2.2.1.1.1.30.O.;9000111;188710061;000000000;000000;2900;;;;2900
"2022 VMS IV K.";301850606;0000000;20;203010201;07.06.01.02.;3.1.1.5.1.1.;6000781;21060;000000000;000000;8600;2200;2200;2200;2000
"2022 VMS IV K.";190988178;0000000;01;202020304;10.04.01.01.;2.1.1.1.1.1.;6000500;21040;000000000;000000;798200;195000;197000;196400;209800
"2022 VMS IV K.";188710061;0000000;01;208020104;01.06.01.02.;2.1.1.1.1.1.;1000099;188710061;000000000;000000;11800;800;6700;4100;200
"2022 VMS IV K.";190997946;0000000;0266;202020101;10.01.02.02.;2.2.1.1.1.20.2.;6000091;21040;000000000;000000;6500;900;2000;600;3000
"2022 VMS IV K.";300132332;0000000;01;204020101;08.02.01.02.;2.2.1.1.1.7.;4000551;21000;000000000;000000;600;200;200;0;200
"2022 VMS IV K.";188710061;0000000;01;204090117;08.02.01.06.;2.2.1.1.1.30.O.;9000161;188710061;000000000;000000;2900;;;1000;1900
"2022 VMS IV K.";190997946;0000000;20;202020501;10.01.02.02.;2.2.1.1.1.21.;6000550;21040;000000000;000000;2700;600;700;700;700
"2022 VMS IV K.";191645111;0000000;01;202020107;10.01.02.02.;2.2.1.1.1.5.;6000557;21040;000000000;000000;2000;500;500;500;500
"2022 VMS IV K.";188710061;0000000;01;204090104;08.02.01.06.;2.2.1.1.1.30.O.;9000031;188710061;000000000;000000;2900;;;;2900
"2022 VMS IV K.";190997750;0000000;0266;202020201;10.01.02.02.;2.2.1.1.1.1.;6000090;21040;000000000;000000;14500;1500;3000;6000;4000
"2022 VMS IV K.";300620381;0000000;01;204010101;08.02.01.01.;2.2.1.1.1.11.;4000521;21000;000000000;000000;2000;1000;0;1000;0
"2022 VMS IV K.";188710061;0000000;2M06;208020105;01.03.03.02.;2.2.1.1.1.20.4.;1000009;188710061;000000000;000000;1600;;;1600;0
"2022 VMS IV K.";300132332;0000000;01;204020101;08.02.01.02.;2.7.3.1.1.1.;4000551;21000;000000000;000000;3000;1500;0;1500;0
"2022 VMS IV K.";188710061;0000000;01;208010102;01.01.01.09.;2.2.1.1.1.16.;1000002;188710061;000000000;000000;14600;3500;3700;3700;3700
"2022 VMS IV K.";193304532;0000000;01;202020302;10.07.01.02.;2.2.1.1.1.7.;6000440;21040;000000000;000000;5000;1300;1300;1300;1100
"2022 VMS IV K.";288211390;0000000;01;204030101;08.02.01.08.;2.1.2.1.1.1.;4000581;21000;000000000;000000;3800;1000;1000;1000;800
"2022 VMS IV K.";188710061;0000000;01;208020109;04.02.01.04.;2.1.2.1.1.1.;1000043;188710061;000000000;000000;1000;300;300;200;200
"2022 VMS IV K.";188710061;0000000;01;208020109;04.02.01.04.;2.7.3.1.1.1.;1000043;188710061;000000000;000000;300;300;0;0;0
"2022 VMS IV K.";190981237;0000000;0266;202020105;10.01.02.02.;2.1.1.1.1.1.;6000093;21040;000000000;000000;202800;67300;91000;45500;-1000
"2022 VMS IV K.";188710061;0000000;11;208020103;10.01.02.40.;2.2.1.1.1.5.;1000050;188710061;000000000;000000;3000;1000;0;0;2000
"2022 VMS IV K.";188710061;0000000;01;202010101;10.07.01.01.;2.7.2.1.1.1.F.;6000151;90100;000000000;000000;9287900;2900000;2637900;2500000;1250000
"2022 VMS IV K.";188710061;0000000;01;208070201;01.03.03.01.;3.1.1.3.1.4.;1500024;21130;000000000;000000;313500;71000;145200;64800;32500
"2022 VMS IV K.";188710061;0000000;01;20108010301;09.02.02.01.;3.1.1.2.1.2.;4002028;21070;000000000;0000000;152400;;152400;0;0
"2022 VMS IV K.";191663668;0000000;01;201100104;09.05.01.01.;2.2.1.1.1.20.3.;4040004;20970;000000000;000000;100;100;0;0;0
"2022 VMS IV K.";191664389;0000000;01;201100104;09.05.01.01.;2.2.1.1.1.5.;4040004;20970;000000000;000000;700;200;200;200;100
"2022 VMS IV K.";191663853;0000000;01;201100104;09.05.01.01.;2.1.2.1.1.1.;4040004;20970;000000000;000000;3300;900;800;800;800
"2022 VMS IV K.";291664760;0000000;01;201100104;09.05.01.01.;2.2.1.1.1.15.;4040004;20970;000000000;000000;3200;;;;3200
"2022 VMS IV K.";191663472;0000000;01;201100104;09.05.01.01.;2.2.1.1.1.30.L.;4040004;20970;000000000;000000;13800;200;100;14000;-500
"2022 VMS IV K.";190011232;0000000;01;201100104;09.05.01.01.;2.2.1.1.1.5.;4040004;20970;000000000;000000;500;200;100;100;100
"2022 VMS IV K.";190011232;0000000;01;201100104;09.05.01.01.;2.2.1.1.1.20.3.;4040004;20970;000000000;000000;200;100;0;100;0
"2022 VMS IV K.";191844444;0000000;01;201100104;09.05.01.01.;2.1.1.1.1.1.;4040004;20970;000000000;000000;276000;69000;69000;69000;69000
"2022 VMS IV K.";191664421;0000000;20;201100106;09.05.01.01.;2.2.1.1.1.15.;4040020;20970;000000000;000000;12000;3000;3000;3000;3000
"2022 VMS IV K.";191664389;0000000;20;201100106;09.05.01.01.;2.1.2.1.1.1.;4040020;20970;000000000;000000;200;200;0;0;0
"2022 VMS IV K.";191664193;0000000;20;201100106;09.05.01.01.;2.2.1.1.1.21.;4040020;20970;000000000;000000;700;;;;700
"2022 VMS IV K.";191663515;0000000;20;201100106;09.05.01.01.;3.1.1.3.1.2.;4040020;20970;000000000;000000;1600;600;1000;0;0
"2022 VMS IV K.";291664760;0000000;20;201100106;09.05.01.01.;2.1.2.1.1.1.;4040020;20970;000000000;000000;200;200;0;0;0
"2022 VMS IV K.";291664760;0000000;20;201100106;09.05.01.01.;2.2.1.1.1.5.;4040020;20970;000000000;000000;300;100;100;100;0
"2022 VMS IV K.";190011232;0000000;20;201100106;09.05.01.01.;2.2.1.1.1.16.;4040020;20970;000000000;000000;400;;500;-500;400
"2022 VMS IV K.";191645111;0000000;0266;202020107;10.01.02.02.;2.2.1.1.1.21.;6000556;21040;000000000;000000;1400;300;300;400;400
"2022 VMS IV K.";190997565;0000000;64;202020501;10.09.01.01.;2.2.1.1.1.22.;6000554;21040;000000000;000000;5000;5000;0;0;0
"2022 VMS IV K.";191664421;0000000;64;201100106;09.05.01.01.;2.2.1.1.1.16.;4040041;20970;000000000;000000;4400;400;0;4000;0
"2022 VMS IV K.";191664421;0000000;64;201100106;09.05.01.01.;2.2.1.1.1.21.;4040041;20970;000000000;000000;5000;5000;0;0;0
"2022 VMS IV K.";191663472;0000000;64;201100106;09.05.01.01.;2.2.1.1.1.21.;4040041;20970;000000000;000000;2000;2000;0;0;0
"2022 VMS IV K.";191663515;0000000;64;201100106;09.05.01.01.;2.2.1.1.1.2.;4040041;20970;000000000;000000;200;200;0;0;0
"2022 VMS IV K.";191663515;0000000;64;201100106;09.05.01.01.;2.2.1.1.1.5.;4040041;20970;000000000;000000;600;600;0;0;0
"2022 VMS IV K.";191663515;0000000;64;201100106;09.05.01.01.;2.2.1.1.1.15.;4040041;20970;000000000;000000;4000;4000;0;0;0
"2022 VMS IV K.";191663515;0000000;64;201100106;09.05.01.01.;2.2.1.1.1.16.;4040041;20970;000000000;000000;400;400;0;0;0
"2022 VMS IV K.";188710061;0000000;13;20503011501;06.02.01.01.;3.1.1.2.1.3.;3001832;20960;000000000;000000;1292600;;15000;558000;719600
"2022 VMS IV K.";191663287;0000000;01;203020101;09.05.01.01.;2.2.1.1.1.20.3.;4006302;21050;000000000;000000;300;300;0;0;0
"2022 VMS IV K.";188710061;0000000;01;202030105;10.09.01.01.;2.8.1.1.1.2.;6000675;21040;000000000;000000;634400;157500;170900;153100;152900
"2022 VMS IV K.";190006057;0000000;01;202040204;10.04.01.40.;2.8.1.1.1.2.;4000430;21070;000000000;0000000;10900;2000;3800;900;4200
"2022 VMS IV K.";191713384;0000000;01;202040204;10.04.01.40.;2.8.1.1.1.2.;4000430;21070;000000000;0000000;5700;1100;1900;500;2200
"2022 VMS IV K.";191722433;0000000;01;202040204;10.04.01.40.;2.8.1.1.1.2.;4000430;21070;000000000;0000000;1600;300;600;100;600
"2022 VMS IV K.";291221220;0000000;01;202040204;10.04.01.40.;2.8.1.1.1.2.;4000430;21070;000000000;0000000;200;100;0;100;0
"2022 VMS IV K.";190997565;0000000;01;202020401;10.09.01.01.;2.2.1.1.1.20.2.;6000470;21040;000000000;000000;3000;;3000;0;0
"2022 VMS IV K.";300620381;0000000;01;204010101;08.02.01.01.;2.2.1.1.1.2.;4000521;21000;000000000;000000;600;200;400;0;0
"2022 VMS IV K.";300110421;0000000;01;204020101;08.02.01.02.;3.1.2.1.1.2.;4000551;21000;000000000;000000;200;;200;0;0
"2022 VMS IV K.";190648396;0000000;64;201090201;09.08.01.01.;2.2.1.1.1.30.L.;4000146;21070;000000000;0000000;8441;4241;4200;0;0
"2022 VMS IV K.";190026316;0000000;20;201090201;09.01.01.01.;2.2.1.1.1.30.L.;4000071;21070;000000000;0000000;34000;10000;8000;8000;8000
"2022 VMS IV K.";190026316;0000000;20;201090201;09.01.01.01.;3.1.1.3.1.2.;4000071;21070;000000000;0000000;10000;5000;5000;0;0
"2022 VMS IV K.";190030161;0000000;20;201090201;09.01.01.01.;2.2.1.1.1.15.;4000071;21070;000000000;0000000;8300;;4000;4300;0
"2022 VMS IV K.";190030542;0000000;20;201090201;09.01.01.01.;2.2.1.1.1.30.L.;4000071;21070;000000000;0000000;53000;10000;14000;16000;13000
"2022 VMS IV K.";190033467;0000000;20;201090201;09.01.01.01.;2.2.1.1.1.21.;4000071;21070;000000000;0000000;2000;1000;1000;0;0
"2022 VMS IV K.";190648058;0000000;20;201090201;09.01.01.01.;2.2.1.1.1.1.;4000071;21070;000000000;0000000;45900;10000;15000;8900;12000
"2022 VMS IV K.";190648396;0000000;20;201090201;09.01.01.01.;2.2.1.1.1.30.L.;4000071;21070;000000000;0000000;22000;6000;6000;5000;5000
"2022 VMS IV K.";190033467;0000000;20;201090201;09.01.01.01.;2.2.1.1.1.2.;4000071;21070;000000000;0000000;500;500;0;0;0
"2022 VMS IV K.";190013393;0000000;20;201090201;09.01.02.01.;2.2.1.1.1.1.;4000141;21070;000000000;0000000;178600;50100;50000;38000;40500
"2022 VMS IV K.";188710061;0000000;01;204050206;08.02.01.06.;2.8.1.1.1.2.;4000726;21000;000000000;000000;90000;;80000;10000;0
"2022 VMS IV K.";302589995;0000000;65;201090103;09.08.01.01.;2.2.1.1.1.2.;4000222;21070;000000000;0000000;300;300;0;0;0
"2022 VMS IV K.";302420714;0000000;65;201090103;09.08.01.01.;2.2.1.1.1.16.;4000222;21070;000000000;0000000;400;400;0;0;0
"2022 VMS IV K.";191713046;0000000;65;201090103;09.08.01.01.;2.2.1.1.1.30.L.;4000222;21070;000000000;0000000;415;455;-100;0;60
"2022 VMS IV K.";190022442;0000000;65;201090103;09.08.01.01.;2.2.1.1.1.30.L.;4000222;21070;000000000;0000000;725;725;0;0;0
"2022 VMS IV K.";195003862;0000000;65;201090103;09.08.01.01.;2.2.1.1.1.2.;4000222;21070;000000000;0000000;400;400;0;0;0
"2022 VMS IV K.";290004420;0000000;65;201090103;09.08.01.01.;2.2.1.1.1.30.L.;4000222;21070;000000000;0000000;353;;353;0;0
"2022 VMS IV K.";302522904;0000000;65;201090103;09.08.01.01.;2.2.1.1.1.15.;4000222;21070;000000000;0000000;2156;2156;0;0;0
"2022 VMS IV K.";304089960;0000000;65;201090103;09.08.01.01.;2.2.1.1.1.30.L.;4000222;21070;000000000;0000000;4091;4091;0;0;0
"2022 VMS IV K.";190007159;0000000;65;201090103;09.08.01.01.;2.2.1.1.1.21.;4000222;21070;000000000;0000000;522;522;0;0;0
"2022 VMS IV K.";190013817;0000000;65;201090103;09.08.01.01.;2.2.1.1.1.5.;4000222;21070;000000000;0000000;1;100;0;0;-99
"2022 VMS IV K.";191665480;0000000;65;201090103;09.08.01.01.;2.2.1.1.1.5.;4000222;21070;000000000;0000000;69;100;0;0;-31
"2022 VMS IV K.";300110421;0000000;64;204020101;08.02.01.02.;2.2.1.1.1.11.;4000571;21000;000000000;000000;2000;2000;0;0;0
"2022 VMS IV K.";300132332;0000000;13;20402010401;08.02.01.02.;2.1.2.1.1.1.;4000729;21000;000000000;000000;100;;100;0;0
"2022 VMS IV K.";190018892;0000000;64;201090201;09.08.01.01.;2.2.1.1.1.21.;4000145;21070;000000000;0000000;1250;4000;0;-2750;0
"2022 VMS IV K.";190017833;0000000;64;201090201;09.08.01.01.;3.1.1.3.1.2.;4000145;21070;000000000;0000000;2723;;;;2723
"2022 VMS IV K.";291326310;0000000;64;201090201;09.08.01.01.;2.2.1.1.1.30.L.;4000145;21070;000000000;0000000;3114;1387;0;0;1727
"2022 VMS IV K.";190026654;0000000;64;201090201;09.08.01.01.;2.2.1.1.1.7.;4000145;21070;000000000;0000000;318;287;31;0;0
"2022 VMS IV K.";190032899;0000000;64;201090201;09.08.01.01.;2.2.1.1.1.30.L.;4000145;21070;000000000;0000000;4784;4783;1;0;0
"2022 VMS IV K.";191665861;0000000;64;201090201;09.08.01.01.;2.2.1.1.1.7.;4000145;21070;000000000;0000000;800;800;0;0;0
"2022 VMS IV K.";304111905;0000000;64;201090201;09.08.01.01.;3.1.1.3.1.2.;4000145;21070;000000000;0000000;4000;4000;0;0;0
"2022 VMS IV K.";190013621;0000000;64;201090201;09.08.01.01.;2.2.1.1.1.30.L.;4000145;21070;000000000;0000000;19209;1509;0;12700;5000
"2022 VMS IV K.";190026120;0000000;64;201090201;09.08.01.01.;3.1.1.3.1.2.;4000145;21070;000000000;0000000;12200;10000;0;0;2200
"2022 VMS IV K.";190028324;0000000;64;201090201;09.08.01.01.;2.2.1.1.1.30.L.;4000145;21070;000000000;0000000;6752;8000;-48;-1200;0
"2022 VMS IV K.";191662566;0000000;64;201090201;09.08.01.01.;3.1.1.3.1.2.;4000145;21070;000000000;0000000;20064;20000;0;0;64
"2022 VMS IV K.";195003862;0000000;64;201090201;09.08.01.01.;2.2.1.1.1.30.L.;4000145;21070;000000000;0000000;31;31;0;0;0
"2022 VMS IV K.";190030880;0000000;64;201090201;09.08.01.01.;3.1.2.1.1.2.;4000145;21070;000000000;0000000;800;800;0;0;0
"2022 VMS IV K.";190023163;0000000;64;201090201;09.08.01.01.;2.2.1.1.1.30.L.;4000145;21070;000000000;0000000;11182;12083;0;-1000;99
"2022 VMS IV K.";190014723;0000000;64;201090201;09.08.01.01.;2.2.1.1.1.15.;4000145;21070;000000000;0000000;15000;20000;-5000;0;0
"2022 VMS IV K.";191662751;0000000;64;201090201;09.08.01.01.;2.2.1.1.1.30.L.;4000145;21070;000000000;0000000;19000;24000;0;-5000;0
"2022 VMS IV K.";190013589;0000000;64;201090201;09.08.01.01.;3.1.1.2.1.3.;4000145;21070;000000000;0000000;3100;;;7000;-3900
"2022 VMS IV K.";190017648;0000000;64;201090201;09.08.01.01.;2.2.1.1.1.15.;4000145;21070;000000000;0000000;13000;5000;0;4000;4000
"2022 VMS IV K.";191722390;0000000;64;201090201;09.08.01.01.;2.2.1.1.1.30.L.;4000145;21070;000000000;0000000;2237;2237;0;0;0
"2022 VMS IV K.";290028510;0000000;64;201090201;09.08.01.01.;2.2.1.1.1.15.;4000145;21070;000000000;0000000;19000;9000;0;0;10000
"2022 VMS IV K.";190021155;0000000;64;201090201;09.08.01.01.;2.2.1.1.1.5.;4000145;21070;000000000;0000000;91;91;0;0;0
"2022 VMS IV K.";190029383;0000000;64;201090201;09.08.01.01.;2.2.1.1.1.30.L.;4000145;21070;000000000;0000000;27160;12042;811;10138;4169
"2022 VMS IV K.";290026840;0000000;64;201090201;09.08.01.01.;2.2.1.1.1.30.L.;4000145;21070;000000000;0000000;5518;7047;-1529;0;0
"2022 VMS IV K.";301879757;0000000;64;201090201;09.08.01.01.;2.2.1.1.1.30.L.;4000145;21070;000000000;0000000;3372;3372;0;0;0
"2022 VMS IV K.";190033652;0000000;64;201090201;09.08.01.01.;2.2.1.1.1.1.;4000145;21070;000000000;0000000;23660;23660;0;0;0
"2022 VMS IV K.";190021155;0000000;64;201090201;09.08.01.01.;2.2.1.1.1.1.;4000145;21070;000000000;0000000;31390;31390;0;0;0
"2022 VMS IV K.";190012715;0000000;64;201090201;09.08.01.01.;2.2.1.1.1.1.;4000145;21070;000000000;0000000;17596;36485;0;-18889;0
"2022 VMS IV K.";190017986;0000000;64;201090201;09.08.01.01.;2.2.1.1.1.1.;4000145;21070;000000000;0000000;14529;14529;0;0;0
"2022 VMS IV K.";190018935;0000000;64;201090201;09.08.01.01.;2.2.1.1.1.1.;4000145;21070;000000000;0000000;17097;52718;0;-35621;0
"2022 VMS IV K.";190020968;0000000;64;201090201;09.08.01.01.;2.2.1.1.1.1.;4000145;21070;000000000;0000000;10485;10485;0;0;0
"2022 VMS IV K.";190025890;0000000;64;201090201;09.08.01.01.;2.2.1.1.1.1.;4000145;21070;000000000;0000000;24784;24784;0;0;0
"2022 VMS IV K.";190033314;0000000;64;201090201;09.08.01.01.;2.2.1.1.1.1.;4000145;21070;000000000;0000000;27524;27524;0;0;0
"2022 VMS IV K.";191663091;0000000;64;201090202;09.08.01.01.;2.2.1.1.1.30.L.;4000238;21070;000000000;0000000;2859;2859;0;0;0
"2022 VMS IV K.";191662370;0000000;64;201090202;09.08.01.01.;2.2.1.1.1.30.L.;4000238;21070;000000000;0000000;38;38;0;0;0
"2022 VMS IV K.";191662751;0000000;64;201090202;09.08.01.01.;2.2.1.1.1.30.L.;4000238;21070;000000000;0000000;348;348;0;0;0
"2022 VMS IV K.";190025214;0000000;25;201090101;09.01.01.01.;2.2.1.1.1.30.L.;4000060;21070;000000000;0000000;800;100;200;200;300
"2022 VMS IV K.";190012291;0000000;25;201090102;09.01.02.01.;2.2.1.1.1.21.;4000130;21070;000000000;0000000;100;100;0;0;0
"2022 VMS IV K.";195008076;0000000;25;201090102;09.01.02.01.;2.2.1.1.1.30.L.;4000130;21070;000000000;0000000;1100;;800;400;-100
"2022 VMS IV K.";304089960;0000000;25;201090103;09.02.02.01.;2.2.1.1.1.16.;4000220;21070;000000000;0000000;300;100;100;100;0
"2022 VMS IV K.";190005140;0000000;25;201090103;09.02.02.01.;2.2.1.1.1.30.L.;4000220;21070;000000000;0000000;500;;1000;0;-500
"2022 VMS IV K.";191317260;0000000;25;201090103;09.02.02.01.;2.2.1.1.1.21.;4000220;21070;000000000;0000000;100;;;;100
"2022 VMS IV K.";190022780;0000000;20;201090201;09.01.01.01.;2.2.1.1.1.15.;4000070;21070;000000000;0000000;16000;4000;4000;4000;4000
"2022 VMS IV K.";190018935;0000000;20;201090201;09.01.01.01.;2.2.1.1.1.30.L.;4000070;21070;000000000;0000000;33500;8000;7900;8800;8800
"2022 VMS IV K.";190011951;0000000;20;201090201;09.01.01.01.;2.2.1.1.1.30.L.;4000070;21070;000000000;0000000;38400;11100;7500;13800;6000
"2022 VMS IV K.";190023882;0000000;20;201090201;09.01.01.01.;2.2.1.1.1.21.;4000070;21070;000000000;0000000;3000;1000;1000;1000;0
"2022 VMS IV K.";190017267;0000000;20;201090201;09.01.01.01.;2.2.1.1.1.21.;4000070;21070;000000000;0000000;800;200;300;300;0
"2022 VMS IV K.";190020434;0000000;20;201090201;09.01.01.01.;2.2.1.1.1.5.;4000070;21070;000000000;0000000;600;200;200;200;0
"2022 VMS IV K.";190023697;0000000;20;201090201;09.01.01.01.;2.2.1.1.1.21.;4000070;21070;000000000;0000000;3000;500;1500;1000;0
"2022 VMS IV K.";190023544;0000000;20;201090201;09.01.01.01.;2.2.1.1.1.7.;4000070;21070;000000000;0000000;3300;100;100;700;2400
"2022 VMS IV K.";190016884;0000000;20;201090201;09.01.01.01.;2.2.1.1.1.30.L.;4000070;21070;000000000;0000000;10100;5100;6100;-2100;1000
