Reikðmë	Iðversta reikðmë	Apraðas	Ájungtas	Nuo	Iki	[  ]	
4.3.2.2.1.2.P.	4.3.2.2.1.2.P.	Ilgalaikiai				.PAJAMOS.1033.	
4.3.2.2.1.P.	4.3.2.2.1.P.	Vertybiniai popieriai (iðleisti), iðskyrus akcijas				.PAJAMOS.1029.	
4.3.2.2.P.	4.3.2.2.P.	Vertybiniai popieriai (iðleisti), iðskyrus akcijas				.PAJAMOS.1027.	
4.3.2.3.	4.3.2.3.	Iðvestinës finansinës priemonës	*			.PAJAMOS.1034.	
4.3.2.3.1.	4.3.2.3.1.	Iðvestinës finansinës priemonës	*			.PAJAMOS.1036.	
4.3.2.3.1.1.	4.3.2.3.1.1.	Iðvestinës finansinës priemonës	*			.PAJAMOS.1038.	
4.3.2.3.1.1.P.	4.3.2.3.1.1.P.	Iðvestinës finansinës priemonës				.PAJAMOS.1039.	
4.3.2.3.1.P.	4.3.2.3.1.P.	Iðvestinës finansinës priemonës				.PAJAMOS.1037.	
4.3.2.3.P.	4.3.2.3.P.	Iðvestinës finansinës priemonës				.PAJAMOS.1035.	
4.3.2.4.	4.3.2.4.	Paskolos (gautos)	*			.PAJAMOS.1040.	
4.3.2.4.1.	4.3.2.4.1.	Paskolos (gautos)	*			.PAJAMOS.1042.	
4.3.2.4.1.1.	4.3.2.4.1.1.	Trumpalaikës	*			.PAJAMOS.1044.	
4.3.2.4.1.1.P.	4.3.2.4.1.1.P.	Trumpalaikës				.PAJAMOS.1045.	
4.3.2.4.1.2.	4.3.2.4.1.2.	Ilgalaikës	*			.PAJAMOS.1046.	
4.3.2.4.1.2.P.	4.3.2.4.1.2.P.	Ilgalaikës				.PAJAMOS.1047.	
4.3.2.4.1.P.	4.3.2.4.1.P.	Paskolos (gautos)				.PAJAMOS.1043.	
4.3.2.4.P.	4.3.2.4.P.	Paskolos (gautos)				.PAJAMOS.1041.	
4.3.2.5.	4.3.2.5.	Akcijos (iðleistos) ir kitas nuosavas kapitalas	*			.PAJAMOS.1048.	
4.3.2.5.1.	4.3.2.5.1.	Akcijos (iðleistos) ir kitas nuosavas kapitalas	*			.PAJAMOS.1050.	
4.3.2.5.1.1.	4.3.2.5.1.1.	Akcijos (iðleistos) ir kitas nuosavas kapitalas	*			.PAJAMOS.1052.	
4.3.2.5.1.1.P.	4.3.2.5.1.1.P.	Akcijos (iðleistos) ir kitas nuosavas kapitalas				.PAJAMOS.1053.	
4.3.2.5.1.P.	4.3.2.5.1.P.	Akcijos (iðleistos) ir kitas nuosavas kapitalas				.PAJAMOS.1051.	
4.3.2.5.P.	4.3.2.5.P.	Akcijos (iðleistos) ir kitas nuosavas kapitalas				.PAJAMOS.1049.	
4.3.2.6.	4.3.2.6.	Draudimo techniniai atidëjiniai	*			.PAJAMOS.1054.	
4.3.2.6.1.	4.3.2.6.1.	Draudimo techniniai atidëjiniai	*			.PAJAMOS.1056.	
4.3.2.6.1.1.	4.3.2.6.1.1.	Draudimo techniniai atidëjiniai	*			.PAJAMOS.1058.	
4.3.2.6.1.1.P.	4.3.2.6.1.1.P.	Draudimo techniniai atidëjiniai				.PAJAMOS.1059.	
4.3.2.6.1.P.	4.3.2.6.1.P.	Draudimo techniniai atidëjiniai				.PAJAMOS.1057.	
4.3.2.6.P.	4.3.2.6.P.	Draudimo techniniai atidëjiniai				.PAJAMOS.1055.	
4.3.2.7.	4.3.2.7.	Kitos gautinos sumos	*			.TURTUI.1060.	
4.3.2.7.1.	4.3.2.7.1.	Kitos gautinos sumos	*			.TURTUI.1062.	
4.3.2.7.1.1.	4.3.2.7.1.1.	Kitos gautinos sumos	*			.TURTUI.1064.	
4.3.2.7.1.1.P.	4.3.2.7.1.1.P.	Kitos gautinos sumos				.PAJAMOS.1065.	
4.3.2.7.1.P.	4.3.2.7.1.P.	Kitos gautinos sumos				.PAJAMOS.1063.	
4.3.2.7.P.	4.3.2.7.P.	Kitos gautinos sumos				.PAJAMOS.1061.	
4.3.2.P.	4.3.2.P.	Uþsienio				.PAJAMOS.1015.	
4.3.P.	4.3.P.	Finansiniø ásipareigojimø prisiëmimo (skolinimosi) pajamos				.PAJAMOS.958.	
4.P.	4.P.	SANDORIAI DËL MATERIALIOJO IR NEMATERIALIOJO TURTO BEI FINANSINIØ ÁSIPAREIGOJIMØ PRISIËMIMAS				.PAJAMOS.752.	
B	B	Ekonominë klasifikacija (bendrai)				..1.	
NB	NB	Nedetalizuojama				..5.Ne	
T	T	Ið viso (suminëms sàskaitoms)	*			..3.Ne	
