Reikðmë	Iðversta reikðmë	Apraðas	Ájungtas	Nuo	Iki	[  ]	
0000000000000000	0000000000000000	Nedetalizuojama	*			.KITOS.2.Ne	
1.	1.	PAJAMOS	*			..6.	
1.1.	1.1.	Mokesèiai	*			..7.	
1.1.1.	1.1.1.	Pajamø ir pelno mokesèiai	*			..8.	
1.1.1.1.	1.1.1.1.	Gyventojø pajamø mokestis	*			..9.	
1.1.1.1.1.	1.1.1.1.1.	Gyventojø pajamø mokestis, ið viso (4+5+6)	*			..10.	
1.1.1.1.1.1.	1.1.1.1.1.1.	Gyventojø pajamø mokestis	*			..11.	
1.1.1.1.1.1.1.	1.1.1.1.1.1.1.	Gyventojø pajamø mokestis (gautas ið VMI)	*			.PAJAMOS.12.	
1.1.1.1.1.1.2.	1.1.1.1.1.1.2.	Gyventojø pajamø mokestis savivaldybiø iðlaidø struktûros skirtumams iðlyginti	*			.PAJAMOS.13.	
1.1.1.1.1.1.3.	1.1.1.1.1.1.3.	Gyventojø pajamø mokestis savivaldybiø pajamoms ið gyventojø pajamø mokesèio iðlyginti	*			.PAJAMOS.14.	
1.1.1.2.	1.1.1.2.	Pelno mokestis	*			..15.	
1.1.1.2.1.	1.1.1.2.1.	Pelno mokestis	*			..16.	
1.1.1.2.1.1.	1.1.1.2.1.1.	Pelno mokestis	*			.PAJAMOS.17.	
1.1.1.3.	1.1.1.3.	Socialinis mokestis	*			..18.	
1.1.1.3.1.	1.1.1.3.1.	Socialinis mokestis	*			..19.	
1.1.1.3.1.1.	1.1.1.3.1.1.	Socialinis mokestis	*			.PAJAMOS.20.	
1.1.2.	1.1.2.	Darbo jëgos ir atlyginimo mokesèiai	*			..21.	
1.1.2.1.	1.1.2.1.	Ámokos á Garantiná fondà	*			..22.	
1.1.2.1.1.	1.1.2.1.1.	Ámokos á Garantiná fondà	*			..23.	
1.1.2.1.1.1.	1.1.2.1.1.1.	Ámokos á Garantiná fondà	*			.PAJAMOS.24.	
1.1.2.2.	1.1.2.2.	Ámokos á Privalomàjá sveikatos draudimo fondà      	*			.PAJAMOS.25.	
1.1.2.2.1.	1.1.2.2.1.	Privalomojo sveikatos draudimo ámokos, administruojamos Valstybinio socialinio draudimo fondo valdybos      	*			.PAJAMOS.26.	
1.1.2.2.1.1.	1.1.2.2.1.1.	Privalomojo sveikatos draudimo ámokos, administruojamos Valstybinio socialinio draudimo fondo valdybos	*			.PAJAMOS.27.	
1.1.2.2.2.	1.1.2.2.2.	Privalomojo sveikatos draudimo ámokos, administruojamos Valstybinës mokesèiø inspekcijos	*			.PAJAMOS.28.	
1.1.2.2.2.1.	1.1.2.2.2.1.	Privalomojo sveikatos draudimo ámokos, administruojamos Valstybinës mokesèiø inspekcijos	*			.PAJAMOS.29.	
1.1.3.	1.1.3.	Turto mokesèiai	*			..30.	
1.1.3.1.	1.1.3.1.	Þemës mokestis	*			..31.	
1.1.3.1.1.	1.1.3.1.1.	Þemës mokestis	*			..32.	
1.1.3.1.1.1.	1.1.3.1.1.1.	Fiziniø asmenø mokestis	*			.PAJAMOS.33.	
1.1.3.1.1.2.	1.1.3.1.1.2.	Juridiniø asmenø mokestis	*			.PAJAMOS.34.	
1.1.3.2.	1.1.3.2.	Paveldimo turto mokestis	*			..35.	
1.1.3.2.1.	1.1.3.2.1.	Paveldimo turto mokestis	*			..36.	
1.1.3.2.1.1.	1.1.3.2.1.1.	Paveldimo turto mokestis	*			.PAJAMOS.37.	
1.1.3.3.	1.1.3.3.	Nekilnojamojo turto mokestis	*			..38.	
1.1.3.3.1.	1.1.3.3.1.	Nekilnojamojo turto mokestis	*			..39.	
1.1.3.3.1.1.	1.1.3.3.1.1.	Fiziniø asmenø mokestis	*			.PAJAMOS.40.	
1.1.3.3.1.2.	1.1.3.3.1.2.	Juridiniø asmenø mokestis	*			.PAJAMOS.41.	
1.1.4.	1.1.4.	Prekiø ir paslaugø mokesèiai	*			..42.	
1.1.4.1.	1.1.4.1.	Pridëtinës vertës mokestis	*			..43.	
1.1.4.1.1.	1.1.4.1.1.	Pridëtinës vertës mokestis	*			..44.	
1.1.4.1.1.1.	1.1.4.1.1.1.	Pridëtinës vertës mokestis, gautas ið importuotojø	*			.PAJAMOS.45.	
1.1.4.1.1.2.	1.1.4.1.1.2.	Pridëtinës vertës mokestis, gautas ið kitø asmenø	*			.PAJAMOS.46.	
1.1.4.2.	1.1.4.2.	Atskaitymai nuo pajamø pagal Lietuvos Respublikos miðkø ástatymà	*			..47.	
1.1.4.2.1.	1.1.4.2.1.	Atskaitymai nuo pajamø pagal Lietuvos Respublikos miðkø ástatymà	*			..48.	
1.1.4.2.1.1.	1.1.4.2.1.1.	Atskaitymai nuo pajamø pagal Lietuvos Respublikos miðkø ástatymà	*			.PAJAMOS.49.	
1.1.4.3.	1.1.4.3.	Akcizai	*			..50.	
1.1.4.3.1.	1.1.4.3.1.	Akcizai	*			..51.	
1.1.4.3.1.1.	1.1.4.3.1.1.	Akcizai, gauti ið importuotojø	*			.PAJAMOS.52.	
1.1.4.3.1.2.	1.1.4.3.1.2.	Akcizai, gauti ið kitø asmenø	*			.PAJAMOS.53.	
1.1.4.4.	1.1.4.4.	Cukraus sektoriaus mokesèiai	*			..54.	
1.1.4.4.1.	1.1.4.4.1.	Cukraus sektoriaus mokesèiai	*			..55.	
1.1.4.4.1.1.	1.1.4.4.1.1.	Cukraus sektoriaus mokesèiai	*			.PAJAMOS.56.	
1.1.4.5.	1.1.4.5.	Loterijø ir azartiniø loðimø mokestis	*			..57.	
1.1.4.5.1.	1.1.4.5.1.	Loterijø ir azartiniø loðimø mokestis	*			..58.	
1.1.4.5.1.1.	1.1.4.5.1.1.	Loterijø ir azartiniø loðimø mokestis	*			.PAJAMOS.59.	
1.1.4.6.	1.1.4.6.	Transporto priemoniø mokesèiai	*			..60.	
1.1.4.6.1.	1.1.4.6.1.	Transporto priemoniø mokesèiai	*			..61.	
1.1.4.6.1.1.	1.1.4.6.1.1.	Transporto priemoniø mokesèiai	*			.PAJAMOS.62.	
1.1.4.7.	1.1.4.7.	Kiti mokesèiai uþ naudojimàsi prekëmis arba uþ leidimà naudotis prekëmis arba verstis veikla	*			..63.	
1.1.4.7.1.	1.1.4.7.1.	Mokesèiai uþ aplinkos terðimà	*			..64.	
1.1.4.7.1.1.	1.1.4.7.1.1.	Mokesèiai uþ aplinkos terðimà	*			.PAJAMOS.65.	
1.1.4.7.2.	1.1.4.7.2.	Rinkliavos	*			..66.	
1.1.4.7.2.1.	1.1.4.7.2.1.	Valstybës rinkliavos	*			.PAJAMOS.67.	
1.1.4.7.2.2.	1.1.4.7.2.2.	Vietinës rinkliavos	*			.PAJAMOS.68.	
1.1.4.7.3.	1.1.4.7.3.	Mokesèiai uþ pramoninës nuosavybës objektø registravimà	*			..69.	
1.1.4.7.3.1.	1.1.4.7.3.1.	Mokesèiai uþ pramoninës nuosavybës objektø registravimà	*			.PAJAMOS.70.	
1.1.5.	1.1.5.	Tarptautinës prekybos ir sandoriø mokesèiai	*			..71.	
1.1.5.1.	1.1.5.1.	Tarptautinës prekybos ir sandoriø mokesèiai	*			..72.	
1.1.5.1.1.	1.1.5.1.1.	Muitai ir kiti importo mokesèiai, iðskyrus PVM ir akcizus	*			..73.	
1.1.5.1.1.1.	1.1.5.1.1.1.	Muitai ir kiti importo mokesèiai, iðskyrus PVM ir akcizus	*			.PAJAMOS.74.	
1.1.5.1.2.	1.1.5.1.2.	Eksporto mokesèiai	*			..75.	
1.1.5.1.2.1.	1.1.5.1.2.1.	Eksporto mokesèiai	*			.PAJAMOS.76.	
1.1.5.1.3.	1.1.5.1.3.	Kiti tarptautinës prekybos ir sandoriø mokesèiai	*			..77.	
1.1.5.1.3.1.	1.1.5.1.3.1.	Kiti tarptautinës prekybos ir sandoriø mokesèiai	*			.PAJAMOS.78.	
1.2.	1.2.	Socialinës ámokos	*			..79.	
1.2.1.	1.2.1.	Faktinës socialinës ámokos	*			..80.	
1.2.1.1.	1.2.1.1.	Darbdaviø faktinës socialinës ámokos	*			..81.	
1.2.1.1.1.	1.2.1.1.1.	Darbdaviø faktinës socialinës ámokos	*			..82.	
1.2.1.1.1.1.	1.2.1.1.1.1.	Privalomos	*			.PAJAMOS.83.	
1.2.1.1.1.2.	1.2.1.1.1.2.	Savanoriðkos	*			.PAJAMOS.84.	
1.2.1.2.	1.2.1.2.	Dirbanèiøjø faktinës socialinës ámokos	*			..85.	
1.2.1.2.1.	1.2.1.2.1.	Dirbanèiøjø faktinës socialinës ámokos	*			..86.	
1.2.1.2.1.1.	1.2.1.2.1.1.	Privalomos	*			.PAJAMOS.87.	
1.2.1.2.1.2.	1.2.1.2.1.2.	Savanoriðkos	*			.PAJAMOS.88.	
1.2.1.3.	1.2.1.3.	Gyventojø, besiverèianèiø individualia veikla ir nedirbanèiø, socialinës ámokos	*			..89.	
1.2.1.3.1.	1.2.1.3.1.	Gyventojø, besiverèianèiø individualia veikla ir nedirbanèiø, socialinës ámokos	*			..90.	
1.2.1.3.1.1.	1.2.1.3.1.1.	Privalomos	*			.PAJAMOS.91.	
1.2.1.3.1.2.	1.2.1.3.1.2.	Savanoriðkos	*			.PAJAMOS.92.	
1.3.	1.3.	Dotacijos	*			..93.	
1.3.1.	1.3.1.	Dotacijos ið uþsienio ðaliø	*			..94.	
1.3.1.1.	1.3.1.1.	Einamiesiems tikslams	*			..95.	
1.3.1.1.1.	1.3.1.1.1.	Einamiesiems tikslams	*			..96.	
1.3.1.1.1.1.	1.3.1.1.1.1.	Einamiesiems tikslams	*			.PAJAMOS.97.	
1.3.1.2.	1.3.1.2.	Kapitalui formuoti	*			..98.	
1.3.1.2.1.	1.3.1.2.1.	Kapitalui formuoti	*			..99.	
1.3.1.2.1.1.	1.3.1.2.1.1.	Kapitalui formuoti	*			.PAJAMOS.100.	
1.3.2.	1.3.2.	Dotacijos ið tarptautiniø organizacijø	*			..101.	
1.3.2.1.	1.3.2.1.	Einamiesiems tikslams	*			..102.	
1.3.2.1.1.	1.3.2.1.1.	Einamiesiems tikslams	*			..103.	
1.3.2.1.1.1.	1.3.2.1.1.1.	Einamiesiems tikslams	*			.PAJAMOS.104.	
1.3.2.2.	1.3.2.2.	Kapitalui formuoti	*			..105.	
1.3.2.2.1.	1.3.2.2.1.	Kapitalui formuoti	*			..106.	
1.3.2.2.1.1.	1.3.2.2.1.1.	Kapitalui formuoti	*			.PAJAMOS.107.	
1.3.3.	1.3.3.	Europos Sàjungos finansinës paramos lëðos	*			..108.	
1.3.3.1.	1.3.3.1.	Einamiesiems tikslams	*			..109.	
1.3.3.1.1.	1.3.3.1.1.	Einamiesiems tikslams	*			..110.	
1.3.3.1.1.1.	1.3.3.1.1.1.	Einamiesiems tikslams	*			.PAJAMOS.111.	
1.3.3.2.	1.3.3.2.	Kapitalui formuoti	*			..112.	
1.3.3.2.1.	1.3.3.2.1.	Kapitalui formuoti	*			..113.	
1.3.3.2.1.1.	1.3.3.2.1.1.	Kapitalui formuoti	*			.PAJAMOS.114.	
1.3.4.	1.3.4.	Dotacijos ið kitø valdymo lygiø	*			..115.	
1.3.4.1.	1.3.4.1.	Einamiesiems tikslams	*			..116.	
1.3.4.1.1.	1.3.4.1.1.	Einamiesiems tikslams	*			..117.	
1.3.4.1.1.1.	1.3.4.1.1.1.	Speciali tikslinë dotacija	*			..118.	
1.3.4.1.1.1.A.	1.3.4.1.1.1.A.	Valstybinëms (perduotoms savivaldybëms) funkcijoms atlikti	*			.PAJAMOS.119.	
1.3.4.1.1.1.B.	1.3.4.1.1.1.B.	Mokinio krepðeliui finansuoti	*			.PAJAMOS.120.	
1.3.4.1.1.1.C.	1.3.4.1.1.1.C.	Kita tikslinë dotacija	*			.PAJAMOS.121.	
1.3.4.1.1.2.	1.3.4.1.1.2.	Bendrosios dotacijos kompensacija	*			.PAJAMOS.122.	
1.3.4.1.1.3.	1.3.4.1.1.3.	Bendroji dotacija	*			.PAJAMOS.123.	
1.3.4.1.1.4.	1.3.4.1.1.4.	Kitos dotacijos ir lëðos ið kitø valdymo lygiø	*			.PAJAMOS.124.	
1.3.4.2.	1.3.4.2.	Kapitalui formuoti	*			..125.	
1.3.4.2.1.	1.3.4.2.1.	Kapitalui formuoti	*			..126.	
1.3.4.2.1.1.	1.3.4.2.1.1.	Speciali tikslinë dotacija	*			.PAJAMOS.127.	
1.3.4.2.1.1.A.	1.3.4.2.1.1.A.	Valstybinëms (perduotoms savivaldybëms) funkcijoms atlikti	*			.PAJAMOS.128.	
1.3.4.2.1.1.B.	1.3.4.2.1.1.B.	Mokinio krepðeliui finansuoti	*			.PAJAMOS.129.	
1.3.4.2.1.1.C.	1.3.4.2.1.1.C.	Valstybës investicijø programoje numatytiems projektams finansuoti	*			.PAJAMOS.130.	
1.3.4.2.1.1.D.	1.3.4.2.1.1.D.	Kita tikslinë dotacija	*			.PAJAMOS.131.	
1.3.4.2.1.2.	1.3.4.2.1.2.	Bendrosios dotacijos kompensacija	*			.PAJAMOS.132.	
1.3.4.2.1.3.	1.3.4.2.1.3.	Bendroji dotacija	*			.PAJAMOS.133.	
1.3.4.2.1.4.	1.3.4.2.1.4.	Kitos dotacijos ir lëðos ið kitø valdymo lygiø	*			.PAJAMOS.134.	
1.4.	1.4.	Kitos pajamos	*			..135.	
1.4.1.	1.4.1.	Turto pajamos	*			..136.	
1.4.1.1.	1.4.1.1.	Palûkanos	*			..137.	
1.4.1.1.1.	1.4.1.1.1.	Palûkanos uþ paskolas	*			..138.	
1.4.1.1.1.1.	1.4.1.1.1.1.	Kitø valdymo lygiø (savivaldybiø, „Sodros“, nebiudþetiniø fondø)	*			.PAJAMOS.139.	
1.4.1.1.1.2.	1.4.1.1.1.2.	Kitø subjektø	*			.PAJAMOS.140.	
1.4.1.1.2.	1.4.1.1.2.	Palûkanos uþ depozitus	*			..141.	
1.4.1.1.2.1.	1.4.1.1.2.1.	Palûkanos uþ depozitus	*			.PAJAMOS.142.	
1.4.1.1.3.	1.4.1.1.3.	Palûkanos uþ vertybinius popierius (iðskyrus akcijas)	*			..143.	
1.4.1.1.3.1.	1.4.1.1.3.1.	Palûkanos uþ vertybinius popierius (iðskyrus akcijas)	*			.PAJAMOS.144.	
1.4.1.1.4.	1.4.1.1.4.	Finansinës nuomos (lizingo) palûkanos	*			..145.	
1.4.1.1.4.1.	1.4.1.1.4.1.	Finansinës nuomos (lizingo) palûkanos	*			.PAJAMOS.146.	
1.4.1.2.	1.4.1.2.	Dividendai	*			..147.	
1.4.1.2.1.	1.4.1.2.1.	Dividendai	*			..148.	
1.4.1.2.1.1.	1.4.1.2.1.1.	Lietuvos banko likutinis pelnas	*			.PAJAMOS.149.	
1.4.1.2.1.2.	1.4.1.2.1.2.	Dividendai	*			.PAJAMOS.150.	
1.4.1.2.1.3.	1.4.1.2.1.3.	Pajamos ið valstybës ámoniø pelno dalies	*			.PAJAMOS.151.	
1.4.1.3.	1.4.1.3.	Draudimo polisø savininkø pajamos	*			..152.	
1.4.1.3.1.	1.4.1.3.1.	Draudimo polisø savininkø pajamos	*			..153.	
1.4.1.3.1.1.	1.4.1.3.1.1.	Draudimo polisø savininkø pajamos	*			.PAJAMOS.154.	
1.4.1.4.	1.4.1.4.	Nuoma	*			..155.	
1.4.1.4.1.	1.4.1.4.1.	Nuomos mokestis uþ valstybinæ þemæ ir valstybinio vidaus vandenø fondo vandens telkinius	*			..156.	
1.4.1.4.1.1.	1.4.1.4.1.1.	Fiziniø asmenø	*			.PAJAMOS.157.	
1.4.1.4.1.2.	1.4.1.4.1.2.	Juridiniø asmenø	*			.PAJAMOS.158.	
1.4.1.4.2.	1.4.1.4.2.	Mokesèiai uþ valstybinius gamtos iðteklius	*			..159.	
1.4.1.4.2.1.	1.4.1.4.2.1.	Mokestis uþ medþiojamøjø gyvûnø iðteklius      	*			.PAJAMOS.160.	
1.4.1.4.2.2.	1.4.1.4.2.2.	Kiti mokesèiai uþ valstybinius gamtos iðteklius	*			.PAJAMOS.161.	
1.4.1.4.3.	1.4.1.4.3.	Naftos ir dujø iðtekliø mokestis	*			..162.	
1.4.1.4.3.1.	1.4.1.4.3.1.	Naftos ir dujø iðtekliø mokestis	*			.PAJAMOS.163.	
1.4.1.4.4.	1.4.1.4.4.	Mokestis uþ valstybës turto naudojimà patikëjimo teise	*			..164.	
1.4.1.4.4.1.	1.4.1.4.4.1.	Mokestis uþ valstybës turto naudojimà patikëjimo teise	*			.PAJAMOS.165.	
1.4.2.	1.4.2.	Pajamos uþ prekes ir paslaugas	*			..166.	
1.4.2.1.	1.4.2.1.	Pajamos uþ prekes ir paslaugas	*			..167.	
1.4.2.1.1.	1.4.2.1.1.	Pajamos uþ prekes ir paslaugas	*			..168.	
1.4.2.1.1.1.	1.4.2.1.1.1.	Pajamos uþ prekes ir paslaugas	*			.PAJAMOS.169.	
1.4.2.1.2.	1.4.2.1.2.	Pajamos uþ patalpø nuomà	*			..170.	
1.4.2.1.2.1.	1.4.2.1.2.1.	Pajamos uþ patalpø nuomà	*			.PAJAMOS.171.	
1.4.2.1.3.	1.4.2.1.3.	Konsulinis mokestis	*			..172.	
1.4.2.1.3.1.	1.4.2.1.3.1.	Konsulinis mokestis	*			.PAJAMOS.173.	
1.4.2.1.4.	1.4.2.1.4.	Pajamos uþ atsitiktines paslaugas	*			..174.	
1.4.2.1.4.1.	1.4.2.1.4.1.	Pajamos uþ atsitiktines paslaugas	*			.PAJAMOS.175.	
1.4.2.1.5.	1.4.2.1.5.	Ámokos	*			..176.	
1.4.2.1.5.1.	1.4.2.1.5.1.	Ámokos uþ mokslà aukðtosiose mokyklose	*			.PAJAMOS.177.	
1.4.2.1.5.2.	1.4.2.1.5.2.	Ámokos uþ iðlaikymà ðvietimo, socialinës apsaugos ir kitose ástaigose	*			.PAJAMOS.178.	
1.4.2.1.6.	1.4.2.1.6.	Þyminis mokestis	*			..179.	
1.4.2.1.6.1.	1.4.2.1.6.1.	Þyminis mokestis	*			.PAJAMOS.180.	
1.4.2.1.6.2.	1.4.2.1.6.2.	Kitos biudþeto pajamos	*			.KITOS.181.	
1.4.2.1.7.	1.4.2.1.7.	Kitos pajamos	*			..182.	
1.4.2.1.7.1.	1.4.2.1.7.1.	Pajamos uþ leidimø ir kitø dokumentø iðdavimà	*			.PAJAMOS.183.	
1.4.2.1.7.2.	1.4.2.1.7.2.	Kitos pajamos	*			.PAJAMOS.184.	
1.4.3.	1.4.3.	Pajamos ið baudø ir konfiskacijos	*			..185.	
1.4.3.1.	1.4.3.1.	Pajamos ið baudø ir konfiskacijos	*			..186.	
1.4.3.1.1.	1.4.3.1.1.	Pajamos ið baudø ir konfiskacijos	*			..187.	
1.4.3.1.1.1.	1.4.3.1.1.1.	Pajamos ið baudø pagal Administraciniø teisës paþeidimø kodeksà	*			.PAJAMOS.188.	
1.4.3.1.1.2.	1.4.3.1.1.2.	Pajamos ið baudø uþ pavëluotus atsiskaitymus	*	2014-06-26		.PAJAMOS.189.	
1.4.3.1.1.3.	1.4.3.1.1.3.	Delspinigiai	*	2014-06-26		.PAJAMOS.190.	
1.4.3.1.1.4.	1.4.3.1.1.4.	Pajamos ið konfiskacijos	*	2014-06-26		.PAJAMOS.191.	
1.4.3.1.1.5.	1.4.3.1.1.5.	Kitos netesybos	*	2014-06-26		.PAJAMOS.192.	
1.4.3.2.	1.4.3.2.	Pajamos ið baudø ir konfiskacijos uþ aplinkos terðimà	*			..193.	
1.4.3.2.1.	1.4.3.2.1.	Pajamos ið baudø ir konfiskacijos uþ aplinkos terðimà	*			..194.	
1.4.3.2.1.1.	1.4.3.2.1.1.	Pajamos ið baudø uþ aplinkos terðimà	*			.PAJAMOS.195.	
1.4.3.2.1.2.	1.4.3.2.1.2.	Pajamos ið konfiskacijos	*	2014-06-26		.PAJAMOS.196.	
1.4.3.3.	1.4.3.3.	Pajamos ið baudø ir konfiskacijos pagal Þuvininkystës ástatymà	*	2014-06-26		..197.	
1.4.3.3.1.	1.4.3.3.1.	Pajamos ið baudø ir konfiskacijos pagal Þuvininkystës ástatymà	*	2014-06-26		..198.	
1.4.3.3.1.1.	1.4.3.3.1.1.	Pajamos ið baudø pagal Þuvininkystës ástatymà	*	2014-06-26		.PAJAMOS.199.	
1.4.3.3.1.2.	1.4.3.3.1.2.	Pajamos iø konfiskacijos	*	2014-06-26		.PAJAMOS.200.	
1.4.4.	1.4.4.	Perduodamos lëðos, kitos nei dotacijos	*			..201.	
1.4.4.1.	1.4.4.1.	Einamiesiems tikslams	*			..202.	
1.4.4.1.1.	1.4.4.1.1.	Einamiesiems tikslams	*			..203.	
1.4.4.1.1.1.	1.4.4.1.1.1.	Einamiesiems tikslams	*			.PAJAMOS.204.	
1.4.4.2.	1.4.4.2.	Kapitalui formuoti	*			..205.	
1.4.4.2.1.	1.4.4.2.1.	Kapitalui formuoti	*			..206.	
1.4.4.2.1.1.	1.4.4.2.1.1.	Kapitalui formuoti	*			.PAJAMOS.207.	
1.4.5.	1.4.5.	Kitos neiðvardytos pajamos	*			..208.	
1.4.5.1.	1.4.5.1.	Kitos neiðvardytos pajamos	*			..209.	
1.4.5.1.1.	1.4.5.1.1.	Valstybës kontrolës, savivaldybës kontrolieriaus pasiûlymu pervestos sumos	*			..210.	
1.4.5.1.1.1.	1.4.5.1.1.1.	Valstybës kontrolës, savivaldybës kontrolieriaus pasiûlymu pervestos sumos	*			.PAJAMOS.211.	
1.4.5.1.2.	1.4.5.1.2.	Þala, atsiradusi dël valdþios institucijø neteisëtø veiksmø, iðieðkota regreso tvarka ið kaltø asmenø	*			..212.	
1.4.5.1.2.1.	1.4.5.1.2.1.	Þala, atsiradusi dël valdþios institucijø neteisëtø veiksmø, iðieðkota regreso tvarka ið kaltø asmenø	*			.PAJAMOS.213.	
1.4.5.1.3.	1.4.5.1.3.	Ið tabako bendroviø gaunamos lëðos	*			..214.	
1.4.5.1.3.1.	1.4.5.1.3.1.	Ið tabako bendroviø gaunamos lëðos	*			.PAJAMOS.215.	
1.4.5.1.4.	1.4.5.1.4.	Kitos neiðvardytos pajamos	*			..216.	
1.4.5.1.4.1.	1.4.5.1.4.1.	Kitos neiðvardytos pajamos	*			.PAJAMOS.217.	
2.	2.	IÐLAIDOS	*			..218.	
2.1.	2.1.	Darbo uþmokestis ir socialinis draudimas	*			..220.	
2.1.1.	2.1.1.	Darbo uþmokestis	*			..222.	
2.1.1.1.1.1.	2.1.1.1.1.1.	Darbo uþmokestis pinigais	*			.DU.224.	
2.1.1.1.1.1.A.	2.1.1.1.1.1.A.	ið jø:  valstybës tarnautojø darbo uþmokestis	*			.DU.225.	
2.1.1.1.1.1.B.	2.1.1.1.1.1.B.	     pedagogø darbo uþmokestis	*			.DU.226.	
2.1.1.1.1.1.C.	2.1.1.1.1.1.C.	     socialiniø darbuotojø darbo uþmokestis	*			.DU.227.	
2.1.1.1.1.1.D.	2.1.1.1.1.1.D.	     kultûros darbuotojø darbo uþmokestis	*			.DU.228.	
2.1.1.1.1.1.E.	2.1.1.1.1.1.E.	     medicinos darbuotojø darbo uþmokestis	*			.DU.229.	
2.1.1.1.1.1.F.	2.1.1.1.1.1.F.	     kitø neiðvardintø darbuotojø darbo uþmokestis	*			.DU.230.	
2.1.1.1.1.1.T.	2.1.1.1.1.1.T.	Darbo uþmokestis: ið viso				.DU.231.	
2.1.1.1.1.1B	2.1.1.1.1.1B	Darbo uþmokestis pinigais	*			..223.Ne	
2.1.1.1.1.2.	2.1.1.1.1.2.	Pajamos natûra	*			.DU.232.	
2.1.1B	2.1.1B	Darbo uþmokestis				..221.Ne	
2.1.2.	2.1.2.	Socialinio draudimo ámokos	*			..233.	
2.1.2.1.1.1.	2.1.2.1.1.1.	Socialinio draudimo ámokos	*			.KITOS.234.	
2.1.B	2.1.B	Darbo uþmokestis ir socialinis draudimas	*			..219.Ne	
2.2.	2.2.	Prekiø ir paslaugø naudojimas	*			..236.	
2.2.1.	2.2.1.	Prekiø ir paslaugø naudojimas	*			..237.	
2.2.1.1.1.	2.2.1.1.1.	Prekiø ir paslaugø naudojimas	*			..238.	
2.2.1.1.1.1.	2.2.1.1.1.1.	Mityba	*			.KITOS.240.	
2.2.1.1.1.10.	2.2.1.1.1.10.	Kitos prekës	*			.KITOS.247.Taip	
2.2.1.1.1.11.	2.2.1.1.1.11.	Komandiruotës (transporto, apgyvendinimo, ryðio ir kitos komandiruotës iðlaidos)	*			.KITOS.248.	
2.2.1.1.1.12.	2.2.1.1.1.12.	Miestø ir gyvenvieèiø vieðasis ûkis	*			.KITOS.249.	
2.2.1.1.1.13.	2.2.1.1.1.13.	Vandentiekis ir kanalizacija (nenaudojamas)	*		2014-06-26	.KITOS.240.	
2.2.1.1.1.14.	2.2.1.1.1.14.	Ilgalaikio materialiojo ir nematerialiojo turto nuoma (áskaitant veiklos nuomà)	*			.KITOS.250.	
2.2.1.1.1.15.	2.2.1.1.1.15.	Ilgalaikio materialiojo turto einamasis remontas	*			.KITOS.251.	
2.2.1.1.1.16.	2.2.1.1.1.16.	Kvalifikacijos këlimas	*			.KITOS.252.	
2.2.1.1.1.17.	2.2.1.1.1.17.	Apmokëjimas ekspertams ir konsultantams	*			.KITOS.253.	
2.2.1.1.1.18.	2.2.1.1.1.18.	Apmokëjimas uþ turto vertinimo paslaugas	*			.KITOS.254.	
2.2.1.1.1.19.	2.2.1.1.1.19.	Veiklos nuoma	*			.KITOS.255.	
2.2.1.1.1.2.	2.2.1.1.1.2.	Medikamentai (ir darbuotojø sveikatos tikrinimas)	*			.KITOS.241.	
2.2.1.1.1.20.	2.2.1.1.1.20.	Komunalinës paslaugos	*			.KITOS.256.	
2.2.1.1.1.20.1.	2.2.1.1.1.20.1.	Ðildymas	*			.KITOS.258.	
2.2.1.1.1.20.2.	2.2.1.1.1.20.2.	Elektros energija	*			.KITOS.259.	
2.2.1.1.1.20.3.	2.2.1.1.1.20.3.	Vandentiekis ir kanalizacija	*			.KITOS.260.	
2.2.1.1.1.20.4.	2.2.1.1.1.20.4.	Ðiukðliø iðveþimas	*			.KITOS.261.	
2.2.1.1.1.20.D	2.2.1.1.1.20.D	Komunalinës paslaugos	*			.KITOS.257.Ne	
2.2.1.1.1.20D	2.2.1.1.1.20D	Komunalinës paslaugos				.KITOS.239.Ne	
2.2.1.1.1.3.	2.2.1.1.1.3.	Ðildymas (nenaudojamas)	*		2011-02-22	.KITOS.231.	
2.2.1.1.1.30.	2.2.1.1.1.30.	Kitos paslaugos	*			..262.	
2.2.1.1.1.30.A.	2.2.1.1.1.30.A.	Laidø kûrimas	*			.KITOS.272.	
2.2.1.1.1.30.AU.	2.2.1.1.1.30.AU.	Aukciono dalyvio mokestis	*		2010-11-30	.KITOS.250.Taip	
2.2.1.1.1.30.B.	2.2.1.1.1.30.B.	Teismo iðlaidos	*			.KITOS.273.	
2.2.1.1.1.30.BP.	2.2.1.1.1.30.BP.	Butø privatizavimo lëðos	*			.KITOS.263.	
2.2.1.1.1.30.C.	2.2.1.1.1.30.C.	Tarybos projektø finansavimas	*			.KITOS.274.	
2.2.1.1.1.30.D.	2.2.1.1.1.30.D.	Skalbimo paslaugos	*			.KITOS.275.	
2.2.1.1.1.30.DE.	2.2.1.1.1.30.DE.	Deponentai	*			.KITOS.264.	
2.2.1.1.1.30.DR.	2.2.1.1.1.30.DR.	Darbo rinka	*			.KITOS.265.	
2.2.1.1.1.30.E.	2.2.1.1.1.30.E.	Neþinybinë apsauga	*			.KITOS.276.	
2.2.1.1.1.30.F.	2.2.1.1.1.30.F.	Europos Sàjungos paramos koordinavimas	*			.KITOS.277.	
2.2.1.1.1.30.G.	2.2.1.1.1.30.G.	Gëlës	*			.KITOS.278.	
