Reikðmë	Iðversta reikðmë	Apraðas	Ájungtas	Nuo	Iki	[  ]	
61	61	Lëðø likuèiai ið Savivaldybës biudþeto lëðø	*			.Taip.Taip.Biudþeto skyrius EUR..4251001.4251004.4251001.4251004.4252001.4252004.4251002..7015001.Paskolos savivaldybës vardu.4252003.Taip..Taip..7015002.7025001.4252002.2282101.4251003.4252003.4251003.2282101.2282101..4151001.4152001.4151001.2225001.4251002	
62	62	Lëðø likuèiai ið Aplinkos apsaugos rëmimo specialios programos (Sveikatos apsaugos priemonës)	*			.Taip.Taip.Biudþeto skyrius EUR..4251001.4251004.4251001.4251004.4252001.4252004.4251002..7015001.Paskolos savivaldybës vardu.4252003.Taip..Taip..7015002.7025001.4252002.2282101.4251003.4252003.4251003.2282101.2282101..4151001.4152001.4151001.2225001.4251002	
63	63	Lëðø likuèiai ið Aplinkos apsaugos rëmimo specialios programos (Aplinkos apsaugos priemonës)	*			.Taip.Taip.Biudþeto skyrius EUR..4251001.4251004.4251001.4251004.4252001.4252004.4251002..7015001.Paskolos savivaldybës vardu.4252003.Taip..Taip..7015002.7025001.4252002.2282101.4251003.4252003.4251003.2282101.2282101..4151001.4152001.4151001.2225001.4251002	
64	64	Lëðø likuèiai ið biudþetiniø ástaigø pajamø ámokø uþ paslaugas	*			.Taip..Biudþeto skyrius EUR..211500K.211500K.211500K.211500K.211500K.211500K.211500K..7015001.Paskolos savivaldybës vardu.6953001.Ne.Taip.Taip......6953001.6953001.6953001.......2298001.211500K	
65	65	Lëðø likuèiai ið biudþetiniø ástaigø pajamø ámokø uþ turto nuomà	*			.Taip..Biudþeto skyrius EUR..211500K.211500K.211500K.211500K.211500K.211500K.211500K..7015001.Paskolos savivaldybës vardu.6953001.Ne.Taip.Taip......6953001.6953001.6953001.......2298001.211500K	
66	66	Lëðø likuèiai ið paramos lëðø socialinës infrastruktûros plëtrai	*			.Taip.Ne.Biudþeto skyrius EUR..4261001.4261004.4261001.4261004.4262001.4262004.4261002..7016001..4262003.Taip.Ne.Taip.Taip.7016002.7026001.4262002.2282101.4261003.4262003.4261003.2282101.2282101..4161001.4162001.4161001.2226001.4261002	
B	B	Finansavimas bendrai (be 02 ðaltinio)	*			.Ne................Ne..Ne...............	
GL	GL	VSPN fin. ðaltinis, skirtas globotiniø asmeniniø lëðø apskaitai	*			.Ne.Ne...6940002..6940002..6940002.......Ne..Ne.Taip...........6940002.6940002.6940002.6940002.	
S02	S02	02 ðaltinis	*			.Ne....4262001....4262001........Ne.................	
S1	S1	Suvestinë (01+02+06+07+20+25+27+28)	*			.Ne................Ne..Ne...............	
S10	S10	Suvestinë (01+06+07+20+25+28)	*			.Ne.................................	
S11	S11	Suvestinë (0205+27)	*			.Ne.................................	
S12	S12	Suvestinë (S02+27+2MXX+21)	*			.Ne.................................	
S13	S13	Suvestinë (01+02+06+07+13+20+25+27+28)	*			.Ne.................................	
S14	S14	Suvestinë (01+02+06+07+13+16+17+20+21+25+27+28)	*			.Ne.................................	
S15	S15	Suvestinë VL	*			.Taip.................................	
S16	S16	Suvestinë (01+02+06+07+13+16+17+20+21+25+27+28+61+62+63+64+65+66)	*			.Ne.................................	
S2	S2	Suvestinë (01+06+07+20+25)	*			.Ne................Ne..Ne...............	
S2M	S2M	Suvestinë (2M01+2M02+2M03+2M04+2M05+2M06+2M07+2M08+2M09+2M10+2M11+2M12+2M13+2M14+2M15)	*			.Ne.................................	
S3	S3	Suvestinë (06+07)	*			.Ne................Ne..Ne...............	
S4	S4	Suvestinë (01+02+06+07+16+17+20+25+27+28)	*			.Ne................Ne..Ne...............	
S5	S5	Suvestinë (01+02+06+07+16+17+20+21+25+27+28)	*			.Ne................Ne..Ne...............	
S6	S6	Suvestinë (01+02+05+06+07+13+16+17+20+25+27+28)	*			.Ne................Ne..Ne...............	
S7	S7	Suvestinë (20+25)	*			.Ne................Ne..Ne...............	
S8	S8	Suvestinë (01+02)	*			.Ne................Ne..Ne...............	
S9	S9	Visi iðskyrus 01	*			.................Ne.................	
T	T	Ið viso (suminëms sàskaitoms)	*			...................Ne...............	
