Reikðmë	Iðversta reikðmë	Apraðas	Ájungtas	Nuo	Iki	[  ]	
302442881	302442881	Privati ikimokyklinë ástaiga Vieðoji ástaiga „Vilniaus Montessori“ Vilnius  Montessori pre-School	*			.	
302498613	302498613	Privati ikimokyklinë ástaiga Vieðoji ástaiga VÐÁ Dienos centras Boruþëlës	*			.	
302517063	302517063	VÐÁ „SAULËS ZUIKUÈIAI“ (privati ikimokyklinë ástaiga)	*			.	
302520038	302520038	Privati ikimokyklinë ástaiga Vieðoji ástaiga Klauþada	*			.	
302522904	302522904	Jono Basanavièiaus gimnazija	*			.	
302525035	302525035	Vaikystës institutas Privati ikimokyklinë ástaiga VðÁ	*			.	
302544815	302544815	Privati ikimokyklinë ástaiga Vieðoji ástaiga Zebriukas	*			.	
302553262	302553262	Privati ikimokyklinë ástaiga Vieðoji ástaiga Ðvietimo ir ugdymo centras	*			.	
302557111	302557111	Privati ikimokyklinë ástaiga Vieðoji ástaiga Vaikystës takas	*			.	
302562877	302562877	Privati ikimokyklinë ástaiga Vieðoji ástaiga Mano darþelis				.	
302571221	302571221	Privati ikimokyklinë ástaiga Vieðoji ástaiga Bajorø vaikø lopðelis-darþelis Ðypsenëlë	*			.	
302589995	302589995	Balsiø pagrindinë mokykla				.	
302592863	302592863	Privati ikimokyklinë ástaiga Vieðoji ástaiga Baltupiø darþelis	*			.	
302593755	302593755	Privati ikimokyklinë ástaiga Vieðoji ástaiga Balsiø darþelis	*			.	
302602019	302602019	Privati ikimokyklinë ástaiga UAB Vaikystës Sodas	*			.	
302637276	302637276	VÐÁ „Vaiko medis“	*			.	
302659212	302659212	VÐÁ „Sauluþës vaikai“ (privati ikimokyklinë ástaiga)	*			.	
302701526	302701526	VÐÁ „Paþinimo medis“	*			.	
302787322	302787322	VÐÁ „Atradimø namai“ (privati ikimokyklinë ástaiga)	*			.	
302799036	302799036	VÐÁ „Vaivorykðtës tako“ pagrindinës mokyklos Vilniaus filialas	*			.	
302804355	302804355	Taikomøjø mokslø licëjus, VÐÁ (privati pagrindinë mokykla)	*			.	
302817872	302817872	Vilniaus Antakalnio gimnazija	*			.	
302818006	302818006	Vilniaus Antakalnio progimnazija	*			.	
302823722	302823722	Vilniaus centro vidurinë mokykla	*			.	
302850897	302850897	VÐÁ „Ðiuolaikinës mokyklos centras“ (privati vidurinë mokykla)	*	2012-09-01		.	
302851682	302851682	VÐÁ mokykla „Menachemo namai“ (privati vidurinë mokykla)	*			.	
302937850	302937850	Vieðoji ástaiga "Maþasis trinapolis"	*	2013-07-01		.	
302991855	302991855	VðÁ "Geniukas"	*	2013-01-01		.	
30300	30300	Kultûros ir meno skyrius				.	
30301	30301	Menø vadybos poskyris				.	
30302	30302	Projektø vadybos poskyris				.	
30400	30400	Kûno kultûros ir sporto skyrius				.	
30401	30401	Organizavimo ir strategijos poskyris				.	
30402	30402	Sporto ir baziø plëtros poskyris				.	
30500	30500	Planavimo ir apskaitos skyrius				.	
30600	30600	Ðvietimo skyrius				.	
30601	30601	Neformaliojo ðvietimo poskyris				.	
30602	30602	Ðvietimo analizës ir planavimo poskyris				.	
30603	30603	Ðvietimo organizavimo poskyris				.	
30604	30604	Vadybinës ir pedagoginës veiklos iðorës audito poskyris				.	
30700	30700	Turizmo ir miesto ávaizdþio skyrius				.	
40000	40000	Miesto ûkio departamentas				.	
400000	400000	Personalo departamentas	*			.	
400100	400100	Vieðøjø ryðiø skyrius				.	
400200	400200	Rinkodaros ir vieðøjø ryðiø skyrius				.	
40100	40100	Eismo organizavimo skyrius				.	
40101	40101	Eismo valdymo poskyris				.	
40102	40102	Kontrolës poskyris				.	
40103	40103	Vieðojo transporto poskyris				.	
40104	40104	Þemës darbø prieþiûros poskyris				.	
40200	40200	Energetikos ir statiniø skyrius				.	
40201	40201	Energetikos poskyris				.	
40202	40202	Pastatø administravimo poskyris				.	
40203	40203	Statiniø naudojimo prieþiûros poskyris				.	
40300	40300	Infrastruktûros projektø skyrius				.	
40301	40301	Eksploatacijos poskyris				.	
40302	40302	Investiciniø projektø poskyris				.	
40303	40303	Sàlygø iðdavimo ir projektø derinimo poskyris				.	
40304	40304	Statybos ir rekonstrukcijos poskyris				.	
40400	40400	Miesto tvarkymo skyrius				.	
40401	40401	Komunalinio ûkio poskyris				.	
40402	40402	Teritorijø tvarkymo poskyris				.	
40403	40403	Þeldynø poskyris				.	
40500	40500	Planavimo ir apskaitos skyrius				.	
40501	40501	Apskaitos ir analizës poskyris				.	
40502	40502	Investicijø apskaitos poskyris				.	
40503	40503	Planavimo ir sutarèiø poskyris				.	
50000	50000	Miesto plëtros departamentas				.	
500000	500000	Palangos poilsio namai „Jûros vilnis“				.	
50100	50100	Bendrojo ir specialiojo planavimo skyrius				.	
50101	50101	Bendrojo planavimo poskyris				.	
50200	50200	Detaliojo planavimo skyrius				.	
50201	50201	Miesto centrinës teritorijos poskyris				.	
50202	50202	Miesto pietinës teritorijos poskyris				.	
50203	50203	Miesto rytinës teritorijos poskyris				.	
50204	50204	Miesto ðiaurinës teritorijos poskyris				.	
50205	50205	Miesto vakarinës teritorijos poskyris				.	
50300	50300	Plëtros projektø skyrius				.	
50301	50301	Miesto projektø poskyris				.	
50302	50302	Tarptautiniø projektø poskyris				.	
50400	50400	Sàlygø savado skyrius				.	
50401	50401	Inþineriniø sàlygø poskyris				.	
50402	50402	Sàvado rengimo poskyris				.	
50500	50500	Statybø leidimø skyrius				.	
50501	50501	Dokumentø kontrolës poskyris				.	
50502	50502	Leidimø áforminimo poskyris				.	
50503	50503	Projektø patikrinimo poskyris				.	
50600	50600	Miestovaizdþio skyrius				.	
50601	50601	Miesto estetikos poskyris				.	
50602	50602	Þeldynø poskyris				.	
50700	50700	Þemës duomenø administravimo skyrius				.	
50701	50701	Þemës administravimo poskyris				.	
50702	50702	Geodezijos ir kartografijos poskyris				.	
50703	50703	Þemës privatizavimo ir nuomos poskyris				.	
50704	50704	Þemës restitucijos poskyris				.	
50800	50800	Kultûros paveldo skyrius				.	
50900	50900	Planavimo ir apskaitos skyrius				.	
5132	5132	Privatizavimo fondas	*			.Taip	
60000	60000	Ekonomikos ir investicijø departamentas	*			.Taip	
60100	60100	Civilinës saugos skyrius				.	
60200	60200	Karo prievolës administravimo skyrius				.	
60300	60300	Valstybinës kalbos kontrolës skyrius				.	
60400	60400	Vieðosios tvarkos skyrius				.	
60401	60401	Kontrolës poskyris				.	
70000	70000	Teisës departamentas	*			.	
70100	70100	Civilinës metrikacijos skyrius				.	
70200	70200	Juridinis skyrius				.	
70201	70201	Nuosavybës teisiø atkûrimo poskyris				.	
70202	70202	Sutarèiø derinimo poskyris				.	
70211	70211	Nuomotojai				.	
70212	70212	Nuomuotojai				.	
70300	70300	Teisës taikymo skyrius				.	
70400	70400	Teisinës pagalbos skyrius				.	
70500	70500	Dokumentø skyrius				.	
80000	80000	Personalo departamentas				.	
80100	80100	Apskaitos ir organizavimo skyrius				.	
80200	80200	Kompetencijos ir ugdymo skyrius				.	
80300	80300	Etikos ir nusiþengimø tyrimo skyrius				.	
80400	80400	Archyvas				.	
80500	80500	Interesantø aptarnavimo skyrius				.	
80501	80501	Leidimø ir komunikacijos poskyris				.	
80502	80502	Priimamasis				.	
80503	80503	Pirmasis poskyris				.	
80504	80504	Antrasis poskyris				.	
80505	80505	Treèiasis poskyris				.	
80506	80506	Leidimø poskyris				.	
80507	80507	Informacijos poskyris				.	
90000	90000	Socialiniø reikalø departamentas				.	
90100	90100	Planavimo ir apskaitos skyrius				.	
90200	90200	Socialinës paramos skyrius				.	
90201	90201	Socialinio darbo poskyris				.	
90202	90202	Socialiniø paslaugø planavimo ir prieþiûros poskyris				.	
90300	90300	Socialinio bûsto skyrius				.	
90400	90400	Socialiniø projektø skyrius				.	
90500	90500	Sveikatos skyrius				.	
90600	90600	Vaikø teisiø apsaugos skyrius				.	
90601	90601	Duomenø valdymo ir analizës poskyris				.	
90602	90602	Globos ir ávaikinimo poskyris				.	
90603	90603	Vaiko ir ðeimos prieþiûros poskyris				.	
90604	90604	Vaiko teisiø atstovavimo poskyris				.	
90605	90605	Seniûnijø inspektoriø ir mobiliosios pagalbos poskyris				.	
994006	994006	Ðvietimo skyrius (deleguota) 16.2.19.40.D				.	
994085	994085	Miestovaizdþio skyrius /deleguota/ 16*2*17*32*D				.	
AD	AD	Vilniaus miesto savivaldybës administracija				.Taip	
ADMIN	ADMIN	ADMIN Ataskaitoms				.Taip	
BRD	BRD	Bendrøjø reikalø departamentas				.Taip	
BS	BS	Biudþeto skyrius				.Taip	
FD	FD	Finansø departamentas				.Taip	
KUD	KUD	Kultûros, sporto ir turizmo departamentas				.Taip	
MPD	MPD	Miesto plëtros departamentas				.Taip	
MÛD	MÛD	Miesto ûkio ir transporto departamentas				.Taip	
SANT	SANT	Antakalnio seniûnija				.Taip	
SFAB	SFAB	Fabijoniðkiø seniûnija				.Taip	
SGRI	SGRI	Grigiðkiø seniûnija				.Taip	
SJUS	SJUS	Justiniðkiø seniûnija				.Taip	
SKAR	SKAR	Karoliniðkiø seniûnija				.Taip	
SLAZ	SLAZ	Lazdynø seniûnija				.Taip	
SNAU	SNAU	Naujamiesèio seniûnija				.Taip	
SNJN	SNJN	Naujininkø seniûnija				.Taip	
SNVL	SNVL	Naujosios Vilnios seniûnija				.Taip	
SPAN	SPAN	Paneriø seniûnija				.Taip	
SPAÐ	SPAÐ	Paðilaièiø seniûnija				.Taip	
SPIL	SPIL	Pilaitës seniûnija				.Taip	
SRAS	SRAS	Rasø seniûnija				.Taip	
SRD	SRD	Socialiniø reikalø ir sveikatos departamentas				.Taip	
SSEN	SSEN	Senamiesèio seniûnija				.Taip	
SVER	SVER	Verkiø seniûnija				.Taip	
SVIL	SVIL	Vilkpëdës seniûnija				.Taip	
SVIR	SVIR	Virðuliðkiø seniûnija				.Taip	
SÐEÐ	SÐEÐ	Ðeðkinës seniûnija				.Taip	
SÐNI	SÐNI	Ðnipiðkiø seniûnija				.Taip	
SÞIR	SÞIR	Þirmûnø seniûnija				.Taip	
SÞVË	SÞVË	Þvëryno seniûnija				.Taip	
T	T	Ið viso (suminëms sàskaitoms)	*			.	
TD	TD	Turto valdymo ir verslo paslaugø departamentas				.Taip	
TD_AED	TD_AED	Turto Ekonom departamentas	*			.Taip	
ÐD	ÐD	Ðvietimo departamentas				.Taip	
