Reikðmë	Iðversta reikðmë	Apraðas	Ájungtas	Nuo	Iki	[  ]	
03010501062	03010501062	Psichikos dienos stacionaro ákûrimas Antakalnio poliklinikos psichikos sveikatos centre	*			..Ne.......	
03010501063	03010501063	Ambulatoriniø diagnostikos ir reabilitacijos paslaugø plëtra VðÁ Centro poliklinikoje	*			..Ne.......	
03010501064	03010501064	VðÁ Naujosios Vilnios poliklinikos ambulatoriniø antrinio lygio paslaugø infrastruktûros gerinimas	*			..Ne.......	
03010501065	03010501065	Dienos chirurgijos paslaugø kokybës gerinimas VðÁ Vilniaus greitosios pagalbos universitetinëje ligoninëje	*			..Ne.......	
03010501066	03010501066	Kriziø intervencijos centro ásteigimas Vilniaus miesto Psichikos sveikatos centre	*			..Taip.......	
03010501067	03010501067	Energijos sànaudø ir asmens sveikatos paslaugø kaðtø maþinimas renovuojant VðÁ Centro poliklinikos Vytenio ir Naujamiesèio filialus	*			..Taip.......	
03010501068	03010501068	VðÁ Lazdynø poliklinikos pastato ir jo prieigø pritaikymas neágaliems asmenims	*			..Taip.......	
03010501069	03010501069	Vilniaus apskrities sutrikusio vystymosi kûdikiø namø 6 korpusø rekonstravimas ir vieno naujo jungiamojo korpuso statyba	*			..Taip.......	
03010501070	03010501070	Antrinio lygio ambulatoriniø, ambulatorinës reabilitacijos paslaugø plëtra ir infrastruktûros gerinimas VðÁ Karoliniðkiø poliklinikoje	*			..Taip.......	
03010501071	03010501071	Energijos efektyvumo didinimas vieðojoje ástaigoje Karoliniðkiø poliklinikoje	*			..Taip.......	
03010501072	03010501072	Vilniaus miesto psichikos sveikatos centro Poûmës psichiatrijos ir Dienos stacionaro korpusø (5 ir 6 korpusø) iðoriniø atitvarø remontas ir rekonstravimas, pastatø energetikos sistemø modernizavimas	*			..Taip.......	
03010501073	03010501073	VðÁ Vilniaus universitetinës ligoninës rentgeno aparato ásigyjimas	*			..Taip.......	
03010501074	03010501074	VðÁ Vilniaus universitetinës slaugos ir ilgalaikio gydymo ligoninës rentgeno aparato ásigijimas	*			..Taip.......	
03010501075	03010501075	VðÁ Vilkpëdës ligoninës globos skyriaus remontas	*			..Taip.......	
03010501076	03010501076	VðÁ Centro poliklinikos medicininës diagnostikos árangos (densitometro ir videonistagmometro) ásigyjimas	*			..Taip.......	
03010501077	03010501077	VðÁ Naujosios Vilnios poliklinikos keleiviniø liftø projektavimas ir árengimas	*			..Taip.......	
03010501078	03010501078	„Slaugos namuose ir paliatyviosios pagalbos elektroninë paslauga“ (VðÁ Centro poliklinika)	*			..Taip.......	
03010501079	03010501079	Energijos sànaudø ir asmens paslaugø kaðtø maþinimas renovuojant VðÁ Centro poliklinikos Senamiesèio filialà	*			..Taip.......	
03010501080	03010501080	E. sveikatos paslaugø gyventojams ir pacientams kûrimas VðÁ Vilniaus miesto klinikinëje ligoninëje ir VðÁ Respublikinëje Vilniaus psichiatrijos ligoninëje	*			..Taip.......	
03010501081	03010501081	VðÁ Vilniaus universitetinës slaugos ir ilgalaikio gydymo ligoninës pastatø iðoriniø atitvarø rekonstrukcija	*			..Taip.......	
03010501082	03010501082	SANTA-HIS adaptavimas ambulatorinei grandþiai	*			..Taip.......	
03010501083	03010501083	Vieðosios ástaigos Ðeðkinës poliklinikos pastato renovavimas siekiant didinti energijos efektyvumà	*			..Taip.......	
03010501084	03010501084	Energijos sànaudø ir asmens sveikatos paslaugø kaðtø maþinimas renovuojant VðÁ Centro poliklinikos Vytenio ir Naujamiesèio filialus, II etapas	*			..Taip.......	
03010501085	03010501085	VðÁ Lazdynø poliklinikos pastatø iðoriniø atitvarø renovacija	*			..Taip.......	
03010501086	03010501086	VðÁ Vilniaus universitetinës Antakalnio ligoninës energetinio ûkio renovacija	*			..Taip.......	
03010501087	03010501087	Ambulatorinës reabilitacijos, priëmimo-skubios pagalbos ir dienos chirurgijos paslaugø kokybës gerinimas VðÁ Vilniaus universitetinëje Antakalnio ligoninëje	*			..Taip.......	
03010501088	03010501088	VðÁ Vilniaus universitetinës Antakalnio ligoninës pastatø Vilniuje, Antakalnio g. 124, rekonstravimas ir medicinos árangos ásigijimas*	*			..Taip.......	
03010501089	03010501089	VðÁ Naujininkø poliklinikos pastato Vilniuje, Dariaus ir Girëno g. 18, stogo renovavimas*	*			..Taip.......	
03010501090	03010501090	Vidurio ir vakarø Lietuvos gyventojø sergamumo ir mirtingumo nuo ðirdies ir kraujagysliø ligø maþinimo, modernizuojant ir optimizuojant sveikatos prieþiûros sistemos infrastruktûrà bei teikiamas paslaugas	*			..Ne.......	
03010501091	03010501091	Palaikomojo gydymo ir slaugos paslaugø kokybës gerinimas ir plëtra VðÁ Grigiðkiø sveikatos prieþiûros centre	*			..Taip.......	
03010501092	03010501092	VðÁ Antakalnio poliklinikos pastatø ir inþineriniø sistemø rekonstrukcija II etapas	*			..Taip.......	
03010501093	03010501093	VðÁ Vilniaus miesto klinikinës ligoninës medicininës árangos ásigijimas	*			..Ne.......	
03010501094	03010501094	Vaikø ligø skyriaus atnaujinimas VðÁ Karoliniðkiø poliklinikoje	*			..Taip.......	
03010501095	03010501095	VðÁ Vilniaus miesto klinikinës ligoninës Operaciniø, reanimacijos ir hemodializës bloko Antakalnio g. 57, Vilniuje, árengimas*	*			..Taip.......	
03010501096	03010501096	VðÁ Centro poliklinikos Slaugos dienos ir paliatyvios pagalbos mirðtantiems pacientams stacionarø ákûrimas Senamiesèio filiale Pylimo g. 56, Vilniuje, bei teikiamø paslaugø prieinamumo ir kokybës gerinimas*	*			..Taip.......	
03010501097	03010501097	Magnetinio rezonanso tomografo keitimas VðÁ Centro poliklinikoje, Pylimo g. 3, Vilniuje, siekiant uþtikrinti teikiamø paslaugø kokybæ ir prieinamumà Vilniaus miesto gyventojams*	*			..Taip.......	
03010501098	03010501098	VðÁ Lazdynø poliklinikos pastatø Erfurto g. 15, Vilniuje, iðoriniø atitvarø renovacija*	*			..Taip.......	
03010501B	03010501B	Sveikatos prieþiûros ástaigø reorganizavimas, rekonstravimas, renovavimas ir materialinës bazës atnaujinimas	*			..Ne....Ne...	
03010502	03010502	Sveikatos prieþiûros ástaigø rëmimas, projektø finansavimas	*			..Ne.......	
03010503	03010503	Visuomenës sveikatos prieþiûros paslaugø infrastruktûros Vilniaus miesto savivaldybëje plëtra	*			..Ne.......	
03010503001	03010503001	Visuomenës sveikatos prieþiûros paslaugø infrastruktûros Vilniaus miesto savivaldybëje plëtra	*			..Taip.......	
03010504	03010504	Greitosios medicinos pagalbos uþtikrinimas kultûriniuose renginiuose Vilniaus mieste	*			..Ne.......	
03010505	03010505	Pasaulio sveikatos dienos renginiø organizavimas ir rëmimas	*			..Ne.......	
030106	030106	Vaikø neágalumo raidos sutrikimø maþinimas, vaikø integracijos á visuomemæ skatinimas	*			..Ne.......	
03010601	03010601	Vilniaus sutrikusio vystymosi kûdykiø namø iðlaikymas	*			..Ne.......	
03B	03B	Sveikatos apsauga	*			..Ne....Ne...	
04	04	Vaikø ir jaunimo socializacija	*			..Ne....Ne...	
0401	0401	Kurti paþangià visuomenæ plëtojant jaunimo politikà Vilniaus mieste	*			..Ne....Ne...	
040101	040101	Skatinti visapusiðkà jaunimo, formaliø ir neformaliø jaunimo grupiø integracijà á miesto politiná, pilietiná, ekonominá, kultûriná, socialiná ir visuomeniná gyvenimà	*			..Ne....Ne...	
04010101	04010101	Jaunimo orgranizacijø programø ir renginiø, skirtø jaunimui, finansavimas	*			..Ne....Ne...	
04010102	04010102	Vilniaus miesto jaunimo reikalø tarybos ir jos renginiø, Lietuvos moksleiviø parlamento, grafièiø prevencijos ir kitos veiklos finansavimas	*			..Ne.......	
04010103	04010103	Vilniaus miesto jaunimo orgranizacijø inkubatoriaus renginiø, mokymø finansavimas	*			..Ne.......	
04010104	04010104	Jaunimo atvirø centrø steigimo ir veiklos finansavimas	*			..Ne.......	
040102	040102	Sukurti nuolatinæ jaunimo, formaliø ir neformaliø jaunimo grupiø informavimo, stebësenos ir paramos sistemà, uþtikrinti tarpþinybiná bendradarbiavimà tarp ávairiø vieðosios politikos srièiø	*			..Ne.......	
04010201	04010201	Mokamø paslaugø teikimas  ir lëðø panaudojimas, tëvø mokesèio surinkimas jaunimo politikà ágyvendinanèiose ástaigose	*			..Ne.......	
04010202	04010202	Informavimo programø finansavimas	*			..Ne.......	
04010203	04010203	Jaunimo politikos efektyvaus ágyvendinimo strategijos Vilniaus mieste parengimas	*			..Ne.......	
0402	0402	Plëtoti vaikø ir paaugliø uþimtumà Vilniaus mieste	*			..Ne....Ne...	
040201	040201	Organizuoti ir vykdyti ugdymo ástaigø renginius, konkursus, olimpiadas, vaikø ir jaunimo socializacijos, psichoaktyviø medþiagø vartojimo prevencijos programas	*			..Ne....Ne...	
04020101	04020101	Ugdymo ástaigø meniniø renginiø, konkursø, olimpiadø ir kitø priemoniø finansavimas	*			..Ne....Ne...	
04020102	04020102	Vaikø vasaros poilsio programø finansavimas	*			..Ne....Ne...	
04020103	04020103	Socializacijos programø finansavimas	*			..Ne....Ne...	
04020104	04020104	Psichoaktyviø medþiagø vartojimo prevencijos programø finansavimas	*			..Ne....Ne...	
04020105	04020105	Renginiai vaikø ir jaunimo þalingø áproèiø ir nusikalstamumo prevencijai (dotacija VðÁ Vilniaus policijos klubui vaikams ir jaunimui)	*			..Ne....Ne...	
04B	04B	Vaikø ir jaunimo socializacija	*			..Ne....Ne...	
05	05	Bûsto plëtra	*			..Ne....Ne...	
0501	0501	Bendradarbiaujant su savininkais ir gyventojais priþiûrëti, modernizuoti ir plësti butø fondà	*			..Ne....Ne...	
050101	050101	Maþinti bûsto trûkumà	*			..Ne....Ne...	
05010101	05010101	Socialinio bûsto statyba ir pirkimas	*			..Ne....Ne...	
05010101001	05010101001	Socialinio bûsto statyba ir pirkimas, gerbûvio darbai	*			..Taip.......	
05010102	05010102	Butø pirkimas gráþtantiems tremtiniams ir politiniams kaliniams	*			..Ne....Ne...	
05010102001	05010102001	Politiniø kaliniø ir tremtiniø bei jø ðeimø sugráþimo á Lietuvà ir jø aprûpinimo programos ágyvendinimas*	*			..Taip....Taip...	
05010103	05010103	Programos "Bûsto pritaikymas neágaliems þmonëms" ágyvendinimas (liftø árengimas)	*			..Ne....Ne...	
05010103001	05010103001	"Bûsto pritaikymas neágaliems þmonëms" programos ágyvendinimas (liftø árengimas)	*			..Taip.......	
05010103002	05010103002	Bûsto pritaikymas neágaliesiems (liftai)	*			..Ne.......	
05010103B	05010103B	Socialinio bûsto statyba ir pirkimas	*			..Ne....Ne...	
05010104	05010104	Teikti parama socialiniam bûstui ásigyti	*			..Ne....Ne...	
05010104B	05010104B	Teikti parama socialiniam bûstui ásigyti	*			..Ne....Ne...	
05010105	05010105	Programos "Bûsto pritaikymas neágaliems þmonëms" ágyvendinimas (liftø árengimas)	*			..Ne....Ne...	
05010105B	05010105B	Programos "Bûsto pritaikymas neágaliems þmonëms" ágyvendinimas (liftø árengimas)	*			..Ne....Ne...	
050102	050102	Priþiûrëti ir atnaujinti bûstà	*			..Ne....Ne...	
05010201	05010201	Gyvenamøjø namø renovacija	*			..Ne....Ne...	
05010202	05010202	Gyvenamøjø namø butø inventorizacija ir turto vertinimas	*			..Ne....Ne...	
05010203	05010203	Savivaldybës socialinio bûsto paprastasis remontas	*			..Ne....Ne...	
05010204	05010204	Neplanuoti darbai ið Administracijos direktoriaus  rezervo	*			..Ne....Ne...	
05010205	05010205	Teismo iðlaidø ir antstoliø paslaugø apmokëjimas	*			..Ne....Ne...	
05010206	05010206	Butø ðildymo ir kitø paslaugø iðlaidoms apmokëti, kai savivaldybës butai neiðnuomoti	*			..Ne....Ne...	
05010207	05010207	Gyventojams iðkeldinti ið patalpø	*			..Ne....Ne...	
05010208	05010208	VÐÁ "Vilniaus butai" steigimas	*			..Ne....Ne...	
05010209	05010209	VMST 2008 05 08 Nr. 1-474 "Dël UAB "Bendruva" pertvarkymo"	*			..Ne.......	
05010210	05010210	Butø ðildymo ir kitø paslaugø iðlaidoms apmokëti, kai savivaldybës butai iðnuomoti	*			..Ne.......	
05010211	05010211	Socialinio bûsto nuomos mokesèio kompensavimas	*			..Ne.......	
050103	050103	Ágyvendinti projektà "Atnaujinkime bûstà - atnaujinkime miestà"	*			..Ne....Ne...	
05010301	05010301	Pasirengimas bûsto atnaujinimo ir modernizavimo ágyvendinimui	*			..Ne....Ne...	
05010301001	05010301001	Ágyvendinti projektà "Atnaujinkime bûstà - atnaujinkime miestà"	*			..Taip.......	
05010302	05010302	Visuomenës informavimo kompanijos ágyvendinimas	*			..Ne....Ne...	
05010302001	05010302001	Ágyvendinti projektà "Atnaujinkime bûstà - atnaujinkime miestà"	*			..Taip.......	
05010303	05010303	Demonstracinio bûsto atnaujinimo ir modernizavimo projekto ágyvendinimas	*			..Ne....Ne...	
05010303001	05010303001	Ágyvendinti projektà "Atnaujinkime bûstà - atnaujinkime miestà"	*			..Taip.......	
05010304	05010304	Bûsto atnaujinimo ir modernizavimo projektø ágyvendinimo finansavimas	*			..Ne....Ne...	
05010304001	05010304001	Ágyvendinti projektà "Atnaujinkime bûstà - atnaujinkime miestà"	*			..Taip.......	
05010305	05010305	Gyvenamosios aplinkos atnaujinimo projektø ágyvendinimas	*			..Ne....Ne...	
05010305001	05010305001	Ágyvendinti projektà "Atnaujinkime bûstà - atnaujinkime miestà"	*			..Taip.......	
05010306	05010306	Gyvenamøjø namø bendrijø rëmimo fondo veikla	*			..Ne....Ne...	
05010306001	05010306001	Ágyvendinti projektà "Atnaujinkime bûstà - atnaujinkime miestà"	*			..Taip.......	
05010307	05010307	Gyvenamosios aplinkos sutvarkymas	*			..Ne....Ne...	
05010308	05010308	Pastatø sertifikavimas pagal jø energetines savybes	*			..Ne....Ne...	
05010309	05010309	Gyventojø informavimo apie Europos miestø inovacijas bûsto atnaujinimo srityje ir jø pritaikymo Vilniaus m. daugiabuèiams  projektas	*			..Ne.......	
05010310	05010310	Nenaudojama				..Ne.......	
05010310001	05010310001	Nenaudojama				..Ne.......	
050103B	050103B	Ágyvendinti projektà "Atnaujinkime bûstà - atnaujinkime miestà"	*			..Ne....Ne...	
05010401	05010401	Valsyybës garantijø, nuomininkams, iðsikeliantiems ið savininkams gràþintinø gyvenamøjø namø ar jø daliø ir butø, vykdymas				..Ne.......	
05010402	05010402	Energijos tausojimo programos apyvartinis fondas				..Ne.......	
05B	05B	Bûsto plëtra	*			..Ne....Ne...	
06	06	Kûno kultûros ir sporto plëtojimas	*			..Ne....Ne...	
0601	0601	Uþtikrinti neformaliojo ugdymo - sporto mokymo ástaigø funkcionavimà	*			..Ne....Ne...	
060101	060101	Iðlaikyti sporto mokyklas ir organizuoti darbà	*			..Ne....Ne...	
06010101	06010101	Atitinkamos kvalifikacijos darbo jëgos samda, aprûpinimas bûtinomis darbo priemonëmis ir sàlygø darbui sudarymas	*			..Ne....Ne...	
06010102	06010102	Tëvø mokesèio surinkimas kûno kultûros ir sporto ugdymo ástaigose	*			..Ne.......	
06010103	06010103	Papildomas lëðø gavimas nuomojant patalpas	*			..Ne.......	
06010104	06010104	Þiemos sporto ðakø mokyklos steigimas				..Ne.......	
0602	0602	Uþtikrinti sveikatingumo priemoniø vykdymà	*			..Ne....Ne...	
060201	060201	Inicijuoti, skatinti ir koordinuoti sveikatingumo priemones ir sporto renginius	*			..Ne....Ne...	
06020101	06020101	Sporto renginiø inicijavimas ir koordinavimas	*			..Ne....Ne...	
06020102	06020102	Parama sporto klubams	*			..Ne....Ne...	
06020103	06020103	Neágaliøjø sporto klubø rëmimas	*			..Ne....Ne...	
06020104	06020104	Vilniaus miesto rinktiniø mokomøjø treniruoèiø stovyklø ir varþybø vykdymas	*			..Ne....Ne...	
06020105	06020105	Papildomas lëðø gavimas nuomojant patalpas	*			..Ne....Ne...	
06020106	06020106	Nevalstybiniø sporto organizacijø veiklos skatinimas (konkursinis finansavimas)	*			..Ne....Ne...	
06020107	06020107	Didelio meistriðkumo sportininkø rengimas	*			..Ne....Ne.Taip..	
06020108	06020108	Stipendijø ir premijø skyrimas Vilniaus sportininkams	*			..Ne.......	
06020116	06020116	Duomenø apie suteiktà valstybës pagalbà teikimas valstybës pagalbos registrui				..Ne....Ne...	
0603	0603	Sporto infrastruktûros plëtra	*			..Ne....Ne...	
060301	060301	Statyti ir rekonstruoti svarbiausius sporto objektus	*			..Ne....Ne...	
06030101	06030101	Vilniaus sporto mokyklos "Tauras" sporto bazës rekonstrukcija	*			..Ne....Ne...	
06030101001	06030101001	Vilniaus sporto mokyklos "Tauras" sporto bazës rekonstrukcija	*			..Taip.......	
06030102	06030102	Sporto aikðteliø prie mokyklø árengimas	*			..Ne....Ne...	
06030102001	06030102001	Sporto aikðteliø prie mokyklø árengimas	*			..Taip.......	
06030103	06030103	Sporto komplekso Vilniuje, Kaukysos g. 18, statyba	*			..Ne....Ne...	
06030103001	06030103001	Sporto komplekso Vilniuje, Kaukysos g. 18, statyba	*			..Ne.......	
06030104	06030104	VðÁ Vilniaus futbolo akademijos administraciniø pastatø, futbolo aikðtynø projektavimas ir statyba	*			..Ne....Ne...	
06030104001	06030104001	Futbolo aikðtynø komplekso projektavimas ir statyba Karklø g. 35 Naujojoje Vilnioje, Vilniuje	*			..Taip.......	
06030105	06030105	Vilniaus krepðinio mokyklos administraciniø patalpø renovacija Birþelio - 23-osios g. ir antros sporto salës statyba	*			..Ne....Ne...	
06030105001	06030105001	Vilniaus krepðinio mokyklos administraciniø patalpø renovacija Birþelio - 23-osios g. ir antros sporto salës statyba	*			..Taip.......	
06030106	06030106	Vilniaus miesto BMX dviraèiø trasos árengimas (Pilaitës seniûnija)	*			..Ne....Ne...	
06030106001	06030106001	Vilniaus miesto BMX dviraèiø trasos árengimas	*			..Ne.......	
06030106B	06030106B	Stadiono Ðeðkinës statybos projekto parengimas	*			..Ne....Ne...	
06030107	06030107	UAB Lazdynø laisvalaikio centras dalinë renovacija	*			..Ne.......	
06030107001	06030107001	 UAB Lazdynø laisvalaikio centras dalinë renovacija	*			..Ne.......	
06030108	06030108	Nacionalinio stadiono su sporto kompleksu Vilniuje, Ukmergës gatvëje, projektavimas ir statyba	*			..Ne.......	
06030108001	06030108001	Nacionalinio stadiono su sporto kompleksu Vilniuje, Ukmergës gatvëje, projektavimas ir statyba	*			..Ne....Taip...	
06030108002	06030108002	Nacionalinio stadiono su sporto kompleksu Vilniuje, Ukmergës gatvëje, statybos aikðtelës apsauga ir inventorizacija	*			..Taip.......	
06030108003	06030108003	Skola uþ Nacionalinio stadiono su sporto kompleksu Vilniuje, Ukmergës gatvëje, statybà	*			..Taip.......	
06030108004	06030108004	Futbolo treniruoèiø aikðtyno Ozo g. 27, Vilniuje, statyba	*			..Taip.......	
06030108005	06030108005	Skola uþ Nacionalinio stadiono su sporto kompleksu Vilniuje, Ukmergës gatvëje, statybà (II etapas)	*			..Taip.......	
06030109	06030109	Vilniaus Uþupio gimnazijos ðaudyklos renovacija	*			..Ne.......	
06030109001	06030109001	Vilniaus Uþupio gimnazijos ðaudyklos renovacija	*			..Ne.......	
06030110	06030110	Vilniaus miesto ðachmatø ir ðaðkiø sporto mokyklos administraciniø patalpø remontas	*			..Ne.......	
06030110001	06030110001	Vilniaus miesto ðachmatø ir ðaðkiø sporto mokyklos administraciniø patalpø remontas	*			..Ne.......	
06030111	06030111	Jomanto parko Vilniuje kompleksinis sutvarkymas ir pritaikymas aktyviam poilsiui	*			..Ne.......	
06030111001	06030111001	Jamanto parko Vilniuje kompleksinis sutvarkymas ir pritaikymas aktyviam poilsiui	*			..Ne.......	
06030112	06030112	VðÁ Lazdynø baseinas rekonstrukcija	*			..Ne.......	
06030112001	06030112001	Lazdynø baseino projektavimas ir rekonstravimas Erfurto g. 13, Vilnius	*			..Ne.......	
06030112002	06030112002	Daugiafunkcio Lazdynø sveikatingumo centro Vilniuje techninio projekto parengimas	*			..Taip.......	
06030113	06030113	UEFA IV kategorijos futbolo stadiono statyba	*			..Ne.......	
06030114	06030114	Krepðinio aikðteliø árengimas Vilniaus mieste	*			..Ne.......	
06030114001	06030114001	Krepðinio aikðteliø árengimas Vilniaus mieste	*			..Ne.......	
06030115	06030115	Naujo 25 metrø baseino Vilniaus mieste  projektavimas ir statyba	*			..Ne.......	
06030115001	06030115001	Naujo 25 metrø baseino Vilniaus mieste  projektavimas ir statyba	*			..Ne.......	
06B	06B	 Kûno kultûros ir sporto plëtojimas	*			..Ne....Ne...	
07	07	Informacinës visuomenës plëtra	*			..Ne....Ne...	
0701	0701	Elektroninio miesto plëtra	*			..Ne....Ne...	
070101	070101	Kurti ir ágyvendinti elektroninio miesto projektus	*			..Ne....Ne...	
07010101	07010101	Dalyvauti bendruose projektuose su privaèiomis ir visuomeninëmis organizacijomis	*			..Ne....Ne...	
07010102	07010102	Projekto "Elektroninë sveikata" vykdymas	*			..Ne....Ne...	
07010102001	07010102001	Elektroninës sveikatos sistemos diegimas (E. sveikata)	*			..Ne.......	
07010102B	07010102B	Projekto "Elektroninë sveikata" vykdymas	*			..Ne....Ne...	
07010103	07010103	Projekto "Elektroniniai bilietai" vykdymas	*			..Ne....Ne...	
07010103001	07010103001	Elektroninio bilieto vieðajame transporte ir keleiviø informavimo sistemos sukûrimas	*			..Ne....Ne...	
07010103B	07010103B	Projekto "Elektroniniai bilietai" vykdymas	*			..Ne....Ne...	
07010104	07010104	Geoinformaciniø sistemø integravimas su kitomis duomenø sistemomis	*			..Ne....Ne...	
07010105	07010105	Projekto "Elektroninis ðvietimas" vykdymas	*			..Taip....Ne...	
07010105001	07010105001	Elektroninio ðvietimo sistemos diegimas (E. ðvietimas)	*			..Taip....Ne...	
07010105B	07010105B	Projekto "Elektroninis ðvietimas" vykdymas	*			..Ne....Ne...	
07010106	07010106	Aplinkos apsaugos optimizavimas elektroninëmis priemonëmis	*			..Ne.......	
07010106001	07010106001	Aplinkos apsaugos optimizavimas elektroninëmis priemonëmis	*			..Ne.......	
07010107	07010107	Elektroniniø priemoniø skirtø gyventojams dalyvauti sprendimø priëmime sukûrimas ir ádiegimas (E. demokratija)	*			..Ne.......	
07010107001	07010107001	Elektroniniø priemoniø skirtø gyventojams dalyvauti sprendimø priëmime sukûrimas ir ádiegimas (E. demokratija)	*			..Taip.......	
07010108	07010108	Elektroniniø paslaugø sistemos diegimas ir plëtra Vilniaus regione (E.valdþia)	*			..Ne.......	
07010108001	07010108001	Elektroniniø paslaugø sistemos diegimas ir plëtra Vilniaus regione (E.valdþia)	*			..Taip.......	
070102	070102	Informaciniø technologijø infrastruktûros palaikymas ir plëtra	*			..Ne....Ne...	
07010201	07010201	Vidinës informaciniø technologijø infrastruktûros palaikymas ir plëtra	*			..Ne....Ne...	
07010202	07010202	Finansø valdymo ir apskaitos sistemos kûrimas	*			..Ne....Ne...	
07010202001	07010202001	Finansø valdymo ir apskaitos sistemos diegimo plëtra ir analizës paslaugos	*			..Ne....Ne...	
07010202002	07010202002	Finansø valdymo ir apskaitos sistemos plëtra - III etapas	*			..Taip.......	
07010203	07010203	Vilniaus miesto savivaldybës administracijos tipiniø veiklos procesø ir procedûrø visapusiðkas tyrimas ir optimizavimas	*			..Ne.......	
07010204	07010204	Kompleksinis paslaugø teikimo „vieno langelio“ principu  tobulinimas	*			..Ne.......	
07010205	07010205	VMSA darbuotojø gebëjimø tobulinimas IT srityje	*			..Ne.......	
070103	070103	Modernizuoti miesto planavimo, projektavimo ir statybø valdymo procesus	*			..Ne....Ne...	
07010301	07010301	Vilniaus teritorijø planavimo ir statybø duomenø banko kûrimas ir palaikymas GIS pagrindu	*			..Ne....Ne...	
07010302	07010302	Vilniaus miesto kartografiniø duomenø baziø kûrimas ir palaikymas	*			..Ne....Ne...	
070104	070104	Modernizuoti miesto planavimo, projektavimo ir statybø valdymo procesus				..Ne....Ne...	
07010401	07010401	Vilniaus teritorijø planavimo ir statybø duomenø banko kûrimas ir palaikymas GIS pagrindu				..Ne....Ne...	
07010401B	07010401B	Vilniaus teritorijø planavimo ir statybø duomenø banko kûrimas ir palaikymas GIS pagrindu	*			..Ne....Ne...	
07010402	07010402	Vilniaus miesto kartografiniø duomenø baziø kûrimas ir palaikymas				..Ne....Ne...	
07010402B	07010402B	Vilniaus miesto kartografiniø duomenø baziø kûrimas ir palaikymas	*			..Ne....Ne...	
07B	07B	Informacinës visuomenës plëtra	*			..Ne....Ne...	
08	08	Sàlygø verslo plëtrai sudarymas ir patrauklios investicijoms aplinkos formavimas	*			..Ne....Ne...	
0801	0801	Ágyvendinti paramos ir skatinimo priemones verslui	*			..Ne....Ne...	
080101	080101	Skatinti verslo ámones	*			..Ne....Ne...	
08010101	08010101	Konsultavimo, informavimo, mokymo paslaugø verslui plëtra	*			..Ne....Ne...	
08010102	08010102	Paramos priemoniø smulkiajam ir vidutiniam verslui ágyvendinimas	*			..Ne....Ne...	
08010103	08010103	Naujosios ir þiniø ekonomikos plëtra	*			..Ne....Ne...	
08010103001	08010103001	Saulëtekio slënio mokslo ir technologijø parko plëtra - II etapas	*			..Ne.......	
08010103002	08010103002	Saulëtekio slënio technologinio verslo inkubatoriaus plëtra - II etapas	*			..Ne.......	
08010104	08010104	Verslo aplinkos gerinimo ir uþimtumo priemoniø vykdymas	*			..Ne.......	
0802	0802	Uþtikrinti palankià aplinkà vidaus ir uþsienio investuotojams	*			..Ne....Ne...	
080201	080201	Palankios aplinkos vidaus ir uþsienio investuotojams uþtikrinimas	*			..Ne....Ne...	
08020101	08020101	Patrauklaus investuotojams miesto ávaizdþio sudarymas	*			..Ne....Ne...	
08020102	08020102	Investicinës ir verslo aplinkos tyrimø atlikimo, galimybiø studijø rengimo, finansiniø modeliø rengimo, konsultavimo paslaugø pirkimas	*			..Ne....Ne...	
08020103	08020103	Parodø ir konferencijø organizavimas, bendradarbiavimas, kredito reitingo nustatymo pirkimas	*			..Ne....Ne...	
08020104	08020104	Vilniaus kino biuro veiklos palaikymas	*			..Ne.......	
08B	08B	Sàlygø verslo plëtrai sudarymas ir patrauklios investicijoms aplinkos formavimas	*			..Ne....Ne...	
09	09	Kultûros veiklos plëtra ir jos vaidmens bendruomenës gyvenime stiprinimas	*			..Ne....Ne...	
0901	0901	Modernizuojant bibliotekas gerinti informacijos teikimà Vilniaus gyventojams	*			..Ne....Ne...	
090101	090101	Organizuoti bibliotekø darbà	*			..Ne....Ne...	
09010101	09010101	Atitinkamos kvalifikacijos darbo jëgos samda, aprûpinimas bûtinomis darbo priemonëmis ir sàlygø darbui sudarymas bibliotekose	*			..Ne....Ne...	
09010102	09010102	Bibliotekos patalpø remontas ir turto ásigijimas	*			..Ne....Ne...	
09010102001	09010102001	Remonto darbø atlikimas, materialiojo ir nematerialiojo turto ásigijimas Vilniaus miesto centrinëje bibliotekoje ir jos filialuose	*			..Ne.......	
09010102002	09010102002	Vilniaus miesto savivaldybës centrinës bibliotekos Skaitytojø aptarnavimo skyriaus pastato, esanèio Þirmûnø g. 6 Vilnius rekonstrukcija	*			..Taip.......	
09010102003	09010102003	Vilniaus miesto savivaldybës centrinës bibliotekos Skaitytojø aptarnavimo skyriaus, esanèio Þirmûnø g. 6, Vilnius, árangos ásigijimas ir árengimas	*			..Taip.......	
09010103	09010103	Papildomas lëðø gavimas nuomojant patalpas bibliotekose	*			..Ne....Ne...	
09010104	09010104	Mokamø paslaugø teikimas bibliotekose	*			..Ne....Ne.Taip..	
0902	0902	Iðsaugoti istorinæ atmintá	*			..Ne....Ne...	
090201	090201	Organizuoti muziejø darbà	*			..Ne....Ne...	
09020100	09020100	Organizuoti muziejø darbà				..Ne....Ne...	
09020101	09020101	Atitinkamos kvalifikacijos darbo jëgos samda, aprûpinimas bûtinomis darbo priemonëmis ir sàlygø darbui sudarymas muziejuose	*			..Ne....Ne...	
